"Status","Year","Function_of_post","Disability","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Property","Declared non-disabled","50-59","2330","2250","37330","33300"
"In post","2021","Property","Declared non-disabled","60-64","720","650","35420","33300"
"In post","2021","Property","Declared non-disabled","65+","260","220","32600","30520"
"In post","2021","Property","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Undeclared","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Property","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Property","Undeclared","30-39","70","60","33940","32550"
"In post","2021","Property","Undeclared","40-49","130","120","35570","33300"
"In post","2021","Property","Undeclared","50-59","300","290","37250","33300"
"In post","2021","Property","Undeclared","60-64","80","70","36590","32180"
"In post","2021","Property","Undeclared","65+","30","30","[c]","[c]"
"In post","2021","Property","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","20-29","340","330","26140","24560"
"In post","2021","Property","Unknown","30-39","320","310","31140","28870"
"In post","2021","Property","Unknown","40-49","300","290","32180","28130"
"In post","2021","Property","Unknown","50-59","430","410","32760","28870"
"In post","2021","Property","Unknown","60-64","160","150","29380","26050"
"In post","2021","Property","Unknown","65+","60","50","23550","18740"
"In post","2021","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Security","Declared disabled","20-29","50","50","[c]","[c]"
"In post","2021","Security","Declared disabled","30-39","110","100","33850","33300"
"In post","2021","Security","Declared disabled","40-49","130","130","35920","35970"
"In post","2021","Security","Declared disabled","50-59","260","260","31920","29010"
"In post","2021","Security","Declared disabled","60-64","80","80","28690","22650"
"In post","2021","Security","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2021","Security","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Security","Declared non-disabled","20-29","710","710","27410","26190"
"In post","2021","Security","Declared non-disabled","30-39","960","950","32680","31150"
"In post","2021","Security","Declared non-disabled","40-49","1050","1040","33560","32380"
"In post","2021","Security","Declared non-disabled","50-59","1970","1940","32680","29560"
"In post","2021","Security","Declared non-disabled","60-64","510","460","27760","20920"
"In post","2021","Security","Declared non-disabled","65+","140","120","25330","21010"
"In post","2021","Security","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Security","Undeclared","30-39","100","90","36090","34770"
"In post","2021","Security","Undeclared","40-49","160","160","36140","37460"
"In post","2021","Security","Undeclared","50-59","320","310","34970","39070"
"In post","2021","Security","Undeclared","60-64","80","70","30870","27180"
"In post","2021","Security","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","20-29","450","450","26490","25680"
"In post","2021","Security","Unknown","30-39","440","430","31880","30890"
"In post","2021","Security","Unknown","40-49","420","410","33420","36780"
"In post","2021","Security","Unknown","50-59","590","580","32180","33300"
"In post","2021","Security","Unknown","60-64","130","110","28830","21580"
"In post","2021","Security","Unknown","65+","40","30","[c]","[c]"
"In post","2021","Unknown","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","20-29","1690","1650","27410","27570"
"In post","2021","Unknown","Declared disabled","30-39","2940","2730","29530","27570"
"In post","2021","Unknown","Declared disabled","40-49","5080","4590","29480","27570"
"In post","2021","Unknown","Declared disabled","50-59","8420","7630","28760","27570"
"In post","2021","Unknown","Declared disabled","60-64","2560","2040","27330","27570"
"In post","2021","Unknown","Declared disabled","65+","800","580","26700","26120"
"In post","2021","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","16-19","260","250","22510","21010"
"In post","2021","Unknown","Declared non-disabled","20-29","14410","14120","27490","27570"
"In post","2021","Unknown","Declared non-disabled","30-39","23200","21590","30870","27570"
"In post","2021","Unknown","Declared non-disabled","40-49","29930","27520","32170","27570"
"In post","2021","Unknown","Declared non-disabled","50-59","39790","36690","30970","27570"
"In post","2021","Unknown","Declared non-disabled","60-64","11070","8940","28940","27570"
"In post","2021","Unknown","Declared non-disabled","65+","3380","2570","28060","26120"
"In post","2021","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","20-29","680","670","27270","27570"
"In post","2021","Unknown","Undeclared","30-39","1550","1450","30220","27570"
"In post","2021","Unknown","Undeclared","40-49","1930","1810","31260","27570"
"In post","2021","Unknown","Undeclared","50-59","2600","2460","30410","27570"
"In post","2021","Unknown","Undeclared","60-64","670","580","28730","27370"
"In post","2021","Unknown","Undeclared","65+","210","180","27530","25630"
"In post","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","16-19","130","120","20900","21150"
"In post","2021","Unknown","Unknown","20-29","3650","3600","28930","27570"
"In post","2021","Unknown","Unknown","30-39","3830","3680","35670","31060"
"In post","2021","Unknown","Unknown","40-49","3400","3240","39430","33620"
"In post","2021","Unknown","Unknown","50-59","3390","3280","38350","32630"
"In post","2021","Unknown","Unknown","60-64","850","790","34500","29190"
"In post","2021","Unknown","Unknown","65+","260","230","35540","29200"
"In post","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Declared disabled","20-29","230","230","34520","33210"
"In post","2022","Analysis","Declared disabled","30-39","170","160","42470","38340"
"In post","2022","Analysis","Declared disabled","40-49","150","140","48490","43480"
"In post","2022","Analysis","Declared disabled","50-59","120","110","45710","41100"
"In post","2022","Analysis","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Declared non-disabled","20-29","1890","1880","36090","33880"
"In post","2022","Analysis","Declared non-disabled","30-39","1570","1510","46580","43880"
"In post","2022","Analysis","Declared non-disabled","40-49","1200","1120","50870","50210"
"In post","2022","Analysis","Declared non-disabled","50-59","780","750","50030","47060"
"In post","2022","Analysis","Declared non-disabled","60-64","160","140","44850","40640"
"In post","2022","Analysis","Declared non-disabled","65+","50","40","46310","40750"
"In post","2022","Analysis","Undeclared","20-29","80","80","36760","34610"
"In post","2022","Analysis","Undeclared","30-39","90","80","46580","45540"
"In post","2022","Analysis","Undeclared","40-49","50","50","[c]","[c]"
"In post","2022","Analysis","Undeclared","50-59","40","40","[c]","[c]"
"In post","2022","Analysis","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","20-29","800","790","36050","33400"
"In post","2022","Analysis","Unknown","30-39","530","510","44970","40650"
"In post","2022","Analysis","Unknown","40-49","270","250","47200","42820"
"In post","2022","Analysis","Unknown","50-59","140","140","52450","48080"
"In post","2022","Analysis","Unknown","60-64","30","30","[c]","[c]"
"In post","2022","Analysis","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Declared disabled","20-29","70","70","30960","29090"
"In post","2022","Commercial","Declared disabled","30-39","110","100","38860","37410"
"In post","2022","Commercial","Declared disabled","40-49","120","120","41060","39560"
"In post","2022","Commercial","Declared disabled","50-59","120","120","43310","39350"
"In post","2022","Commercial","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Declared non-disabled","20-29","580","580","32940","32000"
"In post","2022","Commercial","Declared non-disabled","30-39","880","850","40320","38200"
"In post","2022","Commercial","Declared non-disabled","40-49","840","810","47500","41620"
"In post","2022","Commercial","Declared non-disabled","50-59","950","920","49710","42080"
"In post","2022","Commercial","Declared non-disabled","60-64","210","190","44990","40630"
"In post","2022","Commercial","Declared non-disabled","65+","40","40","[c]","[c]"
"In post","2022","Commercial","Undeclared","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Undeclared","20-29","40","40","[c]","[c]"
"In post","2022","Commercial","Undeclared","30-39","60","60","39890","40000"
"In post","2022","Commercial","Undeclared","40-49","70","70","46350","41500"
"In post","2022","Commercial","Undeclared","50-59","80","80","45720","41500"
"In post","2022","Commercial","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","20-29","410","410","38970","36500"
"In post","2022","Commercial","Unknown","30-39","580","570","52070","51230"
"In post","2022","Commercial","Unknown","40-49","690","680","61700","61380"
"In post","2022","Commercial","Unknown","50-59","580","570","61710","56470"
"In post","2022","Commercial","Unknown","60-64","90","80","56570","54700"
"In post","2022","Commercial","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Declared disabled","20-29","110","100","30630","27500"
"In post","2022","Communications","Declared disabled","30-39","150","140","35770","33300"
"In post","2022","Communications","Declared disabled","40-49","150","140","36880","33370"
"In post","2022","Communications","Declared disabled","50-59","160","150","36310","33080"
"In post","2022","Communications","Declared disabled","60-64","40","40","[c]","[c]"
"In post","2022","Communications","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Declared non-disabled","20-29","1140","1130","31060","26820"
"In post","2022","Communications","Declared non-disabled","30-39","1610","1550","37020","33370"
"In post","2022","Communications","Declared non-disabled","40-49","1180","1130","40710","35140"
"In post","2022","Communications","Declared non-disabled","50-59","850","810","38480","33370"
"In post","2022","Communications","Declared non-disabled","60-64","180","160","37320","33080"
"In post","2022","Communications","Declared non-disabled","65+","50","40","[c]","[c]"
"In post","2022","Communications","Undeclared","20-29","60","50","32690","32320"
"In post","2022","Communications","Undeclared","30-39","110","110","35490","33370"
"In post","2022","Communications","Undeclared","40-49","70","70","38550","33370"
"In post","2022","Communications","Undeclared","50-59","70","70","36790","33080"
"In post","2022","Communications","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","20-29","930","920","31030","26820"
"In post","2022","Communications","Unknown","30-39","850","820","35730","33080"
"In post","2022","Communications","Unknown","40-49","500","480","39680","33370"
"In post","2022","Communications","Unknown","50-59","270","260","37870","33080"
"In post","2022","Communications","Unknown","60-64","40","40","[c]","[c]"
"In post","2022","Communications","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Declared disabled","20-29","150","150","28950","27570"
"In post","2022","Counter Fraud","Declared disabled","30-39","210","210","32640","31060"
"In post","2022","Counter Fraud","Declared disabled","40-49","420","390","30750","27570"
"In post","2022","Counter Fraud","Declared disabled","50-59","840","780","31580","28150"
