"Status","Year","Sex","Age","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Male","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","20-29","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","20-29","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","20-29","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","20-29","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","20-29","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","20-29","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","20-29","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","30-39","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","30-39","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","30-39","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","30-39","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","30-39","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","40-49","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","40-49","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","60-64","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","16-19","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Female","16-19","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Female","16-19","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Female","16-19","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Female","16-19","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Female","16-19","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","16-19","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Female","16-19","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Female","16-19","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Female","16-19","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Female","16-19","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Female","16-19","Operational Delivery","370","360","22070","21260"
"In post","2022","Female","16-19","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Female","16-19","Other","40","40","[c]","[c]"
"In post","2022","Female","16-19","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Female","16-19","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","16-19","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","16-19","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Female","16-19","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","16-19","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Female","16-19","Tax","30","30","[c]","[c]"
"In post","2022","Female","16-19","Unknown","50","50","23160","21260"
"In post","2022","Female","16-19","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Female","20-29","Commercial","590","580","32370","30600"
"In post","2022","Female","20-29","Communications","600","600","35020","33120"
"In post","2022","Female","20-29","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","20-29","Counter Fraud","380","370","27500","27570"
"In post","2022","Female","20-29","Digital, Data and Technology","1040","1030","34210","33000"
"In post","2022","Female","20-29","Economics","410","410","37870","34240"
"In post","2022","Female","20-29","Finance","830","820","32650","30320"
"In post","2022","Female","20-29","Geography","40","40","[c]","[c]"
"In post","2022","Female","20-29","Human Resources","980","960","31770","30000"
"In post","2022","Female","20-29","Intelligence Analysis","260","260","30280","28700"
"In post","2022","Female","20-29","Internal Audit","30","30","[c]","[c]"
"In post","2022","Female","20-29","International Trade","260","260","38200","35560"
"In post","2022","Female","20-29","Knowledge and Information Management","170","160","31170","28250"
"In post","2022","Female","20-29","Legal","840","830","35480","33080"
"In post","2022","Female","20-29","Medicine","110","100","32640","32310"
"In post","2022","Female","20-29","Operational Delivery","22920","22300","25880","24880"
"In post","2022","Female","20-29","Operational Research","140","140","35590","34710"
"In post","2022","Female","20-29","Other","1900","1860","26900","26350"
"In post","2022","Female","20-29","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Female","20-29","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Female","20-29","Policy","4920","4890","38470","35430"
"In post","2022","Female","20-29","Project Delivery","1100","1090","34380","33200"
"In post","2022","Female","20-29","Property","390","380","30220","28630"
"In post","2022","Female","20-29","Psychology","370","370","27680","27700"
"In post","2022","Female","20-29","Science and Engineering","1050","1040","29760","29230"
"In post","2022","Female","20-29","Security","330","320","28910","26750"
"In post","2022","Female","20-29","Social Research","410","410","35810","33710"
"In post","2022","Female","20-29","Statistics","400","400","36040","33710"
"In post","2022","Female","20-29","Tax","2050","2000","28630","26590"
"In post","2022","Female","20-29","Unknown","4540","4490","32090","29250"
"In post","2022","Female","20-29","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Female","30-39","Commercial","860","800","37810","36500"
"In post","2022","Female","30-39","Communications","740","710","43660","40650"
"In post","2022","Female","30-39","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","30-39","Counter Fraud","540","490","28440","27570"
"In post","2022","Female","30-39","Digital, Data and Technology","1690","1620","41220","38650"
"In post","2022","Female","30-39","Economics","210","190","56500","56130"
"In post","2022","Female","30-39","Finance","1380","1290","39680","36330"
"In post","2022","Female","30-39","Geography","40","40","[c]","[c]"
"In post","2022","Female","30-39","Human Resources","1510","1410","37740","33370"
"In post","2022","Female","30-39","Inspector of Education and Training","70","70","54410","51360"
"In post","2022","Female","30-39","Intelligence Analysis","410","380","32980","29740"
"In post","2022","Female","30-39","Internal Audit","80","80","40640","39590"
"In post","2022","Female","30-39","International Trade","240","230","49450","51710"
"In post","2022","Female","30-39","Knowledge and Information Management","240","230","35220","31990"
"In post","2022","Female","30-39","Legal","1920","1810","47970","50500"
"In post","2022","Female","30-39","Medicine","440","380","43260","39030"
"In post","2022","Female","30-39","Operational Delivery","28900","25920","28130","26900"
"In post","2022","Female","30-39","Operational Research","120","110","45670","47010"
"In post","2022","Female","30-39","Other","3000","2740","30970","27570"
"In post","2022","Female","30-39","Planning","30","30","[c]","[c]"
"In post","2022","Female","30-39","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Female","30-39","Policy","5140","4920","48210","49860"
"In post","2022","Female","30-39","Project Delivery","1930","1830","41230","39600"
"In post","2022","Female","30-39","Property","510","480","37110","33370"
"In post","2022","Female","30-39","Psychology","550","530","35050","31180"
"In post","2022","Female","30-39","Science and Engineering","1190","1120","37860","37970"
"In post","2022","Female","30-39","Security","470","460","33470","31990"
"In post","2022","Female","30-39","Social Research","280","260","44250","41340"
"In post","2022","Female","30-39","Statistics","340","320","45350","43000"
"In post","2022","Female","30-39","Tax","2280","2130","33380","33080"
"In post","2022","Female","30-39","Unknown","4610","4390","41370","37300"
"In post","2022","Female","30-39","Veterinarian","70","70","39190","37240"
"In post","2022","Female","40-49","Commercial","870","820","41750","39180"
"In post","2022","Female","40-49","Communications","630","580","47170","43850"
"In post","2022","Female","40-49","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","40-49","Counter Fraud","880","780","28970","27570"
"In post","2022","Female","40-49","Digital, Data and Technology","1940","1840","43550","40520"
"In post","2022","Female","40-49","Economics","90","80","64080","61400"
"In post","2022","Female","40-49","Finance","1900","1790","40830","36780"
"In post","2022","Female","40-49","Geography","40","30","[c]","[c]"
"In post","2022","Female","40-49","Human Resources","1820","1700","41520","37610"
"In post","2022","Female","40-49","Inspector of Education and Training","220","220","61530","51360"
"In post","2022","Female","40-49","Intelligence Analysis","380","340","33430","29520"
"In post","2022","Female","40-49","Internal Audit","110","100","45900","43710"
"In post","2022","Female","40-49","International Trade","130","120","51220","51970"
"In post","2022","Female","40-49","Knowledge and Information Management","330","310","35780","33910"
"In post","2022","Female","40-49","Legal","2260","2010","52800","53050"
"In post","2022","Female","40-49","Medicine","550","470","54560","45840"
"In post","2022","Female","40-49","Operational Delivery","34180","30070","29340","27570"
"In post","2022","Female","40-49","Operational Research","110","90","49190","47590"
"In post","2022","Female","40-49","Other","3640","3340","31710","27570"
"In post","2022","Female","40-49","Planning","30","30","[c]","[c]"
"In post","2022","Female","40-49","Planning Inspectors","40","40","[c]","[c]"
"In post","2022","Female","40-49","Policy","4050","3750","52350","52430"
"In post","2022","Female","40-49","Project Delivery","2170","2030","44120","40520"
"In post","2022","Female","40-49","Property","770","720","38430","34260"
"In post","2022","Female","40-49","Psychology","280","260","44760","46020"
"In post","2022","Female","40-49","Science and Engineering","1120","1010","43390","40560"
"In post","2022","Female","40-49","Security","500","480","35610","33300"
"In post","2022","Female","40-49","Social Research","160","140","50040","50210"
"In post","2022","Female","40-49","Statistics","230","210","51950","52150"
"In post","2022","Female","40-49","Tax","1810","1690","35870","33370"
"In post","2022","Female","40-49","Unknown","3970","3720","46590","40810"
"In post","2022","Female","40-49","Veterinarian","90","80","44800","45370"
"In post","2022","Female","50-59","Commercial","880","840","40210","37380"
"In post","2022","Female","50-59","Communications","410","390","44000","40420"
"In post","2022","Female","50-59","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","50-59","Counter Fraud","1470","1310","28500","27570"
"In post","2022","Female","50-59","Digital, Data and Technology","1870","1790","42460","38730"
"In post","2022","Female","50-59","Economics","40","30","[c]","[c]"
"In post","2022","Female","50-59","Finance","2180","2090","39540","35310"
"In post","2022","Female","50-59","Geography","40","40","[c]","[c]"
"In post","2022","Female","50-59","Human Resources","1960","1860","40460","36570"
"In post","2022","Female","50-59","Inspector of Education and Training","300","300","64100","64500"
"In post","2022","Female","50-59","Intelligence Analysis","370","350","31760","28730"
"In post","2022","Female","50-59","Internal Audit","150","140","48530","44590"
"In post","2022","Female","50-59","International Trade","110","110","52890","48220"
"In post","2022","Female","50-59","Knowledge and Information Management","420","400","35050","31990"
"In post","2022","Female","50-59","Legal","1990","1800","51970","53100"
"In post","2022","Female","50-59","Medicine","500","450","57980","45840"
"In post","2022","Female","50-59","Operational Delivery","45330","40310","28480","27370"
