"Status","Year","Parent_department","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Education","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Communications","Heterosexual / straight","210","200","39950","36960"
"In post","2021","Department for Education","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Communications","Unknown","80","80","38610","36660"
"In post","2021","Department for Education","Digital, Data & Technology","Heterosexual / straight","400","390","39570","36780"
"In post","2021","Department for Education","Digital, Data & Technology","LGBO","30","30","[c]","[c]"
"In post","2021","Department for Education","Digital, Data & Technology","Undeclared","60","60","38470","36640"
"In post","2021","Department for Education","Digital, Data & Technology","Unknown","160","160","40970","37100"
"In post","2021","Department for Education","Finance","Heterosexual / straight","380","360","43360","42520"
"In post","2021","Department for Education","Finance","LGBO","30","30","[c]","[c]"
"In post","2021","Department for Education","Finance","Undeclared","40","40","[c]","[c]"
"In post","2021","Department for Education","Finance","Unknown","90","90","43960","41730"
"In post","2021","Department for Education","Human Resources","Heterosexual / straight","110","110","36860","32180"
"In post","2021","Department for Education","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Legal","Heterosexual / straight","60","50","54220","55530"
"In post","2021","Department for Education","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","No function","Heterosexual / straight","2870","2760","42860","37100"
"In post","2021","Department for Education","No function","LGBO","220","210","42910","37030"
"In post","2021","Department for Education","No function","Undeclared","270","260","44450","40940"
"In post","2021","Department for Education","No function","Unknown","800","770","43460","40230"
"In post","2021","Department for Education","Project Delivery","Heterosexual / straight","390","370","46970","49860"
"In post","2021","Department for Education","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Project Delivery","Undeclared","40","40","[c]","[c]"
"In post","2021","Department for Education","Project Delivery","Unknown","80","80","48120","49860"
"In post","2021","Department for Education","Property","Heterosexual / straight","210","200","50140","50850"
"In post","2021","Department for Education","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Property","Unknown","30","30","[c]","[c]"
"In post","2021","Department for Education","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Unknown","Heterosexual / straight","400","390","51710","46030"
"In post","2021","Department for Education","Unknown","LGBO","40","40","[c]","[c]"
"In post","2021","Department for Education","Unknown","Undeclared","50","40","[c]","[c]"
"In post","2021","Department for Education","Unknown","Unknown","110","100","54740","49860"
"In post","2021","Department for Environment, Food and Rural Affairs","Analysis","Heterosexual / straight","250","240","34030","30220"
"In post","2021","Department for Environment, Food and Rural Affairs","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Analysis","Undeclared","40","30","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Analysis","Unknown","290","270","34330","29750"
"In post","2021","Department for Environment, Food and Rural Affairs","Commercial","Heterosexual / straight","150","140","37010","36940"
"In post","2021","Department for Environment, Food and Rural Affairs","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Commercial","Unknown","40","30","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Communications","Heterosexual / straight","240","230","38540","36970"
"In post","2021","Department for Environment, Food and Rural Affairs","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Communications","Unknown","100","100","35840","33510"
"In post","2021","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Heterosexual / straight","500","490","44000","47550"
"In post","2021","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Undeclared","70","60","42020","39910"
"In post","2021","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Unknown","120","120","40350","37720"
"In post","2021","Department for Environment, Food and Rural Affairs","Finance","Heterosexual / straight","330","320","43190","38060"
"In post","2021","Department for Environment, Food and Rural Affairs","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Finance","Unknown","60","50","40690","37240"
"In post","2021","Department for Environment, Food and Rural Affairs","Grants Management","Heterosexual / straight","790","710","26630","25190"
"In post","2021","Department for Environment, Food and Rural Affairs","Grants Management","LGBO","60","50","25940","24920"
"In post","2021","Department for Environment, Food and Rural Affairs","Grants Management","Undeclared","60","60","25920","25190"
"In post","2021","Department for Environment, Food and Rural Affairs","Grants Management","Unknown","980","910","24560","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","Human Resources","Heterosexual / straight","210","200","43060","38710"
"In post","2021","Department for Environment, Food and Rural Affairs","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Human Resources","Unknown","30","30","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","No function","Heterosexual / straight","3750","3590","37080","33120"
"In post","2021","Department for Environment, Food and Rural Affairs","No function","LGBO","340","330","37340","32750"
"In post","2021","Department for Environment, Food and Rural Affairs","No function","Undeclared","540","510","36340","33510"
"In post","2021","Department for Environment, Food and Rural Affairs","No function","Unknown","900","850","39260","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","Project Delivery","Heterosexual / straight","320","310","38910","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Project Delivery","Unknown","130","130","37350","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","Property","Heterosexual / straight","300","290","37470","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Property","Unknown","50","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","110","100","43120","39510"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Analysis","Heterosexual / straight","160","160","44340","39790"
"In post","2021","Department for International Trade","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Analysis","Unknown","60","60","39670","31800"
"In post","2021","Department for International Trade","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Communications","Heterosexual / straight","50","50","42980","38540"
"In post","2021","Department for International Trade","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Communications","Unknown","40","40","[c]","[c]"
"In post","2021","Department for International Trade","Digital, Data & Technology","Heterosexual / straight","60","60","45420","43000"
"In post","2021","Department for International Trade","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Digital, Data & Technology","Unknown","40","40","[c]","[c]"
"In post","2021","Department for International Trade","Finance","Heterosexual / straight","60","60","48510","51710"
"In post","2021","Department for International Trade","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Human Resources","Heterosexual / straight","80","80","44180","38540"
"In post","2021","Department for International Trade","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Legal","LGBO","[c]","[c]","[c]","[c]"
