"Status","Year","Disability","Region_ITL2","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Essex","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Essex","Operational Delivery","240","220","26840","25510"
"In post","2021","Declared disabled","Essex","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Essex","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Essex","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Essex","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Essex","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Essex","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Essex","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Essex","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Essex","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Essex","Unknown","310","270","29000","29290"
"In post","2021","Declared disabled","Essex","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","150","140","40040","37600"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data and Technology","100","100","38210","37360"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","110","100","37210","33790"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","100","90","36270","33300"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Knowledge and Information Management","60","60","37660","35160"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","470","420","28980","26470"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Other","380","360","30570","26670"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Policy","60","60","38230","35900"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","370","360","38540","36550"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Property","50","50","38100","34610"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Science and Engineering","460","450","38110","37320"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Security","60","50","30930","31180"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Tax","70","60","38830","31940"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","460","410","28760","27570"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester","Human Resources","50","50","36190","32000"
"In post","2021","Declared disabled","Greater Manchester","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester","Legal","60","50","41710","39820"
"In post","2021","Declared disabled","Greater Manchester","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester","Operational Delivery","730","670","27580","25380"
"In post","2021","Declared disabled","Greater Manchester","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester","Policy","70","70","37800","36340"
"In post","2021","Declared disabled","Greater Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester","Tax","120","110","34810","31810"
"In post","2021","Declared disabled","Greater Manchester","Unknown","860","770","26810","27570"
"In post","2021","Declared disabled","Greater Manchester","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Finance","30","30","[c]","[c]"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Human Resources","30","30","[c]","[c]"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Operational Delivery","550","470","26600","23470"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Operational Research","60","60","38820","37320"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Other","150","140","26060","22080"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Project Delivery","130","120","37140","33300"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Property","40","40","[c]","[c]"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Science and Engineering","90","80","37250","35970"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Security","60","50","27280","23340"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Tax","40","30","[c]","[c]"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Unknown","310","260","26900","27570"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Operational Delivery","200","190","27550","25350"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Unknown","160","140","25090","27570"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Highlands and Islands","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Highlands and Islands","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Highlands and Islands","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Highlands and Islands","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Highlands and Islands","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Highlands and Islands","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Highlands and Islands","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Highlands and Islands","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Highlands and Islands","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Highlands and Islands","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Highlands and Islands","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Highlands and Islands","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Highlands and Islands","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Highlands and Islands","Unknown","120","110","26790","27570"
