"Status","Year","Organisation","Disability","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Crown Prosecution Service Inspectorate","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Unknown","30-39","30","30","[c]","[c]"
"In post","2021","Debt Management Office","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Unknown","50-59","30","30","[c]","[c]"
"In post","2021","Debt Management Office","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Declared non-disabled","40-49","50","50","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Declared non-disabled","50-59","90","90","32190","30040"
"In post","2021","Defence Electronics and Components Agency","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Undeclared","40-49","30","30","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Undeclared","50-59","90","90","29200","28750"
"In post","2021","Defence Electronics and Components Agency","Undeclared","60-64","30","30","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Declared disabled","20-29","160","160","26870","26070"
"In post","2021","Defence Equipment and Support","Declared disabled","30-39","180","170","33380","32400"
"In post","2021","Defence Equipment and Support","Declared disabled","40-49","220","210","39530","37550"
"In post","2021","Defence Equipment and Support","Declared disabled","50-59","380","360","37920","37310"
"In post","2021","Defence Equipment and Support","Declared disabled","60-64","120","110","35570","34000"
"In post","2021","Defence Equipment and Support","Declared disabled","65+","30","30","[c]","[c]"
"In post","2021","Defence Equipment and Support","Declared non-disabled","16-19","70","70","18710","19040"
"In post","2021","Defence Equipment and Support","Declared non-disabled","20-29","1550","1530","26660","26590"
"In post","2021","Defence Equipment and Support","Declared non-disabled","30-39","1720","1650","35520","34390"
"In post","2021","Defence Equipment and Support","Declared non-disabled","40-49","1590","1540","40920","39720"
"In post","2021","Defence Equipment and Support","Declared non-disabled","50-59","2130","2100","41350","39880"
"In post","2021","Defence Equipment and Support","Declared non-disabled","60-64","610","550","39100","37500"
"In post","2021","Defence Equipment and Support","Declared non-disabled","65+","180","150","34990","33340"
"In post","2021","Defence Equipment and Support","Undeclared","20-29","70","70","28130","28680"
"In post","2021","Defence Equipment and Support","Undeclared","30-39","110","110","38230","37900"
"In post","2021","Defence Equipment and Support","Undeclared","40-49","150","140","41360","40940"
"In post","2021","Defence Equipment and Support","Undeclared","50-59","270","260","40690","39840"
"In post","2021","Defence Equipment and Support","Undeclared","60-64","80","70","36280","37300"
"In post","2021","Defence Equipment and Support","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Unknown","16-19","40","40","[c]","[c]"
"In post","2021","Defence Equipment and Support","Unknown","20-29","280","280","26450","26280"
"In post","2021","Defence Equipment and Support","Unknown","30-39","230","210","37320","37030"
"In post","2021","Defence Equipment and Support","Unknown","40-49","220","210","41190","40720"
"In post","2021","Defence Equipment and Support","Unknown","50-59","230","220","38550","38160"
"In post","2021","Defence Equipment and Support","Unknown","60-64","70","60","35900","36060"
"In post","2021","Defence Equipment and Support","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Declared disabled","20-29","100","100","28290","28650"
"In post","2021","Defence Science and Technology Laboratory","Declared disabled","30-39","110","110","36520","37320"
"In post","2021","Defence Science and Technology Laboratory","Declared disabled","40-49","100","100","42110","46080"
"In post","2021","Defence Science and Technology Laboratory","Declared disabled","50-59","100","100","43340","46080"
"In post","2021","Defence Science and Technology Laboratory","Declared disabled","60-64","30","30","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Declared non-disabled","20-29","590","590","29300","28650"
"In post","2021","Defence Science and Technology Laboratory","Declared non-disabled","30-39","640","620","39670","37320"
"In post","2021","Defence Science and Technology Laboratory","Declared non-disabled","40-49","660","620","45050","46080"
"In post","2021","Defence Science and Technology Laboratory","Declared non-disabled","50-59","630","610","45490","46080"
"In post","2021","Defence Science and Technology Laboratory","Declared non-disabled","60-64","170","150","46210","46090"
"In post","2021","Defence Science and Technology Laboratory","Declared non-disabled","65+","70","50","48200","46820"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","20-29","40","40","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","30-39","140","130","41870","46080"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","40-49","90","90","44300","46080"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","50-59","120","120","45680","46170"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Unknown","20-29","180","180","28690","28650"
"In post","2021","Defence Science and Technology Laboratory","Unknown","30-39","140","140","38150","37320"
"In post","2021","Defence Science and Technology Laboratory","Unknown","40-49","170","160","45820","46090"
"In post","2021","Defence Science and Technology Laboratory","Unknown","50-59","180","180","46810","46130"
"In post","2021","Defence Science and Technology Laboratory","Unknown","60-64","30","30","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","20-29","130","130","39230","35140"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","30-39","120","120","50820","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","40-49","90","90","54300","53600"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","50-59","100","90","46940","40780"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","20-29","1180","1170","41280","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","30-39","1030","1000","53140","53600"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","40-49","710","680","57900","56700"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","50-59","630","620","53080","53600"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","60-64","110","100","47700","43110"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","20-29","60","60","41820","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","30-39","90","90","52370","53600"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","40-49","60","60","55610","53600"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","50-59","50","50","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","65+","[c]","[c]","[c]","[c]"
