"Status","Year","Organisation","Ethnicity","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Crown Prosecution Service","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Mixed","Declared non-disabled","120","110","43970","48830"
"In post","2021","Crown Prosecution Service","Mixed","Unknown","40","30","[c]","[c]"
"In post","2021","Crown Prosecution Service","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Other ethnicity","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Crown Prosecution Service","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Undeclared","Declared non-disabled","80","80","42260","40800"
"In post","2021","Crown Prosecution Service","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Undeclared","Unknown","30","30","[c]","[c]"
"In post","2021","Crown Prosecution Service","Unknown","Declared disabled","30","30","[c]","[c]"
"In post","2021","Crown Prosecution Service","Unknown","Declared non-disabled","310","280","42160","34480"
"In post","2021","Crown Prosecution Service","Unknown","Unknown","340","320","37650","30110"
"In post","2021","Crown Prosecution Service","White","Declared disabled","550","510","42080","38000"
"In post","2021","Crown Prosecution Service","White","Declared non-disabled","3320","3060","42970","39710"
"In post","2021","Crown Prosecution Service","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","White","Unknown","850","810","37290","38000"
"In post","2021","Crown Prosecution Service Inspectorate","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","White","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","White","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","White","Unknown","70","70","64870","57130"
"In post","2021","Defence Electronics and Components Agency","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","White","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","White","Declared non-disabled","200","200","28720","28750"
"In post","2021","Defence Electronics and Components Agency","White","Undeclared","160","150","28360","28750"
"In post","2021","Defence Electronics and Components Agency","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Asian","Declared non-disabled","270","260","33890","31950"
"In post","2021","Defence Equipment and Support","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Black","Declared non-disabled","180","180","32650","32250"
"In post","2021","Defence Equipment and Support","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Mixed","Declared non-disabled","120","120","34490","31530"
"In post","2021","Defence Equipment and Support","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other ethnicity","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Undeclared","Declared disabled","80","80","39180","39290"
"In post","2021","Defence Equipment and Support","Undeclared","Declared non-disabled","240","230","37670","36210"
"In post","2021","Defence Equipment and Support","Undeclared","Undeclared","290","280","40010","39610"
"In post","2021","Defence Equipment and Support","Undeclared","Unknown","40","40","[c]","[c]"
"In post","2021","Defence Equipment and Support","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Unknown","Declared non-disabled","150","150","33480","32190"
"In post","2021","Defence Equipment and Support","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Unknown","Unknown","420","410","31270","29000"
"In post","2021","Defence Equipment and Support","White","Declared disabled","920","890","35280","33010"
"In post","2021","Defence Equipment and Support","White","Declared non-disabled","6850","6620","36860","33880"
"In post","2021","Defence Equipment and Support","White","Undeclared","360","340","37460","34640"
"In post","2021","Defence Equipment and Support","White","Unknown","580","550","36670","34270"
"In post","2021","Defence Science and Technology Laboratory","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Asian","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Mixed","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","Declared non-disabled","60","60","42180","39500"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","Undeclared","210","200","43060","46080"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","Unknown","150","150","41260","37320"
"In post","2021","Defence Science and Technology Laboratory","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Unknown","Unknown","270","270","35130","31310"
"In post","2021","Defence Science and Technology Laboratory","White","Declared disabled","420","400","38010","37320"
"In post","2021","Defence Science and Technology Laboratory","White","Declared non-disabled","2590","2490","40660","37700"
"In post","2021","Defence Science and Technology Laboratory","White","Undeclared","190","190","41670","46080"
"In post","2021","Defence Science and Technology Laboratory","White","Unknown","300","280","44340","46090"
