"Status","Year","Ethnicity","Profession_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Mixed","Inspector of Education and Training","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Intelligence Analysis","Declared non-disabled","50","40","[c]","[c]"
"In post","2021","Mixed","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","International Trade","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Mixed","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Legal","Declared disabled","30","30","[c]","[c]"
"In post","2021","Mixed","Legal","Declared non-disabled","210","200","50790","51250"
"In post","2021","Mixed","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Legal","Unknown","30","30","[c]","[c]"
"In post","2021","Mixed","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Operational Delivery","Declared disabled","390","360","28890","26810"
"In post","2021","Mixed","Operational Delivery","Declared non-disabled","1970","1850","29810","26810"
"In post","2021","Mixed","Operational Delivery","Undeclared","160","150","29940","28280"
"In post","2021","Mixed","Operational Delivery","Unknown","210","190","30920","27660"
"In post","2021","Mixed","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Other","Declared disabled","30","30","[c]","[c]"
"In post","2021","Mixed","Other","Declared non-disabled","200","190","34260","29310"
"In post","2021","Mixed","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Policy","Declared disabled","100","100","39880","38130"
"In post","2021","Mixed","Policy","Declared non-disabled","660","650","45660","41970"
"In post","2021","Mixed","Policy","Undeclared","50","50","[c]","[c]"
"In post","2021","Mixed","Policy","Unknown","80","80","45490","45200"
"In post","2021","Mixed","Project Delivery","Declared disabled","30","30","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Declared non-disabled","200","190","42120","38630"
"In post","2021","Mixed","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Property","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Property","Declared non-disabled","70","70","34820","32520"
"In post","2021","Mixed","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Science and Engineering","Declared non-disabled","150","150","36680","33540"
"In post","2021","Mixed","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Security","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Security","Declared non-disabled","60","60","35890","35130"
"In post","2021","Mixed","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Tax","Declared non-disabled","160","150","35670","31810"
"In post","2021","Mixed","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Declared disabled","400","370","29610","27570"
"In post","2021","Mixed","Unknown","Declared non-disabled","1520","1440","31220","27570"
"In post","2021","Mixed","Unknown","Undeclared","90","90","30520","27570"
"In post","2021","Mixed","Unknown","Unknown","70","70","40180","35110"
"In post","2021","Mixed","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data and Technology","Declared non-disabled","60","60","41460","38900"
"In post","2021","Other ethnicity","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Economics","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Declared non-disabled","50","50","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Inspector of Education and Training","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Declared non-disabled","80","70","57840","57170"
"In post","2021","Other ethnicity","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Operational Delivery","Declared disabled","120","110","31950","30080"
"In post","2021","Other ethnicity","Operational Delivery","Declared non-disabled","550","510","29580","26490"
"In post","2021","Other ethnicity","Operational Delivery","Undeclared","60","60","31350","30420"
"In post","2021","Other ethnicity","Operational Delivery","Unknown","70","60","33940","29490"
"In post","2021","Other ethnicity","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Other","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Other","Declared non-disabled","90","80","32310","27690"
"In post","2021","Other ethnicity","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","Declared disabled","40","30","[c]","[c]"
"In post","2021","Other ethnicity","Policy","Declared non-disabled","190","190","45690","40050"
"In post","2021","Other ethnicity","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Policy","Unknown","40","30","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Declared non-disabled","60","60","41280","38860"
"In post","2021","Other ethnicity","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","Declared non-disabled","50","50","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
