"Status","Year","Sexual_orientation","Region_ITL1","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","East Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","Department for Work and Pensions","90","80","27450","27570"
"Leaver CS","2022","Unknown","East of England","Department of Health and Social Care","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","HM Revenue and Customs","100","80","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","Ministry of Defence","50","50","27520","21830"
"Leaver CS","2022","Unknown","East of England","Ministry of Justice","230","210","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East of England","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","Attorney General's Departments","60","50","54680","53050"
"Leaver CS","2022","Unknown","London","Cabinet Office","200","200","53160","50370"
"Leaver CS","2022","Unknown","London","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","Department for Business, Energy and Industrial Strategy","80","70","[c]","[c]"
"Leaver CS","2022","Unknown","London","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","Department for Education","50","50","40560","35620"
"Leaver CS","2022","Unknown","London","Department for Environment, Food and Rural Affairs","70","70","[c]","[c]"
"Leaver CS","2022","Unknown","London","Department for International Trade","100","90","[c]","[c]"
"Leaver CS","2022","Unknown","London","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","Department for Transport","80","80","35890","34710"
"Leaver CS","2022","Unknown","London","Department for Work and Pensions","210","190","32620","31060"
"Leaver CS","2022","Unknown","London","Department of Health and Social Care","300","290","52650","48860"
"Leaver CS","2022","Unknown","London","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","Foreign, Commonwealth and Development Office","210","30","[c]","[c]"
"Leaver CS","2022","Unknown","London","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","HM Revenue and Customs","470","430","[c]","[c]"
"Leaver CS","2022","Unknown","London","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","Home Office","170","170","34780","28650"
"Leaver CS","2022","Unknown","London","Ministry of Defence","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","London","Ministry of Justice","600","580","28500","23720"
"Leaver CS","2022","Unknown","London","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","Office of Gas and Electricity Markets","70","60","56770","51060"
"Leaver CS","2022","Unknown","London","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","Department for Work and Pensions","210","180","26330","21260"
"Leaver CS","2022","Unknown","North East (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","HM Revenue and Customs","820","660","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","Ministry of Justice","100","80","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","Department for Work and Pensions","400","350","26830","25670"
"Leaver CS","2022","Unknown","North West (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","HM Revenue and Customs","800","680","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","Home Office","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","Ministry of Justice","300","270","22170","20970"
"Leaver CS","2022","Unknown","North West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","HM Revenue and Customs","110","100","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Ministry of Defence","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","Department for Work and Pensions","190","160","24560","21260"
"Leaver CS","2022","Unknown","Scotland","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","HM Revenue and Customs","780","660","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","Ministry of Defence","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scotland","Scottish Government","820","730","33220","30020"
"Leaver CS","2022","Unknown","South East (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","Department for Transport","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","Department for Work and Pensions","120","100","26300","27570"
"Leaver CS","2022","Unknown","South East (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","HM Revenue and Customs","170","140","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","Ministry of Defence","160","150","32450","27680"
"Leaver CS","2022","Unknown","South East (England)","Ministry of Justice","390","360","22190","20970"
"Leaver CS","2022","Unknown","South East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","UK Statistics Authority","80","60","26900","22610"
"Leaver CS","2022","Unknown","South West (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Department for Business, Energy and Industrial Strategy","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Department for Work and Pensions","120","100","25060","24250"
"Leaver CS","2022","Unknown","South West (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","HM Land Registry","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","HM Revenue and Customs","80","70","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Ministry of Defence","310","290","30700","29230"
"Leaver CS","2022","Unknown","South West (England)","Ministry of Justice","180","160","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Cabinet Office","60","60","52630","49510"
"Leaver CS","2022","Unknown","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Department for Transport","100","80","22560","21590"
"Leaver CS","2022","Unknown","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Ministry of Defence","240","240","35950","33420"
"Leaver CS","2022","Unknown","Unknown","Ministry of Justice","170","150","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wales","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wales","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wales","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wales","Department for Business, Energy and Industrial Strategy","60","60","29390","24030"
