"Status","Year","Responsibility_level","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","SCS","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared disabled","Policy","100","100","86430","77580"
"In post","2021","SCS","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared disabled","Property","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared disabled","Security","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared disabled","Unknown","90","90","89910","80290"
"In post","2021","SCS","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared non-disabled","Commercial","60","60","90190","83090"
"In post","2021","SCS","Declared non-disabled","Communications","80","70","85920","80790"
"In post","2021","SCS","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared non-disabled","Digital, Data and Technology","150","150","92430","86950"
"In post","2021","SCS","Declared non-disabled","Economics","80","70","88190","81770"
"In post","2021","SCS","Declared non-disabled","Finance","220","220","90150","82940"
"In post","2021","SCS","Declared non-disabled","Human Resources","140","140","89860","83680"
"In post","2021","SCS","Declared non-disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared non-disabled","International Trade","70","70","83590","75570"
"In post","2021","SCS","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared non-disabled","Legal","280","270","88550","83230"
"In post","2021","SCS","Declared non-disabled","Medicine","220","190","102310","97870"
"In post","2021","SCS","Declared non-disabled","Operational Delivery","500","480","90960","83790"
"In post","2021","SCS","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared non-disabled","Other","190","190","95190","86190"
"In post","2021","SCS","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared non-disabled","Policy","1380","1330","85080","77570"
"In post","2021","SCS","Declared non-disabled","Project Delivery","340","330","91960","85140"
"In post","2021","SCS","Declared non-disabled","Property","50","50","89350","79420"
"In post","2021","SCS","Declared non-disabled","Science and Engineering","100","80","94260","91000"
"In post","2021","SCS","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Declared non-disabled","Statistics","40","40","[c]","[c]"
"In post","2021","SCS","Declared non-disabled","Tax","70","70","82110","78210"
"In post","2021","SCS","Declared non-disabled","Unknown","930","910","93780","83230"
"In post","2021","SCS","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Undeclared","Economics","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Undeclared","Medicine","40","30","[c]","[c]"
"In post","2021","SCS","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Undeclared","Other","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Undeclared","Policy","80","70","82910","76950"
"In post","2021","SCS","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Undeclared","Tax","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Undeclared","Unknown","40","40","[c]","[c]"
"In post","2021","SCS","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","Communications","30","30","[c]","[c]"
"In post","2021","SCS","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","Digital, Data and Technology","50","50","88270","81400"
"In post","2021","SCS","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","Finance","30","30","[c]","[c]"
"In post","2021","SCS","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","International Trade","30","30","[c]","[c]"
"In post","2021","SCS","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","Legal","50","50","90890","80850"
"In post","2021","SCS","Unknown","Medicine","140","130","116090","114770"
"In post","2021","SCS","Unknown","Operational Delivery","100","90","103110","95000"
"In post","2021","SCS","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","Other","50","50","92130","87340"
"In post","2021","SCS","Unknown","Policy","280","270","88810","79590"
"In post","2021","SCS","Unknown","Project Delivery","50","50","[c]","[c]"
"In post","2021","SCS","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","Tax","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","Unknown","590","590","88210","74870"
"In post","2021","SCS","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Declared disabled","Commercial","300","290","38190","38010"
"In post","2021","SEO/HEO","Declared disabled","Communications","140","130","37230","36960"
"In post","2021","SEO/HEO","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Declared disabled","Counter Fraud","40","40","[c]","[c]"
"In post","2021","SEO/HEO","Declared disabled","Digital, Data and Technology","520","500","37250","36790"
"In post","2021","SEO/HEO","Declared disabled","Economics","40","40","[c]","[c]"
"In post","2021","SEO/HEO","Declared disabled","Finance","320","300","37360","36970"
"In post","2021","SEO/HEO","Declared disabled","Human Resources","430","410","37270","36570"
"In post","2021","SEO/HEO","Declared disabled","Inspector of Education and Training","30","30","[c]","[c]"
"In post","2021","SEO/HEO","Declared disabled","Intelligence Analysis","120","110","36850","36140"
"In post","2021","SEO/HEO","Declared disabled","Internal Audit","70","60","39570","39200"
"In post","2021","SEO/HEO","Declared disabled","International Trade","40","40","[c]","[c]"
"In post","2021","SEO/HEO","Declared disabled","Knowledge and Information Management","120","110","36810","36240"
"In post","2021","SEO/HEO","Declared disabled","Legal","290","270","39070","38430"
"In post","2021","SEO/HEO","Declared disabled","Medicine","40","40","[c]","[c]"
"In post","2021","SEO/HEO","Declared disabled","Operational Delivery","2690","2550","36820","35280"
"In post","2021","SEO/HEO","Declared disabled","Operational Research","70","70","36160","37320"
"In post","2021","SEO/HEO","Declared disabled","Other","450","430","35270","35000"
"In post","2021","SEO/HEO","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Declared disabled","Policy","1090","1060","36660","36190"
"In post","2021","SEO/HEO","Declared disabled","Project Delivery","820","780","36620","36460"
"In post","2021","SEO/HEO","Declared disabled","Property","280","270","36140","33790"
"In post","2021","SEO/HEO","Declared disabled","Psychology","60","60","35590","31180"
"In post","2021","SEO/HEO","Declared disabled","Science and Engineering","560","530","36610","37310"
"In post","2021","SEO/HEO","Declared disabled","Security","120","120","40420","38160"
"In post","2021","SEO/HEO","Declared disabled","Social Research","80","70","36970","37020"
"In post","2021","SEO/HEO","Declared disabled","Statistics","90","90","37150","37040"
"In post","2021","SEO/HEO","Declared disabled","Tax","650","610","34890","32100"
"In post","2021","SEO/HEO","Declared disabled","Unknown","2320","2180","35630","34290"
"In post","2021","SEO/HEO","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Declared non-disabled","Commercial","1970","1910","37800","37320"
"In post","2021","SEO/HEO","Declared non-disabled","Communications","1330","1300","38020","37420"
"In post","2021","SEO/HEO","Declared non-disabled","Corporate Finance","50","50","36890","37510"
"In post","2021","SEO/HEO","Declared non-disabled","Counter Fraud","350","330","38240","39170"
"In post","2021","SEO/HEO","Declared non-disabled","Digital, Data and Technology","4380","4250","37970","37940"
"In post","2021","SEO/HEO","Declared non-disabled","Economics","550","550","35160","34090"
"In post","2021","SEO/HEO","Declared non-disabled","Finance","2680","2580","37970","37410"
"In post","2021","SEO/HEO","Declared non-disabled","Human Resources","2300","2190","36830","36330"
"In post","2021","SEO/HEO","Declared non-disabled","Inspector of Education and Training","250","240","50940","51360"
"In post","2021","SEO/HEO","Declared non-disabled","Intelligence Analysis","900","880","36960","36150"
"In post","2021","SEO/HEO","Declared non-disabled","Internal Audit","360","340","40800","40700"
"In post","2021","SEO/HEO","Declared non-disabled","International Trade","330","320","35490","35040"
"In post","2021","SEO/HEO","Declared non-disabled","Knowledge and Information Management","720","690","36620","36500"
"In post","2021","SEO/HEO","Declared non-disabled","Legal","2320","2160","39040","38000"
"In post","2021","SEO/HEO","Declared non-disabled","Medicine","460","420","38810","37890"
"In post","2021","SEO/HEO","Declared non-disabled","Operational Delivery","21100","20090","36650","35200"
"In post","2021","SEO/HEO","Declared non-disabled","Operational Research","360","350","36740","37320"
"In post","2021","SEO/HEO","Declared non-disabled","Other","3720","3600","35620","35070"
"In post","2021","SEO/HEO","Declared non-disabled","Planning","80","80","39230","39600"
"In post","2021","SEO/HEO","Declared non-disabled","Policy","8200","7980","37550","36980"
"In post","2021","SEO/HEO","Declared non-disabled","Project Delivery","6030","5840","36830","37320"
"In post","2021","SEO/HEO","Declared non-disabled","Property","2240","2150","37300","36400"
"In post","2021","SEO/HEO","Declared non-disabled","Psychology","590","570","37310","32730"
"In post","2021","SEO/HEO","Declared non-disabled","Science and Engineering","4620","4420","37140","37320"
"In post","2021","SEO/HEO","Declared non-disabled","Security","890","870","40520","38160"
"In post","2021","SEO/HEO","Declared non-disabled","Social Research","450","420","39110","38630"
"In post","2021","SEO/HEO","Declared non-disabled","Statistics","640","620","37280","37020"
"In post","2021","SEO/HEO","Declared non-disabled","Tax","4420","4180","34610","31870"
"In post","2021","SEO/HEO","Declared non-disabled","Unknown","13700","13080","35900","35000"
"In post","2021","SEO/HEO","Declared non-disabled","Veterinarian","220","210","41140","37910"
"In post","2021","SEO/HEO","Undeclared","Commercial","200","200","39970","39990"
"In post","2021","SEO/HEO","Undeclared","Communications","110","110","37970","37880"
"In post","2021","SEO/HEO","Undeclared","Counter Fraud","50","50","35230","34390"
"In post","2021","SEO/HEO","Undeclared","Digital, Data and Technology","390","380","37800","38000"
"In post","2021","SEO/HEO","Undeclared","Economics","60","60","34390","33930"
"In post","2021","SEO/HEO","Undeclared","Finance","230","220","38110","37040"
"In post","2021","SEO/HEO","Undeclared","Human Resources","200","190","38310","37450"
"In post","2021","SEO/HEO","Undeclared","Intelligence Analysis","110","110","37130","36510"
"In post","2021","SEO/HEO","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Undeclared","Knowledge and Information Management","80","80","37360","36400"
"In post","2021","SEO/HEO","Undeclared","Legal","220","210","38430","37700"
"In post","2021","SEO/HEO","Undeclared","Medicine","30","30","[c]","[c]"
"In post","2021","SEO/HEO","Undeclared","Operational Delivery","2180","2080","37800","36800"
