"Status","Year","Parent_department","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Environment, Food and Rural Affairs","No function","Policy","2470","2390","43010","38750"
"In post","2021","Department for Environment, Food and Rural Affairs","No function","Science and Engineering","800","750","34110","30130"
"In post","2021","Department for Environment, Food and Rural Affairs","No function","Social Research","40","30","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","No function","Veterinarian","370","350","45120","41610"
"In post","2021","Department for Environment, Food and Rural Affairs","Project Delivery","Operational Delivery","100","90","30480","29220"
"In post","2021","Department for Environment, Food and Rural Affairs","Project Delivery","Project Delivery","410","390","40140","36520"
"In post","2021","Department for Environment, Food and Rural Affairs","Property","Property","390","370","36760","32560"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","Operational Delivery","90","90","36730","32640"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Analysis","Economics","150","150","43340","32330"
"In post","2021","Department for International Trade","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Analysis","Other","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Analysis","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Analysis","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Analysis","Statistics","50","50","[c]","[c]"
"In post","2021","Department for International Trade","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Communications","Communications","90","90","42740","38540"
"In post","2021","Department for International Trade","Communications","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Communications","Other","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Digital, Data & Technology","Digital, Data and Technology","120","120","47030","44020"
"In post","2021","Department for International Trade","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Finance","Finance","90","90","48730","51840"
"In post","2021","Department for International Trade","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Finance","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Finance","Other","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Human Resources","Human Resources","130","120","43310","38540"
"In post","2021","Department for International Trade","Human Resources","Other","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","No function","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","No function","Communications","50","50","[c]","[c]"
"In post","2021","Department for International Trade","No function","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","No function","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","No function","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","No function","International Trade","1290","1280","48350","50560"
"In post","2021","Department for International Trade","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","No function","Operational Delivery","110","110","36650","32120"
"In post","2021","Department for International Trade","No function","Other","150","150","40210","33320"
"In post","2021","Department for International Trade","No function","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","No function","Policy","210","200","45390","38540"
"In post","2021","Department for International Trade","No function","Project Delivery","30","30","[c]","[c]"
"In post","2021","Department for International Trade","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","No function","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","No function","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Project Delivery","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Project Delivery","Other","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Project Delivery","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Project Delivery","Project Delivery","40","40","[c]","[c]"
"In post","2021","Department for International Trade","Property","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Security","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Analysis","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Analysis","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Analysis","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2021","Department for Transport","Analysis","Economics","170","170","47750","54110"
"In post","2021","Department for Transport","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Analysis","Operational Research","60","60","35520","33350"
"In post","2021","Department for Transport","Analysis","Other","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Analysis","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Analysis","Social Research","40","40","[c]","[c]"
"In post","2021","Department for Transport","Analysis","Statistics","120","110","45060","42890"
"In post","2021","Department for Transport","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Commercial","Commercial","210","190","33760","31300"
"In post","2021","Department for Transport","Communications","Communications","290","280","37840","34710"
"In post","2021","Department for Transport","Communications","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Communications","Other","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Communications","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Counter Fraud","Counter Fraud","60","60","30410","26780"
"In post","2021","Department for Transport","Counter Fraud","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Digital, Data & Technology","Digital, Data and Technology","1100","1080","39530","36000"
"In post","2021","Department for Transport","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Digital, Data & Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Digital, Data & Technology","Knowledge and Information Management","40","40","[c]","[c]"
"In post","2021","Department for Transport","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Finance","Finance","400","380","39870","38110"
"In post","2021","Department for Transport","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Finance","Other","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Finance","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Finance","Unknown","[c]","[c]","[c]","[c]"
