"Status","Year","Profession_of_post","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Knowledge and Information Management","SEO/HEO","Unknown","100","90","39370","37410"
"In post","2021","Knowledge and Information Management","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2021","Legal","AA/AO","Counter Fraud","260","230","21160","20360"
"In post","2021","Legal","AA/AO","Legal","40","40","[c]","[c]"
"In post","2021","Legal","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","EO","Counter Fraud","1560","1490","27190","25560"
"In post","2021","Legal","EO","Legal","370","360","28330","27130"
"In post","2021","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","G6/G7","Counter Fraud","140","140","56640","59160"
"In post","2021","Legal","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Legal","G6/G7","Legal","5660","5220","59470","58040"
"In post","2021","Legal","G6/G7","No function","[c]","[c]","[c]","[c]"
"In post","2021","Legal","G6/G7","Unknown","120","110","60470","60830"
"In post","2021","Legal","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Legal","SCS","Legal","380","360","88640","83220"
"In post","2021","Legal","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","SEO/HEO","Counter Fraud","1370","1320","35190","35000"
"In post","2021","Legal","SEO/HEO","Legal","2190","2020","40390","40000"
"In post","2021","Legal","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"In post","2021","Legal","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Legal","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","AA/AO","No function","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","AA/AO","Unknown","340","320","22110","22640"
"In post","2021","Medicine","EO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","EO","Unknown","320","290","30650","30620"
"In post","2021","Medicine","G6/G7","No function","70","60","77630","83320"
"In post","2021","Medicine","G6/G7","Project Delivery","40","40","[c]","[c]"
"In post","2021","Medicine","G6/G7","Unknown","560","480","74710","76160"
"In post","2021","Medicine","SCS","No function","350","290","111690","108150"
"In post","2021","Medicine","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","SCS","Unknown","70","70","84390","83700"
"In post","2021","Medicine","SEO/HEO","No function","30","30","[c]","[c]"
"In post","2021","Medicine","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","SEO/HEO","Unknown","700","640","38770","37890"
"In post","2021","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","AA/AO","Analysis","30","30","[c]","[c]"
"In post","2021","Operational Delivery","AA/AO","Commercial","70","60","21460","20200"
"In post","2021","Operational Delivery","AA/AO","Communications","230","190","20790","20660"
"In post","2021","Operational Delivery","AA/AO","Counter Fraud","530","460","21510","21440"
"In post","2021","Operational Delivery","AA/AO","Debt","2410","2100","21220","20140"
"In post","2021","Operational Delivery","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","AA/AO","Finance","360","310","20570","20140"
"In post","2021","Operational Delivery","AA/AO","Grants Management","950","860","21010","21050"
"In post","2021","Operational Delivery","AA/AO","Human Resources","280","240","20980","21400"
"In post","2021","Operational Delivery","AA/AO","Legal","2480","2230","22030","21950"
"In post","2021","Operational Delivery","AA/AO","No function","64200","57880","23290","21590"
"In post","2021","Operational Delivery","AA/AO","Project Delivery","160","140","21430","21400"
"In post","2021","Operational Delivery","AA/AO","Property","780","710","21000","21100"
"In post","2021","Operational Delivery","AA/AO","Unknown","8440","7460","22020","21430"
"In post","2021","Operational Delivery","EO","Analysis","180","160","24920","24240"
"In post","2021","Operational Delivery","EO","Commercial","70","60","26710","26410"
"In post","2021","Operational Delivery","EO","Communications","590","560","25880","25560"
"In post","2021","Operational Delivery","EO","Counter Fraud","1120","1040","26560","25560"
"In post","2021","Operational Delivery","EO","Debt","890","810","26900","25560"
"In post","2021","Operational Delivery","EO","Digital, Data & Technology","100","100","25910","25560"
"In post","2021","Operational Delivery","EO","Finance","180","170","26350","25560"
"In post","2021","Operational Delivery","EO","Grants Management","540","500","25510","25190"
"In post","2021","Operational Delivery","EO","Human Resources","220","210","25840","25560"
"In post","2021","Operational Delivery","EO","Legal","1810","1660","28070","28430"
"In post","2021","Operational Delivery","EO","No function","25950","24260","28440","27130"
"In post","2021","Operational Delivery","EO","Project Delivery","510","460","25730","25560"
"In post","2021","Operational Delivery","EO","Property","230","210","25960","25860"
"In post","2021","Operational Delivery","EO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","EO","Unknown","12690","11650","26890","26070"
"In post","2021","Operational Delivery","G6/G7","Analysis","60","50","53880","49410"
"In post","2021","Operational Delivery","G6/G7","Commercial","90","90","64410","60930"
"In post","2021","Operational Delivery","G6/G7","Communications","60","60","55420","52580"
"In post","2021","Operational Delivery","G6/G7","Counter Fraud","150","140","55780","52580"
"In post","2021","Operational Delivery","G6/G7","Debt","40","40","[c]","[c]"
"In post","2021","Operational Delivery","G6/G7","Digital, Data & Technology","60","60","56360","52850"
"In post","2021","Operational Delivery","G6/G7","Finance","60","60","56830","56230"
"In post","2021","Operational Delivery","G6/G7","Grants Management","60","50","52530","49800"
"In post","2021","Operational Delivery","G6/G7","Human Resources","60","60","55360","53430"
"In post","2021","Operational Delivery","G6/G7","Legal","150","150","60120","58590"
"In post","2021","Operational Delivery","G6/G7","No function","4290","4160","59280","56130"
"In post","2021","Operational Delivery","G6/G7","Project Delivery","370","360","54720","53710"
"In post","2021","Operational Delivery","G6/G7","Property","140","140","57260","54990"
"In post","2021","Operational Delivery","G6/G7","Unknown","970","950","59400","57680"
"In post","2021","Operational Delivery","SCS","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","SCS","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","SCS","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","SCS","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","SCS","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","SCS","No function","440","430","92870","88900"
"In post","2021","Operational Delivery","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","SCS","Property","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","SCS","Unknown","110","110","90860","82600"
"In post","2021","Operational Delivery","SEO/HEO","Analysis","330","310","33590","32540"
"In post","2021","Operational Delivery","SEO/HEO","Commercial","180","170","40170","39320"
"In post","2021","Operational Delivery","SEO/HEO","Communications","630","620","33380","31810"
"In post","2021","Operational Delivery","SEO/HEO","Counter Fraud","1090","1020","34260","31810"
"In post","2021","Operational Delivery","SEO/HEO","Debt","240","220","34310","31810"
"In post","2021","Operational Delivery","SEO/HEO","Digital, Data & Technology","280","270","34030","31810"
"In post","2021","Operational Delivery","SEO/HEO","Finance","260","260","34510","32300"
"In post","2021","Operational Delivery","SEO/HEO","Grants Management","330","310","32740","31110"
"In post","2021","Operational Delivery","SEO/HEO","Human Resources","220","210","33580","31810"
"In post","2021","Operational Delivery","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","SEO/HEO","Legal","710","690","35150","33930"
"In post","2021","Operational Delivery","SEO/HEO","No function","19930","18920","37750","36570"
"In post","2021","Operational Delivery","SEO/HEO","Project Delivery","830","790","34780","34140"
"In post","2021","Operational Delivery","SEO/HEO","Property","290","280","36020","34800"
"In post","2021","Operational Delivery","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","SEO/HEO","Unknown","5360","5140","35790","35170"
"In post","2021","Operational Delivery","Unknown","Human Resources","150","140","33560","29080"
"In post","2021","Operational Delivery","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","No function","11980","11070","29840","28200"
"In post","2021","Operational Delivery","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","Unknown","60","60","37490","40950"
"In post","2021","Operational Research","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","AA/AO","No function","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","EO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","EO","No function","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","G6/G7","Analysis","280","260","55120","56350"
"In post","2021","Operational Research","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","G6/G7","No function","170","160","51790","47540"
"In post","2021","Operational Research","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","G6/G7","Unknown","40","40","[c]","[c]"
"In post","2021","Operational Research","SCS","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","SCS","No function","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","SEO/HEO","Analysis","330","320","36790","37320"
"In post","2021","Operational Research","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","SEO/HEO","No function","120","120","33670","33630"
"In post","2021","Operational Research","SEO/HEO","Unknown","100","90","40230","39410"
"In post","2021","Operational Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Other","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Other","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Other","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Other","AA/AO","Legal","40","40","[c]","[c]"
"In post","2021","Other","AA/AO","No function","480","430","23680","21160"
"In post","2021","Other","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","AA/AO","Property","170","170","25520","27450"
"In post","2021","Other","AA/AO","Unknown","7110","6790","20960","20920"
"In post","2021","Other","EO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Other","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Other","EO","Communications","170","160","20650","19600"
"In post","2021","Other","EO","Counter Fraud","100","90","27650","27310"
"In post","2021","Other","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Other","EO","Finance","40","30","[c]","[c]"
"In post","2021","Other","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Other","EO","Legal","210","200","27500","27350"
"In post","2021","Other","EO","No function","580","560","27890","26780"
"In post","2021","Other","EO","Project Delivery","1110","1050","21730","20770"
"In post","2021","Other","EO","Property","50","50","27720","28410"
"In post","2021","Other","EO","Unknown","2830","2710","28180","26930"
"In post","2021","Other","G6/G7","Analysis","120","110","84100","79450"
"In post","2021","Other","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Other","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other","G6/G7","Counter Fraud","90","90","57560","55110"
"In post","2021","Other","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Other","G6/G7","Finance","40","40","[c]","[c]"
"In post","2021","Other","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Other","G6/G7","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Other","G6/G7","No function","480","470","62500","59410"
"In post","2021","Other","G6/G7","Project Delivery","490","480","58170","55830"
"In post","2021","Other","G6/G7","Property","30","30","[c]","[c]"
"In post","2021","Other","G6/G7","Security","[c]","[c]","[c]","[c]"
"In post","2021","Other","G6/G7","Unknown","630","600","60640","59420"
"In post","2021","Other","SCS","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Other","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Other","SCS","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Other","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Other","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Other","SCS","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Other","SCS","No function","90","90","101860","91900"
"In post","2021","Other","SCS","Project Delivery","90","80","86580","79720"
