"Status","Year","Sexual_orientation","Profession_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","LGBO","Knowledge and Information Management","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Knowledge and Information Management","White","80","80","34250","32540"
"In post","2021","LGBO","Legal","Asian","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Legal","Black","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Legal","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Legal","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Legal","White","370","360","49800","51250"
"In post","2021","LGBO","Medicine","Asian","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Medicine","Black","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Medicine","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Medicine","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Medicine","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Medicine","White","40","40","[c]","[c]"
"In post","2021","LGBO","Operational Delivery","Asian","180","160","26660","24640"
"In post","2021","LGBO","Operational Delivery","Black","90","90","27400","25630"
"In post","2021","LGBO","Operational Delivery","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Operational Delivery","Mixed","190","180","29750","26570"
"In post","2021","LGBO","Operational Delivery","Other ethnicity","50","40","[c]","[c]"
"In post","2021","LGBO","Operational Delivery","Undeclared","120","110","27810","27090"
"In post","2021","LGBO","Operational Delivery","Unknown","100","90","28040","26810"
"In post","2021","LGBO","Operational Delivery","White","5690","5510","29060","26130"
"In post","2021","LGBO","Operational Research","Asian","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Operational Research","Black","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Operational Research","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Operational Research","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Operational Research","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Operational Research","White","70","60","40900","37320"
"In post","2021","LGBO","Other","Asian","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other","Black","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other","White","540","520","31740","26950"
"In post","2021","LGBO","Planning","Asian","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Planning","Black","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Planning","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Planning","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Planning","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Planning","White","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Planning Inspectors","Asian","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Planning Inspectors","Black","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Planning Inspectors","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Planning Inspectors","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Planning Inspectors","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Planning Inspectors","White","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Policy","Asian","70","70","44830","40050"
"In post","2021","LGBO","Policy","Black","40","30","[c]","[c]"
"In post","2021","LGBO","Policy","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Policy","Mixed","100","100","42770","39680"
"In post","2021","LGBO","Policy","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Policy","White","1630","1600","47570","44880"
"In post","2021","LGBO","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Project Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Project Delivery","White","490","490","40980","38020"
"In post","2021","LGBO","Property","Asian","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Property","Black","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Property","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Property","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Property","White","160","150","35930","32550"
"In post","2021","LGBO","Psychology","Asian","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Psychology","Black","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Psychology","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Psychology","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Psychology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Psychology","White","50","50","31750","29160"
"In post","2021","LGBO","Science and Engineering","Asian","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Science and Engineering","Black","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Science and Engineering","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Science and Engineering","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Science and Engineering","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Science and Engineering","White","390","380","35510","30760"
"In post","2021","LGBO","Security","Asian","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Security","Black","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Security","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Security","White","220","220","32910","30890"
"In post","2021","LGBO","Social Research","Asian","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Social Research","Black","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Social Research","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Social Research","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Social Research","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Social Research","White","70","70","40300","37020"
"In post","2021","LGBO","Statistics","Asian","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Statistics","Black","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Statistics","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Statistics","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Statistics","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Statistics","White","120","120","40540","37020"
"In post","2021","LGBO","Tax","Asian","50","40","[c]","[c]"
"In post","2021","LGBO","Tax","Black","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Tax","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Tax","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Tax","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Tax","White","540","530","33420","31810"
"In post","2021","LGBO","Unknown","Asian","150","140","30410","27570"
"In post","2021","LGBO","Unknown","Black","110","110","31090","29930"
"In post","2021","LGBO","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Mixed","210","200","32000","27750"
"In post","2021","LGBO","Unknown","Other ethnicity","50","40","[c]","[c]"
"In post","2021","LGBO","Unknown","Undeclared","70","70","27820","27570"
"In post","2021","LGBO","Unknown","Unknown","50","40","[c]","[c]"
"In post","2021","LGBO","Unknown","White","4320","4170","30960","27570"
"In post","2021","LGBO","Veterinarian","Asian","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Veterinarian","Black","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Veterinarian","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Veterinarian","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Veterinarian","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Veterinarian","White","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Black","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Undeclared","170","160","39990","38400"
"In post","2021","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","White","280","260","40300","37400"
"In post","2021","Undeclared","Communications","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Black","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Undeclared","90","80","39640","38540"
"In post","2021","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","White","170","160","37960","36750"
"In post","2021","Undeclared","Corporate Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Corporate Finance","White","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","White","30","30","[c]","[c]"
"In post","2021","Undeclared","Digital, Data and Technology","Asian","50","50","[c]","[c]"
"In post","2021","Undeclared","Digital, Data and Technology","Black","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data and Technology","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data and Technology","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data and Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data and Technology","Undeclared","510","490","42180","39540"
"In post","2021","Undeclared","Digital, Data and Technology","Unknown","100","90","35500","30850"
"In post","2021","Undeclared","Digital, Data and Technology","White","640","620","40700","38450"
"In post","2021","Undeclared","Economics","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Economics","Black","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Economics","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Economics","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Economics","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Economics","Undeclared","60","50","47540","49100"
"In post","2021","Undeclared","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Economics","White","80","80","48680","47580"
"In post","2021","Undeclared","Finance","Asian","40","40","[c]","[c]"
"In post","2021","Undeclared","Finance","Black","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Undeclared","310","300","41820","38150"
"In post","2021","Undeclared","Finance","Unknown","40","40","[c]","[c]"
"In post","2021","Undeclared","Finance","White","490","450","39820","35260"
