"Status","Year","Region_ITL2","Responsibility_level","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cheshire","SCS","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SCS","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SCS","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SEO/HEO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SEO/HEO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","70","70","33320","35900"
"In post","2021","Cheshire","SEO/HEO","Department for Work and Pensions (excl. agencies)","50","50","33200","32300"
"In post","2021","Cheshire","SEO/HEO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SEO/HEO","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SEO/HEO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SEO/HEO","HM Prison and Probation Service","130","120","41300","38160"
"In post","2021","Cheshire","SEO/HEO","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SEO/HEO","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SEO/HEO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SEO/HEO","Ministry of Housing, Communities and Local Government (excl. agencies)","40","30","[c]","[c]"
"In post","2021","Cheshire","SEO/HEO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SEO/HEO","National Crime Agency","440","430","41590","40210"
"In post","2021","Cheshire","SEO/HEO","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","HM Prison and Probation Service","190","180","29280","28200"
"In post","2021","Cheshire","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","AA/AO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","AA/AO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","AA/AO","Department for Work and Pensions (excl. agencies)","330","280","20880","21010"
"In post","2021","Cornwall and Isles of Scilly","AA/AO","HM Courts and Tribunals Service","40","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","AA/AO","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","AA/AO","Ministry of Defence (excl. agencies)","290","270","20760","20920"
"In post","2021","Cornwall and Isles of Scilly","AA/AO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","EO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","EO","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","EO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","EO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","EO","Department for Work and Pensions (excl. agencies)","440","400","27530","27570"
"In post","2021","Cornwall and Isles of Scilly","EO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","EO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","EO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","EO","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","EO","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","EO","Ministry of Defence (excl. agencies)","100","100","26450","26670"
"In post","2021","Cornwall and Isles of Scilly","EO","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","EO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","Department for Work and Pensions (excl. agencies)","60","50","33880","33180"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","Ministry of Defence (excl. agencies)","60","60","35330","33300"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","HM Prison and Probation Service","50","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","AA/AO","Animal and Plant Health Agency","100","100","21080","21050"
"In post","2021","Cumbria","AA/AO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","AA/AO","Department for Work and Pensions (excl. agencies)","60","50","20850","21010"
"In post","2021","Cumbria","AA/AO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","AA/AO","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","AA/AO","HM Courts and Tribunals Service","50","40","[c]","[c]"
"In post","2021","Cumbria","AA/AO","HM Prison and Probation Service","150","140","24490","23240"
"In post","2021","Cumbria","AA/AO","Ministry of Defence (excl. agencies)","100","90","25460","22810"
"In post","2021","Cumbria","AA/AO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","AA/AO","Rural Payments Agency","440","390","20990","21050"
"In post","2021","Cumbria","EO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","EO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","EO","Defence Equipment and Support","70","70","21260","20460"
"In post","2021","Cumbria","EO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","EO","Department for Work and Pensions (excl. agencies)","180","150","27460","27570"
"In post","2021","Cumbria","EO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","EO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","EO","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","EO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","EO","HM Prison and Probation Service","40","40","[c]","[c]"
"In post","2021","Cumbria","EO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","EO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","EO","Rural Payments Agency","170","150","25430","25190"
"In post","2021","Cumbria","G6/G7","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","G6/G7","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","G6/G7","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","G6/G7","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","G6/G7","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","G6/G7","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","G6/G7","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","G6/G7","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","G6/G7","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","G6/G7","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","G6/G7","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","G6/G7","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SCS","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SEO/HEO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SEO/HEO","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SEO/HEO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SEO/HEO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Cumbria","SEO/HEO","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SEO/HEO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SEO/HEO","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SEO/HEO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SEO/HEO","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SEO/HEO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SEO/HEO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SEO/HEO","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SEO/HEO","Rural Payments Agency","130","120","33040","31240"
"In post","2021","Cumbria","Unknown","HM Prison and Probation Service","90","80","29580","28200"
"In post","2021","Cumbria","Unknown","Submarine Delivery Agency","150","150","42610","41000"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Crown Prosecution Service","70","70","21320","21950"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Department for Work and Pensions (excl. agencies)","740","630","20830","21010"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Driver and Vehicle Standards Agency","50","50","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","HM Courts and Tribunals Service","270","240","19060","19570"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","HM Land Registry","120","110","22330","22350"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","HM Prison and Probation Service","1280","1200","25010","24440"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","HM Revenue and Customs (excl. agencies)","630","560","20440","20140"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Legal Aid Agency","100","90","19160","18890"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Ministry of Defence (excl. agencies)","150","140","23410","21130"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Office for Standards in Education, Children's Services and Skills","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Office of the Public Guardian","220","200","18970","18880"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","EO","Advisory, Conciliation and Arbitration Service","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","EO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","EO","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","EO","Crown Prosecution Service","60","50","26840","26220"
"In post","2021","Derbyshire and Nottinghamshire","EO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
