"Status","Year","Region_ITL1","Sex","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Scotland","Female","Digital, Data and Technology","170","160","39090","35960"
"In post","2021","Scotland","Female","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Female","Finance","500","420","27600","21440"
"In post","2021","Scotland","Female","Human Resources","520","480","28880","23350"
"In post","2021","Scotland","Female","Intelligence Analysis","30","30","[c]","[c]"
"In post","2021","Scotland","Female","Internal Audit","40","40","[c]","[c]"
"In post","2021","Scotland","Female","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Female","Knowledge and Information Management","30","30","[c]","[c]"
"In post","2021","Scotland","Female","Legal","590","550","49330","52490"
"In post","2021","Scotland","Female","Medicine","70","60","43770","37890"
"In post","2021","Scotland","Female","Operational Delivery","7370","6550","26560","24500"
"In post","2021","Scotland","Female","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Female","Other","890","830","27880","23130"
"In post","2021","Scotland","Female","Policy","240","230","41580","35900"
"In post","2021","Scotland","Female","Project Delivery","330","320","37960","33930"
"In post","2021","Scotland","Female","Property","120","110","29420","27710"
"In post","2021","Scotland","Female","Psychology","60","60","37340","33650"
"In post","2021","Scotland","Female","Science and Engineering","70","70","35470","34930"
"In post","2021","Scotland","Female","Security","220","210","29320","26670"
"In post","2021","Scotland","Female","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Female","Statistics","30","30","[c]","[c]"
"In post","2021","Scotland","Female","Tax","1030","940","30050","28130"
"In post","2021","Scotland","Female","Unknown","13030","11700","32850","27570"
"In post","2021","Scotland","Female","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Male","Commercial","140","140","36290","34060"
"In post","2021","Scotland","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Male","Counter Fraud","30","30","[c]","[c]"
"In post","2021","Scotland","Male","Digital, Data and Technology","440","430","38710","35230"
"In post","2021","Scotland","Male","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Male","Finance","200","180","29320","22670"
"In post","2021","Scotland","Male","Human Resources","240","240","30380","26670"
"In post","2021","Scotland","Male","Intelligence Analysis","30","30","[c]","[c]"
"In post","2021","Scotland","Male","Internal Audit","30","30","[c]","[c]"
"In post","2021","Scotland","Male","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Male","Legal","310","290","46720","43530"
"In post","2021","Scotland","Male","Medicine","30","30","[c]","[c]"
"In post","2021","Scotland","Male","Operational Delivery","6930","6580","29650","26780"
"In post","2021","Scotland","Male","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Male","Other","1120","1070","30500","26670"
"In post","2021","Scotland","Male","Policy","170","170","45780","45190"
"In post","2021","Scotland","Male","Project Delivery","330","320","41600","38630"
"In post","2021","Scotland","Male","Property","240","230","34190","33300"
"In post","2021","Scotland","Male","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Male","Science and Engineering","380","380","35940","33300"
"In post","2021","Scotland","Male","Security","1150","1110","30870","28890"
"In post","2021","Scotland","Male","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Male","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Male","Tax","1040","1000","32250","31810"
"In post","2021","Scotland","Male","Unknown","9020","8750","35360","29190"
"In post","2021","Scotland","Male","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Female","Commercial","260","240","36200","34800"
"In post","2021","South East (England)","Female","Communications","160","150","33940","33000"
"In post","2021","South East (England)","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Female","Digital, Data and Technology","300","280","36590","33010"
"In post","2021","South East (England)","Female","Economics","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Female","Finance","530","500","35660","33000"
"In post","2021","South East (England)","Female","Human Resources","380","360","35510","31180"
"In post","2021","South East (England)","Female","Intelligence Analysis","200","190","28390","27370"
"In post","2021","South East (England)","Female","Internal Audit","40","40","[c]","[c]"
"In post","2021","South East (England)","Female","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Female","Knowledge and Information Management","160","150","31780","28930"
"In post","2021","South East (England)","Female","Legal","460","410","45710","45100"
"In post","2021","South East (England)","Female","Medicine","310","270","47060","37890"
"In post","2021","South East (England)","Female","Operational Delivery","8860","7840","27520","25560"
"In post","2021","South East (England)","Female","Operational Research","140","130","39690","37360"
"In post","2021","South East (England)","Female","Other","1440","1360","25100","21580"
"In post","2021","South East (England)","Female","Planning","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Female","Policy","250","240","37610","33350"
"In post","2021","South East (England)","Female","Project Delivery","960","930","36850","33300"
"In post","2021","South East (England)","Female","Property","350","330","33280","33000"
"In post","2021","South East (England)","Female","Psychology","200","190","35220","30450"
"In post","2021","South East (England)","Female","Science and Engineering","680","640","36900","33790"
"In post","2021","South East (England)","Female","Security","280","270","29840","26670"
"In post","2021","South East (England)","Female","Social Research","130","110","37530","37020"
"In post","2021","South East (England)","Female","Statistics","90","90","40110","37020"
"In post","2021","South East (England)","Female","Tax","300","270","32440","31810"
"In post","2021","South East (England)","Female","Unknown","4740","4160","27840","27570"
"In post","2021","South East (England)","Female","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Male","Commercial","210","200","41270","40330"
"In post","2021","South East (England)","Male","Communications","140","130","32690","31200"
"In post","2021","South East (England)","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Male","Digital, Data and Technology","530","530","39570","36460"
"In post","2021","South East (England)","Male","Economics","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Male","Finance","370","360","39050","35000"
"In post","2021","South East (England)","Male","Human Resources","120","120","40020","37560"
"In post","2021","South East (England)","Male","Intelligence Analysis","190","180","29250","27370"
"In post","2021","South East (England)","Male","Internal Audit","30","30","[c]","[c]"
"In post","2021","South East (England)","Male","International Trade","40","40","[c]","[c]"
"In post","2021","South East (England)","Male","Knowledge and Information Management","100","100","34990","33300"
"In post","2021","South East (England)","Male","Legal","330","310","45400","46150"
"In post","2021","South East (England)","Male","Medicine","100","90","60850","44800"
"In post","2021","South East (England)","Male","Operational Delivery","9080","8540","29850","28130"
"In post","2021","South East (England)","Male","Operational Research","320","310","42900","46080"
"In post","2021","South East (England)","Male","Other","1420","1400","30940","26670"
"In post","2021","South East (England)","Male","Planning","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Male","Policy","200","200","42460","39470"
"In post","2021","South East (England)","Male","Project Delivery","740","730","42690","40580"
"In post","2021","South East (England)","Male","Property","630","620","35960","33300"
"In post","2021","South East (England)","Male","Psychology","40","30","[c]","[c]"
"In post","2021","South East (England)","Male","Science and Engineering","1360","1320","39050","37320"
"In post","2021","South East (England)","Male","Security","1520","1500","32150","28750"
"In post","2021","South East (England)","Male","Social Research","90","90","37740","36030"
"In post","2021","South East (England)","Male","Statistics","90","90","40800","36500"
"In post","2021","South East (England)","Male","Tax","280","260","34270","31870"
"In post","2021","South East (England)","Male","Unknown","2480","2400","28900","27570"
"In post","2021","South East (England)","Male","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Female","Commercial","900","840","37640","34800"
"In post","2021","South West (England)","Female","Communications","160","150","35050","33320"
"In post","2021","South West (England)","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Female","Digital, Data and Technology","650","600","37030","35030"
"In post","2021","South West (England)","Female","Economics","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Female","Finance","740","690","37980","33300"
"In post","2021","South West (England)","Female","Human Resources","680","620","35390","32730"
"In post","2021","South West (England)","Female","Inspector of Education and Training","60","60","62380","51360"
"In post","2021","South West (England)","Female","Intelligence Analysis","30","30","[c]","[c]"
