"Status","Year","Parent_department","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Business, Energy and Industrial Strategy","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","No function","East Midlands (England)","170","160","30750","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","No function","East of England","160","150","31300","29710"
"In post","2021","Department for Business, Energy and Industrial Strategy","No function","London","4340","4240","48900","52080"
"In post","2021","Department for Business, Energy and Industrial Strategy","No function","North East (England)","180","170","30660","27720"
"In post","2021","Department for Business, Energy and Industrial Strategy","No function","North West (England)","330","310","29650","26290"
"In post","2021","Department for Business, Energy and Industrial Strategy","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","No function","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","No function","Scotland","350","330","34760","30360"
"In post","2021","Department for Business, Energy and Industrial Strategy","No function","South East (England)","190","180","32110","32060"
"In post","2021","Department for Business, Energy and Industrial Strategy","No function","South West (England)","400","380","33930","34390"
"In post","2021","Department for Business, Energy and Industrial Strategy","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","No function","Wales","1770","1640","31890","26380"
"In post","2021","Department for Business, Energy and Industrial Strategy","No function","West Midlands (England)","510","480","31080","26380"
"In post","2021","Department for Business, Energy and Industrial Strategy","No function","Yorkshire and The Humber","160","150","29700","26410"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","London","260","250","48660","50080"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","South West (England)","430","420","42130","39750"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","Wales","60","60","45150","40650"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Property","Wales","50","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Analysis","London","140","140","52490","49720"
"In post","2021","Department for Digital, Culture, Media and Sport","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Communications","London","40","40","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Finance","London","70","70","57450","61730"
"In post","2021","Department for Digital, Culture, Media and Sport","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Human Resources","London","60","60","49770","37990"
"In post","2021","Department for Digital, Culture, Media and Sport","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","No function","London","1170","1150","48130","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","No function","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","No function","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","No function","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","No function","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","London","170","170","50260","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","North West (England)","30","30","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Analysis","London","180","170","46760","45540"
"In post","2021","Department for Education","Analysis","North East (England)","30","30","[c]","[c]"
"In post","2021","Department for Education","Analysis","North West (England)","40","40","[c]","[c]"
"In post","2021","Department for Education","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Analysis","Yorkshire and The Humber","120","120","44050","42420"
"In post","2021","Department for Education","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Commercial","North East (England)","30","30","[c]","[c]"
"In post","2021","Department for Education","Commercial","North West (England)","60","60","38230","36780"
"In post","2021","Department for Education","Commercial","West Midlands (England)","30","30","[c]","[c]"
"In post","2021","Department for Education","Commercial","Yorkshire and The Humber","60","50","38800","38000"
"In post","2021","Department for Education","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Communications","London","160","150","43480","41460"
"In post","2021","Department for Education","Communications","North East (England)","40","40","[c]","[c]"
"In post","2021","Department for Education","Communications","North West (England)","50","50","30690","29360"
"In post","2021","Department for Education","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Communications","Yorkshire and The Humber","50","40","[c]","[c]"
"In post","2021","Department for Education","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Digital, Data & Technology","London","90","90","45800","45040"
"In post","2021","Department for Education","Digital, Data & Technology","North East (England)","90","80","38120","37100"
"In post","2021","Department for Education","Digital, Data & Technology","North West (England)","90","90","40360","36780"
"In post","2021","Department for Education","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Digital, Data & Technology","West Midlands (England)","220","210","40100","36960"
"In post","2021","Department for Education","Digital, Data & Technology","Yorkshire and The Humber","130","130","35820","32300"
