"Status","Year","Profession_of_post","Responsibility_level","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Operational Research","G6/G7","Declared non-disabled","350","330","54250","53810"
"In post","2021","Operational Research","G6/G7","Undeclared","50","50","53250","52580"
"In post","2021","Operational Research","G6/G7","Unknown","60","50","56530","56350"
"In post","2021","Operational Research","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","SEO/HEO","Declared disabled","70","70","36160","37320"
"In post","2021","Operational Research","SEO/HEO","Declared non-disabled","360","350","36740","37320"
"In post","2021","Operational Research","SEO/HEO","Undeclared","50","50","[c]","[c]"
"In post","2021","Operational Research","SEO/HEO","Unknown","90","80","36990","36590"
"In post","2021","Operational Research","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other","AA/AO","Declared disabled","820","760","21210","20950"
"In post","2021","Other","AA/AO","Declared non-disabled","5190","4950","21040","20920"
"In post","2021","Other","AA/AO","Undeclared","590","550","22220","21130"
"In post","2021","Other","AA/AO","Unknown","1260","1190","21710","20920"
"In post","2021","Other","EO","Declared disabled","510","480","26210","26670"
"In post","2021","Other","EO","Declared non-disabled","3420","3250","26200","26670"
"In post","2021","Other","EO","Undeclared","340","330","26890","26670"
"In post","2021","Other","EO","Unknown","880","850","27130","27050"
"In post","2021","Other","G6/G7","Declared disabled","100","90","60240","59420"
"In post","2021","Other","G6/G7","Declared non-disabled","1410","1370","62010","59420"
"In post","2021","Other","G6/G7","Undeclared","90","90","61540","60770"
"In post","2021","Other","G6/G7","Unknown","360","340","60840","57430"
"In post","2021","Other","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other","SCS","Declared non-disabled","190","190","95190","86190"
"In post","2021","Other","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other","SCS","Unknown","50","50","92130","87340"
"In post","2021","Other","SEO/HEO","Declared disabled","450","430","35270","35000"
"In post","2021","Other","SEO/HEO","Declared non-disabled","3720","3600","35620","35070"
"In post","2021","Other","SEO/HEO","Undeclared","310","300","35970","35200"
"In post","2021","Other","SEO/HEO","Unknown","910","870","38560","38680"
"In post","2021","Other","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","Declared non-disabled","150","150","43770","40620"
"In post","2021","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","Unknown","1880","1880","37770","34460"
"In post","2021","Planning","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Planning","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Planning","EO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Planning","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Planning","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Planning","G6/G7","Declared non-disabled","50","50","57950","57110"
"In post","2021","Planning","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Planning","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Planning","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Planning","SEO/HEO","Declared non-disabled","80","80","39230","39600"
"In post","2021","Planning","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","G6/G7","Declared non-disabled","250","220","58050","58810"
"In post","2021","Planning Inspectors","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","G6/G7","Unknown","60","60","56520","58810"
"In post","2021","Planning Inspectors","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Policy","AA/AO","Declared disabled","100","90","23870","23830"
"In post","2021","Policy","AA/AO","Declared non-disabled","530","510","23500","23830"
"In post","2021","Policy","AA/AO","Undeclared","40","40","[c]","[c]"
"In post","2021","Policy","AA/AO","Unknown","120","120","22900","23000"
"In post","2021","Policy","EO","Declared disabled","300","290","28460","28400"
"In post","2021","Policy","EO","Declared non-disabled","1700","1650","28460","28680"
"In post","2021","Policy","EO","Undeclared","140","140","28650","28770"
"In post","2021","Policy","EO","Unknown","550","540","27630","27500"
"In post","2021","Policy","G6/G7","Declared disabled","880","850","58200","57400"
"In post","2021","Policy","G6/G7","Declared non-disabled","7880","7640","58700","57460"
"In post","2021","Policy","G6/G7","Undeclared","620","600","58710","56590"
"In post","2021","Policy","G6/G7","Unknown","2010","1960","57650","55060"
"In post","2021","Policy","SCS","Declared disabled","100","100","86430","77580"
"In post","2021","Policy","SCS","Declared non-disabled","1380","1330","85080","77570"
"In post","2021","Policy","SCS","Undeclared","80","70","82910","76950"
"In post","2021","Policy","SCS","Unknown","280","270","88810","79590"
"In post","2021","Policy","SEO/HEO","Declared disabled","1090","1060","36660","36190"
"In post","2021","Policy","SEO/HEO","Declared non-disabled","8200","7980","37550","36980"
"In post","2021","Policy","SEO/HEO","Undeclared","780","760","36740","35460"
"In post","2021","Policy","SEO/HEO","Unknown","2300","2260","36320","35730"
"In post","2021","Policy","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","AA/AO","Declared disabled","30","30","[c]","[c]"
"In post","2021","Project Delivery","AA/AO","Declared non-disabled","220","200","21710","21130"
"In post","2021","Project Delivery","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","AA/AO","Unknown","50","50","21550","21440"
"In post","2021","Project Delivery","EO","Declared disabled","210","200","26390","26670"
"In post","2021","Project Delivery","EO","Declared non-disabled","1320","1270","26510","26670"
"In post","2021","Project Delivery","EO","Undeclared","120","110","27030","26670"
"In post","2021","Project Delivery","EO","Unknown","250","240","26600","26670"
"In post","2021","Project Delivery","G6/G7","Declared disabled","340","330","57160","55870"
"In post","2021","Project Delivery","G6/G7","Declared non-disabled","3150","3080","56960","54880"
"In post","2021","Project Delivery","G6/G7","Undeclared","240","240","56640","54760"
"In post","2021","Project Delivery","G6/G7","Unknown","600","590","56480","54540"
"In post","2021","Project Delivery","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","SCS","Declared non-disabled","340","330","91960","85140"
"In post","2021","Project Delivery","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","SCS","Unknown","50","50","[c]","[c]"
"In post","2021","Project Delivery","SEO/HEO","Declared disabled","820","780","36620","36460"
"In post","2021","Project Delivery","SEO/HEO","Declared non-disabled","6030","5840","36830","37320"
"In post","2021","Project Delivery","SEO/HEO","Undeclared","500","490","37300","37640"
"In post","2021","Project Delivery","SEO/HEO","Unknown","1130","1100","37090","37650"
"In post","2021","Project Delivery","Unknown","Declared disabled","50","50","40340","39860"
"In post","2021","Project Delivery","Unknown","Declared non-disabled","400","390","42990","40460"
"In post","2021","Project Delivery","Unknown","Undeclared","30","30","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Unknown","60","60","45200","41760"
"In post","2021","Property","AA/AO","Declared disabled","70","70","20530","20060"
"In post","2021","Property","AA/AO","Declared non-disabled","620","580","19930","19560"
"In post","2021","Property","AA/AO","Undeclared","60","60","19700","19560"
"In post","2021","Property","AA/AO","Unknown","270","250","18800","18760"
"In post","2021","Property","EO","Declared disabled","130","120","27010","26670"
"In post","2021","Property","EO","Declared non-disabled","1000","940","27090","26670"
"In post","2021","Property","EO","Undeclared","120","110","27400","26670"
"In post","2021","Property","EO","Unknown","250","240","26580","25930"
"In post","2021","Property","G6/G7","Declared disabled","80","80","57350","55510"
"In post","2021","Property","G6/G7","Declared non-disabled","870","850","58400","56540"
"In post","2021","Property","G6/G7","Undeclared","80","80","58430","57130"
"In post","2021","Property","G6/G7","Unknown","130","120","56410","54540"
"In post","2021","Property","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Property","SCS","Declared non-disabled","50","50","89350","79420"
"In post","2021","Property","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Property","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","SEO/HEO","Declared disabled","280","270","36140","33790"
"In post","2021","Property","SEO/HEO","Declared non-disabled","2240","2150","37300","36400"
"In post","2021","Property","SEO/HEO","Undeclared","260","250","37680","36460"
"In post","2021","Property","SEO/HEO","Unknown","390","380","36930","36150"
"In post","2021","Property","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","AA/AO","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Psychology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","EO","Declared disabled","40","40","[c]","[c]"
"In post","2021","Psychology","EO","Declared non-disabled","290","280","26380","26330"
"In post","2021","Psychology","EO","Undeclared","30","30","[c]","[c]"
"In post","2021","Psychology","EO","Unknown","60","60","29260","28930"
"In post","2021","Psychology","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","G6/G7","Declared non-disabled","90","80","65200","65520"
"In post","2021","Psychology","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","SEO/HEO","Declared disabled","60","60","35590","31180"
"In post","2021","Psychology","SEO/HEO","Declared non-disabled","590","570","37310","32730"
"In post","2021","Psychology","SEO/HEO","Undeclared","80","80","39490","39100"
"In post","2021","Psychology","SEO/HEO","Unknown","60","60","36490","35720"
"In post","2021","Psychology","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","AA/AO","Declared disabled","150","140","21760","21720"
"In post","2021","Science and Engineering","AA/AO","Declared non-disabled","930","900","21790","21580"
"In post","2021","Science and Engineering","AA/AO","Undeclared","80","80","21570","22040"
"In post","2021","Science and Engineering","AA/AO","Unknown","240","220","21500","21950"
"In post","2021","Science and Engineering","EO","Declared disabled","160","160","26340","26930"
"In post","2021","Science and Engineering","EO","Declared non-disabled","1350","1310","25900","26370"
"In post","2021","Science and Engineering","EO","Undeclared","160","150","27050","27460"
"In post","2021","Science and Engineering","EO","Unknown","340","320","24970","25750"
"In post","2021","Science and Engineering","G6/G7","Declared disabled","190","180","54580","52860"
"In post","2021","Science and Engineering","G6/G7","Declared non-disabled","2020","1920","55880","54740"
"In post","2021","Science and Engineering","G6/G7","Undeclared","260","250","53270","49590"
"In post","2021","Science and Engineering","G6/G7","Unknown","660","630","56180","54240"
"In post","2021","Science and Engineering","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","SCS","Declared non-disabled","100","80","94260","91000"
"In post","2021","Science and Engineering","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","SEO/HEO","Declared disabled","560","530","36610","37310"
"In post","2021","Science and Engineering","SEO/HEO","Declared non-disabled","4620","4420","37140","37320"
"In post","2021","Science and Engineering","SEO/HEO","Undeclared","480","460","36910","37320"
"In post","2021","Science and Engineering","SEO/HEO","Unknown","960","920","36930","37320"
"In post","2021","Science and Engineering","Unknown","Declared disabled","60","60","41510","40440"
"In post","2021","Science and Engineering","Unknown","Declared non-disabled","560","560","39240","37210"
"In post","2021","Science and Engineering","Unknown","Undeclared","70","70","42370","39900"
"In post","2021","Science and Engineering","Unknown","Unknown","120","120","36890","32790"
"In post","2021","Security","AA/AO","Declared disabled","340","330","26850","21580"
"In post","2021","Security","AA/AO","Declared non-disabled","3320","3240","25820","21150"
"In post","2021","Security","AA/AO","Undeclared","370","360","27940","21880"
