"Status","Year","Parent_department","Disability","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Transport","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Unknown","Undeclared","180","170","37040","31470"
"In post","2021","Department for Transport","Unknown","Unknown","1420","1350","26970","26350"
"In post","2021","Department for Transport","Unknown","White","350","330","34220","30470"
"In post","2021","Department for Work and Pensions","Declared disabled","Asian","990","880","27800","27570"
"In post","2021","Department for Work and Pensions","Declared disabled","Black","580","530","29360","30330"
"In post","2021","Department for Work and Pensions","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Declared disabled","Mixed","340","310","27830","27570"
"In post","2021","Department for Work and Pensions","Declared disabled","Other ethnicity","100","100","29120","27570"
"In post","2021","Department for Work and Pensions","Declared disabled","Undeclared","680","600","27200","27570"
"In post","2021","Department for Work and Pensions","Declared disabled","Unknown","200","170","27480","27570"
"In post","2021","Department for Work and Pensions","Declared disabled","White","12640","11050","27140","27570"
"In post","2021","Department for Work and Pensions","Declared non-disabled","Asian","6000","5410","27900","27570"
"In post","2021","Department for Work and Pensions","Declared non-disabled","Black","3120","2960","29220","29540"
"In post","2021","Department for Work and Pensions","Declared non-disabled","Chinese","130","120","29150","27570"
"In post","2021","Department for Work and Pensions","Declared non-disabled","Mixed","1200","1130","28560","27570"
"In post","2021","Department for Work and Pensions","Declared non-disabled","Other ethnicity","350","330","30380","27570"
"In post","2021","Department for Work and Pensions","Declared non-disabled","Undeclared","3140","2740","28050","27570"
"In post","2021","Department for Work and Pensions","Declared non-disabled","Unknown","3190","2830","28260","27570"
"In post","2021","Department for Work and Pensions","Declared non-disabled","White","53420","47680","28170","27570"
"In post","2021","Department for Work and Pensions","Undeclared","Asian","350","320","27990","27570"
"In post","2021","Department for Work and Pensions","Undeclared","Black","160","150","28970","30690"
"In post","2021","Department for Work and Pensions","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Undeclared","Mixed","80","80","28230","27570"
"In post","2021","Department for Work and Pensions","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Undeclared","Undeclared","700","660","30460","27570"
"In post","2021","Department for Work and Pensions","Undeclared","Unknown","90","90","30560","27570"
"In post","2021","Department for Work and Pensions","Undeclared","White","2780","2560","27400","27570"
"In post","2021","Department for Work and Pensions","Unknown","Asian","60","60","29970","27570"
"In post","2021","Department for Work and Pensions","Unknown","Black","30","30","[c]","[c]"
"In post","2021","Department for Work and Pensions","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Unknown","Unknown","2810","2700","29080","27570"
"In post","2021","Department for Work and Pensions","Unknown","White","300","270","27150","27570"
"In post","2021","Department of Health and Social Care","Declared disabled","Asian","40","40","[c]","[c]"
"In post","2021","Department of Health and Social Care","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Declared disabled","White","400","380","42140","36820"
"In post","2021","Department of Health and Social Care","Declared non-disabled","Asian","700","650","40590","33100"
"In post","2021","Department of Health and Social Care","Declared non-disabled","Black","450","420","37400","32790"
"In post","2021","Department of Health and Social Care","Declared non-disabled","Chinese","50","50","49100","42190"
"In post","2021","Department of Health and Social Care","Declared non-disabled","Mixed","210","190","40000","36690"
"In post","2021","Department of Health and Social Care","Declared non-disabled","Other ethnicity","60","50","48830","41200"
"In post","2021","Department of Health and Social Care","Declared non-disabled","Undeclared","70","70","40620","37330"
"In post","2021","Department of Health and Social Care","Declared non-disabled","Unknown","80","70","42450","34980"
"In post","2021","Department of Health and Social Care","Declared non-disabled","White","4250","3920","45150","40070"
"In post","2021","Department of Health and Social Care","Undeclared","Asian","40","40","[c]","[c]"
"In post","2021","Department of Health and Social Care","Undeclared","Black","30","30","[c]","[c]"
"In post","2021","Department of Health and Social Care","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Undeclared","Undeclared","170","150","47250","40070"
"In post","2021","Department of Health and Social Care","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Undeclared","White","280","240","47340","40680"
"In post","2021","Department of Health and Social Care","Unknown","Asian","370","360","46110","37880"
"In post","2021","Department of Health and Social Care","Unknown","Black","170","160","44030","36230"
"In post","2021","Department of Health and Social Care","Unknown","Chinese","40","40","[c]","[c]"
"In post","2021","Department of Health and Social Care","Unknown","Mixed","100","100","45220","41010"
"In post","2021","Department of Health and Social Care","Unknown","Other ethnicity","60","50","55000","43790"
"In post","2021","Department of Health and Social Care","Unknown","Undeclared","310","290","46580","42210"
"In post","2021","Department of Health and Social Care","Unknown","Unknown","1870","1840","45890","40650"
"In post","2021","Department of Health and Social Care","Unknown","White","1880","1790","48890","42410"
"In post","2021","ESTYN","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Declared disabled","White","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Declared non-disabled","White","100","90","58100","74730"
"In post","2021","ESTYN","Undeclared","White","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared disabled","White","60","50","35130","30810"
"In post","2021","Food Standards Agency","Declared non-disabled","Asian","30","30","[c]","[c]"
"In post","2021","Food Standards Agency","Declared non-disabled","Black","30","30","[c]","[c]"
"In post","2021","Food Standards Agency","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Declared non-disabled","White","710","680","36740","30810"
"In post","2021","Food Standards Agency","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Undeclared","Unknown","50","40","[c]","[c]"
"In post","2021","Food Standards Agency","Undeclared","White","310","300","38280","37350"
"In post","2021","Food Standards Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Declared disabled","Asian","40","40","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Declared disabled","Black","40","40","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Declared disabled","Mixed","40","30","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Declared disabled","White","620","600","44950","38970"
