"Status","Year","Ethnicity","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","HM Revenue and Customs","Legal","200","200","33240","29570"
"In post","2021","Asian","HM Revenue and Customs","Operational Delivery","1680","1510","25510","25560"
"In post","2021","Asian","HM Revenue and Customs","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Revenue and Customs","Other","40","30","[c]","[c]"
"In post","2021","Asian","HM Revenue and Customs","Policy","90","80","47550","41760"
"In post","2021","Asian","HM Revenue and Customs","Project Delivery","140","140","42270","38630"
"In post","2021","Asian","HM Revenue and Customs","Property","130","120","34000","30850"
"In post","2021","Asian","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Revenue and Customs","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Revenue and Customs","Statistics","40","30","[c]","[c]"
"In post","2021","Asian","HM Revenue and Customs","Tax","1380","1310","32500","31810"
"In post","2021","Asian","HM Revenue and Customs","Unknown","390","370","30740","25560"
"In post","2021","Asian","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","Internal Audit","50","50","[c]","[c]"
"In post","2021","Asian","HM Treasury","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","Operational Delivery","30","30","[c]","[c]"
"In post","2021","Asian","HM Treasury","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","Other","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","Policy","110","110","48240","52500"
"In post","2021","Asian","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Home Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Home Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Home Office","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Home Office","Digital, Data and Technology","180","180","48660","45200"
"In post","2021","Asian","Home Office","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Home Office","Finance","70","60","40990","36010"
"In post","2021","Asian","Home Office","Human Resources","70","70","38590","35070"
"In post","2021","Asian","Home Office","Intelligence Analysis","130","120","29690","29010"
"In post","2021","Asian","Home Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Home Office","Operational Delivery","3200","2910","28200","27770"
"In post","2021","Asian","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Home Office","Other","250","240","33120","29870"
"In post","2021","Asian","Home Office","Policy","240","230","43930","41970"
"In post","2021","Asian","Home Office","Project Delivery","170","160","41610","41950"
"In post","2021","Asian","Home Office","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Home Office","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Home Office","Security","80","80","28140","25630"
"In post","2021","Asian","Home Office","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Home Office","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Home Office","Unknown","30","30","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Commercial","50","50","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Digital, Data and Technology","50","50","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Finance","110","110","38720","34990"
"In post","2021","Asian","Ministry of Defence","Human Resources","60","60","31220","26670"
"In post","2021","Asian","Ministry of Defence","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Knowledge and Information Management","30","30","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Medicine","70","60","47350","32720"
"In post","2021","Asian","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Other","290","270","25910","22770"
"In post","2021","Asian","Ministry of Defence","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Policy","40","40","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Project Delivery","200","200","38970","37640"
"In post","2021","Asian","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Science and Engineering","180","180","37540","37020"
"In post","2021","Asian","Ministry of Defence","Security","110","110","26550","21150"
"In post","2021","Asian","Ministry of Defence","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Unknown","40","40","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Operational Delivery","40","40","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Policy","110","110","42480","38160"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Justice","Commercial","50","50","39700","36260"
"In post","2021","Asian","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Justice","Digital, Data and Technology","80","80","45460","41080"
"In post","2021","Asian","Ministry of Justice","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Justice","Finance","100","90","37690","36800"
"In post","2021","Asian","Ministry of Justice","Human Resources","50","50","35390","31180"
"In post","2021","Asian","Ministry of Justice","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Justice","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Justice","Legal","130","120","40890","41100"
"In post","2021","Asian","Ministry of Justice","Operational Delivery","3190","2930","26170","22920"
"In post","2021","Asian","Ministry of Justice","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Justice","Other","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Justice","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Justice","Policy","140","130","33520","30850"
"In post","2021","Asian","Ministry of Justice","Project Delivery","60","60","38950","36800"
"In post","2021","Asian","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Justice","Psychology","30","30","[c]","[c]"
"In post","2021","Asian","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Justice","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Justice","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Operational Delivery","190","190","35800","36200"
"In post","2021","Asian","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Other","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education","Inspector of Education and Training","[c]","[c]","[c]","[c]"
