"Status","Year","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","360","360","28320","27570"
"New entrant CS","2021","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","140","140","39890","36820"
"New entrant CS","2021","Unknown","Communications","190","180","36370","31320"
"New entrant CS","2021","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","680","670","41080","37380"
"New entrant CS","2021","Unknown","Economics","140","140","31950","32390"
"New entrant CS","2021","Unknown","Finance","220","210","34230","32790"
"New entrant CS","2021","Unknown","Human Resources","170","170","33640","28000"
"New entrant CS","2021","Unknown","Intelligence Analysis","80","80","43220","41950"
"New entrant CS","2021","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","International Trade","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","220","210","38320","30990"
"New entrant CS","2021","Unknown","Medicine","90","70","45710","35000"
"New entrant CS","2021","Unknown","Operational Delivery","5880","5670","23960","22350"
"New entrant CS","2021","Unknown","Operational Research","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Other","440","430","30530","28000"
"New entrant CS","2021","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","1130","1110","39000","33570"
"New entrant CS","2021","Unknown","Project Delivery","260","260","37840","35050"
"New entrant CS","2021","Unknown","Property","110","110","33980","27880"
"New entrant CS","2021","Unknown","Psychology","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","160","160","28690","24370"
"New entrant CS","2021","Unknown","Security","260","260","29200","25540"
"New entrant CS","2021","Unknown","Social Research","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","Statistics","100","90","32200","30180"
"New entrant CS","2021","Unknown","Tax","2080","2030","22290","20140"
"New entrant CS","2021","Unknown","Unknown","4270","4180","32970","28000"
"New entrant CS","2021","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Commercial","270","260","35060","33300"
"New entrant CS","2021","White","Communications","220","210","35880","32330"
"New entrant CS","2021","White","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Counter Fraud","30","30","[c]","[c]"
"New entrant CS","2021","White","Digital, Data and Technology","830","830","40200","36800"
"New entrant CS","2021","White","Economics","230","230","32750","31810"
"New entrant CS","2021","White","Finance","360","350","36310","31810"
"New entrant CS","2021","White","Human Resources","430","410","33510","28870"
"New entrant CS","2021","White","Inspector of Education and Training","80","80","63770","70500"
"New entrant CS","2021","White","Intelligence Analysis","70","70","32180","28650"
"New entrant CS","2021","White","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","International Trade","70","60","37190","31810"
"New entrant CS","2021","White","Knowledge and Information Management","120","110","30880","29500"
"New entrant CS","2021","White","Legal","540","520","43420","43920"
"New entrant CS","2021","White","Medicine","240","200","51960","38890"
"New entrant CS","2021","White","Operational Delivery","8210","7910","26260","22920"
"New entrant CS","2021","White","Operational Research","80","70","33250","33000"
"New entrant CS","2021","White","Other","1160","1140","27350","23450"
"New entrant CS","2021","White","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Policy","1670","1650","37140","33570"
"New entrant CS","2021","White","Project Delivery","750","740","37790","34710"
"New entrant CS","2021","White","Property","340","330","33480","30000"
"New entrant CS","2021","White","Psychology","70","70","25610","24620"
"New entrant CS","2021","White","Science and Engineering","930","880","32110","29270"
"New entrant CS","2021","White","Security","440","440","26470","23540"
"New entrant CS","2021","White","Social Research","150","140","32970","32540"
"New entrant CS","2021","White","Statistics","220","210","33880","31810"
"New entrant CS","2021","White","Tax","890","880","23230","20140"
"New entrant CS","2021","White","Unknown","12130","11890","27000","27570"
"New entrant CS","2021","White","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","60","60","33820","31900"
"New entrant CS","2022","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","110","110","26350","25110"
"New entrant CS","2022","Asian","Digital, Data and Technology","290","290","39280","36050"
"New entrant CS","2022","Asian","Economics","50","50","[c]","[c]"
"New entrant CS","2022","Asian","Finance","130","130","34050","31060"
"New entrant CS","2022","Asian","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","80","80","31820","28840"
"New entrant CS","2022","Asian","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","130","130","43980","48080"
"New entrant CS","2022","Asian","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Delivery","2590","2490","26390","26130"
"New entrant CS","2022","Asian","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","170","170","27940","25750"
"New entrant CS","2022","Asian","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","310","300","35380","33210"
"New entrant CS","2022","Asian","Project Delivery","100","90","37180","34260"
"New entrant CS","2022","Asian","Property","40","30","[c]","[c]"
"New entrant CS","2022","Asian","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Science and Engineering","110","110","31880","29530"
"New entrant CS","2022","Asian","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Tax","370","360","27820","26590"
"New entrant CS","2022","Asian","Unknown","400","390","29880","27570"
"New entrant CS","2022","Asian","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Commercial","30","30","[c]","[c]"
"New entrant CS","2022","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Counter Fraud","40","40","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data and Technology","140","140","36750","33980"
"New entrant CS","2022","Black","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","50","50","[c]","[c]"
"New entrant CS","2022","Black","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","60","50","31540","28530"
"New entrant CS","2022","Black","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Legal","40","40","[c]","[c]"
"New entrant CS","2022","Black","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Operational Delivery","1590","1530","28190","27570"
"New entrant CS","2022","Black","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Other","90","80","27210","26050"
"New entrant CS","2022","Black","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Policy","180","170","34760","32970"
"New entrant CS","2022","Black","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2022","Black","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Science and Engineering","60","60","34330","32330"
"New entrant CS","2022","Black","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Tax","120","120","28120","26590"
"New entrant CS","2022","Black","Unknown","170","170","31920","29970"
"New entrant CS","2022","Black","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data and Technology","50","50","34260","32770"
"New entrant CS","2022","Mixed","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","50","50","[c]","[c]"
"New entrant CS","2022","Mixed","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Operational Delivery","840","810","27120","25330"
"New entrant CS","2022","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Other","80","80","27270","25750"
"New entrant CS","2022","Mixed","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Policy","160","160","36200","33570"
"New entrant CS","2022","Mixed","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2022","Mixed","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Science and Engineering","40","30","[c]","[c]"
"New entrant CS","2022","Mixed","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Tax","50","50","28840","26590"
"New entrant CS","2022","Mixed","Unknown","150","140","31150","27500"
"New entrant CS","2022","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Operational Delivery","220","210","27690","27230"
"New entrant CS","2022","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Policy","50","50","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","80","80","38570","36630"
"New entrant CS","2022","Undeclared","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Operational Delivery","520","480","28970","26880"
"New entrant CS","2022","Undeclared","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","60","60","35550","33570"
"New entrant CS","2022","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","40","30","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","100","90","33330","30350"
"New entrant CS","2022","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","230","170","34400","29890"
"New entrant CS","2022","Unknown","Communications","200","170","35110","32790"
"New entrant CS","2022","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","60","60","27090","27570"
"New entrant CS","2022","Unknown","Digital, Data and Technology","790","750","38850","35050"
"New entrant CS","2022","Unknown","Economics","90","80","32500","32390"
"New entrant CS","2022","Unknown","Finance","350","290","35860","33000"
"New entrant CS","2022","Unknown","Geography","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","270","240","35600","28970"
"New entrant CS","2022","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","90","90","29110","28700"
"New entrant CS","2022","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","International Trade","70","70","[c]","[c]"
"New entrant CS","2022","Unknown","Knowledge and Information Management","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","160","150","36610","34260"
"New entrant CS","2022","Unknown","Medicine","120","90","44870","37650"
"New entrant CS","2022","Unknown","Operational Delivery","11910","11240","25880","23720"
"New entrant CS","2022","Unknown","Operational Research","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","Other","690","670","26040","21640"
"New entrant CS","2022","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","830","790","36840","33570"
"New entrant CS","2022","Unknown","Project Delivery","300","290","37660","35050"
"New entrant CS","2022","Unknown","Property","250","240","32740","28500"
"New entrant CS","2022","Unknown","Psychology","50","50","[c]","[c]"
"New entrant CS","2022","Unknown","Science and Engineering","290","280","28900","26030"
"New entrant CS","2022","Unknown","Security","260","260","27180","25000"
"New entrant CS","2022","Unknown","Social Research","50","50","[c]","[c]"
"New entrant CS","2022","Unknown","Statistics","80","80","28410","27220"
"New entrant CS","2022","Unknown","Tax","690","670","26770","26590"
"New entrant CS","2022","Unknown","Unknown","3650","3520","33100","28000"
"New entrant CS","2022","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Commercial","470","450","31740","29920"
"New entrant CS","2022","White","Communications","330","320","37090","33190"
"New entrant CS","2022","White","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Counter Fraud","450","440","26060","27570"
"New entrant CS","2022","White","Digital, Data and Technology","1430","1410","37890","34260"
"New entrant CS","2022","White","Economics","220","220","35370","31730"
"New entrant CS","2022","White","Finance","630","620","34780","32250"
"New entrant CS","2022","White","Geography","50","50","26810","20420"
"New entrant CS","2022","White","Human Resources","660","630","33250","29830"
"New entrant CS","2022","White","Inspector of Education and Training","140","140","60400","64520"
"New entrant CS","2022","White","Intelligence Analysis","110","110","29860","28700"
"New entrant CS","2022","White","Internal Audit","40","40","[c]","[c]"
"New entrant CS","2022","White","International Trade","100","100","38030","31800"
"New entrant CS","2022","White","Knowledge and Information Management","150","140","30960","29000"
"New entrant CS","2022","White","Legal","570","550","43320","41750"
"New entrant CS","2022","White","Medicine","190","170","53320","40060"
"New entrant CS","2022","White","Operational Delivery","19170","18460","26200","23490"
"New entrant CS","2022","White","Operational Research","70","70","31460","30710"
"New entrant CS","2022","White","Other","1560","1520","27550","23450"
"New entrant CS","2022","White","Planning","60","50","43570","42980"
"New entrant CS","2022","White","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Policy","2320","2290","36760","33570"
"New entrant CS","2022","White","Project Delivery","740","730","37100","34020"
"New entrant CS","2022","White","Property","450","440","35750","33000"
"New entrant CS","2022","White","Psychology","120","120","26750","27700"
"New entrant CS","2022","White","Science and Engineering","1150","1110","32880","30350"
"New entrant CS","2022","White","Security","360","350","28730","25000"
"New entrant CS","2022","White","Social Research","220","220","34530","31110"
"New entrant CS","2022","White","Statistics","240","240","32940","30710"
"New entrant CS","2022","White","Tax","1280","1260","27440","26590"
"New entrant CS","2022","White","Unknown","3590","3510","32430","27570"
"New entrant CS","2022","White","Veterinarian","40","30","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","",""
"","Cabinet Office (excl agencies) reported profession information for only 60 out of a total 9,930 employees.","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","",""
"Ethnicity","Self reported ethnicity. For consistency with Civil Service Statistics, 'Chinese' is shown separately in the 2021 figures, but counted within 'Asian' for 2022.","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
