"Status","Year","Profession_of_post","Sex","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Tax","Male","30-39","2510","2490","33760","31810"
"In post","2021","Tax","Male","40-49","1740","1720","35610","31810"
"In post","2021","Tax","Male","50-59","2210","2160","38800","35000"
"In post","2021","Tax","Male","60-64","650","500","40090","35000"
"In post","2021","Tax","Male","65+","230","160","39580","35000"
"In post","2021","Unknown","Female","16-19","190","190","22330","21010"
"In post","2021","Unknown","Female","20-29","9950","9740","28500","27570"
"In post","2021","Unknown","Female","30-39","12860","11480","31440","27570"
"In post","2021","Unknown","Female","40-49","17830","15560","31270","27570"
"In post","2021","Unknown","Female","50-59","25240","22360","29600","27570"
"In post","2021","Unknown","Female","60-64","6950","5250","27290","27570"
"In post","2021","Unknown","Female","65+","1810","1270","26480","26240"
"In post","2021","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Male","16-19","130","130","22270","21010"
"In post","2021","Unknown","Male","20-29","7740","7700","28460","27570"
"In post","2021","Unknown","Male","30-39","9430","9320","32890","27570"
"In post","2021","Unknown","Male","40-49","10630","10450","34760","27570"
"In post","2021","Unknown","Male","50-59","13190","12800","33920","27570"
"In post","2021","Unknown","Male","60-64","3560","3030","30980","27570"
"In post","2021","Unknown","Male","65+","1110","860","29340","27570"
"In post","2021","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Female","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Female","30-39","70","70","40370","37410"
"In post","2021","Veterinarian","Female","40-49","100","90","44260","38390"
"In post","2021","Veterinarian","Female","50-59","60","60","51010","51540"
"In post","2021","Veterinarian","Female","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Female","65+","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Male","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Male","30-39","30","30","[c]","[c]"
"In post","2021","Veterinarian","Male","40-49","70","70","43910","38260"
"In post","2021","Veterinarian","Male","50-59","50","50","53750","52640"
"In post","2021","Veterinarian","Male","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Male","65+","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Female","20-29","590","580","32370","30600"
"In post","2022","Commercial","Female","30-39","860","800","37810","36500"
"In post","2022","Commercial","Female","40-49","870","820","41750","39180"
"In post","2022","Commercial","Female","50-59","880","840","40210","37380"
"In post","2022","Commercial","Female","60-64","180","150","38030","36640"
"In post","2022","Commercial","Female","65+","40","30","[c]","[c]"
"In post","2022","Commercial","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Male","20-29","470","470","32370","30590"
"In post","2022","Commercial","Male","30-39","680","680","40060","38240"
"In post","2022","Commercial","Male","40-49","640","640","44150","40580"
"In post","2022","Commercial","Male","50-59","780","770","46360","42180"
"In post","2022","Commercial","Male","60-64","170","150","42980","40720"
"In post","2022","Commercial","Male","65+","50","40","38710","37650"
"In post","2022","Communications","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Female","20-29","600","600","35020","33120"
"In post","2022","Communications","Female","30-39","740","710","43660","40650"
"In post","2022","Communications","Female","40-49","630","580","47170","43850"
"In post","2022","Communications","Female","50-59","410","390","44000","40420"
"In post","2022","Communications","Female","60-64","70","70","39190","36150"
"In post","2022","Communications","Female","65+","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Male","20-29","300","290","35610","33210"
"In post","2022","Communications","Male","30-39","450","450","44120","40960"
"In post","2022","Communications","Male","40-49","470","470","46650","42120"
"In post","2022","Communications","Male","50-59","360","350","42040","37580"
"In post","2022","Communications","Male","60-64","80","80","42030","34610"
"In post","2022","Communications","Male","65+","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Female","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Female","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Female","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Female","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Female","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Female","65+","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Male","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Male","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Male","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Male","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Male","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Male","65+","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Female","20-29","380","370","27500","27570"
"In post","2022","Counter Fraud","Female","30-39","540","490","28440","27570"
"In post","2022","Counter Fraud","Female","40-49","880","780","28970","27570"
"In post","2022","Counter Fraud","Female","50-59","1470","1310","28500","27570"
"In post","2022","Counter Fraud","Female","60-64","480","350","27690","27570"
"In post","2022","Counter Fraud","Female","65+","160","110","27200","26120"
"In post","2022","Counter Fraud","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Male","20-29","270","270","27130","27570"
"In post","2022","Counter Fraud","Male","30-39","340","340","29990","27570"
"In post","2022","Counter Fraud","Male","40-49","540","540","30930","27570"
"In post","2022","Counter Fraud","Male","50-59","1030","990","31420","27570"
"In post","2022","Counter Fraud","Male","60-64","350","280","30380","27570"
"In post","2022","Counter Fraud","Male","65+","150","100","30310","27570"
"In post","2022","Counter Fraud","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Female","20-29","1040","1030","34210","33000"
"In post","2022","Digital, Data and Technology","Female","30-39","1690","1620","41220","38650"
"In post","2022","Digital, Data and Technology","Female","40-49","1940","1840","43550","40520"
"In post","2022","Digital, Data and Technology","Female","50-59","1870","1790","42460","38730"
"In post","2022","Digital, Data and Technology","Female","60-64","350","300","38790","35310"
"In post","2022","Digital, Data and Technology","Female","65+","100","80","35290","32440"
"In post","2022","Digital, Data and Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Male","20-29","1890","1880","33730","32790"
"In post","2022","Digital, Data and Technology","Male","30-39","2960","2940","42140","39580"
"In post","2022","Digital, Data and Technology","Male","40-49","3560","3540","46340","42420"
"In post","2022","Digital, Data and Technology","Male","50-59","3590","3550","44850","40580"
"In post","2022","Digital, Data and Technology","Male","60-64","770","700","42180","38450"
"In post","2022","Digital, Data and Technology","Male","65+","230","190","40210","36510"
"In post","2022","Digital, Data and Technology","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Female","20-29","410","410","37870","34240"
"In post","2022","Economics","Female","30-39","210","190","56500","56130"
"In post","2022","Economics","Female","40-49","90","80","64080","61400"
"In post","2022","Economics","Female","50-59","40","30","[c]","[c]"
"In post","2022","Economics","Female","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Female","65+","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Male","20-29","760","760","38400","34710"
"In post","2022","Economics","Male","30-39","300","300","56670","55730"
"In post","2022","Economics","Male","40-49","150","140","62960","61440"
"In post","2022","Economics","Male","50-59","90","80","73950","69670"
"In post","2022","Economics","Male","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Male","65+","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Female","20-29","830","820","32650","30320"
"In post","2022","Finance","Female","30-39","1380","1290","39680","36330"
"In post","2022","Finance","Female","40-49","1900","1790","40830","36780"
"In post","2022","Finance","Female","50-59","2180","2090","39540","35310"
"In post","2022","Finance","Female","60-64","460","390","35000","32640"
"In post","2022","Finance","Female","65+","130","110","32640","29340"
"In post","2022","Finance","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Male","20-29","780","770","33460","31010"
"In post","2022","Finance","Male","30-39","1090","1090","43330","40500"
"In post","2022","Finance","Male","40-49","1300","1290","45290","40580"
"In post","2022","Finance","Male","50-59","1670","1650","45420","40670"
"In post","2022","Finance","Male","60-64","430","390","42190","38880"
"In post","2022","Finance","Male","65+","150","140","39370","35480"
"In post","2022","Geography","Female","20-29","40","40","[c]","[c]"
"In post","2022","Geography","Female","30-39","40","40","[c]","[c]"
"In post","2022","Geography","Female","40-49","40","30","[c]","[c]"
"In post","2022","Geography","Female","50-59","40","40","[c]","[c]"
"In post","2022","Geography","Female","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Female","65+","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Male","20-29","80","80","25740","26740"
"In post","2022","Geography","Male","30-39","70","70","33020","33290"
"In post","2022","Geography","Male","40-49","60","60","34940","33290"
"In post","2022","Geography","Male","50-59","70","70","33740","33290"
"In post","2022","Geography","Male","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Male","65+","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Female","20-29","980","960","31770","30000"
"In post","2022","Human Resources","Female","30-39","1510","1410","37740","33370"
"In post","2022","Human Resources","Female","40-49","1820","1700","41520","37610"
"In post","2022","Human Resources","Female","50-59","1960","1860","40460","36570"
"In post","2022","Human Resources","Female","60-64","420","350","36210","33300"
"In post","2022","Human Resources","Female","65+","80","60","33810","28990"
"In post","2022","Human Resources","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Male","20-29","370","370","31850","29520"
"In post","2022","Human Resources","Male","30-39","650","640","38510","35310"
"In post","2022","Human Resources","Male","40-49","660","660","44110","39870"
"In post","2022","Human Resources","Male","50-59","880","870","42210","38100"
"In post","2022","Human Resources","Male","60-64","200","170","37780","34290"
"In post","2022","Human Resources","Male","65+","60","50","36570","32640"
"In post","2022","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Female","30-39","70","70","54410","51360"
"In post","2022","Inspector of Education and Training","Female","40-49","220","220","61530","51360"
"In post","2022","Inspector of Education and Training","Female","50-59","300","300","64100","64500"
"In post","2022","Inspector of Education and Training","Female","60-64","60","60","68080","64500"
"In post","2022","Inspector of Education and Training","Female","65+","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Male","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Male","40-49","90","90","72960","75500"
"In post","2022","Inspector of Education and Training","Male","50-59","110","110","73450","75500"
"In post","2022","Inspector of Education and Training","Male","60-64","30","30","[c]","[c]"
