"Status","Year","Disability","Region_ITL3","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Cheshire West and Chester","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire West and Chester","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chorley and West Lancashire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chorley and West Lancashire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chorley and West Lancashire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chorley and West Lancashire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chorley and West Lancashire","Ministry of Justice","100","90","28860","26830"
"In post","2021","Declared disabled","Chorley and West Lancashire","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","City of Edinburgh","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","City of Edinburgh","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","City of Edinburgh","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","City of Edinburgh","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","City of Edinburgh","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","City of Edinburgh","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","City of Edinburgh","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","City of Edinburgh","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","City of Edinburgh","Department for Work and Pensions","60","60","28370","27570"
"In post","2021","Declared disabled","City of Edinburgh","HM Revenue and Customs","160","150","29310","25560"
"In post","2021","Declared disabled","City of Edinburgh","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","City of Edinburgh","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","City of Edinburgh","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","City of Edinburgh","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","City of Edinburgh","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","City of Edinburgh","Scottish Government","820","780","38510","33650"
"In post","2021","Declared disabled","City of Edinburgh","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Clackmannanshire and Fife","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Clackmannanshire and Fife","Department for Work and Pensions","70","60","26870","27570"
"In post","2021","Declared disabled","Clackmannanshire and Fife","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Clackmannanshire and Fife","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","Declared disabled","Clackmannanshire and Fife","Scottish Government","60","60","34100","33650"
"In post","2021","Declared disabled","Conwy and Denbighshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Conwy and Denbighshire","Department for Work and Pensions","30","30","[c]","[c]"
"In post","2021","Declared disabled","Conwy and Denbighshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Conwy and Denbighshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Conwy and Denbighshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Conwy and Denbighshire","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Department for Work and Pensions","150","130","25690","27570"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Coventry","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Coventry","Department for Education","100","100","38920","36680"
"In post","2021","Declared disabled","Coventry","Department for Work and Pensions","70","60","25430","27570"
"In post","2021","Declared disabled","Coventry","HM Land Registry","30","20","[c]","[c]"
"In post","2021","Declared disabled","Coventry","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Coventry","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Coventry","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Coventry","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Coventry","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Coventry","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Croydon","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Croydon","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Croydon","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Croydon","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Croydon","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Croydon","Department for Work and Pensions","30","30","[c]","[c]"
"In post","2021","Declared disabled","Croydon","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Croydon","HM Revenue and Customs","210","190","38530","36160"
"In post","2021","Declared disabled","Croydon","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Croydon","Home Office","540","490","36310","30980"
"In post","2021","Declared disabled","Croydon","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Croydon","Ministry of Justice","120","120","37200","31180"
"In post","2021","Declared disabled","Darlington","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Darlington","Department for Education","70","60","37020","36500"
"In post","2021","Declared disabled","Darlington","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Darlington","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Darlington","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Darlington","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Darlington","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Darlington","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Darlington","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Darlington","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Darlington","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derby","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derby","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derby","Department for Work and Pensions","110","100","23320","21010"
"In post","2021","Declared disabled","Derby","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derby","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derby","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derry City and Strabane","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derry City and Strabane","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon CC","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon CC","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon CC","Department for Business, Energy and Industrial Strategy","90","80","36170","33330"
"In post","2021","Declared disabled","Devon CC","Department for Environment, Food and Rural Affairs","70","70","28870","25190"
"In post","2021","Declared disabled","Devon CC","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon CC","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon CC","Department for Work and Pensions","230","190","24790","26120"
"In post","2021","Declared disabled","Devon CC","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon CC","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon CC","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon CC","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon CC","Ministry of Defence","30","30","[c]","[c]"
"In post","2021","Declared disabled","Devon CC","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon CC","Ministry of Justice","130","120","30890","27680"
"In post","2021","Declared disabled","Devon CC","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset CC","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset CC","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset CC","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset CC","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset CC","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset CC","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset CC","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset CC","Ministry of Defence","60","50","30950","30930"
"In post","2021","Declared disabled","Dorset CC","Ministry of Justice","130","120","29230","28220"
"In post","2021","Declared disabled","Dorset CC","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dudley","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dudley","Department for Work and Pensions","150","130","24880","25410"
"In post","2021","Declared disabled","Dudley","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dudley","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dudley","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dudley","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dumfries and Galloway","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dumfries and Galloway","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dumfries and Galloway","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dumfries and Galloway","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dumfries and Galloway","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dumfries and Galloway","Scottish Government","[c]","[c]","[c]","[c]"
