"Status","Year","Sexual_orientation","Organisation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","Scotland Office (incl. Office of the Advocate General for Scotland)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Scotland Office (incl. Office of the Advocate General for Scotland)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Scottish Courts and Tribunals Service","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Scottish Courts and Tribunals Service","Declared non-disabled","80","80","34140","27950"
"In post","2021","Heterosexual / straight","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Scottish Fiscal Commission","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Scottish Fiscal Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Scottish Fiscal Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Scottish Forestry","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Scottish Forestry","Declared non-disabled","50","50","37750","35680"
"In post","2021","Heterosexual / straight","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Scottish Government (excl. agencies)","Declared disabled","480","460","40680","38540"
"In post","2021","Heterosexual / straight","Scottish Government (excl. agencies)","Declared non-disabled","3430","3290","44430","39660"
"In post","2021","Heterosexual / straight","Scottish Government (excl. agencies)","Undeclared","80","80","41680","35110"
"In post","2021","Heterosexual / straight","Scottish Government (excl. agencies)","Unknown","1120","1070","43120","39660"
"In post","2021","Heterosexual / straight","Scottish Housing Regulator","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Scottish Housing Regulator","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Scottish Housing Regulator","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Scottish Housing Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Scottish Prison Service","Declared disabled","180","170","34430","33650"
"In post","2021","Heterosexual / straight","Scottish Prison Service","Declared non-disabled","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Scottish Prison Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Scottish Prison Service","Unknown","1310","1210","33610","33650"
"In post","2021","Heterosexual / straight","Scottish Public Pensions Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Scottish Public Pensions Agency","Declared non-disabled","80","70","32490","29190"
"In post","2021","Heterosexual / straight","Scottish Public Pensions Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Scottish Public Pensions Agency","Unknown","50","50","25820","24110"
"In post","2021","Heterosexual / straight","Serious Fraud Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Serious Fraud Office","Declared non-disabled","290","280","46390","41080"
"In post","2021","Heterosexual / straight","Serious Fraud Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Social Security Scotland","Declared disabled","90","90","29160","26160"
"In post","2021","Heterosexual / straight","Social Security Scotland","Declared non-disabled","600","590","31660","27150"
"In post","2021","Heterosexual / straight","Social Security Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Social Security Scotland","Unknown","100","100","38170","30650"
"In post","2021","Heterosexual / straight","Standards and Testing Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Standards and Testing Agency","Declared non-disabled","80","80","42340","40570"
"In post","2021","Heterosexual / straight","Standards and Testing Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Standards and Testing Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Student Awards Agency for Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Student Awards Agency for Scotland","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Submarine Delivery Agency","Declared disabled","130","130","39110","37530"
"In post","2021","Heterosexual / straight","Submarine Delivery Agency","Declared non-disabled","1120","1100","41360","39860"
"In post","2021","Heterosexual / straight","Submarine Delivery Agency","Undeclared","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Submarine Delivery Agency","Unknown","90","90","47120","45290"
"In post","2021","Heterosexual / straight","Teaching Regulation Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Teaching Regulation Agency","Declared non-disabled","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Teaching Regulation Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Teaching Regulation Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","The National Archives","Declared non-disabled","180","170","36840","34220"
"In post","2021","Heterosexual / straight","The National Archives","Unknown","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Transport Scotland","Declared disabled","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Transport Scotland","Declared non-disabled","210","200","45220","42190"
"In post","2021","Heterosexual / straight","Transport Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Transport Scotland","Unknown","80","80","48060","46600"
"In post","2021","Heterosexual / straight","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","UK Export Finance","Declared non-disabled","310","310","52910","47750"
"In post","2021","Heterosexual / straight","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","UK Hydrographic Office","Declared disabled","60","60","35140","33290"
"In post","2021","Heterosexual / straight","UK Hydrographic Office","Declared non-disabled","450","430","34890","33290"
"In post","2021","Heterosexual / straight","UK Hydrographic Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","UK Intellectual Property Office","Declared disabled","50","50","36290","30040"
"In post","2021","Heterosexual / straight","UK Intellectual Property Office","Declared non-disabled","740","700","39180","39120"
"In post","2021","Heterosexual / straight","UK Intellectual Property Office","Unknown","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","UK Space Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","UK Space Agency","Declared non-disabled","100","100","47270","40220"
"In post","2021","Heterosexual / straight","UK Space Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","UK Supreme Court","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","UK Supreme Court","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","United Kingdom Statistics Authority","Declared disabled","380","330","31410","29540"
"In post","2021","Heterosexual / straight","United Kingdom Statistics Authority","Declared non-disabled","2000","1770","34220","30130"
"In post","2021","Heterosexual / straight","United Kingdom Statistics Authority","Undeclared","80","60","26750","23050"
"In post","2021","Heterosexual / straight","United Kingdom Statistics Authority","Unknown","1070","970","31200","29540"
"In post","2021","Heterosexual / straight","Valuation Office Agency","Declared disabled","170","160","32770","28950"
"In post","2021","Heterosexual / straight","Valuation Office Agency","Declared non-disabled","1810","1670","35410","32100"
"In post","2021","Heterosexual / straight","Valuation Office Agency","Undeclared","60","50","31370","30000"
"In post","2021","Heterosexual / straight","Valuation Office Agency","Unknown","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Vehicle Certification Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Vehicle Certification Agency","Declared non-disabled","160","150","37030","34290"
"In post","2021","Heterosexual / straight","Vehicle Certification Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Vehicle Certification Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Veterinary Medicines Directorate","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Veterinary Medicines Directorate","Declared non-disabled","110","100","42120","38750"
"In post","2021","Heterosexual / straight","Veterinary Medicines Directorate","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Wales Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Wales Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Wales Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Water Services Regulation Authority","Declared non-disabled","90","80","58680","53600"
"In post","2021","Heterosexual / straight","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Welsh Government (excl. agencies)","Declared disabled","260","240","38070","37410"
