"Status","Year","Ethnicity","Sex","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Female","Medicine","250","220","43520","37890"
"In post","2021","Unknown","Female","Operational Delivery","13410","12090","25490","22820"
"In post","2021","Unknown","Female","Operational Research","30","30","[c]","[c]"
"In post","2021","Unknown","Female","Other","1100","1050","33430","29390"
"In post","2021","Unknown","Female","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Female","Policy","2300","2220","45080","40580"
"In post","2021","Unknown","Female","Project Delivery","690","670","41150","38630"
"In post","2021","Unknown","Female","Property","380","350","32080","29450"
"In post","2021","Unknown","Female","Psychology","150","140","32370","30450"
"In post","2021","Unknown","Female","Science and Engineering","230","220","36460","34930"
"In post","2021","Unknown","Female","Security","190","180","32000","29370"
"In post","2021","Unknown","Female","Social Research","70","70","38480","37020"
"In post","2021","Unknown","Female","Statistics","100","100","37680","36030"
"In post","2021","Unknown","Female","Tax","2290","2160","26140","25560"
"In post","2021","Unknown","Female","Unknown","7960","7380","33440","28000"
"In post","2021","Unknown","Female","Veterinarian","40","30","[c]","[c]"
"In post","2021","Unknown","Male","Commercial","280","280","40030","37400"
"In post","2021","Unknown","Male","Communications","300","300","43140","39110"
"In post","2021","Unknown","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Male","Counter Fraud","100","100","42610","39490"
"In post","2021","Unknown","Male","Digital, Data and Technology","1550","1540","40510","37100"
"In post","2021","Unknown","Male","Economics","280","280","43260","36160"
"In post","2021","Unknown","Male","Finance","450","430","39140","35000"
"In post","2021","Unknown","Male","Human Resources","210","210","36490","32730"
"In post","2021","Unknown","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Male","Intelligence Analysis","180","180","42830","40190"
"In post","2021","Unknown","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Male","International Trade","240","240","46570","39070"
"In post","2021","Unknown","Male","Knowledge and Information Management","90","80","37500","33550"
"In post","2021","Unknown","Male","Legal","790","770","43570","37830"
"In post","2021","Unknown","Male","Medicine","110","100","53110","38490"
"In post","2021","Unknown","Male","Operational Delivery","12450","11980","27180","25400"
"In post","2021","Unknown","Male","Operational Research","70","70","40860","38630"
"In post","2021","Unknown","Male","Other","2710","2670","36530","33270"
"In post","2021","Unknown","Male","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Male","Policy","1880","1860","46800","42470"
"In post","2021","Unknown","Male","Project Delivery","710","710","42610","38630"
"In post","2021","Unknown","Male","Property","540","520","36040","31810"
"In post","2021","Unknown","Male","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Male","Science and Engineering","770","750","35490","32450"
"In post","2021","Unknown","Male","Security","820","810","30920","27750"
"In post","2021","Unknown","Male","Social Research","50","50","37210","36340"
"In post","2021","Unknown","Male","Statistics","150","140","40500","36250"
"In post","2021","Unknown","Male","Tax","2640","2560","28100","25560"
"In post","2021","Unknown","Male","Unknown","6490","6380","36680","29250"
"In post","2021","Unknown","Male","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","White","Female","Commercial","2130","2010","38910","36500"
"In post","2021","White","Female","Communications","1600","1510","41530","38540"
"In post","2021","White","Female","Corporate Finance","70","60","42570","37870"
"In post","2021","White","Female","Counter Fraud","270","250","35180","33100"
"In post","2021","White","Female","Digital, Data and Technology","3190","3000","40430","37450"
"In post","2021","White","Female","Economics","490","470","48410","49600"
"In post","2021","White","Female","Finance","3710","3410","38090","33300"
"In post","2021","White","Female","Human Resources","4260","3960","38590","33350"
"In post","2021","White","Female","Inspector of Education and Training","540","530","63680","64500"
"In post","2021","White","Female","Intelligence Analysis","1170","1090","32610","29250"
"In post","2021","White","Female","Internal Audit","290","270","43810","41300"
"In post","2021","White","Female","International Trade","310","300","47880","48220"
"In post","2021","White","Female","Knowledge and Information Management","970","910","35600","32780"
"In post","2021","White","Female","Legal","4730","4270","49200","51250"
"In post","2021","White","Female","Medicine","1210","1070","50880","37890"
"In post","2021","White","Female","Operational Delivery","68940","61070","27930","25310"
"In post","2021","White","Female","Operational Research","340","320","43850","40650"
"In post","2021","White","Female","Other","8200","7690","29300","23830"
"In post","2021","White","Female","Planning","80","70","46730","41270"
"In post","2021","White","Female","Planning Inspectors","110","100","57820","58810"
"In post","2021","White","Female","Policy","10300","9820","47180","42900"
"In post","2021","White","Female","Project Delivery","6110","5820","40560","37640"
"In post","2021","White","Female","Property","2020","1880","34600","32820"
"In post","2021","White","Female","Psychology","980","930","35950","31180"
"In post","2021","White","Female","Science and Engineering","3400","3140","38590","37190"
"In post","2021","White","Female","Security","1340","1290","31820","28650"
"In post","2021","White","Female","Social Research","650","610","43190","41760"
"In post","2021","White","Female","Statistics","690","650","43760","39850"
"In post","2021","White","Female","Tax","4890","4460","34670","31810"
"In post","2021","White","Female","Unknown","54450","47450","29470","27570"
"In post","2021","White","Female","Veterinarian","200","190","44860","40960"
"In post","2021","White","Male","Commercial","1880","1850","43030","40070"
"In post","2021","White","Male","Communications","1110","1100","41690","37930"
"In post","2021","White","Male","Corporate Finance","50","50","52650","47140"
"In post","2021","White","Male","Counter Fraud","320","310","40170","37430"
"In post","2021","White","Male","Digital, Data and Technology","5570","5490","42990","39050"
"In post","2021","White","Male","Economics","810","800","49480","49110"
"In post","2021","White","Male","Finance","2720","2670","44480","40500"
"In post","2021","White","Male","Human Resources","1790","1750","40390","36520"
"In post","2021","White","Male","Inspector of Education and Training","240","230","73840","75500"
"In post","2021","White","Male","Intelligence Analysis","1370","1340","35760","32670"
"In post","2021","White","Male","Internal Audit","280","270","48210","45390"
"In post","2021","White","Male","International Trade","450","440","49220","51710"
"In post","2021","White","Male","Knowledge and Information Management","810","790","38390","36360"
"In post","2021","White","Male","Legal","3450","3340","48180","48830"
"In post","2021","White","Male","Medicine","500","460","65430","60830"
"In post","2021","White","Male","Operational Delivery","54640","52130","30570","27460"
"In post","2021","White","Male","Operational Research","570","550","45600","46080"
"In post","2021","White","Male","Other","7850","7670","32480","26930"
"In post","2021","White","Male","Planning","90","80","48700","42980"
"In post","2021","White","Male","Planning Inspectors","180","160","58610","58810"
"In post","2021","White","Male","Policy","9110","9000","50500","51060"
"In post","2021","White","Male","Project Delivery","5990","5890","44810","40580"
"In post","2021","White","Male","Property","3130","3060","37780","33570"
"In post","2021","White","Male","Psychology","140","140","36280","31180"
"In post","2021","White","Male","Science and Engineering","7390","7200","39090","37320"
"In post","2021","White","Male","Security","4990","4900","31210","26750"
"In post","2021","White","Male","Social Research","270","260","43620","40150"
"In post","2021","White","Male","Statistics","760","740","44890","41280"
"In post","2021","White","Male","Tax","5080","4870","37280","31870"
"In post","2021","White","Male","Unknown","31030","29900","32300","27570"
"In post","2021","White","Male","Veterinarian","150","140","47540","49240"
"In post","2021","White","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","White","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2021","White","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","White","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","White","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","White","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","White","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Female","Commercial","170","160","37460","34710"
"In post","2022","Asian","Female","Communications","120","120","39830","37790"
"In post","2022","Asian","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Female","Counter Fraud","370","320","27330","27570"
"In post","2022","Asian","Female","Digital, Data and Technology","530","520","42610","39870"
"In post","2022","Asian","Female","Economics","90","90","41640","37380"
"In post","2022","Asian","Female","Finance","490","470","39610","36610"
"In post","2022","Asian","Female","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Female","Human Resources","390","380","38310","35050"
"In post","2022","Asian","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Female","Intelligence Analysis","110","100","31440","29080"
"In post","2022","Asian","Female","Internal Audit","50","40","[c]","[c]"
"In post","2022","Asian","Female","International Trade","70","70","44660","38300"
"In post","2022","Asian","Female","Knowledge and Information Management","80","80","33610","31060"
"In post","2022","Asian","Female","Legal","680","630","49600","50930"
"In post","2022","Asian","Female","Medicine","130","110","64520","54760"
"In post","2022","Asian","Female","Operational Delivery","10090","8890","27870","27570"
"In post","2022","Asian","Female","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Female","Other","1000","900","30560","27570"
"In post","2022","Asian","Female","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Female","Policy","1450","1400","43810","40050"
"In post","2022","Asian","Female","Project Delivery","530","500","40470","37230"
"In post","2022","Asian","Female","Property","160","150","37140","33190"
"In post","2022","Asian","Female","Psychology","30","30","[c]","[c]"
"In post","2022","Asian","Female","Science and Engineering","300","290","38630","35320"
"In post","2022","Asian","Female","Security","120","110","34340","31630"
"In post","2022","Asian","Female","Social Research","40","40","[c]","[c]"
"In post","2022","Asian","Female","Statistics","90","80","44490","40520"
"In post","2022","Asian","Female","Tax","820","770","33090","33080"
"In post","2022","Asian","Female","Unknown","740","710","38930","34550"
"In post","2022","Asian","Female","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Male","Commercial","130","130","40260","37220"
"In post","2022","Asian","Male","Communications","70","70","39800","37090"
"In post","2022","Asian","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Male","Counter Fraud","250","240","29440","27570"
"In post","2022","Asian","Male","Digital, Data and Technology","880","870","43110","40180"
"In post","2022","Asian","Male","Economics","130","130","45260","39610"
"In post","2022","Asian","Male","Finance","500","500","41530","38160"
"In post","2022","Asian","Male","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Male","Human Resources","160","160","37000","33370"
"In post","2022","Asian","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Male","Intelligence Analysis","90","80","33340","29080"
"In post","2022","Asian","Male","Internal Audit","40","40","[c]","[c]"
"In post","2022","Asian","Male","International Trade","70","70","45280","38540"
"In post","2022","Asian","Male","Knowledge and Information Management","40","40","[c]","[c]"
"In post","2022","Asian","Male","Legal","370","360","47250","48080"
"In post","2022","Asian","Male","Medicine","70","60","80900","78970"
"In post","2022","Asian","Male","Operational Delivery","7330","7050","28680","27570"
"In post","2022","Asian","Male","Operational Research","30","30","[c]","[c]"
"In post","2022","Asian","Male","Other","680","660","29660","27570"
"In post","2022","Asian","Male","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Male","Policy","960","960","43650","39640"
"In post","2022","Asian","Male","Project Delivery","430","430","42400","40180"
"In post","2022","Asian","Male","Property","170","170","38840","34260"
"In post","2022","Asian","Male","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Male","Science and Engineering","300","300","37580","37280"
