"Status","Year","Profession_of_post","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Human Resources","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","London","390","370","45700","41970"
"In post","2021","Human Resources","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","North West (England)","90","90","37430","30980"
"In post","2021","Human Resources","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","South East (England)","30","30","[c]","[c]"
"In post","2021","Human Resources","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Wales","210","190","35830","29250"
"In post","2021","Human Resources","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Yorkshire and The Humber","40","30","[c]","[c]"
"In post","2021","Inspector of Education and Training","No function","East Midlands (England)","70","70","64380","64500"
"In post","2021","Inspector of Education and Training","No function","East of England","90","90","65420","75500"
"In post","2021","Inspector of Education and Training","No function","London","230","230","66190","64500"
"In post","2021","Inspector of Education and Training","No function","North West (England)","110","110","65190","64500"
"In post","2021","Inspector of Education and Training","No function","South West (England)","80","70","66220","70500"
"In post","2021","Inspector of Education and Training","No function","Wales","60","60","74480","74730"
"In post","2021","Inspector of Education and Training","No function","West Midlands (England)","100","100","65740","64500"
"In post","2021","Inspector of Education and Training","No function","Yorkshire and The Humber","120","110","66660","70500"
"In post","2021","Intelligence Analysis","Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Analysis","London","210","210","54010","53360"
"In post","2021","Intelligence Analysis","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Analysis","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Analysis","Yorkshire and The Humber","60","60","48480","49530"
"In post","2021","Intelligence Analysis","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Counter Fraud","London","60","60","43950","39800"
"In post","2021","Intelligence Analysis","Counter Fraud","North East (England)","30","30","[c]","[c]"
"In post","2021","Intelligence Analysis","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","No function","East Midlands (England)","40","40","[c]","[c]"
"In post","2021","Intelligence Analysis","No function","East of England","50","50","31480","27970"
"In post","2021","Intelligence Analysis","No function","London","80","80","37550","34710"
"In post","2021","Intelligence Analysis","No function","North East (England)","30","30","[c]","[c]"
"In post","2021","Intelligence Analysis","No function","North West (England)","60","60","29700","27380"
"In post","2021","Intelligence Analysis","No function","South East (England)","70","70","29210","27380"
"In post","2021","Intelligence Analysis","No function","South West (England)","30","30","[c]","[c]"
"In post","2021","Intelligence Analysis","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","No function","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","No function","West Midlands (England)","50","50","[c]","[c]"
"In post","2021","Intelligence Analysis","No function","Yorkshire and The Humber","60","50","29330","28080"
"In post","2021","Intelligence Analysis","Security","London","150","140","46250","39240"
"In post","2021","Intelligence Analysis","Security","Overseas","50","50","44590","36450"
"In post","2021","Intelligence Analysis","Unknown","East Midlands (England)","80","80","29400","27370"
"In post","2021","Intelligence Analysis","Unknown","East of England","360","350","32310","33300"
"In post","2021","Intelligence Analysis","Unknown","London","920","870","36740","35070"
"In post","2021","Intelligence Analysis","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","North West (England)","280","270","27640","25410"
"In post","2021","Intelligence Analysis","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","Scotland","40","40","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","South East (England)","310","290","28610","27370"
"In post","2021","Intelligence Analysis","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","West Midlands (England)","30","30","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","Yorkshire and The Humber","140","140","28160","26160"
"In post","2021","Internal Audit","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Internal Audit","East Midlands (England)","30","30","[c]","[c]"
"In post","2021","Internal Audit","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Internal Audit","London","210","200","53870","51710"
"In post","2021","Internal Audit","Internal Audit","North East (England)","50","40","[c]","[c]"
"In post","2021","Internal Audit","Internal Audit","North West (England)","60","60","42250","40690"
"In post","2021","Internal Audit","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Internal Audit","Scotland","70","70","39980","36460"
"In post","2021","Internal Audit","Internal Audit","South East (England)","70","70","37520","34980"
"In post","2021","Internal Audit","Internal Audit","South West (England)","90","90","43970","42200"
"In post","2021","Internal Audit","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Internal Audit","West Midlands (England)","50","50","50790","45390"
"In post","2021","Internal Audit","Internal Audit","Yorkshire and The Humber","60","50","47080","45390"
"In post","2021","Internal Audit","No function","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","No function","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","No function","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","No function","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","No function","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","No function","East of England","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","No function","London","1070","1060","47390","42470"
"In post","2021","International Trade","No function","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","No function","North West (England)","50","50","36220","31810"
"In post","2021","International Trade","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","No function","Overseas","160","160","56610","54470"
"In post","2021","International Trade","No function","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","No function","South East (England)","70","70","42970","38540"
"In post","2021","International Trade","No function","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","No function","Wales","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","No function","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","No function","Yorkshire and The Humber","30","30","[c]","[c]"
"In post","2021","International Trade","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Analysis","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Analysis","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Commercial","East of England","90","90","34150","33000"
"In post","2021","Knowledge and Information Management","Commercial","London","130","120","37250","32040"
"In post","2021","Knowledge and Information Management","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Commercial","North West (England)","40","40","[c]","[c]"
