"Status","Year","Age","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","65+","Asian","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Department for Work and Pensions (excl. agencies)","80","70","27300","27570"
"In post","2021","65+","Black","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","HM Prison and Probation Service","50","50","32460","26630"
"In post","2021","65+","Black","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Home Office (incl. agencies)","40","30","[c]","[c]"
"In post","2021","65+","Black","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
