"Status","Year","Responsibility_level","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","AA/AO","Other Cabinet Office Agencies","Other","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Scotland Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Scotland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Scottish Government","Commercial","60","50","23570","24450"
"In post","2021","AA/AO","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Scottish Government","Finance","60","50","23390","24130"
"In post","2021","AA/AO","Scottish Government","Human Resources","60","50","22790","22430"
"In post","2021","AA/AO","Scottish Government","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Scottish Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Scottish Government","Operational Delivery","2950","2700","22730","22430"
"In post","2021","AA/AO","Scottish Government","Other","360","340","23820","24450"
"In post","2021","AA/AO","Scottish Government","Policy","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Scottish Government","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Scottish Government","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Scottish Government","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Scottish Government","Unknown","2600","2450","23200","22230"
"In post","2021","AA/AO","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","The National Archives","Communications","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","The National Archives","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","The National Archives","Operational Delivery","60","50","20770","20650"
"In post","2021","AA/AO","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","United Kingdom Statistics Authority","Economics","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","United Kingdom Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","United Kingdom Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","United Kingdom Statistics Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","United Kingdom Statistics Authority","Operational Delivery","1410","980","19640","19520"
"In post","2021","AA/AO","United Kingdom Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","United Kingdom Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","United Kingdom Statistics Authority","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","United Kingdom Statistics Authority","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Wales Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Water Services Regulation Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Water Services Regulation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Welsh Government","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2021","AA/AO","Welsh Government","Economics","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Welsh Government","Finance","50","40","[c]","[c]"
"In post","2021","AA/AO","Welsh Government","Human Resources","60","60","23190","23830"
"In post","2021","AA/AO","Welsh Government","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Welsh Government","Knowledge and Information Management","30","30","[c]","[c]"
"In post","2021","AA/AO","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Welsh Government","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Welsh Government","Operational Delivery","510","460","23370","23830"
"In post","2021","AA/AO","Welsh Government","Other","50","50","23410","23830"
"In post","2021","AA/AO","Welsh Government","Planning","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Welsh Government","Policy","150","150","23320","23830"
"In post","2021","AA/AO","Welsh Government","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Welsh Government","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Welsh Government","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Welsh Government","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Welsh Government","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","EO","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"In post","2021","EO","Attorney General's Departments","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","Attorney General's Departments","Counter Fraud","40","40","[c]","[c]"
"In post","2021","EO","Attorney General's Departments","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2021","EO","Attorney General's Departments","Finance","40","30","[c]","[c]"
"In post","2021","EO","Attorney General's Departments","Human Resources","40","40","[c]","[c]"
"In post","2021","EO","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","EO","Attorney General's Departments","Legal","180","180","29070","29280"
"In post","2021","EO","Attorney General's Departments","Operational Delivery","1170","1070","28120","28430"
"In post","2021","EO","Attorney General's Departments","Other","220","210","27570","27350"
"In post","2021","EO","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"In post","2021","EO","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","EO","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"In post","2021","EO","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","EO","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","EO","Cabinet Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","EO","Cabinet Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","EO","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"In post","2021","EO","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"In post","2021","EO","Cabinet Office","Unknown","870","850","27210","27500"
"In post","2021","EO","Chancellor's other departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chancellor's other departments","Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chancellor's other departments","Property","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chancellor's other departments","Security","[c]","[c]","[c]","[c]"
"In post","2021","EO","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2021","EO","Charity Commission","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","EO","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","EO","Charity Commission","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","EO","Charity Commission","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","EO","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"In post","2021","EO","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","EO","Charity Commission","Other","[c]","[c]","[c]","[c]"
"In post","2021","EO","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"In post","2021","EO","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","EO","Charity Commission","Security","[c]","[c]","[c]","[c]"
"In post","2021","EO","Charity Commission","Unknown","70","70","24760","24440"
"In post","2021","EO","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2021","EO","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","EO","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"In post","2021","EO","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","EO","Competition and Markets Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","EO","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2021","EO","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2021","EO","Competition and Markets Authority","Project Delivery","40","40","[c]","[c]"
"In post","2021","EO","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"In post","2021","EO","Competition and Markets Authority","Security","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","220","220","28780","26920"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","Economics","30","30","[c]","[c]"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","Finance","50","40","[c]","[c]"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","Human Resources","80","80","25950","25460"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","Operational Delivery","1080","1020","25410","24500"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","Policy","250","250","27790","27680"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","Property","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","Science and Engineering","110","110","28850","29890"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Digital, Culture, Media and Sport","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Digital, Culture, Media and Sport","Other","40","40","[c]","[c]"
"In post","2021","EO","Department for Digital, Culture, Media and Sport","Policy","80","80","27200","26180"
"In post","2021","EO","Department for Digital, Culture, Media and Sport","Project Delivery","30","30","[c]","[c]"
"In post","2021","EO","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Education","Commercial","30","30","[c]","[c]"
"In post","2021","EO","Department for Education","Communications","80","80","27580","26000"
"In post","2021","EO","Department for Education","Digital, Data and Technology","130","120","26500","26000"
"In post","2021","EO","Department for Education","Finance","90","90","26030","26000"
"In post","2021","EO","Department for Education","Human Resources","40","40","[c]","[c]"
"In post","2021","EO","Department for Education","Legal","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Education","Operational Delivery","190","190","26210","26000"
"In post","2021","EO","Department for Education","Policy","300","290","27200","26000"
"In post","2021","EO","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Education","Property","70","70","26600","26000"
"In post","2021","EO","Department for Education","Security","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
