"Status","Year","Profession_of_post","Sexual_orientation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Operational Research","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","LGBO","SEO/HEO","50","50","36820","37320"
"In post","2021","Operational Research","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Undeclared","G6/G7","40","40","[c]","[c]"
"In post","2021","Operational Research","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Undeclared","SEO/HEO","50","50","37930","37320"
"In post","2021","Operational Research","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","G6/G7","60","60","54730","55240"
"In post","2021","Operational Research","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","SEO/HEO","70","70","37070","36590"
"In post","2021","Other","Heterosexual / straight","AA/AO","5970","5680","21060","20920"
"In post","2021","Other","Heterosexual / straight","EO","3800","3610","26220","26670"
"In post","2021","Other","Heterosexual / straight","G6/G7","1280","1250","62150","59650"
"In post","2021","Other","Heterosexual / straight","SCS","180","170","93080","83510"
"In post","2021","Other","Heterosexual / straight","SEO/HEO","3870","3740","35630","35070"
"In post","2021","Other","Heterosexual / straight","Unknown","170","160","43620","40620"
"In post","2021","Other","LGBO","AA/AO","180","170","20950","20920"
"In post","2021","Other","LGBO","EO","170","160","26070","26670"
"In post","2021","Other","LGBO","G6/G7","70","60","59290","57460"
"In post","2021","Other","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Other","LGBO","SEO/HEO","170","170","34740","34740"
"In post","2021","Other","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","AA/AO","830","790","21130","21130"
"In post","2021","Other","Undeclared","EO","530","500","26870","26670"
"In post","2021","Other","Undeclared","G6/G7","200","190","63650","60830"
"In post","2021","Other","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","SEO/HEO","560","540","36320","35980"
"In post","2021","Other","Undeclared","Unknown","30","30","[c]","[c]"
"In post","2021","Other","Unknown","AA/AO","870","810","22720","20920"
"In post","2021","Other","Unknown","EO","660","630","27200","27580"
"In post","2021","Other","Unknown","G6/G7","400","380","59640","57430"
"In post","2021","Other","Unknown","SCS","70","60","97640","89490"
"In post","2021","Other","Unknown","SEO/HEO","790","750","38630","38500"
"In post","2021","Other","Unknown","Unknown","1860","1860","37660","34460"
"In post","2021","Planning","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Heterosexual / straight","G6/G7","50","50","58470","57110"
"In post","2021","Planning","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Heterosexual / straight","SEO/HEO","80","70","39110","39600"
"In post","2021","Planning","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Planning","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Planning","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Heterosexual / straight","G6/G7","260","240","57660","58810"
"In post","2021","Planning Inspectors","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Undeclared","G6/G7","30","30","[c]","[c]"
"In post","2021","Planning Inspectors","Unknown","G6/G7","40","30","[c]","[c]"
"In post","2021","Policy","Heterosexual / straight","AA/AO","570","540","23450","23510"
"In post","2021","Policy","Heterosexual / straight","EO","1830","1770","28400","28670"
"In post","2021","Policy","Heterosexual / straight","G6/G7","7660","7430","58610","57460"
"In post","2021","Policy","Heterosexual / straight","SCS","1350","1300","85060","77580"
"In post","2021","Policy","Heterosexual / straight","SEO/HEO","8270","8070","37310","36800"
"In post","2021","Policy","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Policy","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","LGBO","EO","150","150","27860","27850"
"In post","2021","Policy","LGBO","G6/G7","780","770","57600","55430"
"In post","2021","Policy","LGBO","SCS","110","110","86090","76290"
"In post","2021","Policy","LGBO","SEO/HEO","840","830","36520","35480"
"In post","2021","Policy","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Undeclared","AA/AO","60","50","23690","23830"
"In post","2021","Policy","Undeclared","EO","220","210","28580","28670"
"In post","2021","Policy","Undeclared","G6/G7","1040","1010","58920","57460"
"In post","2021","Policy","Undeclared","SCS","140","130","82000","77050"
"In post","2021","Policy","Undeclared","SEO/HEO","1180","1140","37510","36960"
"In post","2021","Policy","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","AA/AO","140","140","23200","23090"
"In post","2021","Policy","Unknown","EO","490","480","27940","27690"
"In post","2021","Policy","Unknown","G6/G7","1900","1850","58080","55620"
"In post","2021","Policy","Unknown","SCS","250","240","90540","80000"
"In post","2021","Policy","Unknown","SEO/HEO","2070","2020","36830","36320"
"In post","2021","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Heterosexual / straight","AA/AO","240","220","21790","21430"
"In post","2021","Project Delivery","Heterosexual / straight","EO","1450","1390","26530","26670"
"In post","2021","Project Delivery","Heterosexual / straight","G6/G7","3170","3100","56950","54940"
"In post","2021","Project Delivery","Heterosexual / straight","SCS","330","320","92450","86450"
"In post","2021","Project Delivery","Heterosexual / straight","SEO/HEO","6260","6060","36830","37230"
"In post","2021","Project Delivery","Heterosexual / straight","Unknown","440","430","42780","40080"
"In post","2021","Project Delivery","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","LGBO","EO","80","70","25710","26350"
"In post","2021","Project Delivery","LGBO","G6/G7","160","160","56850","54650"
"In post","2021","Project Delivery","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","LGBO","SEO/HEO","290","280","36070","35630"
"In post","2021","Project Delivery","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Undeclared","EO","150","140","27080","26670"
"In post","2021","Project Delivery","Undeclared","G6/G7","400","390","58310","56500"
"In post","2021","Project Delivery","Undeclared","SCS","40","40","[c]","[c]"
"In post","2021","Project Delivery","Undeclared","SEO/HEO","810","780","37700","38090"
"In post","2021","Project Delivery","Undeclared","Unknown","60","60","48440","47070"
"In post","2021","Project Delivery","Unknown","AA/AO","50","40","[c]","[c]"
"In post","2021","Project Delivery","Unknown","EO","230","220","26530","26350"
"In post","2021","Project Delivery","Unknown","G6/G7","600","590","55600","53700"
"In post","2021","Project Delivery","Unknown","SCS","40","40","[c]","[c]"
"In post","2021","Project Delivery","Unknown","SEO/HEO","1130","1100","36730","37580"
"In post","2021","Project Delivery","Unknown","Unknown","30","30","[c]","[c]"
"In post","2021","Property","Heterosexual / straight","AA/AO","670","640","19610","18800"
"In post","2021","Property","Heterosexual / straight","EO","990","930","27050","26670"
"In post","2021","Property","Heterosexual / straight","G6/G7","850","830","58040","55930"
"In post","2021","Property","Heterosexual / straight","SCS","60","50","87320","80000"
"In post","2021","Property","Heterosexual / straight","SEO/HEO","2260","2180","37050","35910"
"In post","2021","Property","Heterosexual / straight","Unknown","30","30","[c]","[c]"
"In post","2021","Property","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","LGBO","EO","50","50","[c]","[c]"
"In post","2021","Property","LGBO","G6/G7","30","30","[c]","[c]"
"In post","2021","Property","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Property","LGBO","SEO/HEO","70","70","36560","36150"
"In post","2021","Property","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Undeclared","AA/AO","100","100","20130","20340"
"In post","2021","Property","Undeclared","EO","150","140","27370","26670"
"In post","2021","Property","Undeclared","G6/G7","120","120","59000","57130"
"In post","2021","Property","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Property","Undeclared","SEO/HEO","370","350","37740","36460"
"In post","2021","Property","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","AA/AO","230","200","19550","18760"
"In post","2021","Property","Unknown","EO","320","300","26870","26000"
"In post","2021","Property","Unknown","G6/G7","150","150","57860","55930"
"In post","2021","Property","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","SEO/HEO","460","440","37500","36780"
"In post","2021","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Heterosexual / straight","AA/AO","50","40","[c]","[c]"
"In post","2021","Psychology","Heterosexual / straight","EO","310","300","26590","26330"
"In post","2021","Psychology","Heterosexual / straight","G6/G7","90","90","64810","65520"
"In post","2021","Psychology","Heterosexual / straight","SEO/HEO","610","580","37180","31760"
"In post","2021","Psychology","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","LGBO","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Psychology","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Undeclared","SEO/HEO","60","60","37000","31180"
"In post","2021","Psychology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Unknown","EO","70","70","28410","27380"
"In post","2021","Psychology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Unknown","SEO/HEO","100","100","39610","40060"
"In post","2021","Science and Engineering","Heterosexual / straight","AA/AO","940","900","21590","21580"
"In post","2021","Science and Engineering","Heterosexual / straight","EO","1280","1250","25750","26370"
"In post","2021","Science and Engineering","Heterosexual / straight","G6/G7","1820","1740","55760","54540"
"In post","2021","Science and Engineering","Heterosexual / straight","SCS","90","80","95570","93820"
"In post","2021","Science and Engineering","Heterosexual / straight","SEO/HEO","4150","3980","36950","37320"
"In post","2021","Science and Engineering","Heterosexual / straight","Unknown","600","600","39720","37730"
"In post","2021","Science and Engineering","LGBO","AA/AO","50","50","21470","21720"
"In post","2021","Science and Engineering","LGBO","EO","90","80","26060","26370"
"In post","2021","Science and Engineering","LGBO","G6/G7","70","70","57610","55930"
"In post","2021","Science and Engineering","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","LGBO","SEO/HEO","190","180","34570","34490"
"In post","2021","Science and Engineering","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Undeclared","AA/AO","120","120","21690","21610"
"In post","2021","Science and Engineering","Undeclared","EO","270","260","27340","27490"
"In post","2021","Science and Engineering","Undeclared","G6/G7","350","330","56570","55240"
"In post","2021","Science and Engineering","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Undeclared","SEO/HEO","720","680","37800","37700"
"In post","2021","Science and Engineering","Undeclared","Unknown","100","100","43350","42560"
"In post","2021","Science and Engineering","Unknown","AA/AO","290","280","22220","21710"
"In post","2021","Science and Engineering","Unknown","EO","360","350","25150","25720"
"In post","2021","Science and Engineering","Unknown","G6/G7","890","840","54910","53270"
"In post","2021","Science and Engineering","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","SEO/HEO","1560","1480","37270","37420"
"In post","2021","Science and Engineering","Unknown","Unknown","90","90","33770","31600"
"In post","2021","Security","Heterosexual / straight","AA/AO","3840","3760","26050","21370"
"In post","2021","Security","Heterosexual / straight","EO","820","800","32550","28720"
"In post","2021","Security","Heterosexual / straight","G6/G7","230","230","59920","57460"
"In post","2021","Security","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Security","Heterosexual / straight","SEO/HEO","920","910","40500","38160"
"In post","2021","Security","Heterosexual / straight","Unknown","60","60","36790","36330"
"In post","2021","Security","LGBO","AA/AO","150","150","27180","25540"
"In post","2021","Security","LGBO","EO","40","40","[c]","[c]"
"In post","2021","Security","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Security","LGBO","SEO/HEO","50","50","[c]","[c]"
"In post","2021","Security","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Undeclared","AA/AO","580","570","29580","25680"
"In post","2021","Security","Undeclared","EO","120","110","37310","42660"
"In post","2021","Security","Undeclared","G6/G7","40","40","[c]","[c]"
"In post","2021","Security","Undeclared","SCS","[c]","[c]","[c]","[c]"
