"Status","Year","Region_ITL2","Disability","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Eastern Scotland","Unknown","20-29","1380","1360","26220","24690"
"In post","2021","Eastern Scotland","Unknown","30-39","1770","1700","33770","31810"
"In post","2021","Eastern Scotland","Unknown","40-49","1590","1500","36800","33650"
"In post","2021","Eastern Scotland","Unknown","50-59","1840","1740","36570","33650"
"In post","2021","Eastern Scotland","Unknown","60-64","510","400","33240","30080"
"In post","2021","Eastern Scotland","Unknown","65+","140","110","31230","26670"
"In post","2021","Essex","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Essex","Declared disabled","20-29","50","50","26120","24180"
"In post","2021","Essex","Declared disabled","30-39","70","70","28320","27110"
"In post","2021","Essex","Declared disabled","40-49","170","160","30370","29290"
"In post","2021","Essex","Declared disabled","50-59","290","260","31440","29290"
"In post","2021","Essex","Declared disabled","60-64","100","80","30680","28270"
"In post","2021","Essex","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2021","Essex","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Essex","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Essex","Declared non-disabled","20-29","450","440","26800","25560"
"In post","2021","Essex","Declared non-disabled","30-39","630","580","29540","29290"
"In post","2021","Essex","Declared non-disabled","40-49","930","850","31260","29290"
"In post","2021","Essex","Declared non-disabled","50-59","1390","1290","32840","29290"
"In post","2021","Essex","Declared non-disabled","60-64","340","270","30060","29290"
"In post","2021","Essex","Declared non-disabled","65+","110","80","28160","26720"
"In post","2021","Essex","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Essex","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Essex","Undeclared","30-39","50","40","[c]","[c]"
"In post","2021","Essex","Undeclared","40-49","90","80","31310","29290"
"In post","2021","Essex","Undeclared","50-59","150","140","33380","30700"
"In post","2021","Essex","Undeclared","60-64","40","40","[c]","[c]"
"In post","2021","Essex","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2021","Essex","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Essex","Unknown","20-29","150","150","26070","25560"
"In post","2021","Essex","Unknown","30-39","110","100","30980","29290"
"In post","2021","Essex","Unknown","40-49","140","130","33410","29080"
"In post","2021","Essex","Unknown","50-59","190","180","32610","28130"
"In post","2021","Essex","Unknown","60-64","60","50","34050","28130"
"In post","2021","Essex","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","20-29","420","420","27620","27290"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","30-39","540","520","33460","32240"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","40-49","680","650","36950","33300"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","50-59","950","900","36710","33300"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","60-64","290","250","34770","32390"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","65+","100","80","32690","27570"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","16-19","90","90","19210","19040"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","20-29","3740","3690","27780","27540"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","30-39","4670","4420","35660","33300"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","40-49","4630","4390","39750","37320"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","50-59","5370","5170","40520","37320"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","60-64","1410","1210","38050","33840"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","65+","440","350","37110","33270"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","20-29","170","170","27530","27540"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","30-39","390","370","37140","37320"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","40-49","440","420","39630","38220"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","50-59","670","640","39130","36800"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","60-64","160","140","39720","36460"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","65+","50","50","40130","36770"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","16-19","50","50","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","20-29","1010","1000","27640","26790"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","30-39","1010","960","36220","34140"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","40-49","880","840","42870","40540"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","50-59","880","850","42290","39390"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","60-64","180","160","39020","35000"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","65+","90","70","40900","34520"
"In post","2021","Greater Manchester","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Declared disabled","20-29","190","190","27450","27570"
"In post","2021","Greater Manchester","Declared disabled","30-39","350","340","30470","27570"
"In post","2021","Greater Manchester","Declared disabled","40-49","520","480","30470","27570"
"In post","2021","Greater Manchester","Declared disabled","50-59","800","750","29920","27570"
"In post","2021","Greater Manchester","Declared disabled","60-64","210","160","27830","27370"
"In post","2021","Greater Manchester","Declared disabled","65+","60","40","26440","25490"
"In post","2021","Greater Manchester","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Declared non-disabled","20-29","1970","1940","27170","25560"
"In post","2021","Greater Manchester","Declared non-disabled","30-39","2950","2830","31230","27570"
"In post","2021","Greater Manchester","Declared non-disabled","40-49","3140","2970","33480","27570"
"In post","2021","Greater Manchester","Declared non-disabled","50-59","3910","3670","32680","27570"
"In post","2021","Greater Manchester","Declared non-disabled","60-64","870","690","30220","27570"
"In post","2021","Greater Manchester","Declared non-disabled","65+","250","180","29370","27470"
"In post","2021","Greater Manchester","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Undeclared","20-29","120","120","27230","26340"
"In post","2021","Greater Manchester","Undeclared","30-39","220","210","29980","27570"
"In post","2021","Greater Manchester","Undeclared","40-49","300","280","31840","30480"
"In post","2021","Greater Manchester","Undeclared","50-59","430","410","31220","31180"
"In post","2021","Greater Manchester","Undeclared","60-64","110","80","29700","27570"
"In post","2021","Greater Manchester","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Unknown","20-29","990","980","25940","25560"
"In post","2021","Greater Manchester","Unknown","30-39","870","830","30950","27570"
"In post","2021","Greater Manchester","Unknown","40-49","600","570","33200","27570"
"In post","2021","Greater Manchester","Unknown","50-59","600","560","32140","27510"
"In post","2021","Greater Manchester","Unknown","60-64","150","120","29490","24880"
"In post","2021","Greater Manchester","Unknown","65+","30","20","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","Declared disabled","20-29","160","150","27030","27570"
"In post","2021","Hampshire and Isle of Wight","Declared disabled","30-39","250","230","31260","29200"
"In post","2021","Hampshire and Isle of Wight","Declared disabled","40-49","340","310","32620","27660"
"In post","2021","Hampshire and Isle of Wight","Declared disabled","50-59","640","580","30520","27570"
"In post","2021","Hampshire and Isle of Wight","Declared disabled","60-64","210","170","28770","27570"
"In post","2021","Hampshire and Isle of Wight","Declared disabled","65+","90","60","28510","27160"
"In post","2021","Hampshire and Isle of Wight","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","Declared non-disabled","20-29","1150","1130","27680","27370"
"In post","2021","Hampshire and Isle of Wight","Declared non-disabled","30-39","1710","1610","33040","31040"
"In post","2021","Hampshire and Isle of Wight","Declared non-disabled","40-49","2090","1950","35040","31990"
"In post","2021","Hampshire and Isle of Wight","Declared non-disabled","50-59","3300","3100","33560","29500"
"In post","2021","Hampshire and Isle of Wight","Declared non-disabled","60-64","1070","920","31160","27570"
"In post","2021","Hampshire and Isle of Wight","Declared non-disabled","65+","460","350","29500","24500"
"In post","2021","Hampshire and Isle of Wight","Undeclared","20-29","70","70","27650","26570"
"In post","2021","Hampshire and Isle of Wight","Undeclared","30-39","170","170","35100","33300"
"In post","2021","Hampshire and Isle of Wight","Undeclared","40-49","240","230","35530","32110"
"In post","2021","Hampshire and Isle of Wight","Undeclared","50-59","490","460","32630","31650"
"In post","2021","Hampshire and Isle of Wight","Undeclared","60-64","170","140","30680","27810"
"In post","2021","Hampshire and Isle of Wight","Undeclared","65+","50","40","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","Unknown","20-29","560","540","27090","26670"
"In post","2021","Hampshire and Isle of Wight","Unknown","30-39","520","490","32810","29540"
"In post","2021","Hampshire and Isle of Wight","Unknown","40-49","550","510","35160","32670"
"In post","2021","Hampshire and Isle of Wight","Unknown","50-59","720","640","31680","25560"
"In post","2021","Hampshire and Isle of Wight","Unknown","60-64","240","190","28390","21860"
"In post","2021","Hampshire and Isle of Wight","Unknown","65+","110","80","24750","20140"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Declared disabled","20-29","40","40","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Declared disabled","30-39","50","50","27970","27470"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Declared disabled","40-49","110","100","30110","27570"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Declared disabled","50-59","180","160","28710","27570"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Declared disabled","60-64","50","40","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","20-29","400","400","23600","22920"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","30-39","560","530","27040","25810"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","40-49","650","610","30200","27570"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","50-59","920","870","29220","27570"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","60-64","240","200","26770","25190"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","65+","80","70","25860","26320"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Undeclared","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Undeclared","30-39","50","50","25980","25400"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Undeclared","40-49","90","90","30550","31130"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Undeclared","50-59","200","190","31900","31900"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","20-29","80","80","23570","23970"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","30-39","50","50","27490","24440"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","40-49","60","60","28350","26320"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","50-59","70","60","27900","22080"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","60-64","[c]","[c]","[c]","[c]"
