"Status","Year","Organisation","Region_ITL1","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Crown Prosecution Service","East of England","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","East of England","Legal","240","210","53510","54770"
"In post","2021","Crown Prosecution Service","East of England","Operational Delivery","230","210","27200","25820"
"In post","2021","Crown Prosecution Service","East of England","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","London","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","London","Communications","30","30","[c]","[c]"
"In post","2021","Crown Prosecution Service","London","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","London","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","London","Human Resources","40","40","[c]","[c]"
"In post","2021","Crown Prosecution Service","London","Legal","730","690","60150","61860"
"In post","2021","Crown Prosecution Service","London","Operational Delivery","790","740","29350","27440"
"In post","2021","Crown Prosecution Service","London","Policy","30","30","[c]","[c]"
"In post","2021","Crown Prosecution Service","London","Security","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","North East (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","North East (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","North East (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","North East (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","North East (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","North East (England)","Legal","150","150","51930","54200"
"In post","2021","Crown Prosecution Service","North East (England)","Operational Delivery","170","150","25580","23470"
"In post","2021","Crown Prosecution Service","North East (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","North East (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","North West (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","North West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","North West (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","North West (England)","Human Resources","40","40","[c]","[c]"
"In post","2021","Crown Prosecution Service","North West (England)","Legal","440","410","52840","54200"
"In post","2021","Crown Prosecution Service","North West (England)","Operational Delivery","470","430","26750","25820"
"In post","2021","Crown Prosecution Service","North West (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","North West (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Overseas","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","South East (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","South East (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","South East (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","South East (England)","Legal","350","320","56190","56560"
"In post","2021","Crown Prosecution Service","South East (England)","Operational Delivery","330","310","27580","26970"
"In post","2021","Crown Prosecution Service","South East (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","South West (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","South West (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","South West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","South West (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","South West (England)","Legal","150","140","51610","55000"
"In post","2021","Crown Prosecution Service","South West (England)","Operational Delivery","130","120","26250","25480"
"In post","2021","Crown Prosecution Service","Wales","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Wales","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Wales","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Wales","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Wales","Legal","190","170","52480","53350"
"In post","2021","Crown Prosecution Service","Wales","Operational Delivery","150","140","27630","25480"
"In post","2021","Crown Prosecution Service","Wales","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","West Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","West Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","West Midlands (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","West Midlands (England)","Legal","280","260","53280","53350"
"In post","2021","Crown Prosecution Service","West Midlands (England)","Operational Delivery","260","240","25590","25480"
"In post","2021","Crown Prosecution Service","West Midlands (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Yorkshire and The Humber","Digital, Data and Technology","60","60","37770","32680"
"In post","2021","Crown Prosecution Service","Yorkshire and The Humber","Finance","30","30","[c]","[c]"
"In post","2021","Crown Prosecution Service","Yorkshire and The Humber","Human Resources","30","30","[c]","[c]"
"In post","2021","Crown Prosecution Service","Yorkshire and The Humber","Legal","440","400","54360","55610"
"In post","2021","Crown Prosecution Service","Yorkshire and The Humber","Operational Delivery","350","310","26160","23470"
"In post","2021","Crown Prosecution Service","Yorkshire and The Humber","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Yorkshire and The Humber","Security","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","London","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","London","Other","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Yorkshire and The Humber","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Yorkshire and The Humber","Other","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","London","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","London","Digital, Data and Technology","40","30","[c]","[c]"
"In post","2021","Debt Management Office","London","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","London","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","London","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","London","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","London","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","London","Operational Delivery","40","40","[c]","[c]"
"In post","2021","Debt Management Office","London","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","London","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","London","Security","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Wales","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Wales","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Wales","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Wales","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Wales","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Wales","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Wales","Operational Delivery","50","50","30530","27460"
"In post","2021","Defence Electronics and Components Agency","Wales","Other","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Wales","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Wales","Property","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Wales","Science and Engineering","230","220","27140","28750"
"In post","2021","Defence Electronics and Components Agency","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","West Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","West Midlands (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","West Midlands (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","West Midlands (England)","Other","30","30","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","West Midlands (England)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","West Midlands (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","East Midlands (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","East Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","East Midlands (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","East Midlands (England)","Other","70","60","32040","29410"
"In post","2021","Defence Equipment and Support","East Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","East Midlands (England)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","East Midlands (England)","Science and Engineering","110","100","36980","35100"
"In post","2021","Defence Equipment and Support","East of England","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","East of England","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","East of England","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","East of England","Other","70","70","30520","28620"
"In post","2021","Defence Equipment and Support","East of England","Project Delivery","40","30","[c]","[c]"
