"Status","Year","Organisation","Sex","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Defence Science and Technology Laboratory","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Female","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Female","Human Resources","70","60","34950","28660"
"In post","2021","Defence Science and Technology Laboratory","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Female","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Female","Operational Delivery","230","220","34660","28660"
"In post","2021","Defence Science and Technology Laboratory","Female","Operational Research","160","150","40950","40130"
"In post","2021","Defence Science and Technology Laboratory","Female","Other","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Female","Project Delivery","260","240","38430","37320"
"In post","2021","Defence Science and Technology Laboratory","Female","Property","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Female","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Female","Science and Engineering","620","580","37440","37320"
"In post","2021","Defence Science and Technology Laboratory","Female","Security","30","30","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Female","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Female","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Male","Commercial","40","40","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Male","Digital, Data and Technology","100","100","46270","46080"
"In post","2021","Defence Science and Technology Laboratory","Male","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Male","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Male","Operational Delivery","150","150","45500","46080"
"In post","2021","Defence Science and Technology Laboratory","Male","Operational Research","330","320","43650","46080"
"In post","2021","Defence Science and Technology Laboratory","Male","Other","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Male","Project Delivery","200","190","43770","46080"
"In post","2021","Defence Science and Technology Laboratory","Male","Property","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Male","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Male","Science and Engineering","1880","1840","40770","37940"
"In post","2021","Defence Science and Technology Laboratory","Male","Security","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Male","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Male","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Communications","70","70","49280","46680"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Digital, Data and Technology","50","50","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Economics","110","110","46560","39570"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Finance","80","80","52890","56380"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Human Resources","100","90","47030","45970"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Operational Delivery","290","280","44010","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Policy","1840","1770","48090","47310"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Communications","60","60","46510","45070"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Digital, Data and Technology","80","70","46500","40220"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Economics","190","190","46630","39640"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Finance","90","90","52980","53860"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Human Resources","50","50","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Operational Delivery","240","240","46240","40820"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Policy","1900","1880","51090","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Project Delivery","40","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","Human Resources","40","40","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","Other","60","60","36790","34280"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","Policy","600","590","48110","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","Project Delivery","110","110","46650","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","Economics","60","60","52650","47630"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","Finance","40","40","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","Other","30","30","[c]","[c]"
