"Status","Year","Sex","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Male","Operational Research","Unknown","130","120","45650","41700"
"In post","2021","Male","Other","Analysis","140","130","66740","57250"
"In post","2021","Male","Other","Commercial","30","30","[c]","[c]"
"In post","2021","Male","Other","Communications","170","170","23790","20410"
"In post","2021","Male","Other","Counter Fraud","160","150","40580","35000"
"In post","2021","Male","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Male","Other","Finance","50","40","[c]","[c]"
"In post","2021","Male","Other","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Other","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Male","Other","Legal","120","120","30770","27350"
"In post","2021","Male","Other","No function","1060","1010","44550","35740"
"In post","2021","Male","Other","Project Delivery","2000","1960","35000","30810"
"In post","2021","Male","Other","Property","250","240","31640","28870"
"In post","2021","Male","Other","Security","[c]","[c]","[c]","[c]"
"In post","2021","Male","Other","Unknown","7900","7760","31000","28650"
"In post","2021","Male","Planning","No function","70","70","46190","40590"
"In post","2021","Male","Planning","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Male","Planning","Property","[c]","[c]","[c]","[c]"
"In post","2021","Male","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Planning Inspectors","No function","220","190","57960","58810"
"In post","2021","Male","Policy","Analysis","170","160","47630","45540"
"In post","2021","Male","Policy","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Male","Policy","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Policy","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Male","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Male","Policy","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Policy","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Male","Policy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Policy","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Male","Policy","Legal","40","30","[c]","[c]"
"In post","2021","Male","Policy","No function","9600","9520","48450","46660"
"In post","2021","Male","Policy","Project Delivery","1130","1100","53870","54400"
"In post","2021","Male","Policy","Property","[c]","[c]","[c]","[c]"
"In post","2021","Male","Policy","Unknown","2330","2300","49410","45200"
"In post","2021","Male","Project Delivery","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Male","Project Delivery","Commercial","50","50","47750","43600"
"In post","2021","Male","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Male","Project Delivery","Finance","40","40","[c]","[c]"
"In post","2021","Male","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Project Delivery","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Male","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Male","Project Delivery","No function","110","100","42660","36800"
"In post","2021","Male","Project Delivery","Project Delivery","7020","6910","44120","40580"
"In post","2021","Male","Project Delivery","Property","40","40","[c]","[c]"
"In post","2021","Male","Project Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2021","Male","Project Delivery","Unknown","650","640","46130","41970"
"In post","2021","Male","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Male","Property","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Property","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Property","No function","[c]","[c]","[c]","[c]"
"In post","2021","Male","Property","Project Delivery","180","180","49300","50630"
"In post","2021","Male","Property","Property","3890","3790","37020","33300"
"In post","2021","Male","Property","Unknown","90","90","43710","40740"
"In post","2021","Male","Psychology","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Male","Psychology","No function","170","160","36350","30450"
"In post","2021","Male","Psychology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Male","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Science and Engineering","Analysis","400","390","38070","35900"
"In post","2021","Male","Science and Engineering","Commercial","90","90","41890","41970"
"In post","2021","Male","Science and Engineering","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Science and Engineering","Digital, Data & Technology","370","350","44190","40880"
"In post","2021","Male","Science and Engineering","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Science and Engineering","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Science and Engineering","No function","3800","3690","41780","39940"
"In post","2021","Male","Science and Engineering","Project Delivery","3110","3050","37290","35730"
"In post","2021","Male","Science and Engineering","Property","[c]","[c]","[c]","[c]"
"In post","2021","Male","Science and Engineering","Security","[c]","[c]","[c]","[c]"
"In post","2021","Male","Science and Engineering","Unknown","1820","1790","34910","29200"
"In post","2021","Male","Security","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Male","Security","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Security","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Security","No function","120","110","45410","44030"
"In post","2021","Male","Security","Project Delivery","40","40","[c]","[c]"
"In post","2021","Male","Security","Property","[c]","[c]","[c]","[c]"
"In post","2021","Male","Security","Security","6140","6050","30960","26750"
"In post","2021","Male","Security","Unknown","230","230","29740","25630"
"In post","2021","Male","Social Research","Analysis","290","280","41240","37020"
"In post","2021","Male","Social Research","No function","[c]","[c]","[c]","[c]"
"In post","2021","Male","Social Research","Unknown","50","50","[c]","[c]"
"In post","2021","Male","Statistics","Analysis","950","930","43630","39850"
"In post","2021","Male","Statistics","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Male","Statistics","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Statistics","No function","[c]","[c]","[c]","[c]"
"In post","2021","Male","Statistics","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Male","Statistics","Unknown","90","80","40540","37410"
"In post","2021","Male","Tax","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Male","Tax","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Male","Tax","Communications","1170","1150","27390","25560"
"In post","2021","Male","Tax","Counter Fraud","1090","1040","40690","36160"
"In post","2021","Male","Tax","Debt","470","470","20670","20140"
"In post","2021","Male","Tax","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Male","Tax","Finance","30","30","[c]","[c]"
"In post","2021","Male","Tax","Human Resources","80","80","35670","31810"
"In post","2021","Male","Tax","Legal","180","180","40090","37390"
"In post","2021","Male","Tax","No function","6250","5980","35460","31810"
"In post","2021","Male","Tax","Project Delivery","50","50","[c]","[c]"
"In post","2021","Male","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Analysis","60","60","44470","41760"
"In post","2021","Male","Unknown","Commercial","770","760","73540","65000"
"In post","2021","Male","Unknown","Communications","350","350","36880","31810"
"In post","2021","Male","Unknown","Counter Fraud","120","120","38380","32210"
"In post","2021","Male","Unknown","Debt","50","50","[c]","[c]"
"In post","2021","Male","Unknown","Digital, Data & Technology","790","780","50080","54700"
"In post","2021","Male","Unknown","Finance","180","170","46630","40290"
"In post","2021","Male","Unknown","Human Resources","460","450","38940","34550"
"In post","2021","Male","Unknown","Legal","90","90","60190","59160"
"In post","2021","Male","Unknown","No function","3490","3460","36290","31810"
"In post","2021","Male","Unknown","Project Delivery","290","290","54600","45210"
"In post","2021","Male","Unknown","Property","590","580","32700","30160"
"In post","2021","Male","Unknown","Security","420","410","34060","33300"
"In post","2021","Male","Unknown","Unknown","38130","36730","30620","27570"
"In post","2021","Male","Veterinarian","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Male","Veterinarian","No function","190","180","46590","46450"
"In post","2021","Male","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Economics","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","No function","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Female","Commercial","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Female","Commercial","Commercial","2210","2110","38230","36500"
"In post","2022","Female","Commercial","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Female","Commercial","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Commercial","Finance","360","320","35470","32890"
"In post","2022","Female","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Female","Commercial","No function","310","300","45890","43320"
"In post","2022","Female","Commercial","Project Delivery","390","370","36980","35000"
"In post","2022","Female","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","Commercial","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","Commercial","Unknown","90","80","37080","35070"
"In post","2022","Female","Communications","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Female","Communications","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Female","Communications","Communications","2030","1930","42340","38750"
"In post","2022","Female","Communications","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Communications","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Communications","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Female","Communications","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Female","Communications","No function","160","150","40630","36960"
"In post","2022","Female","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","Communications","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","Communications","Unknown","210","200","44470","41980"
"In post","2022","Female","Corporate Finance","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Female","Corporate Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Female","Corporate Finance","Finance","70","60","43150","38600"
"In post","2022","Female","Corporate Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Female","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"In post","2022","Female","Corporate Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","Counter Fraud","Counter Fraud","3780","3300","28410","27570"
"In post","2022","Female","Counter Fraud","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Counter Fraud","No function","[c]","[c]","[c]","[c]"
