"Status","Year","Sex","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","Medicine","Department of Health and Social Care","350","300","89400","92370"
"In post","2021","Female","Medicine","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Medicine","Ministry of Defence","1220","1080","41010","37640"
"In post","2021","Female","Medicine","Welsh Government","110","100","45480","37410"
"In post","2021","Female","Operational Delivery","Attorney General's Departments","2220","2000","27060","25480"
"In post","2021","Female","Operational Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Operational Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Female","Operational Delivery","Department for Business, Energy and Industrial Strategy","2410","2210","29980","26290"
"In post","2021","Female","Operational Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Female","Operational Delivery","Department for Education","980","930","41250","36960"
"In post","2021","Female","Operational Delivery","Department for Environment, Food and Rural Affairs","2260","2030","26220","24920"
"In post","2021","Female","Operational Delivery","Department for International Trade","50","50","35070","32120"
"In post","2021","Female","Operational Delivery","Department for Transport","4330","3620","23440","21590"
"In post","2021","Female","Operational Delivery","Department for Work and Pensions","880","800","37610","31710"
"In post","2021","Female","Operational Delivery","Department of Health and Social Care","2500","2240","38220","33060"
"In post","2021","Female","Operational Delivery","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Female","Operational Delivery","Food Standards Agency","160","160","34140","30810"
"In post","2021","Female","Operational Delivery","Foreign, Commonwealth and Development Office","410","380","32920","28000"
"In post","2021","Female","Operational Delivery","HM Land Registry","3160","2760","27780","27130"
"In post","2021","Female","Operational Delivery","HM Revenue and Customs","16800","14080","25400","21440"
"In post","2021","Female","Operational Delivery","HM Treasury","130","130","32370","29430"
"In post","2021","Female","Operational Delivery","Home Office","13080","11570","27460","25310"
"In post","2021","Female","Operational Delivery","Ministry of Defence","1040","960","30550","28650"
"In post","2021","Female","Operational Delivery","Ministry of Housing, Communities and Local Government","410","380","33420","30870"
"In post","2021","Female","Operational Delivery","Ministry of Justice","37040","33750","26810","23840"
"In post","2021","Female","Operational Delivery","National Crime Agency","2050","1970","36770","36200"
"In post","2021","Female","Operational Delivery","Office for Standards in Education","150","130","28460","21160"
"In post","2021","Female","Operational Delivery","Office of Gas and Electricity Markets","80","70","31760","27010"
"In post","2021","Female","Operational Delivery","Office of Qualifications and Examinations Regulation","60","50","41510","38000"
"In post","2021","Female","Operational Delivery","Office of Rail and Road","60","50","45370","43090"
"In post","2021","Female","Operational Delivery","Other Cabinet Office Agencies","110","110","39820","38340"
"In post","2021","Female","Operational Delivery","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Operational Delivery","Scottish Government","3510","3220","27810","25870"
"In post","2021","Female","Operational Delivery","The National Archives","100","90","29990","28460"
"In post","2021","Female","Operational Delivery","UK Export Finance","90","80","46370","41620"
"In post","2021","Female","Operational Delivery","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Female","Operational Delivery","United Kingdom Statistics Authority","1800","1480","26340","23050"
"In post","2021","Female","Operational Delivery","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Operational Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Female","Operational Delivery","Welsh Government","960","870","34960","28850"
"In post","2021","Female","Operational Research","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Female","Operational Research","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Female","Operational Research","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Female","Operational Research","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Female","Operational Research","Department for Transport","40","30","[c]","[c]"
"In post","2021","Female","Operational Research","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Female","Operational Research","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Operational Research","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Operational Research","HM Revenue and Customs","50","50","43770","38630"
"In post","2021","Female","Operational Research","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Female","Operational Research","Home Office","30","30","[c]","[c]"
"In post","2021","Female","Operational Research","Ministry of Defence","180","170","40620","39300"
"In post","2021","Female","Operational Research","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Female","Operational Research","Ministry of Justice","40","40","[c]","[c]"
"In post","2021","Female","Operational Research","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Female","Operational Research","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Female","Operational Research","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other","Attorney General's Departments","270","260","32080","27580"
"In post","2021","Female","Other","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other","Chancellor's other departments","120","110","56760","48930"
"In post","2021","Female","Other","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other","Department for Digital, Culture, Media and Sport","60","60","36790","34280"
"In post","2021","Female","Other","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other","Department for International Trade","100","100","37230","32120"
"In post","2021","Female","Other","Department for Transport","250","240","35430","30540"
"In post","2021","Female","Other","Department of Health and Social Care","160","150","48970","46200"
"In post","2021","Female","Other","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other","Foreign, Commonwealth and Development Office","160","160","62360","64840"
"In post","2021","Female","Other","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other","HM Revenue and Customs","260","220","40370","36160"
"In post","2021","Female","Other","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other","Home Office","1010","950","35260","30950"
"In post","2021","Female","Other","Ministry of Defence","7030","6620","25560","21580"
"In post","2021","Female","Other","Ministry of Justice","40","40","[c]","[c]"
"In post","2021","Female","Other","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other","Office for Standards in Education","180","170","28140","25880"
"In post","2021","Female","Other","Office of Gas and Electricity Markets","250","240","41370","35760"
"In post","2021","Female","Other","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other","Scottish Government","270","240","29080","25870"
"In post","2021","Female","Other","The National Archives","40","40","[c]","[c]"
"In post","2021","Female","Other","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other","Welsh Government","410","390","40640","37410"
"In post","2021","Female","Planning","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Female","Planning","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Female","Planning","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Female","Planning","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Female","Planning","Ministry of Housing, Communities and Local Government","70","60","47300","42200"
"In post","2021","Female","Planning","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Female","Planning","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Female","Planning","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Female","Planning Inspectors","Ministry of Housing, Communities and Local Government","130","110","57850","58810"
"In post","2021","Female","Policy","Attorney General's Departments","60","50","50840","54760"
"In post","2021","Female","Policy","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Policy","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Female","Policy","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Female","Policy","Department for Business, Energy and Industrial Strategy","2000","1930","47730","44720"
"In post","2021","Female","Policy","Department for Digital, Culture, Media and Sport","600","590","48110","51730"
"In post","2021","Female","Policy","Department for Education","1980","1860","45250","40780"
"In post","2021","Female","Policy","Department for Environment, Food and Rural Affairs","1410","1340","42900","38750"
"In post","2021","Female","Policy","Department for International Trade","100","100","44780","38540"
"In post","2021","Female","Policy","Department for Transport","610","580","43210","40080"
"In post","2021","Female","Policy","Department for Work and Pensions","50","40","[c]","[c]"
"In post","2021","Female","Policy","Department of Health and Social Care","1140","1110","45790","40650"
"In post","2021","Female","Policy","Food Standards Agency","100","90","41520","37910"
"In post","2021","Female","Policy","Foreign, Commonwealth and Development Office","2000","1960","49170","48390"
"In post","2021","Female","Policy","HM Revenue and Customs","550","510","50630","52580"
"In post","2021","Female","Policy","HM Treasury","640","620","48610","52500"
"In post","2021","Female","Policy","Home Office","1160","1120","48760","42460"
"In post","2021","Female","Policy","Ministry of Defence","580","560","40620","37640"
"In post","2021","Female","Policy","Ministry of Housing, Communities and Local Government","650","630","47710","48200"
"In post","2021","Female","Policy","Ministry of Justice","850","820","39320","36280"
"In post","2021","Female","Policy","Northern Ireland Office","50","50","[c]","[c]"
"In post","2021","Female","Policy","Office for Standards in Education","40","40","[c]","[c]"
