"Status","Year","Region_ITL2","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Dorset and Somerset","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Digital, Data and Technology","Female","50","50","35110","33290"
"In post","2021","Dorset and Somerset","Digital, Data and Technology","Male","190","190","38670","35340"
"In post","2021","Dorset and Somerset","Finance","Female","30","30","[c]","[c]"
"In post","2021","Dorset and Somerset","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Human Resources","Female","40","40","[c]","[c]"
"In post","2021","Dorset and Somerset","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Medicine","Female","40","30","[c]","[c]"
"In post","2021","Dorset and Somerset","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Operational Delivery","Female","1080","960","27260","26520"
"In post","2021","Dorset and Somerset","Operational Delivery","Male","1220","1170","29620","27830"
"In post","2021","Dorset and Somerset","Other","Female","240","220","24140","21130"
"In post","2021","Dorset and Somerset","Other","Male","340","330","27400","26670"
"In post","2021","Dorset and Somerset","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Project Delivery","Female","70","70","33560","32680"
"In post","2021","Dorset and Somerset","Project Delivery","Male","80","80","38310","37730"
"In post","2021","Dorset and Somerset","Property","Female","30","30","[c]","[c]"
"In post","2021","Dorset and Somerset","Property","Male","40","40","[c]","[c]"
"In post","2021","Dorset and Somerset","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Science and Engineering","Female","70","60","33780","29270"
"In post","2021","Dorset and Somerset","Science and Engineering","Male","260","250","34780","33760"
"In post","2021","Dorset and Somerset","Security","Female","30","30","[c]","[c]"
"In post","2021","Dorset and Somerset","Security","Male","110","100","23630","19560"
"In post","2021","Dorset and Somerset","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Female","660","550","26700","27570"
"In post","2021","Dorset and Somerset","Unknown","Male","330","320","27790","27570"
"In post","2021","Dorset and Somerset","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Commercial","Female","120","120","36340","34850"
"In post","2021","East Anglia","Commercial","Male","100","100","40660","37110"
"In post","2021","East Anglia","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Digital, Data and Technology","Female","60","60","33630","30810"
"In post","2021","East Anglia","Digital, Data and Technology","Male","100","100","35680","33300"
"In post","2021","East Anglia","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Finance","Female","80","70","32350","26800"
"In post","2021","East Anglia","Finance","Male","60","60","40720","36970"
"In post","2021","East Anglia","Human Resources","Female","80","80","34990","31180"
"In post","2021","East Anglia","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Inspector of Education and Training","Female","60","60","61880","51360"
"In post","2021","East Anglia","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Intelligence Analysis","Female","140","130","32270","33000"
"In post","2021","East Anglia","Intelligence Analysis","Male","240","240","33010","33300"
"In post","2021","East Anglia","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Knowledge and Information Management","Female","80","80","35050","31080"
"In post","2021","East Anglia","Knowledge and Information Management","Male","50","50","37810","35980"
"In post","2021","East Anglia","Legal","Female","220","200","30300","25560"
"In post","2021","East Anglia","Legal","Male","180","180","33690","31810"
"In post","2021","East Anglia","Medicine","Female","50","40","[c]","[c]"
"In post","2021","East Anglia","Medicine","Male","40","30","[c]","[c]"
"In post","2021","East Anglia","Operational Delivery","Female","2860","2560","26610","23930"
"In post","2021","East Anglia","Operational Delivery","Male","2940","2810","29270","28130"
"In post","2021","East Anglia","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Other","Female","420","400","22680","21130"
"In post","2021","East Anglia","Other","Male","420","410","25170","20920"
"In post","2021","East Anglia","Policy","Female","50","40","[c]","[c]"
"In post","2021","East Anglia","Policy","Male","40","40","[c]","[c]"
"In post","2021","East Anglia","Project Delivery","Female","150","140","37250","33300"
"In post","2021","East Anglia","Project Delivery","Male","170","170","39460","38200"
"In post","2021","East Anglia","Property","Female","170","160","32620","33130"
"In post","2021","East Anglia","Property","Male","210","200","35380","33300"
"In post","2021","East Anglia","Psychology","Female","130","120","35190","30450"
"In post","2021","East Anglia","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Science and Engineering","Female","250","230","32540","30220"
"In post","2021","East Anglia","Science and Engineering","Male","420","410","33650","30660"
"In post","2021","East Anglia","Security","Female","70","60","24860","20920"
"In post","2021","East Anglia","Security","Male","180","180","30990","28890"
"In post","2021","East Anglia","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Tax","Female","70","60","34340","31870"
"In post","2021","East Anglia","Tax","Male","70","70","39070","35000"
"In post","2021","East Anglia","Unknown","Female","1260","1060","27700","27570"
"In post","2021","East Anglia","Unknown","Male","750","720","29210","27570"
"In post","2021","East Anglia","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Commercial","Female","70","70","35610","31970"
"In post","2021","East Wales","Commercial","Male","80","80","37620","35040"
"In post","2021","East Wales","Communications","Female","150","140","38400","36950"
"In post","2021","East Wales","Communications","Male","100","100","39330","37410"
"In post","2021","East Wales","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Digital, Data and Technology","Female","350","340","39650","37020"
"In post","2021","East Wales","Digital, Data and Technology","Male","740","740","40220","37410"
"In post","2021","East Wales","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Economics","Female","60","60","35760","29840"
"In post","2021","East Wales","Economics","Male","100","100","41630","33970"
"In post","2021","East Wales","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Finance","Female","210","190","37040","31270"
"In post","2021","East Wales","Finance","Male","150","150","41850","37410"
"In post","2021","East Wales","Human Resources","Female","410","380","35720","30660"
"In post","2021","East Wales","Human Resources","Male","150","150","36390","30360"
"In post","2021","East Wales","Inspector of Education and Training","Female","30","30","[c]","[c]"
"In post","2021","East Wales","Inspector of Education and Training","Male","30","30","[c]","[c]"
"In post","2021","East Wales","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Knowledge and Information Management","Female","70","60","33390","28850"
"In post","2021","East Wales","Knowledge and Information Management","Male","60","60","34390","33080"
"In post","2021","East Wales","Legal","Female","330","300","45050","48080"
"In post","2021","East Wales","Legal","Male","220","210","45330","43380"
"In post","2021","East Wales","Medicine","Female","110","100","44300","37410"
"In post","2021","East Wales","Medicine","Male","80","80","46140","44500"
"In post","2021","East Wales","Operational Delivery","Female","4830","4310","27350","23830"
"In post","2021","East Wales","Operational Delivery","Male","3590","3450","28950","25560"
"In post","2021","East Wales","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Other","Female","230","220","31620","24890"
"In post","2021","East Wales","Other","Male","260","250","30830","26670"
"In post","2021","East Wales","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Policy","Female","720","680","41820","37410"
"In post","2021","East Wales","Policy","Male","520","510","46410","39310"
"In post","2021","East Wales","Project Delivery","Female","190","170","41280","38630"
"In post","2021","East Wales","Project Delivery","Male","190","180","44020","39320"
"In post","2021","East Wales","Property","Female","90","80","36700","36450"
"In post","2021","East Wales","Property","Male","140","140","35050","32740"
"In post","2021","East Wales","Psychology","Female","40","40","[c]","[c]"
"In post","2021","East Wales","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Science and Engineering","Female","120","110","43070","40720"
"In post","2021","East Wales","Science and Engineering","Male","570","540","39840","33990"
"In post","2021","East Wales","Security","Female","40","40","[c]","[c]"
"In post","2021","East Wales","Security","Male","110","110","26700","20060"
"In post","2021","East Wales","Social Research","Female","230","210","39610","37410"
"In post","2021","East Wales","Social Research","Male","110","100","39840","37020"
"In post","2021","East Wales","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Statistics","Female","180","170","39800","37020"
"In post","2021","East Wales","Statistics","Male","200","190","42120","37020"
"In post","2021","East Wales","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Tax","Female","760","710","29240","25560"
"In post","2021","East Wales","Tax","Male","880","850","30680","25560"
"In post","2021","East Wales","Unknown","Female","1670","1470","26300","27570"
"In post","2021","East Wales","Unknown","Male","990","960","27160","27570"
"In post","2021","East Wales","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Intelligence Analysis","Female","30","30","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Legal","Female","40","30","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Operational Delivery","Female","1180","1050","26390","24920"
"In post","2021","East Yorkshire and Northern Lincolnshire","Operational Delivery","Male","1510","1440","29240","27130"
