"Status","Year","Ethnicity","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","White","No function","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","110","100","41220","33210"
"New entrant CS","2021","White","No function","Ministry of Justice (excl. agencies)","110","110","32320","30990"
"New entrant CS","2021","White","No function","National Crime Agency","690","680","33610","32770"
"New entrant CS","2021","White","No function","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","No function","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","No function","Office for Standards in Education, Children's Services and Skills","110","110","55960","51360"
"New entrant CS","2021","White","No function","Office of Gas and Electricity Markets","180","180","30860","25600"
"New entrant CS","2021","White","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","No function","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","No function","Planning Inspectorate","40","40","[c]","[c]"
"New entrant CS","2021","White","No function","Public Health England","1340","1160","35310","31370"
"New entrant CS","2021","White","No function","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","No function","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","No function","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","No function","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","No function","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","No function","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","No function","UK Hydrographic Office","30","30","[c]","[c]"
"New entrant CS","2021","White","No function","UK Intellectual Property Office","30","30","[c]","[c]"
"New entrant CS","2021","White","No function","United Kingdom Statistics Authority","240","230","28760","29540"
"New entrant CS","2021","White","No function","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","No function","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Defence Equipment and Support","360","360","33670","30250"
"New entrant CS","2021","White","Project Delivery","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Department for Transport (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Ministry of Defence (excl. agencies)","270","260","35580","33000"
"New entrant CS","2021","White","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Ministry of Justice (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Submarine Delivery Agency","110","100","38150","35750"
"New entrant CS","2021","White","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","United Kingdom Statistics Authority","40","40","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Property","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Property","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Property","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Property","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","White","Property","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Property","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Property","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Property","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Property","Forestry and Land Scotland","50","50","[c]","[c]"
"New entrant CS","2021","White","Property","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Property","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Property","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Property","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Property","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Property","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Property","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Property","Ministry of Defence (excl. agencies)","160","160","31080","33000"
"New entrant CS","2021","White","Property","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Property","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Property","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Property","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Property","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Property","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Property","Valuation Office Agency","130","130","25200","20880"
"New entrant CS","2021","White","Property","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Security","Cabinet Office (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2021","White","Security","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Security","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Security","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Security","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Security","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Security","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Security","HM Prison and Probation Service","50","40","[c]","[c]"
"New entrant CS","2021","White","Security","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Security","Ministry of Defence (excl. agencies)","350","350","24890","20920"
"New entrant CS","2021","White","Security","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Security","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Security","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Security","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
