"Status","Year","Region_ITL2","Sexual_orientation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Derbyshire and Nottinghamshire","LGBO","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","LGBO","No function","260","260","30510","26800"
"In post","2021","Derbyshire and Nottinghamshire","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","LGBO","Unknown","100","100","26320","27570"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Counter Fraud","50","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","No function","640","580","32290","29460"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Project Delivery","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Unknown","220","190","25950","27570"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Communications","190","190","27880","25560"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Counter Fraud","140","130","30550","28130"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Debt","130","120","20800","20140"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Digital, Data & Technology","60","60","36860","32530"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Grants Management","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Human Resources","90","90","34390","31810"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Legal","120","100","35160","28430"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","No function","1290","1190","28650","26470"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Project Delivery","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Property","90","80","34370","31810"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Unknown","570","490","25740","27570"
"In post","2021","Devon","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Heterosexual / straight","Commercial","30","30","[c]","[c]"
"In post","2021","Devon","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Heterosexual / straight","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Heterosexual / straight","Digital, Data & Technology","310","290","39680","38450"
"In post","2021","Devon","Heterosexual / straight","Finance","50","50","[c]","[c]"
"In post","2021","Devon","Heterosexual / straight","Grants Management","100","90","26740","25880"
"In post","2021","Devon","Heterosexual / straight","Human Resources","30","30","[c]","[c]"
"In post","2021","Devon","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Heterosexual / straight","Legal","90","90","40340","38000"
"In post","2021","Devon","Heterosexual / straight","No function","1560","1440","29380","26780"
"In post","2021","Devon","Heterosexual / straight","Project Delivery","250","250","35490","33580"
"In post","2021","Devon","Heterosexual / straight","Property","320","300","28290","25500"
"In post","2021","Devon","Heterosexual / straight","Security","270","260","25990","19560"
"In post","2021","Devon","Heterosexual / straight","Unknown","1840","1630","26890","27570"
"In post","2021","Devon","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Devon","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Devon","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Devon","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Devon","LGBO","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Devon","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Devon","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Devon","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Devon","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Devon","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Devon","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Devon","LGBO","No function","90","90","27060","25830"
"In post","2021","Devon","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Devon","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Devon","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Devon","LGBO","Unknown","100","90","25460","27570"
"In post","2021","Devon","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Undeclared","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Undeclared","Digital, Data & Technology","60","60","38510","38450"
"In post","2021","Devon","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Undeclared","No function","200","180","30850","27140"
"In post","2021","Devon","Undeclared","Project Delivery","30","30","[c]","[c]"
"In post","2021","Devon","Undeclared","Property","30","30","[c]","[c]"
"In post","2021","Devon","Undeclared","Security","60","60","32590","39070"
"In post","2021","Devon","Undeclared","Unknown","260","230","26920","26670"
"In post","2021","Devon","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","Commercial","190","180","43010","40090"
"In post","2021","Devon","Unknown","Communications","40","40","[c]","[c]"
"In post","2021","Devon","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","Digital, Data & Technology","1000","960","39400","39650"
"In post","2021","Devon","Unknown","Finance","40","30","[c]","[c]"
"In post","2021","Devon","Unknown","Grants Management","60","60","26940","25190"
"In post","2021","Devon","Unknown","Human Resources","70","70","37660","33050"
"In post","2021","Devon","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","No function","570","520","30500","27130"
"In post","2021","Devon","Unknown","Project Delivery","370","350","40100","39650"
"In post","2021","Devon","Unknown","Property","150","140","26810","21100"
"In post","2021","Devon","Unknown","Security","90","80","25570","20240"
"In post","2021","Devon","Unknown","Unknown","570","470","25290","24370"
"In post","2021","Dorset and Somerset","Heterosexual / straight","Analysis","50","50","[c]","[c]"
"In post","2021","Dorset and Somerset","Heterosexual / straight","Commercial","50","50","40210","36460"
"In post","2021","Dorset and Somerset","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Heterosexual / straight","Digital, Data & Technology","150","150","37820","33540"
"In post","2021","Dorset and Somerset","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Heterosexual / straight","Human Resources","50","40","[c]","[c]"
"In post","2021","Dorset and Somerset","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Heterosexual / straight","No function","1510","1400","28990","27130"
"In post","2021","Dorset and Somerset","Heterosexual / straight","Project Delivery","340","320","34230","33530"
"In post","2021","Dorset and Somerset","Heterosexual / straight","Property","60","60","30440","32110"
"In post","2021","Dorset and Somerset","Heterosexual / straight","Security","110","110","23880","20060"
"In post","2021","Dorset and Somerset","Heterosexual / straight","Unknown","1190","1100","27130","27570"
"In post","2021","Dorset and Somerset","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","LGBO","No function","90","90","28200","27150"
"In post","2021","Dorset and Somerset","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","LGBO","Unknown","60","60","26710","27570"
"In post","2021","Dorset and Somerset","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Undeclared","No function","200","190","29090","27520"
"In post","2021","Dorset and Somerset","Undeclared","Project Delivery","90","80","34290","33440"
"In post","2021","Dorset and Somerset","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Undeclared","Unknown","180","160","27710","27570"
"In post","2021","Dorset and Somerset","Unknown","Analysis","60","60","32890","29270"
"In post","2021","Dorset and Somerset","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Digital, Data & Technology","50","50","37910","35340"
"In post","2021","Dorset and Somerset","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","No function","440","400","28100","26750"
"In post","2021","Dorset and Somerset","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Unknown","250","210","28690","27570"
"In post","2021","East Anglia","Heterosexual / straight","Analysis","130","120","33340","30220"
"In post","2021","East Anglia","Heterosexual / straight","Commercial","230","220","38890","35700"
"In post","2021","East Anglia","Heterosexual / straight","Communications","40","40","[c]","[c]"
"In post","2021","East Anglia","Heterosexual / straight","Counter Fraud","230","210","28610","25560"
"In post","2021","East Anglia","Heterosexual / straight","Debt","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Heterosexual / straight","Digital, Data & Technology","110","110","34750","32960"
"In post","2021","East Anglia","Heterosexual / straight","Finance","120","110","36310","33300"
"In post","2021","East Anglia","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Heterosexual / straight","Human Resources","100","100","35960","31780"
"In post","2021","East Anglia","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Heterosexual / straight","Legal","110","100","38880","35640"
"In post","2021","East Anglia","Heterosexual / straight","No function","3880","3630","30510","28080"
"In post","2021","East Anglia","Heterosexual / straight","Project Delivery","360","350","37320","33740"
"In post","2021","East Anglia","Heterosexual / straight","Property","290","280","34240","33300"
"In post","2021","East Anglia","Heterosexual / straight","Security","170","170","29340","26670"
"In post","2021","East Anglia","Heterosexual / straight","Unknown","2820","2590","26630","27370"
"In post","2021","East Anglia","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","LGBO","Debt","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","LGBO","Grants Management","[c]","[c]","[c]","[c]"
