"Status","Year","Profession_of_post","Responsibility_level","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Operational Research","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","G6/G7","Heterosexual / straight","390","360","53910","52580"
"In post","2021","Operational Research","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","G6/G7","Undeclared","40","40","[c]","[c]"
"In post","2021","Operational Research","G6/G7","Unknown","60","60","54730","55240"
"In post","2021","Operational Research","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","SEO/HEO","Heterosexual / straight","400","380","36550","37320"
"In post","2021","Operational Research","SEO/HEO","LGBO","50","50","36820","37320"
"In post","2021","Operational Research","SEO/HEO","Undeclared","50","50","37930","37320"
"In post","2021","Operational Research","SEO/HEO","Unknown","70","70","37070","36590"
"In post","2021","Operational Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other","AA/AO","Heterosexual / straight","5970","5680","21060","20920"
"In post","2021","Other","AA/AO","LGBO","180","170","20950","20920"
"In post","2021","Other","AA/AO","Undeclared","830","790","21130","21130"
"In post","2021","Other","AA/AO","Unknown","870","810","22720","20920"
"In post","2021","Other","EO","Heterosexual / straight","3800","3610","26220","26670"
"In post","2021","Other","EO","LGBO","170","160","26070","26670"
"In post","2021","Other","EO","Undeclared","530","500","26870","26670"
"In post","2021","Other","EO","Unknown","660","630","27200","27580"
"In post","2021","Other","G6/G7","Heterosexual / straight","1280","1250","62150","59650"
"In post","2021","Other","G6/G7","LGBO","70","60","59290","57460"
"In post","2021","Other","G6/G7","Undeclared","200","190","63650","60830"
"In post","2021","Other","G6/G7","Unknown","400","380","59640","57430"
"In post","2021","Other","SCS","Heterosexual / straight","180","170","93080","83510"
"In post","2021","Other","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other","SCS","Unknown","70","60","97640","89490"
"In post","2021","Other","SEO/HEO","Heterosexual / straight","3870","3740","35630","35070"
"In post","2021","Other","SEO/HEO","LGBO","170","170","34740","34740"
"In post","2021","Other","SEO/HEO","Undeclared","560","540","36320","35980"
"In post","2021","Other","SEO/HEO","Unknown","790","750","38630","38500"
"In post","2021","Other","Unknown","Heterosexual / straight","170","160","43620","40620"
"In post","2021","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","Undeclared","30","30","[c]","[c]"
"In post","2021","Other","Unknown","Unknown","1860","1860","37660","34460"
"In post","2021","Planning","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Planning","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Planning","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","G6/G7","Heterosexual / straight","50","50","58470","57110"
"In post","2021","Planning","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Planning","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","SEO/HEO","Heterosexual / straight","80","70","39110","39600"
"In post","2021","Planning","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","G6/G7","Heterosexual / straight","260","240","57660","58810"
"In post","2021","Planning Inspectors","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","G6/G7","Undeclared","30","30","[c]","[c]"
"In post","2021","Planning Inspectors","G6/G7","Unknown","40","30","[c]","[c]"
"In post","2021","Planning Inspectors","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","AA/AO","Heterosexual / straight","570","540","23450","23510"
"In post","2021","Policy","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","AA/AO","Undeclared","60","50","23690","23830"
"In post","2021","Policy","AA/AO","Unknown","140","140","23200","23090"
"In post","2021","Policy","EO","Heterosexual / straight","1830","1770","28400","28670"
"In post","2021","Policy","EO","LGBO","150","150","27860","27850"
"In post","2021","Policy","EO","Undeclared","220","210","28580","28670"
"In post","2021","Policy","EO","Unknown","490","480","27940","27690"
"In post","2021","Policy","G6/G7","Heterosexual / straight","7660","7430","58610","57460"
"In post","2021","Policy","G6/G7","LGBO","780","770","57600","55430"
"In post","2021","Policy","G6/G7","Undeclared","1040","1010","58920","57460"
"In post","2021","Policy","G6/G7","Unknown","1900","1850","58080","55620"
"In post","2021","Policy","SCS","Heterosexual / straight","1350","1300","85060","77580"
"In post","2021","Policy","SCS","LGBO","110","110","86090","76290"
"In post","2021","Policy","SCS","Undeclared","140","130","82000","77050"
"In post","2021","Policy","SCS","Unknown","250","240","90540","80000"
"In post","2021","Policy","SEO/HEO","Heterosexual / straight","8270","8070","37310","36800"
"In post","2021","Policy","SEO/HEO","LGBO","840","830","36520","35480"
"In post","2021","Policy","SEO/HEO","Undeclared","1180","1140","37510","36960"
"In post","2021","Policy","SEO/HEO","Unknown","2070","2020","36830","36320"
"In post","2021","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","AA/AO","Heterosexual / straight","240","220","21790","21430"
"In post","2021","Project Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","AA/AO","Unknown","50","40","[c]","[c]"
"In post","2021","Project Delivery","EO","Heterosexual / straight","1450","1390","26530","26670"
"In post","2021","Project Delivery","EO","LGBO","80","70","25710","26350"
"In post","2021","Project Delivery","EO","Undeclared","150","140","27080","26670"
"In post","2021","Project Delivery","EO","Unknown","230","220","26530","26350"
"In post","2021","Project Delivery","G6/G7","Heterosexual / straight","3170","3100","56950","54940"
"In post","2021","Project Delivery","G6/G7","LGBO","160","160","56850","54650"
"In post","2021","Project Delivery","G6/G7","Undeclared","400","390","58310","56500"
"In post","2021","Project Delivery","G6/G7","Unknown","600","590","55600","53700"
"In post","2021","Project Delivery","SCS","Heterosexual / straight","330","320","92450","86450"
"In post","2021","Project Delivery","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","SCS","Undeclared","40","40","[c]","[c]"
"In post","2021","Project Delivery","SCS","Unknown","40","40","[c]","[c]"
"In post","2021","Project Delivery","SEO/HEO","Heterosexual / straight","6260","6060","36830","37230"
"In post","2021","Project Delivery","SEO/HEO","LGBO","290","280","36070","35630"
"In post","2021","Project Delivery","SEO/HEO","Undeclared","810","780","37700","38090"
"In post","2021","Project Delivery","SEO/HEO","Unknown","1130","1100","36730","37580"
"In post","2021","Project Delivery","Unknown","Heterosexual / straight","440","430","42780","40080"
"In post","2021","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Undeclared","60","60","48440","47070"
"In post","2021","Project Delivery","Unknown","Unknown","30","30","[c]","[c]"
"In post","2021","Property","AA/AO","Heterosexual / straight","670","640","19610","18800"
"In post","2021","Property","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","AA/AO","Undeclared","100","100","20130","20340"
"In post","2021","Property","AA/AO","Unknown","230","200","19550","18760"
"In post","2021","Property","EO","Heterosexual / straight","990","930","27050","26670"
"In post","2021","Property","EO","LGBO","50","50","[c]","[c]"
"In post","2021","Property","EO","Undeclared","150","140","27370","26670"
"In post","2021","Property","EO","Unknown","320","300","26870","26000"
"In post","2021","Property","G6/G7","Heterosexual / straight","850","830","58040","55930"
"In post","2021","Property","G6/G7","LGBO","30","30","[c]","[c]"
"In post","2021","Property","G6/G7","Undeclared","120","120","59000","57130"
"In post","2021","Property","G6/G7","Unknown","150","150","57860","55930"
"In post","2021","Property","SCS","Heterosexual / straight","60","50","87320","80000"
"In post","2021","Property","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Property","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","SEO/HEO","Heterosexual / straight","2260","2180","37050","35910"
"In post","2021","Property","SEO/HEO","LGBO","70","70","36560","36150"
"In post","2021","Property","SEO/HEO","Undeclared","370","350","37740","36460"
"In post","2021","Property","SEO/HEO","Unknown","460","440","37500","36780"
"In post","2021","Property","Unknown","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","AA/AO","Heterosexual / straight","50","40","[c]","[c]"
"In post","2021","Psychology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","EO","Heterosexual / straight","310","300","26590","26330"
"In post","2021","Psychology","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","EO","Unknown","70","70","28410","27380"
"In post","2021","Psychology","G6/G7","Heterosexual / straight","90","90","64810","65520"
"In post","2021","Psychology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","SEO/HEO","Heterosexual / straight","610","580","37180","31760"
"In post","2021","Psychology","SEO/HEO","LGBO","30","30","[c]","[c]"
"In post","2021","Psychology","SEO/HEO","Undeclared","60","60","37000","31180"
"In post","2021","Psychology","SEO/HEO","Unknown","100","100","39610","40060"
"In post","2021","Psychology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","AA/AO","Heterosexual / straight","940","900","21590","21580"
"In post","2021","Science and Engineering","AA/AO","LGBO","50","50","21470","21720"
"In post","2021","Science and Engineering","AA/AO","Undeclared","120","120","21690","21610"
"In post","2021","Science and Engineering","AA/AO","Unknown","290","280","22220","21710"
"In post","2021","Science and Engineering","EO","Heterosexual / straight","1280","1250","25750","26370"
"In post","2021","Science and Engineering","EO","LGBO","90","80","26060","26370"
"In post","2021","Science and Engineering","EO","Undeclared","270","260","27340","27490"
"In post","2021","Science and Engineering","EO","Unknown","360","350","25150","25720"
"In post","2021","Science and Engineering","G6/G7","Heterosexual / straight","1820","1740","55760","54540"
"In post","2021","Science and Engineering","G6/G7","LGBO","70","70","57610","55930"
"In post","2021","Science and Engineering","G6/G7","Undeclared","350","330","56570","55240"
"In post","2021","Science and Engineering","G6/G7","Unknown","890","840","54910","53270"
"In post","2021","Science and Engineering","SCS","Heterosexual / straight","90","80","95570","93820"
"In post","2021","Science and Engineering","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","SEO/HEO","Heterosexual / straight","4150","3980","36950","37320"
"In post","2021","Science and Engineering","SEO/HEO","LGBO","190","180","34570","34490"
"In post","2021","Science and Engineering","SEO/HEO","Undeclared","720","680","37800","37700"
"In post","2021","Science and Engineering","SEO/HEO","Unknown","1560","1480","37270","37420"
"In post","2021","Science and Engineering","Unknown","Heterosexual / straight","600","600","39720","37730"
"In post","2021","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","Undeclared","100","100","43350","42560"
"In post","2021","Science and Engineering","Unknown","Unknown","90","90","33770","31600"
"In post","2021","Security","AA/AO","Heterosexual / straight","3840","3760","26050","21370"
"In post","2021","Security","AA/AO","LGBO","150","150","27180","25540"
"In post","2021","Security","AA/AO","Undeclared","580","570","29580","25680"
"In post","2021","Security","AA/AO","Unknown","850","840","28490","26610"
"In post","2021","Security","EO","Heterosexual / straight","820","800","32550","28720"
"In post","2021","Security","EO","LGBO","40","40","[c]","[c]"
"In post","2021","Security","EO","Undeclared","120","110","37310","42660"
"In post","2021","Security","EO","Unknown","120","120","30170","26760"
"In post","2021","Security","G6/G7","Heterosexual / straight","230","230","59920","57460"
"In post","2021","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","G6/G7","Undeclared","40","40","[c]","[c]"
"In post","2021","Security","G6/G7","Unknown","60","60","58310","54810"
"In post","2021","Security","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","SCS","Unknown","[c]","[c]","[c]","[c]"
