"Status","Year","Function_of_post","Profession_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Finance","Other","Declared disabled","30","30","[c]","[c]"
"In post","2021","Finance","Other","Declared non-disabled","100","100","47250","37660"
"In post","2021","Finance","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Project Delivery","Declared non-disabled","60","60","42470","39890"
"In post","2021","Finance","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Property","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Science and Engineering","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Security","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Tax","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Declared non-disabled","210","200","44300","38630"
"In post","2021","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Unknown","90","90","41450","37530"
"In post","2021","Grants Management","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Operational Delivery","Declared disabled","150","140","25560","21050"
"In post","2021","Grants Management","Operational Delivery","Declared non-disabled","1680","1540","25350","21050"
"In post","2021","Grants Management","Operational Delivery","Undeclared","40","40","[c]","[c]"
"In post","2021","Grants Management","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Human Resources","Declared disabled","860","810","39540","35000"
"In post","2021","Human Resources","Human Resources","Declared non-disabled","4610","4370","38930","33930"
"In post","2021","Human Resources","Human Resources","Undeclared","370","350","38140","33630"
"In post","2021","Human Resources","Human Resources","Unknown","1090","1040","34680","31020"
"In post","2021","Human Resources","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Declared disabled","100","100","28660","25560"
"In post","2021","Human Resources","Operational Delivery","Declared non-disabled","610","560","30170","25650"
"In post","2021","Human Resources","Operational Delivery","Undeclared","50","40","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Unknown","180","160","28240","25560"
"In post","2021","Human Resources","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Policy","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Human Resources","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Policy","Unknown","40","40","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Property","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Science and Engineering","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Security","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Declared non-disabled","100","90","36430","31810"
"In post","2021","Human Resources","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Unknown","40","40","[c]","[c]"
"In post","2021","Human Resources","Unknown","Declared disabled","200","190","40020","35790"
"In post","2021","Human Resources","Unknown","Declared non-disabled","900","870","39900","35590"
"In post","2021","Human Resources","Unknown","Undeclared","70","60","35910","33320"
"In post","2021","Human Resources","Unknown","Unknown","150","150","36690","31900"
"In post","2021","Internal Audit","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Internal Audit","Declared disabled","90","90","44070","40020"
"In post","2021","Internal Audit","Internal Audit","Declared non-disabled","560","530","46160","43250"
"In post","2021","Internal Audit","Internal Audit","Undeclared","60","50","49930","49540"
"In post","2021","Internal Audit","Internal Audit","Unknown","50","40","[c]","[c]"
"In post","2021","Internal Audit","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Operational Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Other","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Legal","Declared disabled","730","670","53950","54580"
"In post","2021","Legal","Legal","Declared non-disabled","6030","5570","55280","54580"
"In post","2021","Legal","Legal","Undeclared","290","270","54840","52580"
"In post","2021","Legal","Legal","Unknown","1590","1490","51040","51470"
"In post","2021","Legal","Operational Delivery","Declared disabled","420","380","28170","25720"
"In post","2021","Legal","Operational Delivery","Declared non-disabled","2440","2240","28430","26970"
"In post","2021","Legal","Operational Delivery","Undeclared","40","30","[c]","[c]"
"In post","2021","Legal","Operational Delivery","Unknown","2280","2090","25910","22820"
"In post","2021","Legal","Other","Declared disabled","30","30","[c]","[c]"
"In post","2021","Legal","Other","Declared non-disabled","260","250","31190","27580"
"In post","2021","Legal","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Other","Unknown","60","50","31160","27580"
"In post","2021","Legal","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Policy","Declared non-disabled","50","50","[c]","[c]"
"In post","2021","Legal","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Tax","Declared disabled","40","40","[c]","[c]"
"In post","2021","Legal","Tax","Declared non-disabled","230","210","39700","35000"
"In post","2021","Legal","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Tax","Unknown","70","70","37450","35580"
"In post","2021","Legal","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Declared non-disabled","120","120","62870","60180"
"In post","2021","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Unknown","60","60","49290","59160"
"In post","2021","No function","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","No function","Commercial","Declared non-disabled","220","220","44590","39200"
"In post","2021","No function","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","No function","Communications","Declared non-disabled","80","80","42320","40220"
"In post","2021","No function","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
