"Status","Year","Sexual_orientation","Parent_department","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","National Crime Agency","National Crime Agency","340","330","38030","36410"
"In post","2021","Undeclared","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education","Office for Standards in Education, Children's Services and Skills","110","100","48020","41910"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","60","60","43420","36290"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland Office","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","Crown Office and Procurator Fiscal Service","100","90","39430","34150"
"In post","2021","Undeclared","Scottish Government","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","Registers of Scotland","60","60","33900","30840"
"In post","2021","Undeclared","Scottish Government","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","Scottish Courts and Tribunals Service","1690","1520","27590","22820"
"In post","2021","Undeclared","Scottish Government","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","Scottish Government (excl. agencies)","340","320","44660","42190"
"In post","2021","Undeclared","Scottish Government","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","Scottish Prison Service","70","70","33800","33650"
"In post","2021","Undeclared","Scottish Government","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","Social Security Scotland","30","30","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","The National Archives","The National Archives","50","50","[c]","[c]"
"In post","2021","Undeclared","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","United Kingdom Statistics Authority","200","170","32260","29540"
"In post","2021","Undeclared","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","Welsh Government (excl. agencies)","680","650","42710","37410"
"In post","2021","Unknown","Attorney General's Departments","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Attorney General's Departments","Crown Prosecution Service","1510","1360","42810","39230"
"In post","2021","Unknown","Attorney General's Departments","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Attorney General's Departments","Government Legal Department","570","520","58640","64680"
"In post","2021","Unknown","Attorney General's Departments","Serious Fraud Office","120","120","47290","41200"
"In post","2021","Unknown","Cabinet Office","Cabinet Office (excl. agencies)","4100","4050","45320","33250"
"In post","2021","Unknown","Chancellor's other departments","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","Charity Commission","180","170","35400","30000"
"In post","2021","Unknown","Competition and Markets Authority","Competition and Markets Authority","40","40","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","250","240","28490","24250"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Companies House","260","230","27740","22490"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","580","570","44620","40050"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Insolvency Service","790","760","30050","26000"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Met Office","2100","2000","40090","39650"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","UK Intellectual Property Office","550","520","35450","28240"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","240","230","48270","48580"
"In post","2021","Unknown","Department for Education","Department for Education (excl. agencies)","960","920","44680","40510"
"In post","2021","Unknown","Department for Education","Education and Skills Funding Agency","440","420","43520","39360"
"In post","2021","Unknown","Department for Education","Institute for Apprenticeships and Technical Education","60","50","45670","49960"
"In post","2021","Unknown","Department for Education","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","330","300","30410","26520"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science","340","320","34520","29750"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","950","910","42700","38750"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Rural Payments Agency","1080","1000","25230","21050"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Department for International Trade","820","810","44360","38540"
"In post","2021","Unknown","Department for Transport","Department for Transport (excl. agencies)","720","700","42620","36360"
"In post","2021","Unknown","Department for Transport","Driver and Vehicle Licensing Agency","680","610","24680","21590"
"In post","2021","Unknown","Department for Transport","Driver and Vehicle Standards Agency","960","930","28090","26700"
"In post","2021","Unknown","Department for Transport","Maritime and Coastguard Agency","130","120","30760","26590"
"In post","2021","Unknown","Department for Transport","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Department for Work and Pensions (excl. agencies)","21380","18500","27120","27570"
"In post","2021","Unknown","Department for Work and Pensions","Health and Safety Executive","230","210","42910","39990"
"In post","2021","Unknown","Department of Health and Social Care","Department of Health and Social Care (excl. agencies)","1910","1870","45800","40650"
"In post","2021","Unknown","Department of Health and Social Care","Medicines and Healthcare Products Regulatory Agency","360","340","50430","43690"
"In post","2021","Unknown","Department of Health and Social Care","Public Health England","1210","1120","50820","44950"
"In post","2021","Unknown","Food Standards Agency","Food Standards Agency","290","280","32930","28520"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","FCDO Services","140","140","39860","39400"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Foreign, Commonwealth and Development Office (excl. agencies)","1420","1390","48140","49370"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Land Registry","HM Land Registry","1960","1810","28750","27130"
"In post","2021","Unknown","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","21640","19740","28140","25560"
"In post","2021","Unknown","HM Revenue and Customs","Valuation Office Agency","1000","930","30350","26000"
"In post","2021","Unknown","HM Treasury","Debt Management Office","110","110","58680","51550"
"In post","2021","Unknown","HM Treasury","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Treasury","HM Treasury (excl. agencies)","80","80","47790","40900"
"In post","2021","Unknown","HM Treasury","Office for Budget Responsibility","40","30","[c]","[c]"
"In post","2021","Unknown","Home Office","Home Office (incl. agencies)","1780","1740","31790","25770"
"In post","2021","Unknown","Ministry of Defence","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","Defence Equipment and Support","710","680","32880","30420"
"In post","2021","Unknown","Ministry of Defence","Defence Science and Technology Laboratory","840","810","41140","38060"
"In post","2021","Unknown","Ministry of Defence","Ministry of Defence (excl. agencies)","3740","3600","32690","29200"
"In post","2021","Unknown","Ministry of Defence","Royal Fleet Auxiliary","1830","1830","37620","34460"
