"Status","Year","Sex","Region_ITL3","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","5570","5170","35140","32990"
"In post","2022","Female","Bedford","East of England","480","440","29730","27570"
"In post","2022","Female","Belfast","Northern Ireland","1590","1450","30280","26820"
"In post","2022","Female","Berkshire","South East (England)","1390","1280","32630","29290"
"In post","2022","Female","Bexley and Greenwich","London","950","890","30870","30550"
"In post","2022","Female","Birmingham","West Midlands (England)","7390","6730","30740","27570"
"In post","2022","Female","Blackburn with Darwen","North West (England)","290","250","27220","27570"
"In post","2022","Female","Blackpool","North West (England)","3390","3020","28820","27570"
"In post","2022","Female","Bournemouth, Christchurch and Poole","South West (England)","450","390","28270","27570"
"In post","2022","Female","Bradford","Yorkshire and The Humber","1680","1420","26010","23170"
"In post","2022","Female","Breckland and South Norfolk","East of England","230","210","29380","26800"
"In post","2022","Female","Brent","London","400","360","31220","31060"
"In post","2022","Female","Bridgend and Neath Port Talbot","Wales","530","460","26850","27570"
"In post","2022","Female","Brighton and Hove","South East (England)","480","430","32130","27570"
"In post","2022","Female","Bristol, City of","South West (England)","3690","3360","34130","30040"
"In post","2022","Female","Bromley","London","420","380","31760","31060"
"In post","2022","Female","Buckinghamshire","South East (England)","980","920","32120","28670"
"In post","2022","Female","Caithness and Sutherland, and Ross and Cromarty","Scotland","100","90","28750","27570"
"In post","2022","Female","Calderdale and Kirklees","Yorkshire and The Humber","700","600","28300","27570"
"In post","2022","Female","Cambridgeshire CC","East of England","1650","1540","31770","28200"
"In post","2022","Female","Camden and City of London","London","1100","1030","36260","29210"
"In post","2022","Female","Cardiff and Vale of Glamorgan","Wales","6420","5860","33850","29430"
"In post","2022","Female","Causeway Coast and Glens","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Central Bedfordshire","East of England","190","180","29560","26780"
"In post","2022","Female","Central Hampshire","South East (England)","1950","1840","34580","33000"
"In post","2022","Female","Central Valleys","Wales","1690","1530","31080","27570"
"In post","2022","Female","Cheshire East","North West (England)","740","680","30170","26670"
"In post","2022","Female","Cheshire West and Chester","North West (England)","330","290","28250","27570"
"In post","2022","Female","Chorley and West Lancashire","North West (England)","710","650","29210","27380"
"In post","2022","Female","City of Edinburgh","Scotland","7250","6800","38800","33370"
"In post","2022","Female","Clackmannanshire and Fife","Scotland","660","600","28700","27570"
"In post","2022","Female","Conwy and Denbighshire","Wales","480","440","34590","29430"
"In post","2022","Female","Cornwall and Isles of Scilly","South West (England)","980","860","27320","27570"
"In post","2022","Female","Coventry","West Midlands (England)","1570","1450","35870","32000"
"In post","2022","Female","Croydon","London","5860","5460","38010","35050"
"In post","2022","Female","Darlington","North East (England)","820","760","35950","30710"
"In post","2022","Female","Derby","East Midlands (England)","730","620","26010","24090"
"In post","2022","Female","Derry City and Strabane","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Devon CC","South West (England)","2750","2410","30760","27570"
"In post","2022","Female","Dorset","South West (England)","1010","910","28800","26900"
"In post","2022","Female","Dudley","West Midlands (England)","780","650","25340","25410"
"In post","2022","Female","Dumfries and Galloway","Scotland","260","240","28790","27360"
"In post","2022","Female","Durham","North East (England)","3280","2900","27020","24840"
"In post","2022","Female","Ealing","London","320","300","33060","31060"
"In post","2022","Female","East Ayrshire and North Ayrshire mainland","Scotland","550","480","26800","27230"
"In post","2022","Female","East Cumbria","North West (England)","570","510","28460","25190"
"In post","2022","Female","East Derbyshire","East Midlands (England)","290","240","27140","27570"
"In post","2022","Female","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Scotland","820","750","28550","26670"
"In post","2022","Female","East Kent","South East (England)","2160","1950","28480","26670"
"In post","2022","Female","East Lancashire","North West (England)","360","320","27040","27570"
"In post","2022","Female","East Lothian and Midlothian","Scotland","80","70","31150","27570"
"In post","2022","Female","East Merseyside","North West (England)","810","710","28100","27570"
"In post","2022","Female","East Riding of Yorkshire","Yorkshire and The Humber","780","710","27710","26350"
"In post","2022","Female","East Surrey","South East (England)","550","510","33440","31520"
"In post","2022","Female","East Sussex CC","South East (England)","1200","1030","26770","26470"
"In post","2022","Female","Enfield","London","240","210","31330","31060"
"In post","2022","Female","Essex Haven Gateway","East of England","510","470","30510","29290"
"In post","2022","Female","Essex Thames Gateway","East of England","710","630","27870","25210"
"In post","2022","Female","Falkirk","Scotland","1220","1040","27150","26900"
"In post","2022","Female","Fermanagh and Omagh","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Flintshire and Wrexham","Wales","1150","1060","27810","25700"
"In post","2022","Female","Glasgow City","Scotland","7440","6830","32570","27570"
"In post","2022","Female","Gloucestershire CC","South West (England)","900","790","29660","27130"
"In post","2022","Female","Greater Manchester North East","North West (England)","770","700","28010","27570"
"In post","2022","Female","Greater Manchester North West","North West (England)","1440","1260","25590","23460"
"In post","2022","Female","Greater Manchester South East","North West (England)","700","620","25960","23240"
"In post","2022","Female","Greater Manchester South West","North West (England)","3620","3340","31730","27570"
"In post","2022","Female","Gwent Valleys","Wales","710","630","28760","27570"
"In post","2022","Female","Gwynedd","Wales","470","420","25620","22080"
"In post","2022","Female","Hackney and Newham","London","3510","3250","38350","33440"
"In post","2022","Female","Haringey and Islington","London","900","840","31550","31060"
"In post","2022","Female","Harrow and Hillingdon","London","1580","1420","31470","29370"
"In post","2022","Female","Hartlepool and Stockton-on-Tees","North East (England)","960","850","27330","27570"
"In post","2022","Female","Heart of Essex","East of England","730","680","31580","29290"
"In post","2022","Female","Herefordshire, County of","West Midlands (England)","250","230","28390","26670"
"In post","2022","Female","Hertfordshire CC","East of England","1700","1570","35150","30380"
"In post","2022","Female","Hounslow and Richmond upon Thames","London","1550","1440","32290","31020"
"In post","2022","Female","Inverclyde, East Renfrewshire, and Renfrewshire","Scotland","630","550","29520","27570"
"In post","2022","Female","Inverness and Nairn, Moray, and Badenoch and Strathspey","Scotland","640","590","29670","27570"
"In post","2022","Female","Isle of Anglesey","Wales","130","120","27790","27370"
"In post","2022","Female","Isle of Wight","South East (England)","410","360","26720","26330"
"In post","2022","Female","Kensington & Chelsea and Hammersmith & Fulham","London","450","430","32570","31060"
"In post","2022","Female","Kent Thames Gateway","South East (England)","780","720","28960","29290"
"In post","2022","Female","Kingston upon Hull, City of","Yorkshire and The Humber","1170","1020","28040","27130"
"In post","2022","Female","Lambeth","London","1910","1810","41210","36330"
"In post","2022","Female","Lancaster and Wyre","North West (England)","640","580","28470","26670"
"In post","2022","Female","Leeds","Yorkshire and The Humber","7240","6680","34080","30320"
"In post","2022","Female","Leicester","East Midlands (England)","1580","1390","27400","25120"
"In post","2022","Female","Leicestershire CC and Rutland","East Midlands (England)","1050","950","28310","26160"
"In post","2022","Female","Lewisham and Southwark","London","840","810","34190","31060"
"In post","2022","Female","Lincolnshire CC","East Midlands (England)","1570","1440","27690","26310"
"In post","2022","Female","Lisburn and Castlereagh","Northern Ireland","210","200","27950","24880"
"In post","2022","Female","Liverpool","North West (England)","7370","6680","28930","25310"
"In post","2022","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Scotland","160","150","28580","27570"
"In post","2022","Female","Luton","East of England","330","290","26990","27370"
"In post","2022","Female","Manchester","North West (England)","5110","4770","33630","29500"
"In post","2022","Female","Medway","South East (England)","810","750","29800","29100"
"In post","2022","Female","Merton, Kingston upon Thames and Sutton","London","420","390","32240","31060"
"In post","2022","Female","Mid and East Antrim","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Mid Kent","South East (England)","530","490","30740","29290"
"In post","2022","Female","Mid Lancashire","North West (England)","3260","2830","28280","25830"
"In post","2022","Female","Mid Ulster","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Milton Keynes","South East (England)","1040","980","30950","27570"
"In post","2022","Female","Monmouthshire and Newport","Wales","3400","3100","32820","30210"
"In post","2022","Female","Na h-Eileanan Siar","Scotland","80","80","26880","23920"
"In post","2022","Female","Newry, Mourne and Down","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Female","North and North East Lincolnshire","Yorkshire and The Humber","590","510","26550","27370"
"In post","2022","Female","North and West Norfolk","East of England","430","380","26990","26330"
"In post","2022","Female","North Hampshire","South East (England)","620","570","31050","27570"
"In post","2022","Female","North Lanarkshire","Scotland","1720","1470","26700","22080"
