"Status","Year","Region_ITL2","Function_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Derbyshire and Nottinghamshire","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Grants Management","Declared non-disabled","60","60","25260","25100"
"In post","2021","Derbyshire and Nottinghamshire","Human Resources","Declared disabled","50","50","36510","31960"
"In post","2021","Derbyshire and Nottinghamshire","Human Resources","Declared non-disabled","290","270","39090","33840"
"In post","2021","Derbyshire and Nottinghamshire","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Human Resources","Unknown","90","80","34040","31810"
"In post","2021","Derbyshire and Nottinghamshire","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Legal","Declared disabled","50","50","38030","31810"
"In post","2021","Derbyshire and Nottinghamshire","Legal","Declared non-disabled","250","230","38330","31810"
"In post","2021","Derbyshire and Nottinghamshire","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Legal","Unknown","100","90","32510","27630"
"In post","2021","Derbyshire and Nottinghamshire","No function","Declared disabled","730","680","29280","26810"
"In post","2021","Derbyshire and Nottinghamshire","No function","Declared non-disabled","4180","3880","31650","27380"
"In post","2021","Derbyshire and Nottinghamshire","No function","Undeclared","510","460","30810","31440"
"In post","2021","Derbyshire and Nottinghamshire","No function","Unknown","1000","950","27540","24440"
"In post","2021","Derbyshire and Nottinghamshire","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Project Delivery","Declared non-disabled","220","210","42760","38630"
"In post","2021","Derbyshire and Nottinghamshire","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Property","Declared disabled","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Property","Declared non-disabled","220","200","37500","33840"
"In post","2021","Derbyshire and Nottinghamshire","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Property","Unknown","60","50","37030","36200"
"In post","2021","Derbyshire and Nottinghamshire","Security","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Security","Declared non-disabled","50","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Declared disabled","470","420","26110","27570"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Declared non-disabled","1780","1580","26360","27570"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Undeclared","120","110","24990","27570"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Unknown","70","60","26730","27570"
"In post","2021","Devon","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Commercial","Declared non-disabled","200","190","43140","40140"
"In post","2021","Devon","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Communications","Declared non-disabled","50","50","33640","32730"
"In post","2021","Devon","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Digital, Data & Technology","Declared disabled","90","80","36320","34450"
"In post","2021","Devon","Digital, Data & Technology","Declared non-disabled","1080","1030","40710","39650"
"In post","2021","Devon","Digital, Data & Technology","Undeclared","30","30","[c]","[c]"
"In post","2021","Devon","Digital, Data & Technology","Unknown","180","170","33360","31740"
"In post","2021","Devon","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Finance","Declared non-disabled","70","70","42530","39650"
"In post","2021","Devon","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Grants Management","Declared non-disabled","150","130","26730","25210"
"In post","2021","Devon","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Human Resources","Declared non-disabled","90","80","37450","33350"
"In post","2021","Devon","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Legal","Declared non-disabled","90","90","42850","42780"
"In post","2021","Devon","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon","No function","Declared disabled","270","240","29710","26990"
"In post","2021","Devon","No function","Declared non-disabled","1700","1570","30320","27130"
"In post","2021","Devon","No function","Undeclared","170","150","29200","27380"
"In post","2021","Devon","No function","Unknown","280","270","26020","22350"
"In post","2021","Devon","Project Delivery","Declared disabled","40","40","[c]","[c]"
"In post","2021","Devon","Project Delivery","Declared non-disabled","550","530","38790","39650"
"In post","2021","Devon","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Project Delivery","Unknown","60","50","34090","33840"
"In post","2021","Devon","Property","Declared disabled","50","40","[c]","[c]"
"In post","2021","Devon","Property","Declared non-disabled","320","300","28820","25690"
"In post","2021","Devon","Property","Undeclared","40","30","[c]","[c]"
"In post","2021","Devon","Property","Unknown","120","110","24880","21100"
"In post","2021","Devon","Security","Declared disabled","40","40","[c]","[c]"
"In post","2021","Devon","Security","Declared non-disabled","220","210","26370","20060"
"In post","2021","Devon","Security","Undeclared","30","30","[c]","[c]"
"In post","2021","Devon","Security","Unknown","140","140","27720","25000"
"In post","2021","Devon","Unknown","Declared disabled","400","340","25130","26800"
"In post","2021","Devon","Unknown","Declared non-disabled","2050","1790","26950","27370"
"In post","2021","Devon","Unknown","Undeclared","130","120","25410","26120"
"In post","2021","Devon","Unknown","Unknown","180","170","25450","21130"
"In post","2021","Dorset and Somerset","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Analysis","Declared non-disabled","70","60","32230","29270"
"In post","2021","Dorset and Somerset","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Analysis","Unknown","50","40","[c]","[c]"
"In post","2021","Dorset and Somerset","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Commercial","Declared non-disabled","50","40","[c]","[c]"
"In post","2021","Dorset and Somerset","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Digital, Data & Technology","Declared disabled","30","30","[c]","[c]"
"In post","2021","Dorset and Somerset","Digital, Data & Technology","Declared non-disabled","120","120","38270","35340"
"In post","2021","Dorset and Somerset","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Digital, Data & Technology","Unknown","60","60","38550","35340"
"In post","2021","Dorset and Somerset","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Human Resources","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Dorset and Somerset","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","No function","Declared disabled","230","220","28120","27130"
"In post","2021","Dorset and Somerset","No function","Declared non-disabled","1470","1360","29140","27130"
"In post","2021","Dorset and Somerset","No function","Undeclared","200","180","29900","28960"
"In post","2021","Dorset and Somerset","No function","Unknown","330","320","27090","23970"
"In post","2021","Dorset and Somerset","Project Delivery","Declared disabled","50","40","[c]","[c]"
"In post","2021","Dorset and Somerset","Project Delivery","Declared non-disabled","320","310","34870","33730"
"In post","2021","Dorset and Somerset","Project Delivery","Undeclared","40","40","[c]","[c]"
"In post","2021","Dorset and Somerset","Project Delivery","Unknown","40","40","[c]","[c]"
"In post","2021","Dorset and Somerset","Property","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Property","Declared non-disabled","60","60","28660","29200"
"In post","2021","Dorset and Somerset","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Security","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Security","Declared non-disabled","100","100","24290","19560"
"In post","2021","Dorset and Somerset","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Declared disabled","240","210","26890","27570"
"In post","2021","Dorset and Somerset","Unknown","Declared non-disabled","1220","1110","26960","27570"
"In post","2021","Dorset and Somerset","Unknown","Undeclared","100","90","27510","27570"
"In post","2021","Dorset and Somerset","Unknown","Unknown","130","120","32540","27570"
"In post","2021","East Anglia","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Analysis","Declared non-disabled","230","220","32850","29750"
"In post","2021","East Anglia","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Analysis","Unknown","90","90","39600","37280"
"In post","2021","East Anglia","Commercial","Declared disabled","30","30","[c]","[c]"
"In post","2021","East Anglia","Commercial","Declared non-disabled","190","180","39050","36260"
"In post","2021","East Anglia","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Commercial","Unknown","110","110","45390","38500"
"In post","2021","East Anglia","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Communications","Declared non-disabled","40","30","[c]","[c]"
"In post","2021","East Anglia","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Counter Fraud","Declared disabled","40","30","[c]","[c]"
"In post","2021","East Anglia","Counter Fraud","Declared non-disabled","210","200","28460","25560"
"In post","2021","East Anglia","Counter Fraud","Undeclared","40","30","[c]","[c]"
"In post","2021","East Anglia","Counter Fraud","Unknown","100","90","26250","25560"
"In post","2021","East Anglia","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Debt","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","East Anglia","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Digital, Data & Technology","Declared non-disabled","90","90","34220","32960"
"In post","2021","East Anglia","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Digital, Data & Technology","Unknown","40","40","[c]","[c]"
"In post","2021","East Anglia","Finance","Declared disabled","[c]","[c]","[c]","[c]"
