"Status","Year","Sex","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Male","Other ethnicity","Security","40","40","[c]","[c]"
"In post","2021","Male","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Male","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Male","Other ethnicity","Tax","30","30","[c]","[c]"
"In post","2021","Male","Other ethnicity","Unknown","240","230","32520","27570"
"In post","2021","Male","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Commercial","130","120","41080","39620"
"In post","2021","Male","Undeclared","Communications","70","70","41820","38980"
"In post","2021","Male","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Digital, Data and Technology","530","520","42140","39820"
"In post","2021","Male","Undeclared","Economics","60","60","49910","52280"
"In post","2021","Male","Undeclared","Finance","230","230","42590","38630"
"In post","2021","Male","Undeclared","Human Resources","80","80","37150","33350"
"In post","2021","Male","Undeclared","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Intelligence Analysis","150","140","36110","32100"
"In post","2021","Male","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Knowledge and Information Management","100","90","40350","36460"
"In post","2021","Male","Undeclared","Legal","270","260","42690","38630"
"In post","2021","Male","Undeclared","Medicine","30","30","[c]","[c]"
"In post","2021","Male","Undeclared","Operational Delivery","3950","3750","30980","28220"
"In post","2021","Male","Undeclared","Operational Research","60","60","43680","46080"
"In post","2021","Male","Undeclared","Other","620","600","33480","29200"
"In post","2021","Male","Undeclared","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Policy","730","720","49880","50400"
"In post","2021","Male","Undeclared","Project Delivery","530","510","44820","41720"
"In post","2021","Male","Undeclared","Property","270","260","39140","36460"
"In post","2021","Male","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Science and Engineering","850","830","41230","40260"
"In post","2021","Male","Undeclared","Security","370","370","34890","39070"
"In post","2021","Male","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Statistics","40","30","[c]","[c]"
"In post","2021","Male","Undeclared","Tax","490","460","40360","36160"
"In post","2021","Male","Undeclared","Unknown","2350","2230","30970","27570"
"In post","2021","Male","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Commercial","280","280","40030","37400"
"In post","2021","Male","Unknown","Communications","300","300","43140","39110"
"In post","2021","Male","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Counter Fraud","100","100","42610","39490"
"In post","2021","Male","Unknown","Digital, Data and Technology","1550","1540","40510","37100"
"In post","2021","Male","Unknown","Economics","280","280","43260","36160"
"In post","2021","Male","Unknown","Finance","450","430","39140","35000"
"In post","2021","Male","Unknown","Human Resources","210","210","36490","32730"
"In post","2021","Male","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Intelligence Analysis","180","180","42830","40190"
"In post","2021","Male","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","International Trade","240","240","46570","39070"
"In post","2021","Male","Unknown","Knowledge and Information Management","90","80","37500","33550"
"In post","2021","Male","Unknown","Legal","790","770","43570","37830"
"In post","2021","Male","Unknown","Medicine","110","100","53110","38490"
"In post","2021","Male","Unknown","Operational Delivery","12450","11980","27180","25400"
"In post","2021","Male","Unknown","Operational Research","70","70","40860","38630"
"In post","2021","Male","Unknown","Other","2710","2670","36530","33270"
"In post","2021","Male","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Policy","1880","1860","46800","42470"
"In post","2021","Male","Unknown","Project Delivery","710","710","42610","38630"
"In post","2021","Male","Unknown","Property","540","520","36040","31810"
"In post","2021","Male","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Science and Engineering","770","750","35490","32450"
"In post","2021","Male","Unknown","Security","820","810","30920","27750"
"In post","2021","Male","Unknown","Social Research","50","50","37210","36340"
"In post","2021","Male","Unknown","Statistics","150","140","40500","36250"
"In post","2021","Male","Unknown","Tax","2640","2560","28100","25560"
"In post","2021","Male","Unknown","Unknown","6490","6380","36680","29250"
"In post","2021","Male","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Male","White","Commercial","1880","1850","43030","40070"
"In post","2021","Male","White","Communications","1110","1100","41690","37930"
"In post","2021","Male","White","Corporate Finance","50","50","52650","47140"
"In post","2021","Male","White","Counter Fraud","320","310","40170","37430"
"In post","2021","Male","White","Digital, Data and Technology","5570","5490","42990","39050"
"In post","2021","Male","White","Economics","810","800","49480","49110"
"In post","2021","Male","White","Finance","2720","2670","44480","40500"
"In post","2021","Male","White","Human Resources","1790","1750","40390","36520"
"In post","2021","Male","White","Inspector of Education and Training","240","230","73840","75500"
"In post","2021","Male","White","Intelligence Analysis","1370","1340","35760","32670"
"In post","2021","Male","White","Internal Audit","280","270","48210","45390"
"In post","2021","Male","White","International Trade","450","440","49220","51710"
"In post","2021","Male","White","Knowledge and Information Management","810","790","38390","36360"
"In post","2021","Male","White","Legal","3450","3340","48180","48830"
"In post","2021","Male","White","Medicine","500","460","65430","60830"
"In post","2021","Male","White","Operational Delivery","54640","52130","30570","27460"
"In post","2021","Male","White","Operational Research","570","550","45600","46080"
"In post","2021","Male","White","Other","7850","7670","32480","26930"
"In post","2021","Male","White","Planning","90","80","48700","42980"
"In post","2021","Male","White","Planning Inspectors","180","160","58610","58810"
"In post","2021","Male","White","Policy","9110","9000","50500","51060"
"In post","2021","Male","White","Project Delivery","5990","5890","44810","40580"
"In post","2021","Male","White","Property","3130","3060","37780","33570"
"In post","2021","Male","White","Psychology","140","140","36280","31180"
"In post","2021","Male","White","Science and Engineering","7390","7200","39090","37320"
"In post","2021","Male","White","Security","4990","4900","31210","26750"
"In post","2021","Male","White","Social Research","270","260","43620","40150"
"In post","2021","Male","White","Statistics","760","740","44890","41280"
"In post","2021","Male","White","Tax","5080","4870","37280","31870"
"In post","2021","Male","White","Unknown","31030","29900","32300","27570"
"In post","2021","Male","White","Veterinarian","150","140","47540","49240"
"In post","2021","Unknown","Black","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Female","Asian","Commercial","170","160","37460","34710"
"In post","2022","Female","Asian","Communications","120","120","39830","37790"
"In post","2022","Female","Asian","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Asian","Counter Fraud","370","320","27330","27570"
"In post","2022","Female","Asian","Digital, Data and Technology","530","520","42610","39870"
"In post","2022","Female","Asian","Economics","90","90","41640","37380"
"In post","2022","Female","Asian","Finance","490","470","39610","36610"
"In post","2022","Female","Asian","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Female","Asian","Human Resources","390","380","38310","35050"
"In post","2022","Female","Asian","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Female","Asian","Intelligence Analysis","110","100","31440","29080"
"In post","2022","Female","Asian","Internal Audit","50","40","[c]","[c]"
"In post","2022","Female","Asian","International Trade","70","70","44660","38300"
"In post","2022","Female","Asian","Knowledge and Information Management","80","80","33610","31060"
"In post","2022","Female","Asian","Legal","680","630","49600","50930"
"In post","2022","Female","Asian","Medicine","130","110","64520","54760"
"In post","2022","Female","Asian","Operational Delivery","10090","8890","27870","27570"
"In post","2022","Female","Asian","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Female","Asian","Other","1000","900","30560","27570"
"In post","2022","Female","Asian","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Female","Asian","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Female","Asian","Policy","1450","1400","43810","40050"
"In post","2022","Female","Asian","Project Delivery","530","500","40470","37230"
"In post","2022","Female","Asian","Property","160","150","37140","33190"
"In post","2022","Female","Asian","Psychology","30","30","[c]","[c]"
"In post","2022","Female","Asian","Science and Engineering","300","290","38630","35320"
"In post","2022","Female","Asian","Security","120","110","34340","31630"
"In post","2022","Female","Asian","Social Research","40","40","[c]","[c]"
"In post","2022","Female","Asian","Statistics","90","80","44490","40520"
"In post","2022","Female","Asian","Tax","820","770","33090","33080"
"In post","2022","Female","Asian","Unknown","740","710","38930","34550"
"In post","2022","Female","Asian","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Female","Black","Commercial","130","120","36880","35710"
"In post","2022","Female","Black","Communications","80","80","38230","35010"
"In post","2022","Female","Black","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Black","Counter Fraud","210","190","29160","27570"
"In post","2022","Female","Black","Digital, Data and Technology","240","230","40470","37580"
"In post","2022","Female","Black","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Female","Black","Finance","270","260","38730","35840"
"In post","2022","Female","Black","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Female","Black","Human Resources","280","280","37430","34850"
"In post","2022","Female","Black","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Female","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Female","Black","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Female","Black","International Trade","50","50","[c]","[c]"
"In post","2022","Female","Black","Knowledge and Information Management","40","30","[c]","[c]"
"In post","2022","Female","Black","Legal","360","340","48280","49580"
"In post","2022","Female","Black","Medicine","40","40","[c]","[c]"
"In post","2022","Female","Black","Operational Delivery","6220","5810","29310","28310"
"In post","2022","Female","Black","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Female","Black","Other","550","530","30190","29370"
"In post","2022","Female","Black","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Female","Black","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Female","Black","Policy","880","870","40060","35900"
"In post","2022","Female","Black","Project Delivery","360","350","39920","37930"
"In post","2022","Female","Black","Property","100","100","37700","34640"
"In post","2022","Female","Black","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Black","Science and Engineering","150","140","37520","38070"
