"Status","Year","Ethnicity","Region_ITL1","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","Digital, Data and Technology","60","50","34640","31810"
"In post","2021","Asian","Yorkshire and The Humber","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","Finance","60","50","29240","25560"
"In post","2021","Asian","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","Legal","70","70","41290","42320"
"In post","2021","Asian","Yorkshire and The Humber","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","Operational Delivery","890","800","25330","22990"
"In post","2021","Asian","Yorkshire and The Humber","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","Other","30","30","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","Policy","60","60","39160","34120"
"In post","2021","Asian","Yorkshire and The Humber","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","Tax","200","190","28980","25560"
"In post","2021","Asian","Yorkshire and The Humber","Unknown","810","740","26780","27570"
"In post","2021","Asian","Yorkshire and The Humber","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Midlands (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Operational Delivery","250","230","25270","22850"
"In post","2021","Black","East Midlands (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Unknown","160","150","25560","27570"
"In post","2021","Black","East Midlands (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","Operational Delivery","220","210","27920","27260"
"In post","2021","Black","East of England","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","Other","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","Property","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","Security","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","Unknown","250","240","28330","29290"
"In post","2021","Black","East of England","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Black","London","Commercial","100","100","40140","37770"
"In post","2021","Black","London","Communications","100","100","39250","37150"
"In post","2021","Black","London","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","London","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Black","London","Digital, Data and Technology","270","260","42300","40170"
"In post","2021","Black","London","Economics","50","50","37890","33570"
"In post","2021","Black","London","Finance","270","270","41020","38650"
"In post","2021","Black","London","Human Resources","230","220","38750","35050"
"In post","2021","Black","London","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Black","London","Intelligence Analysis","50","50","34180","30840"
"In post","2021","Black","London","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Black","London","International Trade","50","50","[c]","[c]"
"In post","2021","Black","London","Knowledge and Information Management","50","50","[c]","[c]"
"In post","2021","Black","London","Legal","310","300","50060","51250"
"In post","2021","Black","London","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Black","London","Operational Delivery","3670","3500","30710","28850"
"In post","2021","Black","London","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Black","London","Other","380","360","32380","29080"
"In post","2021","Black","London","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Black","London","Policy","980","970","39270","35070"
"In post","2021","Black","London","Project Delivery","310","310","42510","38750"
"In post","2021","Black","London","Property","70","70","38990","34220"
"In post","2021","Black","London","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Black","London","Science and Engineering","120","110","39260","35410"
"In post","2021","Black","London","Security","80","80","32950","28870"
"In post","2021","Black","London","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Black","London","Statistics","40","40","[c]","[c]"
"In post","2021","Black","London","Tax","210","200","36450","36160"
"In post","2021","Black","London","Unknown","2530","2420","32180","31060"
"In post","2021","Black","London","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Operational Delivery","50","40","[c]","[c]"
"In post","2021","Black","North East (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Unknown","60","60","24630","21010"
"In post","2021","Black","North East (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Operational Delivery","260","240","26100","24240"
"In post","2021","Black","North West (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Science and Engineering","[c]","[c]","[c]","[c]"
