"Status","Year","Organisation","Region_ITL2","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cabinet Office (excl. agencies)","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Shropshire and Staffordshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Shropshire and Staffordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South Yorkshire","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South Yorkshire","Unknown","50","50","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Southern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Southern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Surrey, East and West Sussex","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Surrey, East and West Sussex","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Tees Valley and Durham","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Tees Valley and Durham","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Declared non-disabled","130","120","42240","37190"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Unknown","450","440","34640","32000"
"In post","2021","Cabinet Office (excl. agencies)","West Central Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Central Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Midlands","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Midlands","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Wales and The Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Wales and The Valleys","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Yorkshire","Declared non-disabled","70","60","44940","39050"
"In post","2021","Cabinet Office (excl. agencies)","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Yorkshire","Unknown","100","100","50070","50120"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Cornwall and Isles of Scilly","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Devon","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Devon","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Dorset and Somerset","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Dorset and Somerset","Declared non-disabled","80","70","32540","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Dorset and Somerset","Unknown","50","50","34430","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","East Anglia","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","East Anglia","Declared non-disabled","310","300","33150","29750"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","East Anglia","Unknown","120","110","39770","37280"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","North Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","North Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Dorset and Somerset","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Dorset and Somerset","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Dorset and Somerset","Unknown","30","30","[c]","[c]"
"In post","2021","Charity Commission","East Wales","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","East Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Inner London - West","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Inner London - West","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Charity Commission","Inner London - West","Unknown","30","30","[c]","[c]"
"In post","2021","Charity Commission","Merseyside","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Merseyside","Declared non-disabled","160","150","32980","29160"
"In post","2021","Charity Commission","Merseyside","Unknown","130","120","32520","29160"
"In post","2021","Companies House","East Wales","Declared disabled","70","60","32210","25100"
"In post","2021","Companies House","East Wales","Declared non-disabled","630","590","32410","27460"
"In post","2021","Companies House","East Wales","Undeclared","60","60","30200","25460"
"In post","2021","Companies House","East Wales","Unknown","270","240","28130","22490"
"In post","2021","Companies House","Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Inner London - West","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Inner London - West","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","East Wales","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","East Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Eastern Scotland","Declared non-disabled","50","40","[c]","[c]"
"In post","2021","Competition and Markets Authority","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Inner London - East","Declared disabled","40","40","[c]","[c]"
"In post","2021","Competition and Markets Authority","Inner London - East","Declared non-disabled","660","640","59810","56360"
"In post","2021","Competition and Markets Authority","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Inner London - East","Unknown","80","70","72600","74650"
"In post","2021","Competition and Markets Authority","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","West Central Scotland","Declared disabled","40","30","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","West Central Scotland","Declared non-disabled","160","150","27760","22720"
"In post","2021","Criminal Injuries Compensation Authority","West Central Scotland","Undeclared","70","70","23640","22570"
"In post","2021","Criminal Injuries Compensation Authority","West Central Scotland","Unknown","40","40","[c]","[c]"
"In post","2021","Crown Commercial Service","Derbyshire and Nottinghamshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Derbyshire and Nottinghamshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","East Anglia","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","East Anglia","Declared non-disabled","50","40","[c]","[c]"
"In post","2021","Crown Commercial Service","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","East Anglia","Unknown","110","100","33760","31670"
"In post","2021","Crown Commercial Service","East Wales","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","East Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","East Wales","Unknown","80","70","33290","29900"
"In post","2021","Crown Commercial Service","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Inner London - East","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Inner London - East","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Inner London - East","Unknown","40","40","[c]","[c]"
"In post","2021","Crown Commercial Service","Merseyside","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Merseyside","Declared non-disabled","110","110","40100","35290"
"In post","2021","Crown Commercial Service","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Merseyside","Unknown","260","260","37280","34800"
"In post","2021","Crown Commercial Service","West Midlands","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","West Midlands","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","West Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","West Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Eastern Scotland","Declared disabled","40","40","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Eastern Scotland","Declared non-disabled","680","640","36540","30500"
"In post","2021","Crown Office and Procurator Fiscal Service","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Highlands and Islands","Declared non-disabled","70","60","34270","23910"
"In post","2021","Crown Office and Procurator Fiscal Service","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","North Eastern Scotland","Declared non-disabled","80","80","33830","30500"
"In post","2021","Crown Office and Procurator Fiscal Service","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
