"Status","Year","Function_of_post","Responsibility_level","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","G6/G7","Unknown","520","500","55330","53220"
"In post","2022","Analysis","SCS","Heterosexual / straight","140","140","88570","79990"
"In post","2022","Analysis","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","SEO/HEO","Heterosexual / straight","2740","2640","36520","36650"
"In post","2022","Analysis","SEO/HEO","LGBO","320","310","35670","34710"
"In post","2022","Analysis","SEO/HEO","Undeclared","330","320","36840","36660"
"In post","2022","Analysis","SEO/HEO","Unknown","940","910","35530","36580"
"In post","2022","Commercial","AA/AO","Heterosexual / straight","150","140","22470","21830"
"In post","2022","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","AA/AO","Undeclared","40","30","[c]","[c]"
"In post","2022","Commercial","AA/AO","Unknown","90","80","23210","21690"
"In post","2022","Commercial","EO","Heterosexual / straight","530","510","26600","26350"
"In post","2022","Commercial","EO","LGBO","30","30","[c]","[c]"
"In post","2022","Commercial","EO","Undeclared","70","60","27130","26780"
"In post","2022","Commercial","EO","Unknown","130","120","26660","26590"
"In post","2022","Commercial","G6/G7","Heterosexual / straight","880","860","58260","55000"
"In post","2022","Commercial","G6/G7","LGBO","60","60","56210","54700"
"In post","2022","Commercial","G6/G7","Undeclared","130","120","58810","55070"
"In post","2022","Commercial","G6/G7","Unknown","1180","1170","64510","64500"
"In post","2022","Commercial","SCS","Heterosexual / straight","160","150","104740","95180"
"In post","2022","Commercial","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","SCS","Unknown","160","160","118020","116730"
"In post","2022","Commercial","SEO/HEO","Heterosexual / straight","2010","1960","37180","37100"
"In post","2022","Commercial","SEO/HEO","LGBO","100","100","36340","36500"
"In post","2022","Commercial","SEO/HEO","Undeclared","290","280","38240","39650"
"In post","2022","Commercial","SEO/HEO","Unknown","420","410","37580","38070"
"In post","2022","Commercial","Unknown","Heterosexual / straight","130","130","40030","37560"
"In post","2022","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","AA/AO","Heterosexual / straight","300","270","21840","21250"
"In post","2022","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","AA/AO","Undeclared","50","40","[c]","[c]"
"In post","2022","Communications","AA/AO","Unknown","130","120","21770","21250"
"In post","2022","Communications","EO","Heterosexual / straight","1770","1710","26950","26820"
"In post","2022","Communications","EO","LGBO","150","150","26880","26820"
"In post","2022","Communications","EO","Undeclared","200","190","27250","26820"
"In post","2022","Communications","EO","Unknown","1120","1090","26890","26820"
"In post","2022","Communications","G6/G7","Heterosexual / straight","790","770","58620","56350"
"In post","2022","Communications","G6/G7","LGBO","70","60","58710","57680"
"In post","2022","Communications","G6/G7","Undeclared","130","130","58910","57430"
"In post","2022","Communications","G6/G7","Unknown","210","210","58510","55680"
"In post","2022","Communications","SCS","Heterosexual / straight","90","90","91720","83570"
"In post","2022","Communications","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","SEO/HEO","Heterosexual / straight","2180","2110","36730","34710"
"In post","2022","Communications","SEO/HEO","LGBO","210","210","36680","34110"
"In post","2022","Communications","SEO/HEO","Undeclared","230","220","36700","34980"
"In post","2022","Communications","SEO/HEO","Unknown","840","820","36070","33370"
"In post","2022","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","AA/AO","Heterosexual / straight","1690","1490","22330","21260"
"In post","2022","Counter Fraud","AA/AO","LGBO","100","90","22170","21260"
"In post","2022","Counter Fraud","AA/AO","Undeclared","290","250","22360","21260"
"In post","2022","Counter Fraud","AA/AO","Unknown","680","570","22350","21260"
"In post","2022","Counter Fraud","EO","Heterosexual / straight","4390","4040","28080","27570"
"In post","2022","Counter Fraud","EO","LGBO","260","250","28170","27570"
"In post","2022","Counter Fraud","EO","Undeclared","590","530","28270","27570"
"In post","2022","Counter Fraud","EO","Unknown","1960","1790","28250","27570"
"In post","2022","Counter Fraud","G6/G7","Heterosexual / straight","890","860","59670","55800"
"In post","2022","Counter Fraud","G6/G7","LGBO","50","50","58360","55210"
"In post","2022","Counter Fraud","G6/G7","Undeclared","160","150","60740","58180"
"In post","2022","Counter Fraud","G6/G7","Unknown","210","200","58370","55210"
"In post","2022","Counter Fraud","SCS","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","Counter Fraud","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SEO/HEO","Heterosexual / straight","3700","3520","36240","34290"
"In post","2022","Counter Fraud","SEO/HEO","LGBO","190","190","35800","33370"
"In post","2022","Counter Fraud","SEO/HEO","Undeclared","530","500","36670","35450"
"In post","2022","Counter Fraud","SEO/HEO","Unknown","1290","1240","36530","35120"
"In post","2022","Debt","AA/AO","Heterosexual / straight","2960","2580","21580","21260"
"In post","2022","Debt","AA/AO","LGBO","220","200","21500","21250"
"In post","2022","Debt","AA/AO","Undeclared","380","320","21840","21260"
"In post","2022","Debt","AA/AO","Unknown","1630","1450","21730","21250"
"In post","2022","Debt","EO","Heterosexual / straight","750","670","27640","27570"
"In post","2022","Debt","EO","LGBO","70","70","27660","26820"
"In post","2022","Debt","EO","Undeclared","90","80","28310","27570"
"In post","2022","Debt","EO","Unknown","310","280","28130","26820"
"In post","2022","Debt","G6/G7","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Debt","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Debt","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Debt","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Debt","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","SEO/HEO","Heterosexual / straight","270","240","35070","33370"
"In post","2022","Debt","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Debt","SEO/HEO","Unknown","70","60","35940","33370"
"In post","2022","Digital, Data & Technology","AA/AO","Heterosexual / straight","650","630","21970","21380"
"In post","2022","Digital, Data & Technology","AA/AO","LGBO","50","50","21060","21280"
"In post","2022","Digital, Data & Technology","AA/AO","Undeclared","90","90","21970","21630"
"In post","2022","Digital, Data & Technology","AA/AO","Unknown","150","140","21730","21260"
"In post","2022","Digital, Data & Technology","EO","Heterosexual / straight","2480","2370","27570","27130"
"In post","2022","Digital, Data & Technology","EO","LGBO","180","180","27220","27040"
"In post","2022","Digital, Data & Technology","EO","Undeclared","380","360","27830","27130"
"In post","2022","Digital, Data & Technology","EO","Unknown","760","720","27780","27570"
"In post","2022","Digital, Data & Technology","G6/G7","Heterosexual / straight","4090","4010","57560","55210"
"In post","2022","Digital, Data & Technology","G6/G7","LGBO","280","270","57400","54880"
"In post","2022","Digital, Data & Technology","G6/G7","Undeclared","590","570","58210","55210"
"In post","2022","Digital, Data & Technology","G6/G7","Unknown","1040","1020","58330","55470"
"In post","2022","Digital, Data & Technology","SCS","Heterosexual / straight","250","250","92060","85000"
"In post","2022","Digital, Data & Technology","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","SCS","Unknown","50","50","94670","89270"
"In post","2022","Digital, Data & Technology","SEO/HEO","Heterosexual / straight","7250","7040","37390","36840"
"In post","2022","Digital, Data & Technology","SEO/HEO","LGBO","480","470","36540","36050"
"In post","2022","Digital, Data & Technology","SEO/HEO","Undeclared","1240","1200","37640","37300"
"In post","2022","Digital, Data & Technology","SEO/HEO","Unknown","1940","1900","37610","36840"
"In post","2022","Digital, Data & Technology","Unknown","Heterosexual / straight","60","60","34760","32020"
"In post","2022","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","AA/AO","Heterosexual / straight","960","820","21730","21260"
"In post","2022","Finance","AA/AO","LGBO","40","30","[c]","[c]"
"In post","2022","Finance","AA/AO","Undeclared","160","130","21790","21830"
"In post","2022","Finance","AA/AO","Unknown","570","480","21850","21250"
"In post","2022","Finance","EO","Heterosexual / straight","1480","1400","26820","26750"
"In post","2022","Finance","EO","LGBO","80","80","26310","26770"
"In post","2022","Finance","EO","Undeclared","230","210","27040","26840"
"In post","2022","Finance","EO","Unknown","320","300","27140","26820"
"In post","2022","Finance","G6/G7","Heterosexual / straight","2000","1950","58260","56780"
"In post","2022","Finance","G6/G7","LGBO","100","100","57940","57460"
"In post","2022","Finance","G6/G7","Undeclared","290","280","58170","55340"
"In post","2022","Finance","G6/G7","Unknown","390","380","59060","56660"
"In post","2022","Finance","SCS","Heterosexual / straight","230","220","87340","79950"
"In post","2022","Finance","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Undeclared","30","30","[c]","[c]"
"In post","2022","Finance","SCS","Unknown","40","30","[c]","[c]"
"In post","2022","Finance","SEO/HEO","Heterosexual / straight","3840","3690","37190","36500"
"In post","2022","Finance","SEO/HEO","LGBO","190","190","35890","35310"
"In post","2022","Finance","SEO/HEO","Undeclared","530","510","37680","36820"
"In post","2022","Finance","SEO/HEO","Unknown","880","850","37400","36840"
"In post","2022","Finance","Unknown","Heterosexual / straight","50","50","[c]","[c]"
"In post","2022","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","AA/AO","Heterosexual / straight","490","430","21280","21300"
"In post","2022","Grants Management","AA/AO","LGBO","40","40","[c]","[c]"
"In post","2022","Grants Management","AA/AO","Undeclared","50","40","[c]","[c]"
"In post","2022","Grants Management","AA/AO","Unknown","710","660","21270","21300"
"In post","2022","Grants Management","EO","Heterosexual / straight","300","270","25560","25190"
"In post","2022","Grants Management","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","EO","Unknown","260","240","25270","24920"
"In post","2022","Grants Management","G6/G7","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","Grants Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","SEO/HEO","Heterosexual / straight","210","200","32930","31360"
"In post","2022","Grants Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","SEO/HEO","Unknown","120","110","32230","30760"
"In post","2022","Human Resources","AA/AO","Heterosexual / straight","1160","1050","21730","21260"
"In post","2022","Human Resources","AA/AO","LGBO","70","70","21540","21250"
"In post","2022","Human Resources","AA/AO","Undeclared","160","140","21660","21380"
"In post","2022","Human Resources","AA/AO","Unknown","250","220","21740","21250"
"In post","2022","Human Resources","EO","Heterosexual / straight","1830","1710","27250","27270"
"In post","2022","Human Resources","EO","LGBO","130","130","27020","27450"
"In post","2022","Human Resources","EO","Undeclared","220","210","27750","27570"
"In post","2022","Human Resources","EO","Unknown","400","370","27270","26830"
"In post","2022","Human Resources","G6/G7","Heterosexual / straight","1850","1790","57650","55460"
"In post","2022","Human Resources","G6/G7","LGBO","150","150","57850","55730"
"In post","2022","Human Resources","G6/G7","Undeclared","120","120","58880","57870"
"In post","2022","Human Resources","G6/G7","Unknown","220","220","57260","55430"
"In post","2022","Human Resources","SCS","Heterosexual / straight","210","200","87830","79960"
"In post","2022","Human Resources","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Heterosexual / straight","3740","3560","36370","35590"
"In post","2022","Human Resources","SEO/HEO","LGBO","270","260","35500","34020"
"In post","2022","Human Resources","SEO/HEO","Undeclared","300","290","36680","36140"
"In post","2022","Human Resources","SEO/HEO","Unknown","550","520","35730","35120"
"In post","2022","Human Resources","Unknown","Heterosexual / straight","40","30","[c]","[c]"
"In post","2022","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
