"Status","Year","Responsibility_level","Profession_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","G6/G7","Finance","40-49","710","700","59000","57640"
"In post","2021","G6/G7","Finance","50-59","650","640","60430","59160"
"In post","2021","G6/G7","Finance","60-64","80","70","60190","59330"
"In post","2021","G6/G7","Finance","65+","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Human Resources","20-29","100","100","55220","54090"
"In post","2021","G6/G7","Human Resources","30-39","360","340","57610","56470"
"In post","2021","G6/G7","Human Resources","40-49","550","530","57530","56250"
"In post","2021","G6/G7","Human Resources","50-59","570","560","59640","58720"
"In post","2021","G6/G7","Human Resources","60-64","70","60","61480","59620"
"In post","2021","G6/G7","Human Resources","65+","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Inspector of Education and Training","30-39","40","40","[c]","[c]"
"In post","2021","G6/G7","Inspector of Education and Training","40-49","160","160","74950","75500"
"In post","2021","G6/G7","Inspector of Education and Training","50-59","240","240","75380","75500"
"In post","2021","G6/G7","Inspector of Education and Training","60-64","60","50","76520","75500"
"In post","2021","G6/G7","Inspector of Education and Training","65+","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Intelligence Analysis","20-29","60","60","55680","53360"
"In post","2021","G6/G7","Intelligence Analysis","30-39","130","120","57440","55650"
"In post","2021","G6/G7","Intelligence Analysis","40-49","120","110","59390","58470"
"In post","2021","G6/G7","Intelligence Analysis","50-59","90","90","59860","59160"
"In post","2021","G6/G7","Intelligence Analysis","60-64","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Intelligence Analysis","65+","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","30-39","40","30","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","40-49","50","50","58510","58470"
"In post","2021","G6/G7","Internal Audit","50-59","90","90","60650","59730"
"In post","2021","G6/G7","Internal Audit","60-64","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Internal Audit","65+","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","International Trade","20-29","110","110","51610","51970"
"In post","2021","G6/G7","International Trade","30-39","240","240","55470","51970"
"In post","2021","G6/G7","International Trade","40-49","120","110","56810","56190"
"In post","2021","G6/G7","International Trade","50-59","110","100","57430","56610"
"In post","2021","G6/G7","International Trade","60-64","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","International Trade","65+","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","20-29","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","30-39","80","80","56020","54000"
"In post","2021","G6/G7","Knowledge and Information Management","40-49","160","150","56810","54650"
"In post","2021","G6/G7","Knowledge and Information Management","50-59","130","130","58320","57190"
"In post","2021","G6/G7","Knowledge and Information Management","60-64","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Knowledge and Information Management","65+","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","20-29","180","180","51550","50870"
"In post","2021","G6/G7","Legal","30-39","1630","1560","56410","52580"
"In post","2021","G6/G7","Legal","40-49","1960","1780","59630","58990"
"In post","2021","G6/G7","Legal","50-59","1700","1590","61930","60850"
"In post","2021","G6/G7","Legal","60-64","340","280","62890","62590"
"In post","2021","G6/G7","Legal","65+","120","90","63780","62270"
"In post","2021","G6/G7","Medicine","20-29","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Medicine","30-39","120","110","65660","66830"
"In post","2021","G6/G7","Medicine","40-49","230","200","74250","76760"
"In post","2021","G6/G7","Medicine","50-59","230","200","77210","79040"
"In post","2021","G6/G7","Medicine","60-64","60","40","78290","79040"
"In post","2021","G6/G7","Medicine","65+","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Delivery","20-29","200","200","53470","53380"
"In post","2021","G6/G7","Operational Delivery","30-39","1170","1140","55760","53610"
"In post","2021","G6/G7","Operational Delivery","40-49","2140","2090","58160","55630"
"In post","2021","G6/G7","Operational Delivery","50-59","2570","2530","60400","57740"
"In post","2021","G6/G7","Operational Delivery","60-64","370","330","61580","59550"
"In post","2021","G6/G7","Operational Delivery","65+","90","80","64980","63150"
"In post","2021","G6/G7","Operational Research","20-29","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Operational Research","30-39","180","170","52490","52280"
"In post","2021","G6/G7","Operational Research","40-49","150","140","54220","52580"
"In post","2021","G6/G7","Operational Research","50-59","120","110","55860","56350"
"In post","2021","G6/G7","Operational Research","60-64","30","30","[c]","[c]"
"In post","2021","G6/G7","Operational Research","65+","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Other","20-29","110","110","53100","52360"
"In post","2021","G6/G7","Other","30-39","470","460","60150","57460"
"In post","2021","G6/G7","Other","40-49","620","600","62210","60090"
"In post","2021","G6/G7","Other","50-59","600","580","63320","60830"
"In post","2021","G6/G7","Other","60-64","140","120","63320","60830"
"In post","2021","G6/G7","Other","65+","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Planning","20-29","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Planning","30-39","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Planning","40-49","30","30","[c]","[c]"
"In post","2021","G6/G7","Planning","50-59","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Planning","60-64","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Planning","65+","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Planning Inspectors","30-39","50","40","[c]","[c]"
"In post","2021","G6/G7","Planning Inspectors","40-49","100","90","54290","47660"
"In post","2021","G6/G7","Planning Inspectors","50-59","120","110","58780","58810"
"In post","2021","G6/G7","Planning Inspectors","60-64","30","30","[c]","[c]"
"In post","2021","G6/G7","Planning Inspectors","65+","40","30","[c]","[c]"
"In post","2021","G6/G7","Policy","20-29","1650","1640","54740","53380"
"In post","2021","G6/G7","Policy","30-39","4160","4050","57790","56090"
"In post","2021","G6/G7","Policy","40-49","3000","2870","59450","58370"
"In post","2021","G6/G7","Policy","50-59","2190","2150","60630","59650"
"In post","2021","G6/G7","Policy","60-64","300","280","62230","60060"
"In post","2021","G6/G7","Policy","65+","80","60","62380","60830"
"In post","2021","G6/G7","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","20-29","150","150","54020","54110"
"In post","2021","G6/G7","Project Delivery","30-39","970","950","55760","54540"
"In post","2021","G6/G7","Project Delivery","40-49","1440","1410","56910","54880"
"In post","2021","G6/G7","Project Delivery","50-59","1520","1500","57710","55740"
"In post","2021","G6/G7","Project Delivery","60-64","210","190","57420","55660"
"In post","2021","G6/G7","Project Delivery","65+","40","40","[c]","[c]"
"In post","2021","G6/G7","Property","20-29","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Property","30-39","170","160","56330","54590"
"In post","2021","G6/G7","Property","40-49","300","300","57500","54990"
"In post","2021","G6/G7","Property","50-59","530","530","58660","57080"
"In post","2021","G6/G7","Property","60-64","120","110","60080","58790"
"In post","2021","G6/G7","Property","65+","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Psychology","30-39","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Psychology","40-49","70","60","64270","65520"
"In post","2021","G6/G7","Psychology","50-59","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Psychology","60-64","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Psychology","65+","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Science and Engineering","20-29","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Science and Engineering","30-39","570","550","51970","49580"
"In post","2021","G6/G7","Science and Engineering","40-49","1110","1070","55280","54240"
"In post","2021","G6/G7","Science and Engineering","50-59","1070","1040","57140","56350"
"In post","2021","G6/G7","Science and Engineering","60-64","240","210","58350","56380"
"In post","2021","G6/G7","Science and Engineering","65+","110","80","59000","58170"
"In post","2021","G6/G7","Security","20-29","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Security","30-39","70","70","58330","57010"
"In post","2021","G6/G7","Security","40-49","110","110","59180","57060"
"In post","2021","G6/G7","Security","50-59","130","130","60530","57270"
"In post","2021","G6/G7","Security","60-64","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Security","65+","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Social Research","20-29","40","40","[c]","[c]"
"In post","2021","G6/G7","Social Research","30-39","130","120","55300","54760"
"In post","2021","G6/G7","Social Research","40-49","100","90","57590","57460"
"In post","2021","G6/G7","Social Research","50-59","50","40","[c]","[c]"
"In post","2021","G6/G7","Social Research","60-64","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Social Research","65+","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Statistics","20-29","70","70","52210","52580"
"In post","2021","G6/G7","Statistics","30-39","240","230","55550","54990"
"In post","2021","G6/G7","Statistics","40-49","210","200","58210","58290"
"In post","2021","G6/G7","Statistics","50-59","130","120","59900","59610"
"In post","2021","G6/G7","Statistics","60-64","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Statistics","65+","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Tax","20-29","290","290","54130","52580"
"In post","2021","G6/G7","Tax","30-39","710","700","54810","52580"
"In post","2021","G6/G7","Tax","40-49","590","580","56570","52580"
"In post","2021","G6/G7","Tax","50-59","860","840","58470","56630"
"In post","2021","G6/G7","Tax","60-64","210","160","61180","59160"
"In post","2021","G6/G7","Tax","65+","50","30","[c]","[c]"
"In post","2021","G6/G7","Unknown","20-29","710","710","55770","54700"
"In post","2021","G6/G7","Unknown","30-39","2510","2450","58300","56120"
"In post","2021","G6/G7","Unknown","40-49","2970","2860","60400","59590"
"In post","2021","G6/G7","Unknown","50-59","2930","2860","60420","60500"
"In post","2021","G6/G7","Unknown","60-64","440","370","61730","61010"
"In post","2021","G6/G7","Unknown","65+","80","70","62880","61010"
"In post","2021","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Veterinarian","30-39","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Veterinarian","40-49","50","50","54320","54090"
"In post","2021","G6/G7","Veterinarian","50-59","50","50","57460","54730"
"In post","2021","G6/G7","Veterinarian","60-64","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Veterinarian","65+","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Commercial","20-29","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Commercial","30-39","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Commercial","40-49","40","40","[c]","[c]"
"In post","2021","SCS","Commercial","50-59","40","40","[c]","[c]"
"In post","2021","SCS","Commercial","60-64","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Communications","30-39","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Communications","40-49","60","60","86150","79760"
"In post","2021","SCS","Communications","50-59","30","30","[c]","[c]"
"In post","2021","SCS","Communications","60-64","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Communications","65+","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Corporate Finance","30-39","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Corporate Finance","40-49","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Corporate Finance","50-59","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Digital, Data and Technology","40-49","100","100","90420","84000"
"In post","2021","SCS","Digital, Data and Technology","50-59","80","80","92060","87200"
"In post","2021","SCS","Digital, Data and Technology","60-64","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Digital, Data and Technology","65+","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Economics","30-39","30","30","[c]","[c]"
"In post","2021","SCS","Economics","40-49","40","40","[c]","[c]"
"In post","2021","SCS","Economics","50-59","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Economics","60-64","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Economics","65+","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Finance","20-29","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Finance","30-39","40","40","[c]","[c]"
"In post","2021","SCS","Finance","40-49","110","110","89410","82280"
"In post","2021","SCS","Finance","50-59","100","100","94370","89550"
"In post","2021","SCS","Finance","60-64","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Finance","65+","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Human Resources","20-29","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Human Resources","30-39","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Human Resources","40-49","80","80","89260","83500"
"In post","2021","SCS","Human Resources","50-59","70","70","89550","85360"
"In post","2021","SCS","Human Resources","60-64","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Human Resources","65+","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Inspector of Education and Training","40-49","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Inspector of Education and Training","50-59","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Inspector of Education and Training","60-64","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Intelligence Analysis","30-39","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Intelligence Analysis","40-49","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Intelligence Analysis","50-59","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Intelligence Analysis","60-64","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Internal Audit","60-64","[c]","[c]","[c]","[c]"
"In post","2021","SCS","International Trade","30-39","40","40","[c]","[c]"
"In post","2021","SCS","International Trade","40-49","40","40","[c]","[c]"
"In post","2021","SCS","International Trade","50-59","30","30","[c]","[c]"
"In post","2021","SCS","International Trade","60-64","[c]","[c]","[c]","[c]"
"In post","2021","SCS","International Trade","65+","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Knowledge and Information Management","50-59","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Knowledge and Information Management","60-64","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Legal","30-39","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Legal","40-49","150","150","85400","80760"
"In post","2021","SCS","Legal","50-59","180","170","90200","83650"
