"Status","Year","Parent_department","Responsibility_level","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","UK Export Finance","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","SEO/HEO","Female","80","80","41700","41250"
"In post","2021","UK Export Finance","SEO/HEO","Male","120","110","43150","43700"
"In post","2021","UK Supreme Court","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","AA/AO","Female","830","590","19540","19520"
"In post","2021","United Kingdom Statistics Authority","AA/AO","Male","630","450","19760","19520"
"In post","2021","United Kingdom Statistics Authority","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","EO","Female","500","460","23920","23050"
"In post","2021","United Kingdom Statistics Authority","EO","Male","260","260","24070","23050"
"In post","2021","United Kingdom Statistics Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","G6/G7","Female","450","420","52050","50090"
"In post","2021","United Kingdom Statistics Authority","G6/G7","Male","470","470","53520","51640"
"In post","2021","United Kingdom Statistics Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","SCS","Female","30","30","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","SCS","Male","50","50","86380","76660"
"In post","2021","United Kingdom Statistics Authority","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","SEO/HEO","Female","1300","1230","33360","32540"
"In post","2021","United Kingdom Statistics Authority","SEO/HEO","Male","970","960","33670","33150"
"In post","2021","United Kingdom Statistics Authority","SEO/HEO","Unknown","30","30","[c]","[c]"
"In post","2021","Wales Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","G6/G7","Female","30","30","[c]","[c]"
"In post","2021","Water Services Regulation Authority","G6/G7","Male","40","30","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","SEO/HEO","Female","60","60","46890","45370"
"In post","2021","Water Services Regulation Authority","SEO/HEO","Male","70","70","48420","47260"
"In post","2021","Welsh Government","AA/AO","Female","620","550","23330","23830"
"In post","2021","Welsh Government","AA/AO","Male","350","340","23370","23830"
"In post","2021","Welsh Government","EO","Female","580","530","28690","28850"
"In post","2021","Welsh Government","EO","Male","440","430","28670","28850"
"In post","2021","Welsh Government","G6/G7","Female","550","520","60930","60830"
"In post","2021","Welsh Government","G6/G7","Male","500","490","62460","60830"
"In post","2021","Welsh Government","SCS","Female","80","70","86760","80940"
"In post","2021","Welsh Government","SCS","Male","100","100","92160","82210"
"In post","2021","Welsh Government","SEO/HEO","Female","1590","1480","40660","37410"
"In post","2021","Welsh Government","SEO/HEO","Male","970","940","41120","37410"
"In post","2022","Attorney General's Departments","AA/AO","Female","1110","1000","22720","22200"
"In post","2022","Attorney General's Departments","AA/AO","Male","420","410","22720","22200"
"In post","2022","Attorney General's Departments","EO","Female","1360","1250","27790","27580"
"In post","2022","Attorney General's Departments","EO","Male","520","510","27910","27580"
"In post","2022","Attorney General's Departments","G6/G7","Female","3140","2820","57490","55610"
"In post","2022","Attorney General's Departments","G6/G7","Male","1890","1830","59330","57770"
"In post","2022","Attorney General's Departments","SCS","Female","190","180","86970","82060"
"In post","2022","Attorney General's Departments","SCS","Male","130","130","87560","82720"
"In post","2022","Attorney General's Departments","SEO/HEO","Female","890","850","36220","36240"
"In post","2022","Attorney General's Departments","SEO/HEO","Male","570","560","36390","36240"
"In post","2022","Cabinet Office","AA/AO","Female","290","260","21780","21050"
"In post","2022","Cabinet Office","AA/AO","Male","210","200","21860","21050"
"In post","2022","Cabinet Office","EO","Female","640","610","26550","26670"
"In post","2022","Cabinet Office","EO","Male","420","410","26600","27500"
"In post","2022","Cabinet Office","G6/G7","Female","2000","1950","59280","56160"
"In post","2022","Cabinet Office","G6/G7","Male","2010","1990","60580","57850"
"In post","2022","Cabinet Office","SCS","Female","320","310","94260","85060"
"In post","2022","Cabinet Office","SCS","Male","450","450","104410","95000"
"In post","2022","Cabinet Office","SEO/HEO","Female","2650","2600","33890","33110"
"In post","2022","Cabinet Office","SEO/HEO","Male","2070","2050","34250","33300"
"In post","2022","Chancellor's other departments","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","G6/G7","Female","80","70","72800","69690"
"In post","2022","Chancellor's other departments","G6/G7","Male","130","120","77180","66210"
"In post","2022","Chancellor's other departments","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","SEO/HEO","Female","70","70","42150","42500"
"In post","2022","Chancellor's other departments","SEO/HEO","Male","80","70","39860","39720"
"In post","2022","Charity Commission","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","EO","Female","70","70","25080","24440"
"In post","2022","Charity Commission","EO","Male","40","40","[c]","[c]"
"In post","2022","Charity Commission","G6/G7","Female","50","50","[c]","[c]"
"In post","2022","Charity Commission","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","SEO/HEO","Female","140","130","32310","29300"
"In post","2022","Charity Commission","SEO/HEO","Male","110","100","32810","29550"
"In post","2022","Competition and Markets Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","EO","Female","40","30","[c]","[c]"
"In post","2022","Competition and Markets Authority","EO","Male","30","30","[c]","[c]"
"In post","2022","Competition and Markets Authority","G6/G7","Female","220","200","65550","62890"
"In post","2022","Competition and Markets Authority","G6/G7","Male","230","230","66080","63580"
"In post","2022","Competition and Markets Authority","SCS","Female","50","50","104770","99060"
"In post","2022","Competition and Markets Authority","SCS","Male","70","70","109700","100770"
"In post","2022","Competition and Markets Authority","SEO/HEO","Female","110","110","37420","35340"
"In post","2022","Competition and Markets Authority","SEO/HEO","Male","90","90","37660","35400"
"In post","2022","Department for Business, Energy and Industrial Strategy","AA/AO","Female","950","840","21620","21130"
"In post","2022","Department for Business, Energy and Industrial Strategy","AA/AO","Male","550","540","21520","21130"
"In post","2022","Department for Business, Energy and Industrial Strategy","EO","Female","1110","1030","26240","25630"
"In post","2022","Department for Business, Energy and Industrial Strategy","EO","Male","850","840","26810","26290"
"In post","2022","Department for Business, Energy and Industrial Strategy","G6/G7","Female","1780","1700","57030","55000"
"In post","2022","Department for Business, Energy and Industrial Strategy","G6/G7","Male","2240","2180","57910","57460"
"In post","2022","Department for Business, Energy and Industrial Strategy","SCS","Female","180","170","86960","79620"
"In post","2022","Department for Business, Energy and Industrial Strategy","SCS","Male","220","220","89000","81540"
"In post","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","3000","2850","37140","36930"
"In post","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","3200","3140","38400","39570"
"In post","2022","Department for Digital, Culture, Media and Sport","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","EO","Female","120","120","26910","26180"
"In post","2022","Department for Digital, Culture, Media and Sport","EO","Male","70","70","26570","26180"
"In post","2022","Department for Digital, Culture, Media and Sport","G6/G7","Female","480","460","56150","53380"
"In post","2022","Department for Digital, Culture, Media and Sport","G6/G7","Male","440","440","56320","54700"
"In post","2022","Department for Digital, Culture, Media and Sport","SCS","Female","70","60","83490","75250"
"In post","2022","Department for Digital, Culture, Media and Sport","SCS","Male","60","50","83710","77430"
"In post","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","430","420","35430","34020"
"In post","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","350","350","35420","34020"
"In post","2022","Department for Education","AA/AO","Female","90","80","21960","21250"
"In post","2022","Department for Education","AA/AO","Male","40","40","[c]","[c]"
"In post","2022","Department for Education","EO","Female","590","570","26270","25000"
"In post","2022","Department for Education","EO","Male","340","340","26370","25000"
"In post","2022","Department for Education","G6/G7","Female","1840","1740","55550","53420"
"In post","2022","Department for Education","G6/G7","Male","1410","1390","56340","53760"
"In post","2022","Department for Education","SCS","Female","170","160","81420","74100"
"In post","2022","Department for Education","SCS","Male","130","130","84650","75980"
"In post","2022","Department for Education","SEO/HEO","Female","2480","2350","35440","36500"
"In post","2022","Department for Education","SEO/HEO","Male","1600","1590","35550","36500"
"In post","2022","Department for Environment, Food and Rural Affairs","AA/AO","Female","1480","1310","21720","21300"
"In post","2022","Department for Environment, Food and Rural Affairs","AA/AO","Male","920","890","21710","21300"
"In post","2022","Department for Environment, Food and Rural Affairs","EO","Female","1380","1270","26070","25190"
