"Status","Year","Disability","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Undeclared","230","220","35330","35670"
"In post","2021","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","White","430","420","34200","33520"
"In post","2021","Undeclared","Unknown","Asian","520","470","29110","27570"
"In post","2021","Undeclared","Unknown","Black","220","210","28970","29290"
"In post","2021","Undeclared","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Mixed","130","120","30020","27570"
"In post","2021","Undeclared","Unknown","Other ethnicity","50","40","[c]","[c]"
"In post","2021","Undeclared","Unknown","Undeclared","2210","2090","32750","28650"
"In post","2021","Undeclared","Unknown","Unknown","130","120","29850","27570"
"In post","2021","Undeclared","Unknown","White","4370","4070","28870","27570"
"In post","2021","Unknown","Analysis","Asian","60","60","40460","35920"
"In post","2021","Unknown","Analysis","Black","30","30","[c]","[c]"
"In post","2021","Unknown","Analysis","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Mixed","40","40","[c]","[c]"
"In post","2021","Unknown","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Undeclared","50","40","[c]","[c]"
"In post","2021","Unknown","Analysis","Unknown","780","760","40570","36160"
"In post","2021","Unknown","Analysis","White","740","710","40410","36090"
"In post","2021","Unknown","Commercial","Asian","30","30","[c]","[c]"
"In post","2021","Unknown","Commercial","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Undeclared","50","40","[c]","[c]"
"In post","2021","Unknown","Commercial","Unknown","1450","1420","59950","54700"
"In post","2021","Unknown","Commercial","White","490","470","39960","36300"
"In post","2021","Unknown","Communications","Asian","60","60","33410","31330"
"In post","2021","Unknown","Communications","Black","40","40","[c]","[c]"
"In post","2021","Unknown","Communications","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Unknown","1990","1940","32590","25560"
"In post","2021","Unknown","Communications","White","450","430","36340","32100"
"In post","2021","Unknown","Counter Fraud","Asian","90","90","30380","29570"
"In post","2021","Unknown","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Undeclared","90","80","34970","32520"
"In post","2021","Unknown","Counter Fraud","Unknown","1460","1400","31400","29570"
"In post","2021","Unknown","Counter Fraud","White","540","490","32210","31810"
"In post","2021","Unknown","Debt","Asian","50","40","[c]","[c]"
"In post","2021","Unknown","Debt","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","Unknown","1460","1380","21320","20140"
"In post","2021","Unknown","Debt","White","220","190","25340","21440"
"In post","2021","Unknown","Digital, Data & Technology","Asian","130","130","39770","36500"
"In post","2021","Unknown","Digital, Data & Technology","Black","40","40","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Undeclared","80","80","40280","38630"
"In post","2021","Unknown","Digital, Data & Technology","Unknown","2080","2050","40520","36780"
"In post","2021","Unknown","Digital, Data & Technology","White","930","910","40670","38180"
"In post","2021","Unknown","Finance","Asian","80","80","35720","33140"
"In post","2021","Unknown","Finance","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Undeclared","50","40","[c]","[c]"
"In post","2021","Unknown","Finance","Unknown","1040","980","35670","32010"
"In post","2021","Unknown","Finance","White","540","500","38290","33300"
"In post","2021","Unknown","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Asian","50","50","34640","31680"
"In post","2021","Unknown","Human Resources","Black","30","30","[c]","[c]"
"In post","2021","Unknown","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Unknown","790","750","34220","31590"
"In post","2021","Unknown","Human Resources","White","620","580","34090","29540"
"In post","2021","Unknown","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","White","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Asian","170","160","37670","38000"
"In post","2021","Unknown","Legal","Black","80","80","35500","27760"
"In post","2021","Unknown","Legal","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Mixed","50","50","[c]","[c]"
"In post","2021","Unknown","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Undeclared","40","40","[c]","[c]"
"In post","2021","Unknown","Legal","Unknown","2690","2470","35090","29350"
"In post","2021","Unknown","Legal","White","1020","960","39380","38000"
"In post","2021","Unknown","No function","Asian","920","860","36020","31810"
"In post","2021","Unknown","No function","Black","400","380","36350","32260"
"In post","2021","Unknown","No function","Chinese","60","60","43580","39720"
"In post","2021","Unknown","No function","Mixed","280","270","37000","32910"
"In post","2021","Unknown","No function","Other ethnicity","110","110","39930","33610"
"In post","2021","Unknown","No function","Undeclared","1290","1200","37420","33650"
"In post","2021","Unknown","No function","Unknown","26050","24760","29520","25850"
"In post","2021","Unknown","No function","White","11090","10260","34520","31810"
"In post","2021","Unknown","Project Delivery","Asian","110","110","44010","38630"
"In post","2021","Unknown","Project Delivery","Black","60","60","43450","40900"
"In post","2021","Unknown","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Mixed","40","40","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Undeclared","200","200","42710","40050"
"In post","2021","Unknown","Project Delivery","Unknown","2160","2100","42000","38630"
"In post","2021","Unknown","Project Delivery","White","1650","1570","41480","38630"
"In post","2021","Unknown","Property","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Undeclared","50","50","[c]","[c]"
"In post","2021","Unknown","Property","Unknown","1070","1020","29700","25860"
"In post","2021","Unknown","Property","White","470","450","30650","28870"
"In post","2021","Unknown","Security","Asian","40","30","[c]","[c]"
"In post","2021","Unknown","Security","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","Undeclared","40","40","[c]","[c]"
"In post","2021","Unknown","Security","Unknown","1120","1090","30290","26750"
"In post","2021","Unknown","Security","White","860","840","31190","30890"
"In post","2021","Unknown","Unknown","Asian","350","340","37420","32140"
"In post","2021","Unknown","Unknown","Black","140","140","34150","31060"
"In post","2021","Unknown","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Mixed","100","100","37660","34560"
"In post","2021","Unknown","Unknown","Other ethnicity","50","50","47020","42180"
"In post","2021","Unknown","Unknown","Undeclared","200","190","39090","33300"
"In post","2021","Unknown","Unknown","Unknown","10040","9740","34180","29190"
"In post","2021","Unknown","Unknown","White","4600","4380","37270","32670"
"In post","2022","Declared disabled","Analysis","Asian","40","40","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Black","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","White","600","560","41340","38000"
"In post","2022","Declared disabled","Commercial","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Black","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","White","370","360","39800","37710"
"In post","2022","Declared disabled","Communications","Asian","40","30","[c]","[c]"
"In post","2022","Declared disabled","Communications","Black","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","White","490","470","34700","33080"
"In post","2022","Declared disabled","Counter Fraud","Asian","130","120","30530","27570"
"In post","2022","Declared disabled","Counter Fraud","Black","100","80","30030","29620"
"In post","2022","Declared disabled","Counter Fraud","Mixed","40","30","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Undeclared","90","90","30450","27570"
"In post","2022","Declared disabled","Counter Fraud","Unknown","50","40","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","White","1560","1410","31090","27570"
"In post","2022","Declared disabled","Debt","Asian","70","60","24100","22030"
"In post","2022","Declared disabled","Debt","Black","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Undeclared","30","30","[c]","[c]"
"In post","2022","Declared disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","White","650","560","23310","21260"
"In post","2022","Declared disabled","Digital, Data & Technology","Asian","90","90","38880","35010"
"In post","2022","Declared disabled","Digital, Data & Technology","Black","60","60","39620","38260"
"In post","2022","Declared disabled","Digital, Data & Technology","Mixed","50","40","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Undeclared","90","80","38700","34450"
"In post","2022","Declared disabled","Digital, Data & Technology","Unknown","40","40","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","White","1670","1600","38950","35310"
"In post","2022","Declared disabled","Finance","Asian","80","70","39140","36500"
"In post","2022","Declared disabled","Finance","Black","30","30","[c]","[c]"
"In post","2022","Declared disabled","Finance","Mixed","[c]","[c]","[c]","[c]"
