"Status","Year","Sexual_orientation","Responsibility_level","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","EO","Staffordshire CC","750","710","28150","27570"
"In post","2021","Heterosexual / straight","EO","Stoke-on-Trent","290","270","26170","27570"
"In post","2021","Heterosexual / straight","EO","Suffolk","810","760","27350","27570"
"In post","2021","Heterosexual / straight","EO","Sunderland","990","880","27280","27570"
"In post","2021","Heterosexual / straight","EO","Swansea","1120","1040","26990","26780"
"In post","2021","Heterosexual / straight","EO","Swindon","120","110","27220","27570"
"In post","2021","Heterosexual / straight","EO","Telford and Wrekin","360","330","26840","27570"
"In post","2021","Heterosexual / straight","EO","Thurrock","160","150","27300","27370"
"In post","2021","Heterosexual / straight","EO","Torbay","80","70","27250","27570"
"In post","2021","Heterosexual / straight","EO","Tower Hamlets","630","610","29150","29430"
"In post","2021","Heterosexual / straight","EO","Tyneside","2460","2250","26270","26120"
"In post","2021","Heterosexual / straight","EO","Unknown","390","370","28010","27570"
"In post","2021","Heterosexual / straight","EO","Wakefield","330","310","29380","27570"
"In post","2021","Heterosexual / straight","EO","Walsall","140","120","27290","27570"
"In post","2021","Heterosexual / straight","EO","Wandsworth","120","120","33360","31530"
"In post","2021","Heterosexual / straight","EO","Warrington","750","720","30320","28840"
"In post","2021","Heterosexual / straight","EO","Warwickshire","320","300","25650","27370"
"In post","2021","Heterosexual / straight","EO","West Cumbria","150","130","27280","27540"
"In post","2021","Heterosexual / straight","EO","West Essex","330","290","27960","27370"
"In post","2021","Heterosexual / straight","EO","West Kent","70","70","29050","29290"
"In post","2021","Heterosexual / straight","EO","West Lothian","110","100","28150","27570"
"In post","2021","Heterosexual / straight","EO","West Northamptonshire","190","180","27030","27570"
"In post","2021","Heterosexual / straight","EO","West Surrey","370","350","29090","29240"
"In post","2021","Heterosexual / straight","EO","West Sussex (North East)","550","480","27960","27570"
"In post","2021","Heterosexual / straight","EO","West Sussex (South West)","260","230","27550","27570"
"In post","2021","Heterosexual / straight","EO","Westminster","4280","4160","29080","28910"
"In post","2021","Heterosexual / straight","EO","Wiltshire","970","930","26650","26670"
"In post","2021","Heterosexual / straight","EO","Wirral","470","410","27360","27570"
"In post","2021","Heterosexual / straight","EO","Wolverhampton","230","200","27130","27570"
"In post","2021","Heterosexual / straight","EO","Worcestershire","360","340","28090","27570"
"In post","2021","Heterosexual / straight","EO","York","320","300","26630","26670"
"In post","2021","Heterosexual / straight","G6/G7","Aberdeen City and Aberdeenshire","90","90","66900","61120"
"In post","2021","Heterosexual / straight","G6/G7","Angus and Dundee City","50","50","61750","61010"
"In post","2021","Heterosexual / straight","G6/G7","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Barnet","180","180","60060","56730"
"In post","2021","Heterosexual / straight","G6/G7","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Bath and North East Somerset, North Somerset and South Gloucestershire","1510","1480","57290","55130"
"In post","2021","Heterosexual / straight","G6/G7","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Belfast","170","160","55030","52580"
"In post","2021","Heterosexual / straight","G6/G7","Berkshire","190","190","56780","54540"
"In post","2021","Heterosexual / straight","G6/G7","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Birmingham","780","750","57420","53500"
"In post","2021","Heterosexual / straight","G6/G7","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Blackpool","270","260","55420","52190"
"In post","2021","Heterosexual / straight","G6/G7","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Bradford","130","120","54470","52580"
"In post","2021","Heterosexual / straight","G6/G7","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Brent","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Brighton and Hove","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Bristol, City of","1020","970","56840","54940"
"In post","2021","Heterosexual / straight","G6/G7","Bromley","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Buckinghamshire CC","60","60","63750","59540"
"In post","2021","Heterosexual / straight","G6/G7","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Cambridgeshire CC","240","230","61180","57540"
"In post","2021","Heterosexual / straight","G6/G7","Camden and City of London","360","350","67820","59990"
"In post","2021","Heterosexual / straight","G6/G7","Cardiff and Vale of Glamorgan","1030","990","59730","60830"
"In post","2021","Heterosexual / straight","G6/G7","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Central Hampshire","660","630","53230","53500"
"In post","2021","Heterosexual / straight","G6/G7","Central Valleys","120","120","62210","60830"
"In post","2021","Heterosexual / straight","G6/G7","Cheshire East","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","City of Edinburgh","1510","1440","61890","61010"
"In post","2021","Heterosexual / straight","G6/G7","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Conwy and Denbighshire","50","50","61400","60830"
"In post","2021","Heterosexual / straight","G6/G7","Cornwall and Isles of Scilly","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Coventry","330","320","54990","50630"
"In post","2021","Heterosexual / straight","G6/G7","Croydon","1170","1130","63480","61030"
"In post","2021","Heterosexual / straight","G6/G7","Darlington","150","150","53930","50630"
"In post","2021","Heterosexual / straight","G6/G7","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Devon CC","120","120","57850","55610"
"In post","2021","Heterosexual / straight","G6/G7","Dorset CC","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Durham CC","80","70","58950","56750"
"In post","2021","Heterosexual / straight","G6/G7","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","East Cumbria","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","East Kent","70","70","55680","52280"
"In post","2021","Heterosexual / straight","G6/G7","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","East Sussex CC","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Falkirk","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Flintshire and Wrexham","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Glasgow City","850","830","60330","61010"
"In post","2021","Heterosexual / straight","G6/G7","Gloucestershire","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Greater Manchester South West","410","400","55970","52580"
"In post","2021","Heterosexual / straight","G6/G7","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Hackney and Newham","190","180","62780","59160"
"In post","2021","Heterosexual / straight","G6/G7","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Harrow and Hillingdon","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Heart of Essex","70","70","58650","54770"
"In post","2021","Heterosexual / straight","G6/G7","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Hertfordshire","190","180","60540","59730"
"In post","2021","Heterosexual / straight","G6/G7","Hounslow and Richmond upon Thames","80","80","56010","53750"
"In post","2021","Heterosexual / straight","G6/G7","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Kingston upon Hull, City of","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Lambeth","570","540","60560","59160"
"In post","2021","Heterosexual / straight","G6/G7","Lancaster and Wyre","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Leeds","1090","1040","55430","52580"
"In post","2021","Heterosexual / straight","G6/G7","Leicester","90","80","54910","52580"
"In post","2021","Heterosexual / straight","G6/G7","Leicestershire CC and Rutland","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Lewisham and Southwark","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Lincolnshire","60","50","58770","55610"
"In post","2021","Heterosexual / straight","G6/G7","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Liverpool","640","610","54740","52580"
"In post","2021","Heterosexual / straight","G6/G7","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Luton","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Manchester","1010","970","57120","52770"
"In post","2021","Heterosexual / straight","G6/G7","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","G6/G7","Mid Kent","[c]","[c]","[c]","[c]"
