"Status","Year","Sex","Profession_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Male","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Planning","White","90","80","48700","42980"
"In post","2021","Male","Planning Inspectors","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Male","Planning Inspectors","Black","[c]","[c]","[c]","[c]"
"In post","2021","Male","Planning Inspectors","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Male","Planning Inspectors","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Male","Planning Inspectors","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Male","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Male","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Planning Inspectors","White","180","160","58610","58810"
"In post","2021","Male","Policy","Asian","760","760","43510","38650"
"In post","2021","Male","Policy","Black","340","340","39460","36300"
"In post","2021","Male","Policy","Chinese","50","50","41100","37230"
"In post","2021","Male","Policy","Mixed","370","370","46390","44230"
"In post","2021","Male","Policy","Other ethnicity","120","120","46620","45960"
"In post","2021","Male","Policy","Undeclared","730","720","49880","50400"
"In post","2021","Male","Policy","Unknown","1880","1860","46800","42470"
"In post","2021","Male","Policy","White","9110","9000","50500","51060"
"In post","2021","Male","Project Delivery","Asian","380","380","41580","38630"
"In post","2021","Male","Project Delivery","Black","170","170","39510","37390"
"In post","2021","Male","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Male","Project Delivery","Mixed","120","120","44730","40110"
"In post","2021","Male","Project Delivery","Other ethnicity","40","40","[c]","[c]"
"In post","2021","Male","Project Delivery","Undeclared","530","510","44820","41720"
"In post","2021","Male","Project Delivery","Unknown","710","710","42610","38630"
"In post","2021","Male","Project Delivery","White","5990","5890","44810","40580"
"In post","2021","Male","Property","Asian","130","130","37880","33750"
"In post","2021","Male","Property","Black","50","50","39720","38420"
"In post","2021","Male","Property","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Male","Property","Mixed","40","40","[c]","[c]"
"In post","2021","Male","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Male","Property","Undeclared","270","260","39140","36460"
"In post","2021","Male","Property","Unknown","540","520","36040","31810"
"In post","2021","Male","Property","White","3130","3060","37780","33570"
"In post","2021","Male","Psychology","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Male","Psychology","Black","[c]","[c]","[c]","[c]"
"In post","2021","Male","Psychology","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Male","Psychology","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Male","Psychology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Male","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Male","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Psychology","White","140","140","36280","31180"
"In post","2021","Male","Science and Engineering","Asian","280","270","37000","35890"
"In post","2021","Male","Science and Engineering","Black","120","120","38770","36510"
"In post","2021","Male","Science and Engineering","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Male","Science and Engineering","Mixed","120","120","39190","37320"
"In post","2021","Male","Science and Engineering","Other ethnicity","60","60","42480","40900"
"In post","2021","Male","Science and Engineering","Undeclared","850","830","41230","40260"
"In post","2021","Male","Science and Engineering","Unknown","770","750","35490","32450"
"In post","2021","Male","Science and Engineering","White","7390","7200","39090","37320"
"In post","2021","Male","Security","Asian","200","200","29020","25540"
"In post","2021","Male","Security","Black","90","90","29280","22650"
"In post","2021","Male","Security","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Male","Security","Mixed","60","60","32710","29890"
"In post","2021","Male","Security","Other ethnicity","40","40","[c]","[c]"
"In post","2021","Male","Security","Undeclared","370","370","34890","39070"
"In post","2021","Male","Security","Unknown","820","810","30920","27750"
"In post","2021","Male","Security","White","4990","4900","31210","26750"
"In post","2021","Male","Social Research","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Male","Social Research","Black","[c]","[c]","[c]","[c]"
"In post","2021","Male","Social Research","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Male","Social Research","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Male","Social Research","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Male","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Male","Social Research","Unknown","50","50","37210","36340"
"In post","2021","Male","Social Research","White","270","260","43620","40150"
"In post","2021","Male","Statistics","Asian","70","70","41690","40480"
"In post","2021","Male","Statistics","Black","[c]","[c]","[c]","[c]"
"In post","2021","Male","Statistics","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Male","Statistics","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Male","Statistics","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Male","Statistics","Undeclared","40","30","[c]","[c]"
"In post","2021","Male","Statistics","Unknown","150","140","40500","36250"
"In post","2021","Male","Statistics","White","760","740","44890","41280"
"In post","2021","Male","Tax","Asian","800","770","33270","31810"
"In post","2021","Male","Tax","Black","190","190","33490","32050"
"In post","2021","Male","Tax","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Male","Tax","Mixed","110","110","38720","31810"
"In post","2021","Male","Tax","Other ethnicity","30","30","[c]","[c]"
"In post","2021","Male","Tax","Undeclared","490","460","40360","36160"
"In post","2021","Male","Tax","Unknown","2640","2560","28100","25560"
"In post","2021","Male","Tax","White","5080","4870","37280","31870"
"In post","2021","Male","Unknown","Asian","3500","3400","29550","27570"
"In post","2021","Male","Unknown","Black","1350","1330","30650","29290"
"In post","2021","Male","Unknown","Chinese","80","80","32910","29290"
"In post","2021","Male","Unknown","Mixed","760","750","32770","27570"
"In post","2021","Male","Unknown","Other ethnicity","240","230","32520","27570"
"In post","2021","Male","Unknown","Undeclared","2350","2230","30970","27570"
"In post","2021","Male","Unknown","Unknown","6490","6380","36680","29250"
"In post","2021","Male","Unknown","White","31030","29900","32300","27570"
"In post","2021","Male","Veterinarian","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Male","Veterinarian","Black","[c]","[c]","[c]","[c]"
"In post","2021","Male","Veterinarian","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Male","Veterinarian","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Male","Veterinarian","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Male","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Male","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Veterinarian","White","150","140","47540","49240"
"In post","2021","Unknown","Digital, Data and Technology","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","White","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Economics","White","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","White","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","White","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Research","White","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","White","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","White","[c]","[c]","[c]","[c]"
"In post","2022","Female","Commercial","Asian","170","160","37460","34710"
"In post","2022","Female","Commercial","Black","130","120","36880","35710"
"In post","2022","Female","Commercial","Mixed","70","70","37430","36000"
"In post","2022","Female","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Commercial","Undeclared","110","100","39270","37590"
"In post","2022","Female","Commercial","Unknown","370","350","38130","36500"
"In post","2022","Female","Commercial","White","2540","2400","38720","36500"
"In post","2022","Female","Communications","Asian","120","120","39830","37790"
"In post","2022","Female","Communications","Black","80","80","38230","35010"
"In post","2022","Female","Communications","Mixed","80","70","44670","41380"
"In post","2022","Female","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Communications","Undeclared","50","40","[c]","[c]"
"In post","2022","Female","Communications","Unknown","430","410","42760","38620"
"In post","2022","Female","Communications","White","1730","1640","42460","39500"
"In post","2022","Female","Corporate Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Female","Corporate Finance","Black","[c]","[c]","[c]","[c]"
"In post","2022","Female","Corporate Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Female","Corporate Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Female","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Corporate Finance","White","60","60","43270","38580"
"In post","2022","Female","Counter Fraud","Asian","370","320","27330","27570"
"In post","2022","Female","Counter Fraud","Black","210","190","29160","27570"
"In post","2022","Female","Counter Fraud","Mixed","60","50","27750","27570"
"In post","2022","Female","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Counter Fraud","Undeclared","180","160","28370","27570"
"In post","2022","Female","Counter Fraud","Unknown","230","210","31280","27570"
"In post","2022","Female","Counter Fraud","White","2830","2470","28190","27570"
"In post","2022","Female","Digital, Data and Technology","Asian","530","520","42610","39870"
"In post","2022","Female","Digital, Data and Technology","Black","240","230","40470","37580"
"In post","2022","Female","Digital, Data and Technology","Mixed","120","120","42150","40580"
"In post","2022","Female","Digital, Data and Technology","Other ethnicity","40","30","[c]","[c]"
"In post","2022","Female","Digital, Data and Technology","Undeclared","220","210","41460","38670"
"In post","2022","Female","Digital, Data and Technology","Unknown","890","860","41420","38250"
"In post","2022","Female","Digital, Data and Technology","White","4970","4700","40640","37200"
"In post","2022","Female","Economics","Asian","90","90","41640","37380"
"In post","2022","Female","Economics","Black","[c]","[c]","[c]","[c]"
"In post","2022","Female","Economics","Mixed","40","30","[c]","[c]"
"In post","2022","Female","Economics","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Female","Economics","Unknown","90","90","42420","34880"
"In post","2022","Female","Economics","White","500","480","49020","50890"
"In post","2022","Female","Finance","Asian","490","470","39610","36610"
"In post","2022","Female","Finance","Black","270","260","38730","35840"
"In post","2022","Female","Finance","Mixed","110","110","39140","35030"
"In post","2022","Female","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Finance","Undeclared","220","210","38020","33700"
"In post","2022","Female","Finance","Unknown","610","580","38630","35310"
"In post","2022","Female","Finance","White","5150","4840","38550","33630"
"In post","2022","Female","Geography","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Female","Geography","Black","[c]","[c]","[c]","[c]"
"In post","2022","Female","Geography","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Female","Geography","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","Geography","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Female","Geography","Unknown","30","30","[c]","[c]"
"In post","2022","Female","Geography","White","130","110","30970","29290"
"In post","2022","Female","Human Resources","Asian","390","380","38310","35050"
