"Status","Year","Sexual_orientation","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","Grants Management","North Yorkshire","60","60","30710","26520"
"In post","2021","Heterosexual / straight","Grants Management","Northumberland and Tyne and Wear","130","110","25570","21050"
"In post","2021","Heterosexual / straight","Grants Management","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Grants Management","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Grants Management","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Grants Management","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Human Resources","Bedfordshire and Hertfordshire","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","110","100","38330","33300"
"In post","2021","Heterosexual / straight","Human Resources","Cheshire","50","50","42290","39940"
"In post","2021","Heterosexual / straight","Human Resources","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Human Resources","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Human Resources","Derbyshire and Nottinghamshire","300","290","39220","33840"
"In post","2021","Heterosexual / straight","Human Resources","Devon","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Human Resources","Dorset and Somerset","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Human Resources","East Anglia","100","100","35960","31780"
"In post","2021","Heterosexual / straight","Human Resources","East Wales","340","310","35690","31090"
"In post","2021","Heterosexual / straight","Human Resources","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Human Resources","Eastern Scotland","180","170","37070","35480"
"In post","2021","Heterosexual / straight","Human Resources","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","740","690","36770","32780"
"In post","2021","Heterosexual / straight","Human Resources","Greater Manchester","470","450","34570","32000"
"In post","2021","Heterosexual / straight","Human Resources","Hampshire and Isle of Wight","230","210","34840","31040"
"In post","2021","Heterosexual / straight","Human Resources","Herefordshire, Worcestershire and Warwickshire","90","80","38040","31180"
"In post","2021","Heterosexual / straight","Human Resources","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Human Resources","Inner London - East","330","310","48630","43640"
"In post","2021","Heterosexual / straight","Human Resources","Inner London - West","1540","1500","47130","42200"
"In post","2021","Heterosexual / straight","Human Resources","Kent","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Human Resources","Lancashire","180","160","28060","26670"
"In post","2021","Heterosexual / straight","Human Resources","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Human Resources","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Human Resources","Merseyside","230","220","34290","31660"
"In post","2021","Heterosexual / straight","Human Resources","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Human Resources","North Yorkshire","70","70","39550","36210"
"In post","2021","Heterosexual / straight","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Human Resources","Northumberland and Tyne and Wear","430","390","28480","25550"
"In post","2021","Heterosexual / straight","Human Resources","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Human Resources","Outer London - South","70","70","52540","52570"
"In post","2021","Heterosexual / straight","Human Resources","Outer London - West and North West","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Human Resources","Shropshire and Staffordshire","50","50","39940","39710"
"In post","2021","Heterosexual / straight","Human Resources","South Yorkshire","80","70","39760","37860"
"In post","2021","Heterosexual / straight","Human Resources","Southern Scotland","60","60","39590","33930"
"In post","2021","Heterosexual / straight","Human Resources","Surrey, East and West Sussex","70","60","34760","28130"
"In post","2021","Heterosexual / straight","Human Resources","Tees Valley and Durham","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Human Resources","West Central Scotland","490","460","25700","21580"
"In post","2021","Heterosexual / straight","Human Resources","West Midlands","120","120","41040","38690"
"In post","2021","Heterosexual / straight","Human Resources","West Wales and The Valleys","170","160","33010","31380"
"In post","2021","Heterosexual / straight","Human Resources","West Yorkshire","210","200","40090","38160"
"In post","2021","Heterosexual / straight","Internal Audit","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","60","60","43330","41300"
"In post","2021","Heterosexual / straight","Internal Audit","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Hampshire and Isle of Wight","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Inner London - West","140","140","53950","53070"
"In post","2021","Heterosexual / straight","Internal Audit","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Legal","Bedfordshire and Hertfordshire","140","130","42250","40000"
"In post","2021","Heterosexual / straight","Legal","Berkshire, Buckinghamshire and Oxfordshire","160","140","44490","46210"
"In post","2021","Heterosexual / straight","Legal","Cheshire","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Legal","Cornwall and Isles of Scilly","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Legal","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Legal","Derbyshire and Nottinghamshire","260","240","37520","31810"
"In post","2021","Heterosexual / straight","Legal","Devon","90","90","40340","38000"
"In post","2021","Heterosexual / straight","Legal","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Legal","East Anglia","110","100","38880","35640"
"In post","2021","Heterosexual / straight","Legal","East Wales","280","260","41010","38760"
"In post","2021","Heterosexual / straight","Legal","East Yorkshire and Northern Lincolnshire","70","60","40610","38760"
"In post","2021","Heterosexual / straight","Legal","Eastern Scotland","250","240","50560","52490"
"In post","2021","Heterosexual / straight","Legal","Essex","160","150","40480","36240"
"In post","2021","Heterosexual / straight","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","230","210","42200","39550"
"In post","2021","Heterosexual / straight","Legal","Greater Manchester","460","420","41380","38630"
"In post","2021","Heterosexual / straight","Legal","Hampshire and Isle of Wight","220","200","42190","40000"
"In post","2021","Heterosexual / straight","Legal","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Legal","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Legal","Inner London - East","300","290","57290","57740"
"In post","2021","Heterosexual / straight","Legal","Inner London - West","2930","2750","51500","51250"
"In post","2021","Heterosexual / straight","Legal","Kent","100","90","38460","36720"
"In post","2021","Heterosexual / straight","Legal","Lancashire","200","190","36660","31810"
"In post","2021","Heterosexual / straight","Legal","Leicestershire, Rutland and Northamptonshire","140","120","41110","43320"
"In post","2021","Heterosexual / straight","Legal","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Legal","Merseyside","290","280","38250","33840"
"In post","2021","Heterosexual / straight","Legal","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Legal","North Yorkshire","150","140","47920","55610"
"In post","2021","Heterosexual / straight","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Legal","Northumberland and Tyne and Wear","230","210","38110","34480"
"In post","2021","Heterosexual / straight","Legal","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Legal","Outer London - South","120","110","44300","37290"
"In post","2021","Heterosexual / straight","Legal","Outer London - West and North West","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Legal","Shropshire and Staffordshire","70","60","42080","43460"
"In post","2021","Heterosexual / straight","Legal","South Yorkshire","100","90","35200","28430"
"In post","2021","Heterosexual / straight","Legal","Southern Scotland","90","90","48290","44810"
"In post","2021","Heterosexual / straight","Legal","Surrey, East and West Sussex","130","120","43010","40110"
