"Status","Year","Sex","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Male","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared disabled","Science and Engineering","50","50","[c]","[c]"
"Leaver Dept.","2022","Male","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared disabled","Unknown","140","130","38950","34550"
"Leaver Dept.","2022","Male","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared non-disabled","Commercial","110","100","41330","37400"
"Leaver Dept.","2022","Male","Declared non-disabled","Communications","80","80","45340","37280"
"Leaver Dept.","2022","Male","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared non-disabled","Counter Fraud","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Declared non-disabled","Digital, Data and Technology","250","240","42590","38770"
"Leaver Dept.","2022","Male","Declared non-disabled","Economics","60","60","46470","38280"
"Leaver Dept.","2022","Male","Declared non-disabled","Finance","160","160","44370","40580"
"Leaver Dept.","2022","Male","Declared non-disabled","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared non-disabled","Human Resources","110","110","41150","36050"
"Leaver Dept.","2022","Male","Declared non-disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared non-disabled","Intelligence Analysis","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared non-disabled","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared non-disabled","Knowledge and Information Management","90","80","43020","38950"
"Leaver Dept.","2022","Male","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared non-disabled","Medicine","80","70","92780","99210"
"Leaver Dept.","2022","Male","Declared non-disabled","Operational Delivery","2120","2050","32970","27570"
"Leaver Dept.","2022","Male","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared non-disabled","Other","230","230","32390","27570"
"Leaver Dept.","2022","Male","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared non-disabled","Policy","610","590","47150","42200"
"Leaver Dept.","2022","Male","Declared non-disabled","Project Delivery","180","180","41740","38230"
"Leaver Dept.","2022","Male","Declared non-disabled","Property","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared non-disabled","Science and Engineering","450","430","37400","32650"
"Leaver Dept.","2022","Male","Declared non-disabled","Security","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared non-disabled","Statistics","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Declared non-disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared non-disabled","Unknown","970","880","45190","40200"
"Leaver Dept.","2022","Male","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Operational Delivery","150","150","32060","27590"
"Leaver Dept.","2022","Male","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Policy","60","60","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Unknown","70","60","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Commercial","100","40","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Communications","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Digital, Data and Technology","140","100","41980","38250"
"Leaver Dept.","2022","Male","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Finance","100","40","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Human Resources","40","30","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Medicine","50","50","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Operational Delivery","550","520","37730","30450"
"Leaver Dept.","2022","Male","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Other","60","60","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Policy","360","190","44170","40050"
"Leaver Dept.","2022","Male","Unknown","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Science and Engineering","260","260","48900","46000"
"Leaver Dept.","2022","Male","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Unknown","850","700","38870","32000"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Declared disabled","Digital, Data and Technology","30","30","[c]","[c]"
"New entrant CS","2021","Female","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Declared disabled","Human Resources","40","40","[c]","[c]"
"New entrant CS","2021","Female","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Declared disabled","Operational Delivery","530","510","24730","22920"
"New entrant CS","2021","Female","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Declared disabled","Other","60","50","23340","20920"
"New entrant CS","2021","Female","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Declared disabled","Policy","140","140","34580","32790"
"New entrant CS","2021","Female","Declared disabled","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Female","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Declared disabled","Science and Engineering","70","60","29140","27750"
"New entrant CS","2021","Female","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Declared disabled","Tax","40","40","[c]","[c]"
"New entrant CS","2021","Female","Declared disabled","Unknown","1310","1260","27220","27570"
"New entrant CS","2021","Female","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Declared non-disabled","Commercial","110","110","34470","33000"
"New entrant CS","2021","Female","Declared non-disabled","Communications","110","110","35770","32330"
"New entrant CS","2021","Female","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Declared non-disabled","Digital, Data and Technology","260","250","39620","36340"
"New entrant CS","2021","Female","Declared non-disabled","Economics","100","100","32300","31800"
"New entrant CS","2021","Female","Declared non-disabled","Finance","200","190","34170","30710"
"New entrant CS","2021","Female","Declared non-disabled","Human Resources","260","240","32710","29540"
"New entrant CS","2021","Female","Declared non-disabled","Inspector of Education and Training","50","50","61220","67500"
"New entrant CS","2021","Female","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Declared non-disabled","International Trade","30","30","[c]","[c]"
"New entrant CS","2021","Female","Declared non-disabled","Knowledge and Information Management","60","60","29040","28200"
"New entrant CS","2021","Female","Declared non-disabled","Legal","230","220","41640","43920"
"New entrant CS","2021","Female","Declared non-disabled","Medicine","170","140","45890","37890"
"New entrant CS","2021","Female","Declared non-disabled","Operational Delivery","4180","3960","25430","22920"
"New entrant CS","2021","Female","Declared non-disabled","Operational Research","30","30","[c]","[c]"
"New entrant CS","2021","Female","Declared non-disabled","Other","560","540","26560","22210"
"New entrant CS","2021","Female","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Declared non-disabled","Policy","760","750","35820","33570"
"New entrant CS","2021","Female","Declared non-disabled","Project Delivery","350","340","35870","33300"
"New entrant CS","2021","Female","Declared non-disabled","Property","100","90","29560","26670"
"New entrant CS","2021","Female","Declared non-disabled","Psychology","60","60","25420","24620"
"New entrant CS","2021","Female","Declared non-disabled","Science and Engineering","480","430","32190","30450"
"New entrant CS","2021","Female","Declared non-disabled","Security","90","90","24780","20920"
"New entrant CS","2021","Female","Declared non-disabled","Social Research","70","70","33670","32540"
"New entrant CS","2021","Female","Declared non-disabled","Statistics","90","90","34170","31450"
"New entrant CS","2021","Female","Declared non-disabled","Tax","510","490","22790","20140"
"New entrant CS","2021","Female","Declared non-disabled","Unknown","8170","7960","27360","27570"
"New entrant CS","2021","Female","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Operational Delivery","280","250","29080","25990"
"New entrant CS","2021","Female","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Other","40","30","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Policy","100","100","36130","32350"
"New entrant CS","2021","Female","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Science and Engineering","50","40","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Unknown","410","400","27870","27570"
"New entrant CS","2021","Female","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Commercial","120","120","37750","36560"
"New entrant CS","2021","Female","Unknown","Communications","160","160","34240","29170"
"New entrant CS","2021","Female","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Digital, Data and Technology","330","330","38900","33960"
"New entrant CS","2021","Female","Unknown","Economics","70","70","29820","31800"
"New entrant CS","2021","Female","Unknown","Finance","170","160","34920","32790"
"New entrant CS","2021","Female","Unknown","Human Resources","200","200","33080","28000"
"New entrant CS","2021","Female","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Intelligence Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","International Trade","40","40","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Legal","320","310","42170","43920"
"New entrant CS","2021","Female","Unknown","Medicine","90","70","46540","37890"
"New entrant CS","2021","Female","Unknown","Operational Delivery","4220","4050","24420","22350"
"New entrant CS","2021","Female","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Other","290","280","29530","27400"
"New entrant CS","2021","Female","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Policy","870","840","37280","32790"
"New entrant CS","2021","Female","Unknown","Project Delivery","170","170","36560","33570"
"New entrant CS","2021","Female","Unknown","Property","70","70","32440","28730"
"New entrant CS","2021","Female","Unknown","Psychology","40","40","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Science and Engineering","40","40","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Security","70","70","28890","24620"
"New entrant CS","2021","Female","Unknown","Social Research","60","60","33610","32540"
"New entrant CS","2021","Female","Unknown","Statistics","70","70","33580","32540"
"New entrant CS","2021","Female","Unknown","Tax","1050","1020","22020","20140"
"New entrant CS","2021","Female","Unknown","Unknown","2590","2510","31880","28000"
"New entrant CS","2021","Female","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared disabled","Digital, Data and Technology","50","50","[c]","[c]"
"New entrant CS","2021","Male","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared disabled","Operational Delivery","270","260","25340","22850"
"New entrant CS","2021","Male","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared disabled","Other","50","50","[c]","[c]"
"New entrant CS","2021","Male","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared disabled","Policy","80","80","35170","32790"
"New entrant CS","2021","Male","Declared disabled","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Male","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared disabled","Tax","50","50","[c]","[c]"
"New entrant CS","2021","Male","Declared disabled","Unknown","920","920","27080","27570"
"New entrant CS","2021","Male","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","Commercial","110","110","36530","34710"
"New entrant CS","2021","Male","Declared non-disabled","Communications","70","70","37750","32640"
"New entrant CS","2021","Male","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","Digital, Data and Technology","490","490","42080","38650"
"New entrant CS","2021","Male","Declared non-disabled","Economics","160","160","32960","31800"
"New entrant CS","2021","Male","Declared non-disabled","Finance","150","150","39170","35060"
"New entrant CS","2021","Male","Declared non-disabled","Human Resources","100","100","35250","29440"
"New entrant CS","2021","Male","Declared non-disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","International Trade","40","40","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","Knowledge and Information Management","60","60","34750","32190"
"New entrant CS","2021","Male","Declared non-disabled","Legal","130","120","41560","43920"
"New entrant CS","2021","Male","Declared non-disabled","Medicine","70","60","63150","73760"
"New entrant CS","2021","Male","Declared non-disabled","Operational Delivery","2890","2800","26740","23140"
"New entrant CS","2021","Male","Declared non-disabled","Operational Research","40","40","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","Other","530","530","29450","26090"
"New entrant CS","2021","Male","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","Policy","650","650","37620","33570"
"New entrant CS","2021","Male","Declared non-disabled","Project Delivery","360","360","39990","37000"
"New entrant CS","2021","Male","Declared non-disabled","Property","190","190","35010","33000"
"New entrant CS","2021","Male","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","Science and Engineering","470","470","31990","29270"
"New entrant CS","2021","Male","Declared non-disabled","Security","300","300","26310","23540"
"New entrant CS","2021","Male","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Declared non-disabled","Statistics","90","90","34730","31810"
"New entrant CS","2021","Male","Declared non-disabled","Tax","470","460","23240","20140"
"New entrant CS","2021","Male","Declared non-disabled","Unknown","5850","5820","27600","27570"
"New entrant CS","2021","Male","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Operational Delivery","160","150","28930","24120"
"New entrant CS","2021","Male","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Other","40","40","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Policy","100","90","37610","34710"
"New entrant CS","2021","Male","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Science and Engineering","30","30","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Unknown","320","310","28210","27570"
"New entrant CS","2021","Male","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Commercial","100","100","37410","34800"
"New entrant CS","2021","Male","Unknown","Communications","90","90","38940","35440"
"New entrant CS","2021","Male","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Digital, Data and Technology","640","640","41070","37500"
"New entrant CS","2021","Male","Unknown","Economics","110","110","31750","32540"
"New entrant CS","2021","Male","Unknown","Finance","140","130","34620","31810"
"New entrant CS","2021","Male","Unknown","Human Resources","80","80","33740","29100"
"New entrant CS","2021","Male","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Intelligence Analysis","70","70","39770","32790"
"New entrant CS","2021","Male","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Legal","210","210","43150","48080"
"New entrant CS","2021","Male","Unknown","Medicine","40","30","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Operational Delivery","3500","3420","25830","22850"
"New entrant CS","2021","Male","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Other","270","270","30060","26350"
"New entrant CS","2021","Male","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Policy","630","630","40290","33730"
"New entrant CS","2021","Male","Unknown","Project Delivery","180","180","38360","36740"
"New entrant CS","2021","Male","Unknown","Property","100","100","37120","30000"
"New entrant CS","2021","Male","Unknown","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Science and Engineering","140","140","26740","22960"
"New entrant CS","2021","Male","Unknown","Security","240","240","29070","25540"
"New entrant CS","2021","Male","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Statistics","60","60","31610","29830"
"New entrant CS","2021","Male","Unknown","Tax","1080","1070","22550","20140"
"New entrant CS","2021","Male","Unknown","Unknown","1880","1860","34410","28000"
"New entrant CS","2021","Male","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
