"Status","Year","Responsibility_level","Region_ITL1","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","AA/AO","Wales","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Wales","Department for Work and Pensions (excl. agencies)","2040","1760","20860","21010"
"In post","2021","AA/AO","Wales","Driver and Vehicle Licensing Agency","4090","3460","20640","21590"
"In post","2021","AA/AO","Wales","Driver and Vehicle Standards Agency","180","170","22660","21590"
"In post","2021","AA/AO","Wales","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Wales","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Wales","HM Courts and Tribunals Service","620","550","19120","19160"
"In post","2021","AA/AO","Wales","HM Land Registry","220","200","22350","22350"
"In post","2021","AA/AO","Wales","HM Prison and Probation Service","1220","1140","24570","24120"
"In post","2021","AA/AO","Wales","HM Revenue and Customs (excl. agencies)","1480","1300","20470","20140"
"In post","2021","AA/AO","Wales","Home Office (incl. agencies)","180","150","21190","21430"
"In post","2021","AA/AO","Wales","Insolvency Service","30","30","[c]","[c]"
"In post","2021","AA/AO","Wales","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Wales","Maritime and Coastguard Agency","50","40","[c]","[c]"
"In post","2021","AA/AO","Wales","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Wales","Ministry of Defence (excl. agencies)","450","440","20470","20720"
"In post","2021","AA/AO","Wales","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Wales","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Wales","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Wales","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Wales","UK Intellectual Property Office","190","180","20780","21140"
"In post","2021","AA/AO","Wales","United Kingdom Statistics Authority","400","360","19340","19520"
"In post","2021","AA/AO","Wales","Valuation Office Agency","50","50","21040","21100"
"In post","2021","AA/AO","Wales","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Wales","Welsh Government (excl. agencies)","960","880","23350","23830"
"In post","2021","AA/AO","Wales","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","West Midlands (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","West Midlands (England)","Animal and Plant Health Agency","80","70","21030","21050"
"In post","2021","AA/AO","West Midlands (England)","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","West Midlands (England)","Crown Prosecution Service","130","120","21790","21950"
"In post","2021","AA/AO","West Midlands (England)","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","West Midlands (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","West Midlands (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","West Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","West Midlands (England)","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","West Midlands (England)","Department for Work and Pensions (excl. agencies)","2400","1990","20720","21010"
"In post","2021","AA/AO","West Midlands (England)","Driver and Vehicle Standards Agency","100","90","24500","25090"
"In post","2021","AA/AO","West Midlands (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","West Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","West Midlands (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","West Midlands (England)","HM Courts and Tribunals Service","1360","1200","19360","19830"
"In post","2021","AA/AO","West Midlands (England)","HM Land Registry","210","200","22370","22350"
"In post","2021","AA/AO","West Midlands (England)","HM Prison and Probation Service","2740","2620","25180","24440"
"In post","2021","AA/AO","West Midlands (England)","HM Revenue and Customs (excl. agencies)","860","770","20470","20140"
"In post","2021","AA/AO","West Midlands (England)","Home Office (incl. agencies)","250","230","21220","21430"
"In post","2021","AA/AO","West Midlands (England)","Insolvency Service","160","150","20530","20880"
"In post","2021","AA/AO","West Midlands (England)","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","West Midlands (England)","Legal Aid Agency","60","60","20210","19930"
"In post","2021","AA/AO","West Midlands (England)","Ministry of Defence (excl. agencies)","930","890","21920","20920"
"In post","2021","AA/AO","West Midlands (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","West Midlands (England)","Ministry of Justice (excl. agencies)","100","100","19980","18890"
"In post","2021","AA/AO","West Midlands (England)","National Crime Agency","40","30","[c]","[c]"
"In post","2021","AA/AO","West Midlands (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","West Midlands (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","West Midlands (England)","Office of the Public Guardian","640","580","20010","19930"
"In post","2021","AA/AO","West Midlands (England)","Public Health England","90","80","20340","19630"
"In post","2021","AA/AO","West Midlands (England)","Rural Payments Agency","60","60","20950","21050"
"In post","2021","AA/AO","West Midlands (England)","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","West Midlands (England)","Valuation Office Agency","40","40","[c]","[c]"
"In post","2021","AA/AO","West Midlands (England)","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Yorkshire and The Humber","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Yorkshire and The Humber","Animal and Plant Health Agency","60","60","21840","21050"
"In post","2021","AA/AO","Yorkshire and The Humber","Cabinet Office (excl. agencies)","170","160","20910","20920"
"In post","2021","AA/AO","Yorkshire and The Humber","Crown Prosecution Service","180","160","21730","21950"
"In post","2021","AA/AO","Yorkshire and The Humber","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Yorkshire and The Humber","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Yorkshire and The Humber","Department for Work and Pensions (excl. agencies)","2320","1950","20820","21010"
"In post","2021","AA/AO","Yorkshire and The Humber","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Yorkshire and The Humber","Driver and Vehicle Standards Agency","160","140","24020","21590"
"In post","2021","AA/AO","Yorkshire and The Humber","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Yorkshire and The Humber","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Yorkshire and The Humber","Health and Safety Executive","40","30","[c]","[c]"
"In post","2021","AA/AO","Yorkshire and The Humber","HM Courts and Tribunals Service","840","700","19130","19570"
"In post","2021","AA/AO","Yorkshire and The Humber","HM Land Registry","110","100","22350","22350"
"In post","2021","AA/AO","Yorkshire and The Humber","HM Prison and Probation Service","3650","3410","25380","24920"
"In post","2021","AA/AO","Yorkshire and The Humber","HM Revenue and Customs (excl. agencies)","1470","1290","20460","20140"
"In post","2021","AA/AO","Yorkshire and The Humber","Home Office (incl. agencies)","1210","1080","21250","21430"
"In post","2021","AA/AO","Yorkshire and The Humber","Insolvency Service","40","40","[c]","[c]"
"In post","2021","AA/AO","Yorkshire and The Humber","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Yorkshire and The Humber","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Yorkshire and The Humber","Ministry of Defence (excl. agencies)","1060","1020","23030","20920"
"In post","2021","AA/AO","Yorkshire and The Humber","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Yorkshire and The Humber","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Yorkshire and The Humber","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Yorkshire and The Humber","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Yorkshire and The Humber","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Yorkshire and The Humber","Public Health England","70","60","20230","19630"
"In post","2021","AA/AO","Yorkshire and The Humber","Rural Payments Agency","80","70","21050","21050"
"In post","2021","AA/AO","Yorkshire and The Humber","Valuation Office Agency","130","110","20860","21100"
"In post","2021","EO","East Midlands (England)","Advisory, Conciliation and Arbitration Service","30","30","[c]","[c]"
"In post","2021","EO","East Midlands (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","East Midlands (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","EO","East Midlands (England)","Crown Prosecution Service","90","80","27040","27350"
"In post","2021","EO","East Midlands (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","EO","East Midlands (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","EO","East Midlands (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","EO","East Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","EO","East Midlands (England)","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","EO","East Midlands (England)","Department for Work and Pensions (excl. agencies)","2610","2350","27490","27570"
"In post","2021","EO","East Midlands (England)","Driver and Vehicle Standards Agency","230","220","27120","26780"
"In post","2021","EO","East Midlands (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","East Midlands (England)","Food Standards Agency","40","40","[c]","[c]"
"In post","2021","EO","East Midlands (England)","Health and Safety Executive","70","70","27550","27410"
"In post","2021","EO","East Midlands (England)","HM Courts and Tribunals Service","200","190","22200","21870"
"In post","2021","EO","East Midlands (England)","HM Land Registry","320","280","27170","27130"
"In post","2021","EO","East Midlands (England)","HM Prison and Probation Service","610","590","29870","28800"
"In post","2021","EO","East Midlands (England)","HM Revenue and Customs (excl. agencies)","940","880","25920","25560"
"In post","2021","EO","East Midlands (England)","Home Office (incl. agencies)","140","130","25920","25310"
"In post","2021","EO","East Midlands (England)","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","EO","East Midlands (England)","Legal Aid Agency","50","50","22700","21750"
"In post","2021","EO","East Midlands (England)","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","East Midlands (England)","Ministry of Defence (excl. agencies)","290","280","28230","26670"
"In post","2021","EO","East Midlands (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","EO","East Midlands (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","EO","East Midlands (England)","National Crime Agency","70","70","32630","32770"
"In post","2021","EO","East Midlands (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","EO","East Midlands (England)","Office of the Public Guardian","140","140","21480","21170"
"In post","2021","EO","East Midlands (England)","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","EO","East Midlands (England)","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","East Midlands (England)","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","East Midlands (England)","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","East Midlands (England)","Valuation Office Agency","50","40","[c]","[c]"
"In post","2021","EO","East Midlands (England)","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","East of England","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
