"Status","Year","Organisation","Disability","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Crown Prosecution Service","Declared disabled","White","550","510","42080","38000"
"In post","2021","Crown Prosecution Service","Declared non-disabled","Asian","410","380","40370","34200"
"In post","2021","Crown Prosecution Service","Declared non-disabled","Black","260","250","41730","33900"
"In post","2021","Crown Prosecution Service","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Declared non-disabled","Mixed","120","110","43970","48830"
"In post","2021","Crown Prosecution Service","Declared non-disabled","Other ethnicity","30","30","[c]","[c]"
"In post","2021","Crown Prosecution Service","Declared non-disabled","Undeclared","80","80","42260","40800"
"In post","2021","Crown Prosecution Service","Declared non-disabled","Unknown","310","280","42160","34480"
"In post","2021","Crown Prosecution Service","Declared non-disabled","White","3320","3060","42970","39710"
"In post","2021","Crown Prosecution Service","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Undeclared","White","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Unknown","Asian","140","130","36200","32760"
"In post","2021","Crown Prosecution Service","Unknown","Black","60","60","32920","26970"
"In post","2021","Crown Prosecution Service","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Unknown","Mixed","40","30","[c]","[c]"
"In post","2021","Crown Prosecution Service","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Unknown","Undeclared","30","30","[c]","[c]"
"In post","2021","Crown Prosecution Service","Unknown","Unknown","340","320","37650","30110"
"In post","2021","Crown Prosecution Service","Unknown","White","850","810","37290","38000"
"In post","2021","Crown Prosecution Service Inspectorate","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Declared disabled","White","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Declared disabled","White","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Unknown","White","70","70","64870","57130"
"In post","2021","Defence Electronics and Components Agency","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Declared disabled","White","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Declared non-disabled","White","200","200","28720","28750"
"In post","2021","Defence Electronics and Components Agency","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Undeclared","White","160","150","28360","28750"
"In post","2021","Defence Electronics and Components Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Declared disabled","Undeclared","80","80","39180","39290"
"In post","2021","Defence Equipment and Support","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Declared disabled","White","920","890","35280","33010"
"In post","2021","Defence Equipment and Support","Declared non-disabled","Asian","270","260","33890","31950"
"In post","2021","Defence Equipment and Support","Declared non-disabled","Black","180","180","32650","32250"
"In post","2021","Defence Equipment and Support","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Declared non-disabled","Mixed","120","120","34490","31530"
"In post","2021","Defence Equipment and Support","Declared non-disabled","Other ethnicity","30","30","[c]","[c]"
"In post","2021","Defence Equipment and Support","Declared non-disabled","Undeclared","240","230","37670","36210"
"In post","2021","Defence Equipment and Support","Declared non-disabled","Unknown","150","150","33480","32190"
"In post","2021","Defence Equipment and Support","Declared non-disabled","White","6850","6620","36860","33880"
"In post","2021","Defence Equipment and Support","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Undeclared","Undeclared","290","280","40010","39610"
"In post","2021","Defence Equipment and Support","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Undeclared","White","360","340","37460","34640"
"In post","2021","Defence Equipment and Support","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Unknown","Undeclared","40","40","[c]","[c]"
"In post","2021","Defence Equipment and Support","Unknown","Unknown","420","410","31270","29000"
"In post","2021","Defence Equipment and Support","Unknown","White","580","550","36670","34270"
"In post","2021","Defence Science and Technology Laboratory","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Declared disabled","White","420","400","38010","37320"
"In post","2021","Defence Science and Technology Laboratory","Declared non-disabled","Asian","40","40","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Declared non-disabled","Mixed","40","40","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Declared non-disabled","Undeclared","60","60","42180","39500"
"In post","2021","Defence Science and Technology Laboratory","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Declared non-disabled","White","2590","2490","40660","37700"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","Undeclared","210","200","43060","46080"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","White","190","190","41670","46080"
"In post","2021","Defence Science and Technology Laboratory","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Unknown","Undeclared","150","150","41260","37320"
"In post","2021","Defence Science and Technology Laboratory","Unknown","Unknown","270","270","35130","31310"
"In post","2021","Defence Science and Technology Laboratory","Unknown","White","300","280","44340","46090"
