"Status","Year","Region_ITL2","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cheshire","Chinese","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Chinese","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Chinese","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Chinese","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Chinese","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Chinese","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Chinese","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Mixed","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Mixed","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Mixed","No function","30","30","[c]","[c]"
"In post","2021","Cheshire","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Undeclared","No function","70","70","31460","31650"
"In post","2021","Cheshire","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Undeclared","Unknown","40","30","[c]","[c]"
"In post","2021","Cheshire","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Grants Management","60","50","24980","24920"
"In post","2021","Cheshire","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","No function","270","260","29430","26700"
"In post","2021","Cheshire","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Unknown","50","50","27450","27570"
"In post","2021","Cheshire","White","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","White","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","White","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","White","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","White","Digital, Data & Technology","100","100","41540","38120"
"In post","2021","Cheshire","White","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","White","Grants Management","40","40","[c]","[c]"
"In post","2021","Cheshire","White","Human Resources","60","50","42420","40080"
"In post","2021","Cheshire","White","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","White","Legal","40","40","[c]","[c]"
"In post","2021","Cheshire","White","No function","2000","1900","32600","31650"
"In post","2021","Cheshire","White","Project Delivery","40","40","[c]","[c]"
"In post","2021","Cheshire","White","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","White","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","White","Unknown","840","760","25400","27570"
"In post","2021","Cornwall and Isles of Scilly","Asian","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Asian","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Asian","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Asian","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Asian","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Asian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Asian","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Asian","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Asian","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Asian","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Black","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Black","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Black","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Black","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Black","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Black","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Black","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Black","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Black","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Black","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Chinese","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Chinese","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Chinese","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Chinese","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Chinese","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Chinese","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Chinese","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Chinese","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Mixed","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Mixed","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Mixed","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Unknown","60","60","26040","25190"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Unknown","130","120","26270","21540"
"In post","2021","Cornwall and Isles of Scilly","White","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","White","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","White","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","White","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","White","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","White","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","White","Legal","30","30","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","White","No function","230","200","29300","26750"
"In post","2021","Cornwall and Isles of Scilly","White","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","White","Property","40","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","White","Security","50","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","White","Unknown","950","860","25270","26670"
"In post","2021","Cumbria","Asian","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Asian","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Asian","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Asian","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Asian","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Asian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Asian","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Asian","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Asian","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Asian","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Black","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Black","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Black","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Black","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Black","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Black","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Black","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Black","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Black","Property","[c]","[c]","[c]","[c]"
