"Status","Year","Region_ITL1","Parent_department","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","London","Cabinet Office","Asian","420","410","47350","41820"
"In post","2021","London","Cabinet Office","Black","240","230","42400","35600"
"In post","2021","London","Cabinet Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","London","Cabinet Office","Mixed","170","160","47490","40600"
"In post","2021","London","Cabinet Office","Other ethnicity","60","60","48440","41180"
"In post","2021","London","Cabinet Office","Undeclared","170","170","52990","54700"
"In post","2021","London","Cabinet Office","Unknown","2470","2450","46940","34550"
"In post","2021","London","Cabinet Office","White","2960","2910","53080","54700"
"In post","2021","London","Chancellor's other departments","Asian","50","50","[c]","[c]"
"In post","2021","London","Chancellor's other departments","Black","[c]","[c]","[c]","[c]"
"In post","2021","London","Chancellor's other departments","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","London","Chancellor's other departments","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","London","Chancellor's other departments","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","London","Chancellor's other departments","Undeclared","30","30","[c]","[c]"
"In post","2021","London","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Chancellor's other departments","White","230","220","65770","55220"
"In post","2021","London","Charity Commission","Asian","[c]","[c]","[c]","[c]"
"In post","2021","London","Charity Commission","Black","[c]","[c]","[c]","[c]"
"In post","2021","London","Charity Commission","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","London","Charity Commission","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","London","Charity Commission","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","London","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Charity Commission","White","40","40","[c]","[c]"
"In post","2021","London","Competition and Markets Authority","Asian","100","100","45900","37660"
"In post","2021","London","Competition and Markets Authority","Black","40","40","[c]","[c]"
"In post","2021","London","Competition and Markets Authority","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","London","Competition and Markets Authority","Mixed","40","30","[c]","[c]"
"In post","2021","London","Competition and Markets Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","London","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","Competition and Markets Authority","Unknown","60","50","78970","78810"
"In post","2021","London","Competition and Markets Authority","White","520","500","64350","59940"
"In post","2021","London","Department for Business, Energy and Industrial Strategy","Asian","500","480","43200","40050"
"In post","2021","London","Department for Business, Energy and Industrial Strategy","Black","310","310","40730","38190"
"In post","2021","London","Department for Business, Energy and Industrial Strategy","Chinese","40","40","[c]","[c]"
"In post","2021","London","Department for Business, Energy and Industrial Strategy","Mixed","210","200","46440","42310"
"In post","2021","London","Department for Business, Energy and Industrial Strategy","Other ethnicity","60","60","47480","44790"
"In post","2021","London","Department for Business, Energy and Industrial Strategy","Undeclared","290","280","51200","53380"
"In post","2021","London","Department for Business, Energy and Industrial Strategy","Unknown","690","680","44700","40050"
"In post","2021","London","Department for Business, Energy and Industrial Strategy","White","3520","3430","50760","53380"
"In post","2021","London","Department for Digital, Culture, Media and Sport","Asian","120","120","47120","42280"
"In post","2021","London","Department for Digital, Culture, Media and Sport","Black","90","90","41080","34020"
"In post","2021","London","Department for Digital, Culture, Media and Sport","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for Digital, Culture, Media and Sport","Mixed","90","80","45610","42020"
"In post","2021","London","Department for Digital, Culture, Media and Sport","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for Digital, Culture, Media and Sport","Undeclared","50","50","[c]","[c]"
"In post","2021","London","Department for Digital, Culture, Media and Sport","Unknown","190","180","47920","47020"
"In post","2021","London","Department for Digital, Culture, Media and Sport","White","1170","1150","50800","51730"
"In post","2021","London","Department for Education","Asian","270","260","44280","40780"
"In post","2021","London","Department for Education","Black","180","180","41980","40230"
"In post","2021","London","Department for Education","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for Education","Mixed","100","100","45650","41640"
"In post","2021","London","Department for Education","Other ethnicity","40","40","[c]","[c]"
"In post","2021","London","Department for Education","Undeclared","110","110","50500","53530"
"In post","2021","London","Department for Education","Unknown","410","390","47920","45250"
"In post","2021","London","Department for Education","White","1510","1450","53360","53760"
"In post","2021","London","Department for Environment, Food and Rural Affairs","Asian","190","180","39280","33510"
"In post","2021","London","Department for Environment, Food and Rural Affairs","Black","150","150","35880","32560"
"In post","2021","London","Department for Environment, Food and Rural Affairs","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for Environment, Food and Rural Affairs","Mixed","80","80","42220","35300"
"In post","2021","London","Department for Environment, Food and Rural Affairs","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for Environment, Food and Rural Affairs","Undeclared","70","70","43960","39830"
"In post","2021","London","Department for Environment, Food and Rural Affairs","Unknown","460","450","46730","40250"
"In post","2021","London","Department for Environment, Food and Rural Affairs","White","1630","1580","46100","40210"
"In post","2021","London","Department for International Trade","Asian","190","190","42550","38540"
"In post","2021","London","Department for International Trade","Black","120","120","38300","33830"
"In post","2021","London","Department for International Trade","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for International Trade","Mixed","90","90","45200","42710"
"In post","2021","London","Department for International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for International Trade","Undeclared","60","60","44970","40330"
"In post","2021","London","Department for International Trade","Unknown","710","700","43840","38540"
"In post","2021","London","Department for International Trade","White","1120","1100","47410","43100"
"In post","2021","London","Department for Transport","Asian","300","300","43780","37660"
"In post","2021","London","Department for Transport","Black","180","180","38980","35430"
"In post","2021","London","Department for Transport","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for Transport","Mixed","110","100","41080","35430"
"In post","2021","London","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for Transport","Undeclared","180","180","43900","42470"
"In post","2021","London","Department for Transport","Unknown","690","670","42660","35980"
"In post","2021","London","Department for Transport","White","1930","1880","49810","45990"
"In post","2021","London","Department for Work and Pensions","Asian","2450","2230","31100","31060"
"In post","2021","London","Department for Work and Pensions","Black","2210","2100","30870","31060"
"In post","2021","London","Department for Work and Pensions","Chinese","40","30","[c]","[c]"
"In post","2021","London","Department for Work and Pensions","Mixed","420","400","32220","31060"
"In post","2021","London","Department for Work and Pensions","Other ethnicity","190","180","32710","31060"
"In post","2021","London","Department for Work and Pensions","Undeclared","720","660","32350","31060"
"In post","2021","London","Department for Work and Pensions","Unknown","830","790","36740","31060"
"In post","2021","London","Department for Work and Pensions","White","3320","3130","37740","31220"
"In post","2021","London","Department of Health and Social Care","Asian","780","740","42790","34980"
"In post","2021","London","Department of Health and Social Care","Black","480","450","39320","33100"
"In post","2021","London","Department of Health and Social Care","Chinese","50","50","50510","46000"
"In post","2021","London","Department of Health and Social Care","Mixed","220","210","41960","40070"
"In post","2021","London","Department of Health and Social Care","Other ethnicity","100","90","53150","47950"
"In post","2021","London","Department of Health and Social Care","Undeclared","270","240","48660","42010"
"In post","2021","London","Department of Health and Social Care","Unknown","1450","1430","47130","40650"
"In post","2021","London","Department of Health and Social Care","White","3080","2890","51220","47340"
"In post","2021","London","Food Standards Agency","Asian","40","40","[c]","[c]"
"In post","2021","London","Food Standards Agency","Black","30","30","[c]","[c]"
"In post","2021","London","Food Standards Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","London","Food Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","London","Food Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","London","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Food Standards Agency","White","330","320","43310","40960"
"In post","2021","London","Foreign, Commonwealth and Development Office","Asian","320","310","42620","37100"
"In post","2021","London","Foreign, Commonwealth and Development Office","Black","170","170","37440","35140"
"In post","2021","London","Foreign, Commonwealth and Development Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","London","Foreign, Commonwealth and Development Office","Mixed","170","170","45390","38630"
"In post","2021","London","Foreign, Commonwealth and Development Office","Other ethnicity","60","50","44260","37610"
"In post","2021","London","Foreign, Commonwealth and Development Office","Undeclared","160","160","49120","44110"
"In post","2021","London","Foreign, Commonwealth and Development Office","Unknown","640","630","48380","48860"
"In post","2021","London","Foreign, Commonwealth and Development Office","White","2710","2640","51590","50350"
"In post","2021","London","HM Land Registry","Asian","40","40","[c]","[c]"
"In post","2021","London","HM Land Registry","Black","[c]","[c]","[c]","[c]"
"In post","2021","London","HM Land Registry","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","London","HM Land Registry","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","London","HM Land Registry","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","London","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","HM Land Registry","Unknown","70","70","42980","37290"
