"Status","Year","Parent_department","Sex","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Food Standards Agency","Female","No function","340","340","38090","37350"
"In post","2021","Food Standards Agency","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Female","Property","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Female","Security","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Male","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Male","Counter Fraud","40","40","[c]","[c]"
"In post","2021","Food Standards Agency","Male","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Food Standards Agency","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Male","No function","610","590","33870","29090"
"In post","2021","Food Standards Agency","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Male","Property","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Male","Security","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Female","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Female","Commercial","110","110","39990","38500"
"In post","2021","Foreign, Commonwealth and Development Office","Female","Communications","80","80","47100","42200"
"In post","2021","Foreign, Commonwealth and Development Office","Female","Digital, Data & Technology","120","110","39350","36640"
"In post","2021","Foreign, Commonwealth and Development Office","Female","Finance","160","150","42360","38230"
"In post","2021","Foreign, Commonwealth and Development Office","Female","Human Resources","210","200","41680","37300"
"In post","2021","Foreign, Commonwealth and Development Office","Female","Internal Audit","40","40","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Female","Legal","50","40","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Female","No function","1760","1720","45720","38860"
"In post","2021","Foreign, Commonwealth and Development Office","Female","Project Delivery","1210","1160","49790","52430"
"In post","2021","Foreign, Commonwealth and Development Office","Female","Property","90","90","39880","34290"
"In post","2021","Foreign, Commonwealth and Development Office","Female","Security","170","170","40290","36360"
"In post","2021","Foreign, Commonwealth and Development Office","Female","Unknown","200","200","48240","42200"
"In post","2021","Foreign, Commonwealth and Development Office","Male","Analysis","50","40","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Male","Commercial","80","70","44360","41160"
"In post","2021","Foreign, Commonwealth and Development Office","Male","Communications","60","60","48880","46410"
"In post","2021","Foreign, Commonwealth and Development Office","Male","Digital, Data & Technology","250","240","41990","39190"
"In post","2021","Foreign, Commonwealth and Development Office","Male","Finance","140","140","43030","39260"
"In post","2021","Foreign, Commonwealth and Development Office","Male","Human Resources","80","70","48620","46760"
"In post","2021","Foreign, Commonwealth and Development Office","Male","Internal Audit","30","30","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Male","Legal","80","60","58100","58320"
"In post","2021","Foreign, Commonwealth and Development Office","Male","No function","1920","1910","49940","44880"
"In post","2021","Foreign, Commonwealth and Development Office","Male","Project Delivery","850","840","53640","55060"
"In post","2021","Foreign, Commonwealth and Development Office","Male","Property","380","380","41850","40490"
"In post","2021","Foreign, Commonwealth and Development Office","Male","Security","390","390","39760","34770"
"In post","2021","Foreign, Commonwealth and Development Office","Male","Unknown","130","130","55120","54450"
"In post","2021","HM Land Registry","Female","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Female","Digital, Data & Technology","240","210","37460","38450"
"In post","2021","HM Land Registry","Female","Finance","30","30","[c]","[c]"
"In post","2021","HM Land Registry","Female","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Female","Human Resources","70","60","38190","33840"
"In post","2021","HM Land Registry","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Female","Legal","160","140","48960","57000"
"In post","2021","HM Land Registry","Female","No function","3180","2780","27860","27130"
"In post","2021","HM Land Registry","Female","Project Delivery","80","70","40820","38550"
"In post","2021","HM Land Registry","Female","Property","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Male","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Male","Digital, Data & Technology","440","420","38350","38450"
"In post","2021","HM Land Registry","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Male","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Male","Legal","100","90","53190","58760"
"In post","2021","HM Land Registry","Male","No function","1850","1730","29070","27130"
"In post","2021","HM Land Registry","Male","Project Delivery","70","70","40930","38550"
"In post","2021","HM Land Registry","Male","Property","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","Female","Analysis","310","290","44340","38630"
"In post","2021","HM Revenue and Customs","Female","Commercial","80","70","34640","31960"
"In post","2021","HM Revenue and Customs","Female","Communications","2010","1880","29800","25560"
"In post","2021","HM Revenue and Customs","Female","Counter Fraud","4190","3800","31820","29570"
"In post","2021","HM Revenue and Customs","Female","Debt","2640","2280","23280","21440"
"In post","2021","HM Revenue and Customs","Female","Digital, Data & Technology","1050","990","38690","34170"
"In post","2021","HM Revenue and Customs","Female","Finance","1450","1230","30900","25560"
"In post","2021","HM Revenue and Customs","Female","Human Resources","1080","990","36060","31810"
"In post","2021","HM Revenue and Customs","Female","Internal Audit","40","40","[c]","[c]"
"In post","2021","HM Revenue and Customs","Female","Legal","690","630","39660","31810"
"In post","2021","HM Revenue and Customs","Female","No function","17220","14770","27420","21440"
"In post","2021","HM Revenue and Customs","Female","Project Delivery","2460","2280","42090","38630"
"In post","2021","HM Revenue and Customs","Female","Property","1780","1590","31140","26500"
"In post","2021","HM Revenue and Customs","Female","Security","70","60","36980","38630"
"In post","2021","HM Revenue and Customs","Male","Analysis","380","380","44180","38630"
"In post","2021","HM Revenue and Customs","Male","Commercial","70","70","39250","38630"
"In post","2021","HM Revenue and Customs","Male","Communications","2170","2130","28840","25560"
"In post","2021","HM Revenue and Customs","Male","Counter Fraud","4650","4490","34360","31810"
"In post","2021","HM Revenue and Customs","Male","Debt","2010","1930","23040","20140"
"In post","2021","HM Revenue and Customs","Male","Digital, Data & Technology","1650","1600","39710","38630"
"In post","2021","HM Revenue and Customs","Male","Finance","1030","990","35720","31810"
"In post","2021","HM Revenue and Customs","Male","Human Resources","580","560","34720","31810"
"In post","2021","HM Revenue and Customs","Male","Internal Audit","30","30","[c]","[c]"
"In post","2021","HM Revenue and Customs","Male","Legal","590","580","40980","35000"
"In post","2021","HM Revenue and Customs","Male","No function","14310","13620","29660","25560"
"In post","2021","HM Revenue and Customs","Male","Project Delivery","2100","2030","45710","39450"
"In post","2021","HM Revenue and Customs","Male","Property","1730","1660","35690","32100"
"In post","2021","HM Revenue and Customs","Male","Security","120","110","43150","38630"
"In post","2021","HM Treasury","Female","Analysis","50","50","57500","54170"
"In post","2021","HM Treasury","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Female","Debt","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Female","Finance","60","50","48070","48780"
"In post","2021","HM Treasury","Female","Human Resources","80","80","41050","37900"
"In post","2021","HM Treasury","Female","Internal Audit","160","150","47970","44380"
"In post","2021","HM Treasury","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Female","No function","790","760","45930","41150"
"In post","2021","HM Treasury","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Female","Property","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Female","Security","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Female","Unknown","60","60","40770","35210"
"In post","2021","HM Treasury","Male","Analysis","110","100","51590","52530"
"In post","2021","HM Treasury","Male","Commercial","[c]","[c]","[c]","[c]"
