"Status","Year","Parent_department","Ethnicity","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Transport","Unknown","Undeclared","660","640","42730","37010"
"In post","2021","Department for Transport","Unknown","Unknown","1420","1350","26970","26350"
"In post","2021","Department for Transport","White","Declared disabled","1220","1060","29020","26700"
"In post","2021","Department for Transport","White","Declared non-disabled","9440","8690","33160","26780"
"In post","2021","Department for Transport","White","Undeclared","530","480","28630","26470"
"In post","2021","Department for Transport","White","Unknown","350","330","34220","30470"
"In post","2021","Department for Work and Pensions","Asian","Declared disabled","990","880","27800","27570"
"In post","2021","Department for Work and Pensions","Asian","Declared non-disabled","6000","5410","27900","27570"
"In post","2021","Department for Work and Pensions","Asian","Undeclared","350","320","27990","27570"
"In post","2021","Department for Work and Pensions","Asian","Unknown","60","60","29970","27570"
"In post","2021","Department for Work and Pensions","Black","Declared disabled","580","530","29360","30330"
"In post","2021","Department for Work and Pensions","Black","Declared non-disabled","3120","2960","29220","29540"
"In post","2021","Department for Work and Pensions","Black","Undeclared","160","150","28970","30690"
"In post","2021","Department for Work and Pensions","Black","Unknown","30","30","[c]","[c]"
"In post","2021","Department for Work and Pensions","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Chinese","Declared non-disabled","130","120","29150","27570"
"In post","2021","Department for Work and Pensions","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Mixed","Declared disabled","340","310","27830","27570"
"In post","2021","Department for Work and Pensions","Mixed","Declared non-disabled","1200","1130","28560","27570"
"In post","2021","Department for Work and Pensions","Mixed","Undeclared","80","80","28230","27570"
"In post","2021","Department for Work and Pensions","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Other ethnicity","Declared disabled","100","100","29120","27570"
"In post","2021","Department for Work and Pensions","Other ethnicity","Declared non-disabled","350","330","30380","27570"
"In post","2021","Department for Work and Pensions","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Undeclared","Declared disabled","680","600","27200","27570"
"In post","2021","Department for Work and Pensions","Undeclared","Declared non-disabled","3140","2740","28050","27570"
"In post","2021","Department for Work and Pensions","Undeclared","Undeclared","700","660","30460","27570"
"In post","2021","Department for Work and Pensions","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Unknown","Declared disabled","200","170","27480","27570"
"In post","2021","Department for Work and Pensions","Unknown","Declared non-disabled","3190","2830","28260","27570"
"In post","2021","Department for Work and Pensions","Unknown","Undeclared","90","90","30560","27570"
"In post","2021","Department for Work and Pensions","Unknown","Unknown","2810","2700","29080","27570"
"In post","2021","Department for Work and Pensions","White","Declared disabled","12640","11050","27140","27570"
"In post","2021","Department for Work and Pensions","White","Declared non-disabled","53420","47680","28170","27570"
"In post","2021","Department for Work and Pensions","White","Undeclared","2780","2560","27400","27570"
"In post","2021","Department for Work and Pensions","White","Unknown","300","270","27150","27570"
"In post","2021","Department of Health and Social Care","Asian","Declared disabled","40","40","[c]","[c]"
"In post","2021","Department of Health and Social Care","Asian","Declared non-disabled","700","650","40590","33100"
"In post","2021","Department of Health and Social Care","Asian","Undeclared","40","40","[c]","[c]"
"In post","2021","Department of Health and Social Care","Asian","Unknown","370","360","46110","37880"
"In post","2021","Department of Health and Social Care","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Black","Declared non-disabled","450","420","37400","32790"
"In post","2021","Department of Health and Social Care","Black","Undeclared","30","30","[c]","[c]"
"In post","2021","Department of Health and Social Care","Black","Unknown","170","160","44030","36230"
"In post","2021","Department of Health and Social Care","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Chinese","Declared non-disabled","50","50","49100","42190"
"In post","2021","Department of Health and Social Care","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Chinese","Unknown","40","40","[c]","[c]"
"In post","2021","Department of Health and Social Care","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Mixed","Declared non-disabled","210","190","40000","36690"
"In post","2021","Department of Health and Social Care","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Mixed","Unknown","100","100","45220","41010"
"In post","2021","Department of Health and Social Care","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Other ethnicity","Declared non-disabled","60","50","48830","41200"
"In post","2021","Department of Health and Social Care","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Other ethnicity","Unknown","60","50","55000","43790"
"In post","2021","Department of Health and Social Care","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Undeclared","Declared non-disabled","70","70","40620","37330"
"In post","2021","Department of Health and Social Care","Undeclared","Undeclared","170","150","47250","40070"
"In post","2021","Department of Health and Social Care","Undeclared","Unknown","310","290","46580","42210"
"In post","2021","Department of Health and Social Care","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Unknown","Declared non-disabled","80","70","42450","34980"
"In post","2021","Department of Health and Social Care","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Unknown","Unknown","1870","1840","45890","40650"
"In post","2021","Department of Health and Social Care","White","Declared disabled","400","380","42140","36820"
"In post","2021","Department of Health and Social Care","White","Declared non-disabled","4250","3920","45150","40070"
"In post","2021","Department of Health and Social Care","White","Undeclared","280","240","47340","40680"
"In post","2021","Department of Health and Social Care","White","Unknown","1880","1790","48890","42410"
"In post","2021","ESTYN","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","White","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","White","Declared non-disabled","100","90","58100","74730"
"In post","2021","ESTYN","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Asian","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Food Standards Agency","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Black","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Black","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Food Standards Agency","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Unknown","Undeclared","50","40","[c]","[c]"
"In post","2021","Food Standards Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","White","Declared disabled","60","50","35130","30810"
"In post","2021","Food Standards Agency","White","Declared non-disabled","710","680","36740","30810"
"In post","2021","Food Standards Agency","White","Undeclared","310","300","38280","37350"
"In post","2021","Food Standards Agency","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Asian","Declared disabled","40","40","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Asian","Declared non-disabled","370","360","42850","37620"
"In post","2021","Foreign, Commonwealth and Development Office","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Asian","Unknown","50","40","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Black","Declared disabled","40","40","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Black","Declared non-disabled","190","190","38860","34770"
"In post","2021","Foreign, Commonwealth and Development Office","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
