"Status","Year","Function_of_post","Sex","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Property","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Male","20-29","130","130","26330","24500"
"New entrant CS","2021","Property","Male","30-39","100","90","32800","30000"
"New entrant CS","2021","Property","Male","40-49","80","80","37030","33000"
"New entrant CS","2021","Property","Male","50-59","110","110","37430","33300"
"New entrant CS","2021","Property","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Female","20-29","90","90","23640","23090"
"New entrant CS","2021","Security","Female","30-39","60","60","26550","24620"
"New entrant CS","2021","Security","Female","40-49","40","40","[c]","[c]"
"New entrant CS","2021","Security","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Male","20-29","190","190","23950","23540"
"New entrant CS","2021","Security","Male","30-39","130","130","27450","25390"
"New entrant CS","2021","Security","Male","40-49","110","110","30060","25540"
"New entrant CS","2021","Security","Male","50-59","150","150","30410","26350"
"New entrant CS","2021","Security","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","16-19","170","170","22480","21010"
"New entrant CS","2021","Unknown","Female","20-29","4730","4670","26800","27570"
"New entrant CS","2021","Unknown","Female","30-39","3170","3020","28860","27570"
"New entrant CS","2021","Unknown","Female","40-49","2490","2380","29190","27570"
"New entrant CS","2021","Unknown","Female","50-59","2240","2160","27890","27570"
"New entrant CS","2021","Unknown","Female","60-64","360","350","25990","27570"
"New entrant CS","2021","Unknown","Female","65+","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","Male","16-19","120","120","22200","21010"
"New entrant CS","2021","Unknown","Male","20-29","3510","3490","26290","27570"
"New entrant CS","2021","Unknown","Male","30-39","2340","2330","29070","27570"
"New entrant CS","2021","Unknown","Male","40-49","1860","1840","30120","27570"
"New entrant CS","2021","Unknown","Male","50-59","1600","1590","29340","27570"
"New entrant CS","2021","Unknown","Male","60-64","360","350","28810","27570"
"New entrant CS","2021","Unknown","Male","65+","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Female","20-29","470","460","30310","30710"
"New entrant CS","2022","Analysis","Female","30-39","140","130","38020","36500"
"New entrant CS","2022","Analysis","Female","40-49","60","50","39670","37220"
"New entrant CS","2022","Analysis","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Male","20-29","510","500","30520","30710"
"New entrant CS","2022","Analysis","Male","30-39","150","140","39080","36650"
"New entrant CS","2022","Analysis","Male","40-49","70","70","45380","39050"
"New entrant CS","2022","Analysis","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Female","20-29","200","190","30410","27500"
"New entrant CS","2022","Commercial","Female","30-39","160","150","41840","36500"
"New entrant CS","2022","Commercial","Female","40-49","120","100","47200","40000"
"New entrant CS","2022","Commercial","Female","50-59","60","60","50430","43810"
"New entrant CS","2022","Commercial","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","20-29","150","140","29220","26670"
"New entrant CS","2022","Commercial","Male","30-39","120","110","49070","40350"
"New entrant CS","2022","Commercial","Male","40-49","90","90","60650","56590"
"New entrant CS","2022","Commercial","Male","50-59","70","60","62060","61710"
"New entrant CS","2022","Commercial","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","20-29","400","390","29140","26590"
"New entrant CS","2022","Communications","Female","30-39","220","210","33610","30350"
"New entrant CS","2022","Communications","Female","40-49","110","100","36170","29760"
"New entrant CS","2022","Communications","Female","50-59","70","70","31910","26820"
"New entrant CS","2022","Communications","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","20-29","330","320","28130","26590"
"New entrant CS","2022","Communications","Male","30-39","210","210","30420","26590"
"New entrant CS","2022","Communications","Male","40-49","90","90","33190","26590"
"New entrant CS","2022","Communications","Male","50-59","50","40","[c]","[c]"
"New entrant CS","2022","Communications","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","20-29","370","360","26480","26590"
"New entrant CS","2022","Counter Fraud","Female","30-39","230","220","27140","26590"
"New entrant CS","2022","Counter Fraud","Female","40-49","130","120","27320","27570"
"New entrant CS","2022","Counter Fraud","Female","50-59","90","90","25920","26360"
"New entrant CS","2022","Counter Fraud","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","20-29","280","280","26490","26590"
"New entrant CS","2022","Counter Fraud","Male","30-39","220","220","28320","26630"
"New entrant CS","2022","Counter Fraud","Male","40-49","130","130","28260","27570"
"New entrant CS","2022","Counter Fraud","Male","50-59","110","100","28950","27570"
"New entrant CS","2022","Counter Fraud","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Female","20-29","260","250","21410","21250"
"New entrant CS","2022","Debt","Female","30-39","150","140","21490","21250"
"New entrant CS","2022","Debt","Female","40-49","100","100","21860","21250"
"New entrant CS","2022","Debt","Female","50-59","70","70","22000","21260"
"New entrant CS","2022","Debt","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Male","20-29","190","190","21650","21250"
"New entrant CS","2022","Debt","Male","30-39","120","120","22030","21250"
"New entrant CS","2022","Debt","Male","40-49","50","40","[c]","[c]"
"New entrant CS","2022","Debt","Male","50-59","30","30","[c]","[c]"
"New entrant CS","2022","Debt","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Female","20-29","440","430","31420","29360"
"New entrant CS","2022","Digital, Data & Technology","Female","30-39","340","330","38870","36700"
"New entrant CS","2022","Digital, Data & Technology","Female","40-49","220","210","40440","37450"
"New entrant CS","2022","Digital, Data & Technology","Female","50-59","100","90","40670","37300"
"New entrant CS","2022","Digital, Data & Technology","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Male","20-29","600","600","30770","29010"
"New entrant CS","2022","Digital, Data & Technology","Male","30-39","530","520","39370","36740"
"New entrant CS","2022","Digital, Data & Technology","Male","40-49","360","350","44870","41870"
"New entrant CS","2022","Digital, Data & Technology","Male","50-59","230","230","45620","42510"
"New entrant CS","2022","Digital, Data & Technology","Male","60-64","30","30","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Female","20-29","230","220","29570","27270"
"New entrant CS","2022","Finance","Female","30-39","190","170","34570","32790"
"New entrant CS","2022","Finance","Female","40-49","120","110","38390","36500"
"New entrant CS","2022","Finance","Female","50-59","80","70","38110","33950"
"New entrant CS","2022","Finance","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Male","20-29","230","210","28720","26750"
"New entrant CS","2022","Finance","Male","30-39","140","130","37310","36050"
"New entrant CS","2022","Finance","Male","40-49","90","80","38730","36050"
"New entrant CS","2022","Finance","Male","50-59","60","50","43150","42330"
"New entrant CS","2022","Finance","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Female","20-29","110","100","21550","21300"
"New entrant CS","2022","Grants Management","Female","30-39","80","70","21430","21300"
"New entrant CS","2022","Grants Management","Female","40-49","50","50","21700","21300"
"New entrant CS","2022","Grants Management","Female","50-59","50","40","[c]","[c]"
"New entrant CS","2022","Grants Management","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Male","20-29","100","100","21960","21300"
"New entrant CS","2022","Grants Management","Male","30-39","50","50","[c]","[c]"
"New entrant CS","2022","Grants Management","Male","40-49","30","30","[c]","[c]"
"New entrant CS","2022","Grants Management","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Female","20-29","370","350","26510","26130"
"New entrant CS","2022","Human Resources","Female","30-39","220","210","33660","30730"
"New entrant CS","2022","Human Resources","Female","40-49","200","190","36500","33000"
"New entrant CS","2022","Human Resources","Female","50-59","130","120","38970","33180"
"New entrant CS","2022","Human Resources","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Male","20-29","170","160","27790","26810"
"New entrant CS","2022","Human Resources","Male","30-39","110","100","36410","31990"
"New entrant CS","2022","Human Resources","Male","40-49","70","60","39870","32790"
"New entrant CS","2022","Human Resources","Male","50-59","50","50","[c]","[c]"
"New entrant CS","2022","Human Resources","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Female","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Male","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Female","20-29","430","420","28140","26200"
"New entrant CS","2022","Legal","Female","30-39","240","230","42200","43920"
"New entrant CS","2022","Legal","Female","40-49","140","120","47080","50500"
"New entrant CS","2022","Legal","Female","50-59","40","40","[c]","[c]"
"New entrant CS","2022","Legal","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Male","20-29","160","160","30310","26950"
"New entrant CS","2022","Legal","Male","30-39","120","120","43730","46000"
"New entrant CS","2022","Legal","Male","40-49","60","60","48670","50500"
"New entrant CS","2022","Legal","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Female","16-19","310","300","21980","21260"
"New entrant CS","2022","No function","Female","20-29","10410","10210","25830","24250"
"New entrant CS","2022","No function","Female","30-39","5720","5370","28780","26590"
"New entrant CS","2022","No function","Female","40-49","4190","3900","30340","27570"
"New entrant CS","2022","No function","Female","50-59","3460","3230","29280","26710"
"New entrant CS","2022","No function","Female","60-64","840","740","28090","26310"
"New entrant CS","2022","No function","Female","65+","220","170","30470","27420"
"New entrant CS","2022","No function","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Male","16-19","280","260","21830","21260"
"New entrant CS","2022","No function","Male","20-29","6640","6570","26210","24830"
"New entrant CS","2022","No function","Male","30-39","4160","4100","29030","26880"
"New entrant CS","2022","No function","Male","40-49","2510","2450","31790","27570"
"New entrant CS","2022","No function","Male","50-59","2290","2190","30530","27570"
"New entrant CS","2022","No function","Male","60-64","640","580","30840","27890"
"New entrant CS","2022","No function","Male","65+","240","180","31100","28200"
"New entrant CS","2022","No function","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Female","20-29","310","300","28650","26350"
"New entrant CS","2022","Project Delivery","Female","30-39","240","230","35950","33080"
"New entrant CS","2022","Project Delivery","Female","40-49","180","170","39370","36780"
"New entrant CS","2022","Project Delivery","Female","50-59","100","100","35120","31960"
"New entrant CS","2022","Project Delivery","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Male","16-19","60","60","17720","17140"
"New entrant CS","2022","Project Delivery","Male","20-29","360","360","28310","27540"
"New entrant CS","2022","Project Delivery","Male","30-39","260","260","38190","38650"
"New entrant CS","2022","Project Delivery","Male","40-49","210","210","41190","39130"
"New entrant CS","2022","Project Delivery","Male","50-59","210","210","46430","42000"
"New entrant CS","2022","Project Delivery","Male","60-64","30","30","[c]","[c]"
"New entrant CS","2022","Project Delivery","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Female","20-29","210","210","27180","25000"
"New entrant CS","2022","Property","Female","30-39","130","130","32040","26350"
"New entrant CS","2022","Property","Female","40-49","100","90","33310","26350"
"New entrant CS","2022","Property","Female","50-59","60","60","31010","22010"
"New entrant CS","2022","Property","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Male","20-29","170","170","27850","25750"
"New entrant CS","2022","Property","Male","30-39","130","120","34060","29360"
"New entrant CS","2022","Property","Male","40-49","130","130","40860","38360"
"New entrant CS","2022","Property","Male","50-59","120","120","37990","33000"
"New entrant CS","2022","Property","Male","60-64","30","30","[c]","[c]"
"New entrant CS","2022","Property","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Female","20-29","100","100","26990","25640"
"New entrant CS","2022","Security","Female","30-39","50","50","30150","27700"
"New entrant CS","2022","Security","Female","40-49","40","40","[c]","[c]"
"New entrant CS","2022","Security","Female","50-59","30","30","[c]","[c]"
"New entrant CS","2022","Security","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Male","20-29","230","230","26090","25000"
"New entrant CS","2022","Security","Male","30-39","150","150","29770","25540"
"New entrant CS","2022","Security","Male","40-49","100","100","33610","26350"
"New entrant CS","2022","Security","Male","50-59","130","130","30400","25380"
"New entrant CS","2022","Security","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","16-19","70","70","22380","21260"
"New entrant CS","2022","Unknown","Female","20-29","1990","1940","26760","25770"
"New entrant CS","2022","Unknown","Female","30-39","1370","1300","31200","27300"
"New entrant CS","2022","Unknown","Female","40-49","970","930","33200","27570"
"New entrant CS","2022","Unknown","Female","50-59","740","690","32390","27570"
"New entrant CS","2022","Unknown","Female","60-64","90","80","28600","24880"
"New entrant CS","2022","Unknown","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","16-19","60","60","21000","21050"
"New entrant CS","2022","Unknown","Male","20-29","1540","1520","26630","24880"
"New entrant CS","2022","Unknown","Male","30-39","1140","1130","31570","27570"
"New entrant CS","2022","Unknown","Male","40-49","720","710","34840","28650"
"New entrant CS","2022","Unknown","Male","50-59","750","690","33960","30450"
"New entrant CS","2022","Unknown","Male","60-64","140","120","33270","31540"
"New entrant CS","2022","Unknown","Male","65+","30","30","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","Home Office, Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any functions information for their employees.","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Age","Age in 10 year bands.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
