"Status","Year","Responsibility_level","Region_ITL2","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","G6/G7","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bedfordshire and Hertfordshire","Unknown","80","70","59050","53970"
"In post","2021","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","60","50","58730","56540"
"In post","2021","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","520","480","60120","57460"
"In post","2021","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","40","40","[c]","[c]"
"In post","2021","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","Unknown","160","140","60400","56170"
"In post","2021","G6/G7","Cheshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cheshire","Declared non-disabled","130","130","56780","55080"
"In post","2021","G6/G7","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cheshire","Unknown","40","30","[c]","[c]"
"In post","2021","G6/G7","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cornwall and Isles of Scilly","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","G6/G7","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cumbria","Declared non-disabled","60","60","53560","51470"
"In post","2021","G6/G7","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Derbyshire and Nottinghamshire","Declared disabled","100","90","57290","52590"
"In post","2021","G6/G7","Derbyshire and Nottinghamshire","Declared non-disabled","850","810","57460","53430"
"In post","2021","G6/G7","Derbyshire and Nottinghamshire","Undeclared","40","40","[c]","[c]"
"In post","2021","G6/G7","Derbyshire and Nottinghamshire","Unknown","150","150","56240","52580"
"In post","2021","G6/G7","Devon","Declared disabled","30","30","[c]","[c]"
"In post","2021","G6/G7","Devon","Declared non-disabled","750","710","54610","51960"
"In post","2021","G6/G7","Devon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Devon","Unknown","40","40","[c]","[c]"
"In post","2021","G6/G7","Dorset and Somerset","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Dorset and Somerset","Declared non-disabled","130","120","57950","54430"
"In post","2021","G6/G7","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Dorset and Somerset","Unknown","50","50","61270","58110"
"In post","2021","G6/G7","East Anglia","Declared disabled","50","50","57650","54540"
"In post","2021","G6/G7","East Anglia","Declared non-disabled","480","460","59020","55610"
"In post","2021","G6/G7","East Anglia","Undeclared","50","40","[c]","[c]"
"In post","2021","G6/G7","East Anglia","Unknown","150","150","56720","54540"
"In post","2021","G6/G7","East Wales","Declared disabled","170","160","57760","57130"
"In post","2021","G6/G7","East Wales","Declared non-disabled","1800","1720","58260","58210"
"In post","2021","G6/G7","East Wales","Undeclared","70","70","58370","57130"
"In post","2021","G6/G7","East Wales","Unknown","380","360","54970","52580"
"In post","2021","G6/G7","East Yorkshire and Northern Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Yorkshire and Northern Lincolnshire","Declared non-disabled","60","60","61330","58040"
"In post","2021","G6/G7","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Eastern Scotland","Declared disabled","190","180","60830","61010"
"In post","2021","G6/G7","Eastern Scotland","Declared non-disabled","1530","1450","62140","61010"
"In post","2021","G6/G7","Eastern Scotland","Undeclared","60","50","59490","60560"
"In post","2021","G6/G7","Eastern Scotland","Unknown","790","760","61460","61010"
"In post","2021","G6/G7","Essex","Declared disabled","30","30","[c]","[c]"
"In post","2021","G6/G7","Essex","Declared non-disabled","200","190","58830","52820"
"In post","2021","G6/G7","Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Essex","Unknown","40","40","[c]","[c]"
"In post","2021","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","390","370","55960","54540"
"In post","2021","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","3580","3450","56230","54540"
"In post","2021","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","380","360","55580","54540"
"In post","2021","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","770","730","55910","54540"
"In post","2021","G6/G7","Greater Manchester","Declared disabled","170","170","55530","52580"
"In post","2021","G6/G7","Greater Manchester","Declared non-disabled","1510","1470","57180","52630"
"In post","2021","G6/G7","Greater Manchester","Undeclared","100","90","55290","52580"
"In post","2021","G6/G7","Greater Manchester","Unknown","310","300","55370","52580"
"In post","2021","G6/G7","Hampshire and Isle of Wight","Declared disabled","150","140","54250","51820"
"In post","2021","G6/G7","Hampshire and Isle of Wight","Declared non-disabled","1240","1180","56230","54540"
"In post","2021","G6/G7","Hampshire and Isle of Wight","Undeclared","170","160","53970","49510"
"In post","2021","G6/G7","Hampshire and Isle of Wight","Unknown","320","300","56570","53850"
"In post","2021","G6/G7","Herefordshire, Worcestershire and Warwickshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","70","60","58390","52640"
"In post","2021","G6/G7","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Highlands and Islands","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","G6/G7","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Inner London - East","Declared disabled","240","230","60670","59160"
"In post","2021","G6/G7","Inner London - East","Declared non-disabled","2590","2500","61820","59250"
"In post","2021","G6/G7","Inner London - East","Undeclared","180","170","60990","59160"
"In post","2021","G6/G7","Inner London - East","Unknown","750","720","62000","59160"
"In post","2021","G6/G7","Inner London - West","Declared disabled","1620","1570","60030","58600"
"In post","2021","G6/G7","Inner London - West","Declared non-disabled","14680","14160","60250","58200"
"In post","2021","G6/G7","Inner London - West","Undeclared","1180","1160","60290","58470"
"In post","2021","G6/G7","Inner London - West","Unknown","4220","4110","59610","57430"
"In post","2021","G6/G7","Kent","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Kent","Declared non-disabled","190","180","56960","53460"
"In post","2021","G6/G7","Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Kent","Unknown","50","40","[c]","[c]"
"In post","2021","G6/G7","Lancashire","Declared disabled","60","60","54830","52670"
"In post","2021","G6/G7","Lancashire","Declared non-disabled","600","570","56920","53450"
"In post","2021","G6/G7","Lancashire","Undeclared","40","30","[c]","[c]"
"In post","2021","G6/G7","Lancashire","Unknown","70","70","55290","52580"
"In post","2021","G6/G7","Leicestershire, Rutland and Northamptonshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","150","140","58180","55610"
"In post","2021","G6/G7","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Lincolnshire","Declared non-disabled","60","60","59080","55610"
"In post","2021","G6/G7","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Merseyside","Declared disabled","130","120","55170","52590"
"In post","2021","G6/G7","Merseyside","Declared non-disabled","940","900","56060","52920"
"In post","2021","G6/G7","Merseyside","Undeclared","60","60","57480","53430"
"In post","2021","G6/G7","Merseyside","Unknown","300","290","54500","52580"
"In post","2021","G6/G7","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","North Eastern Scotland","Declared non-disabled","90","90","66770","61060"
"In post","2021","G6/G7","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","North Yorkshire","Declared disabled","60","60","57180","55610"
"In post","2021","G6/G7","North Yorkshire","Declared non-disabled","530","510","58830","55610"
"In post","2021","G6/G7","North Yorkshire","Undeclared","30","30","[c]","[c]"
"In post","2021","G6/G7","North Yorkshire","Unknown","70","60","58820","55610"
"In post","2021","G6/G7","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Northern Ireland","Declared non-disabled","180","170","56070","52580"
"In post","2021","G6/G7","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Northern Ireland","Unknown","40","30","[c]","[c]"
"In post","2021","G6/G7","Northumberland and Tyne and Wear","Declared disabled","110","100","54340","52580"
"In post","2021","G6/G7","Northumberland and Tyne and Wear","Declared non-disabled","1240","1200","54600","52580"
"In post","2021","G6/G7","Northumberland and Tyne and Wear","Undeclared","80","80","54570","52580"
"In post","2021","G6/G7","Northumberland and Tyne and Wear","Unknown","250","240","53920","52580"
"In post","2021","G6/G7","Outer London - East and North East","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Outer London - East and North East","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Outer London - South","Declared disabled","130","120","63690","61640"
"In post","2021","G6/G7","Outer London - South","Declared non-disabled","1200","1170","63500","61090"
"In post","2021","G6/G7","Outer London - South","Undeclared","90","90","63780","61030"
"In post","2021","G6/G7","Outer London - South","Unknown","170","170","62840","59320"
"In post","2021","G6/G7","Outer London - West and North West","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Outer London - West and North West","Declared non-disabled","330","320","58760","57630"
"In post","2021","G6/G7","Outer London - West and North West","Undeclared","40","30","[c]","[c]"
"In post","2021","G6/G7","Outer London - West and North West","Unknown","170","160","59460","55930"
"In post","2021","G6/G7","Overseas","Declared disabled","90","90","60260","58330"
"In post","2021","G6/G7","Overseas","Declared non-disabled","880","870","59790","57790"
"In post","2021","G6/G7","Overseas","Undeclared","50","50","60290","57400"
"In post","2021","G6/G7","Overseas","Unknown","310","310","60110","58030"
"In post","2021","G6/G7","Shropshire and Staffordshire","Declared disabled","50","40","[c]","[c]"
"In post","2021","G6/G7","Shropshire and Staffordshire","Declared non-disabled","320","310","57750","53500"
"In post","2021","G6/G7","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Shropshire and Staffordshire","Unknown","110","100","58360","52600"
"In post","2021","G6/G7","South Yorkshire","Declared disabled","110","100","55400","52280"
"In post","2021","G6/G7","South Yorkshire","Declared non-disabled","900","860","55780","52280"
"In post","2021","G6/G7","South Yorkshire","Undeclared","50","50","55940","52310"
"In post","2021","G6/G7","South Yorkshire","Unknown","110","100","55460","52060"
"In post","2021","G6/G7","Southern Scotland","Declared disabled","40","40","[c]","[c]"
"In post","2021","G6/G7","Southern Scotland","Declared non-disabled","310","300","55850","53800"
"In post","2021","G6/G7","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Southern Scotland","Unknown","140","130","55010","52580"
"In post","2021","G6/G7","Surrey, East and West Sussex","Declared disabled","40","40","[c]","[c]"
