"Status","Year","Ethnicity","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Mixed","Declared non-disabled","Commercial","60","60","36970","33300"
"In post","2021","Mixed","Declared non-disabled","Communications","90","80","42420","39270"
"In post","2021","Mixed","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Declared non-disabled","Digital, Data and Technology","160","160","42110","39460"
"In post","2021","Mixed","Declared non-disabled","Economics","70","70","45320","44030"
"In post","2021","Mixed","Declared non-disabled","Finance","120","110","42420","40000"
"In post","2021","Mixed","Declared non-disabled","Human Resources","120","110","40180","37000"
"In post","2021","Mixed","Declared non-disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Declared non-disabled","Intelligence Analysis","50","40","[c]","[c]"
"In post","2021","Mixed","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Declared non-disabled","International Trade","30","30","[c]","[c]"
"In post","2021","Mixed","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Declared non-disabled","Legal","210","200","50790","51250"
"In post","2021","Mixed","Declared non-disabled","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Declared non-disabled","Operational Delivery","1970","1850","29810","26810"
"In post","2021","Mixed","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Declared non-disabled","Other","200","190","34260","29310"
"In post","2021","Mixed","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Declared non-disabled","Policy","660","650","45660","41970"
"In post","2021","Mixed","Declared non-disabled","Project Delivery","200","190","42120","38630"
"In post","2021","Mixed","Declared non-disabled","Property","70","70","34820","32520"
"In post","2021","Mixed","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Declared non-disabled","Science and Engineering","150","150","36680","33540"
"In post","2021","Mixed","Declared non-disabled","Security","60","60","35890","35130"
"In post","2021","Mixed","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Declared non-disabled","Tax","160","150","35670","31810"
"In post","2021","Mixed","Declared non-disabled","Unknown","1520","1440","31220","27570"
"In post","2021","Mixed","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Undeclared","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Undeclared","Operational Delivery","160","150","29940","28280"
"In post","2021","Mixed","Undeclared","Other","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Undeclared","Policy","50","50","[c]","[c]"
"In post","2021","Mixed","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Undeclared","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Undeclared","Unknown","90","90","30520","27570"
"In post","2021","Mixed","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Legal","30","30","[c]","[c]"
"In post","2021","Mixed","Unknown","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Operational Delivery","210","190","30920","27660"
"In post","2021","Mixed","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Policy","80","80","45490","45200"
"In post","2021","Mixed","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Unknown","70","70","40180","35110"
"In post","2021","Other ethnicity","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared disabled","Operational Delivery","120","110","31950","30080"
"In post","2021","Other ethnicity","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared disabled","Other","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared disabled","Policy","40","30","[c]","[c]"
"In post","2021","Other ethnicity","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared disabled","Property","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared disabled","Security","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared disabled","Unknown","120","110","30350","28400"
"In post","2021","Other ethnicity","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared non-disabled","Digital, Data and Technology","60","60","41460","38900"
"In post","2021","Other ethnicity","Declared non-disabled","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared non-disabled","Finance","50","50","[c]","[c]"
"In post","2021","Other ethnicity","Declared non-disabled","Human Resources","40","40","[c]","[c]"
"In post","2021","Other ethnicity","Declared non-disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared non-disabled","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared non-disabled","Legal","80","70","57840","57170"
"In post","2021","Other ethnicity","Declared non-disabled","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared non-disabled","Operational Delivery","550","510","29580","26490"
"In post","2021","Other ethnicity","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared non-disabled","Other","90","80","32310","27690"
"In post","2021","Other ethnicity","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared non-disabled","Policy","190","190","45690","40050"
"In post","2021","Other ethnicity","Declared non-disabled","Project Delivery","60","60","41280","38860"
"In post","2021","Other ethnicity","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared non-disabled","Science and Engineering","50","50","[c]","[c]"
"In post","2021","Other ethnicity","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Declared non-disabled","Tax","40","40","[c]","[c]"
"In post","2021","Other ethnicity","Declared non-disabled","Unknown","440","400","32090","29290"
"In post","2021","Other ethnicity","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Undeclared","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Undeclared","Operational Delivery","60","60","31350","30420"
"In post","2021","Other ethnicity","Undeclared","Other","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Undeclared","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Undeclared","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Undeclared","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Finance","[c]","[c]","[c]","[c]"
