"Status","Year","Function_of_post","Organisation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Insolvency Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Insolvency Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Institute for Apprenticeships and Technical Education","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Institute for Apprenticeships and Technical Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Institute for Apprenticeships and Technical Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Legal Aid Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Legal Aid Agency","Declared non-disabled","130","130","38140","39280"
"In post","2021","Commercial","Legal Aid Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Met Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Met Office","Declared non-disabled","180","180","43300","40140"
"In post","2021","Commercial","Ministry of Defence (excl. agencies)","Declared disabled","190","180","35690","33300"
"In post","2021","Commercial","Ministry of Defence (excl. agencies)","Declared non-disabled","1070","1040","34580","33300"
"In post","2021","Commercial","Ministry of Defence (excl. agencies)","Undeclared","120","110","35970","33300"
"In post","2021","Commercial","Ministry of Defence (excl. agencies)","Unknown","160","150","37020","34640"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice (excl. agencies)","Declared non-disabled","150","150","33450","33240"
"In post","2021","Commercial","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","National Savings and Investments","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","National Savings and Investments","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Planning Inspectorate","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Planning Inspectorate","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Public Health England","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Public Health England","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Public Health England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Public Health England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Queen Elizabeth II Centre","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Queen Elizabeth II Centre","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Registers of Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Registers of Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Registers of Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scottish Courts and Tribunals Service","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scottish Courts and Tribunals Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scottish Prison Service","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scottish Prison Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scottish Prison Service","Unknown","70","70","29880","25870"
"In post","2021","Commercial","Serious Fraud Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Serious Fraud Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Submarine Delivery Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Submarine Delivery Agency","Declared non-disabled","100","100","40470","38200"
"In post","2021","Commercial","Submarine Delivery Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","The National Archives","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","UK Export Finance","Declared non-disabled","190","180","54290","50430"
"In post","2021","Commercial","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","UK Hydrographic Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","UK Hydrographic Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","UK Hydrographic Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","UK Intellectual Property Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","UK Intellectual Property Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","UK Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Valuation Office Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Valuation Office Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wilton Park","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wilton Park","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wilton Park","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Advisory, Conciliation and Arbitration Service","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Advisory, Conciliation and Arbitration Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cabinet Office (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cabinet Office (excl. agencies)","Declared non-disabled","210","200","47320","40850"
"In post","2021","Communications","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cabinet Office (excl. agencies)","Unknown","110","110","47040","42550"
"In post","2021","Communications","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Companies House","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Companies House","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Companies House","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Competition and Markets Authority","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Communications","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Commercial Service","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Commercial Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Office and Procurator Fiscal Service","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Office and Procurator Fiscal Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Prosecution Service","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Prosecution Service","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Communications","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Debt Management Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Debt Management Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Debt Management Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Defence Electronics and Components Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Defence Electronics and Components Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Defence Equipment and Support","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Defence Equipment and Support","Declared non-disabled","190","190","27880","23150"
"In post","2021","Communications","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Defence Equipment and Support","Unknown","50","40","[c]","[c]"
"In post","2021","Communications","Defence Science and Technology Laboratory","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Defence Science and Technology Laboratory","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Defence Science and Technology Laboratory","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","50","50","53420","46530"
