"Status","Year","Sex","Responsibility_level","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Female","EO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Female","EO","International Trade","60","60","27100","26510"
"In post","2022","Female","EO","Knowledge and Information Management","350","320","27760","27570"
"In post","2022","Female","EO","Legal","980","920","28330","27130"
"In post","2022","Female","EO","Medicine","220","190","32150","31530"
"In post","2022","Female","EO","Operational Delivery","50070","44560","27860","27570"
"In post","2022","Female","EO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Female","EO","Other","4840","4460","27350","27570"
"In post","2022","Female","EO","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Female","EO","Policy","1700","1630","28080","27850"
"In post","2022","Female","EO","Project Delivery","880","810","27060","26820"
"In post","2022","Female","EO","Property","760","690","27330","26880"
"In post","2022","Female","EO","Psychology","350","340","27140","26850"
"In post","2022","Female","EO","Science and Engineering","660","630","26150","26370"
"In post","2022","Female","EO","Security","350","330","29490","27570"
"In post","2022","Female","EO","Social Research","40","40","[c]","[c]"
"In post","2022","Female","EO","Statistics","100","90","28150","28310"
"In post","2022","Female","EO","Tax","2400","2200","27450","26820"
"In post","2022","Female","EO","Unknown","3040","2900","27930","27230"
"In post","2022","Female","EO","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Female","G6/G7","Commercial","590","570","56840","54110"
"In post","2022","Female","G6/G7","Communications","660","630","58280","56710"
"In post","2022","Female","G6/G7","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","G6/G7","Counter Fraud","60","50","58240","54760"
"In post","2022","Female","G6/G7","Digital, Data and Technology","1920","1860","57000","55210"
"In post","2022","Female","G6/G7","Economics","330","310","59660","57620"
"In post","2022","Female","G6/G7","Finance","1350","1300","58130","56570"
"In post","2022","Female","G6/G7","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Female","G6/G7","Human Resources","1460","1400","57770","55940"
"In post","2022","Female","G6/G7","Inspector of Education and Training","330","320","74790","75500"
"In post","2022","Female","G6/G7","Intelligence Analysis","90","80","58840","58230"
"In post","2022","Female","G6/G7","Internal Audit","100","90","58410","55230"
"In post","2022","Female","G6/G7","International Trade","300","300","55900","52190"
"In post","2022","Female","G6/G7","Knowledge and Information Management","160","150","56770","54540"
"In post","2022","Female","G6/G7","Legal","3910","3530","58850","57370"
"In post","2022","Female","G6/G7","Medicine","470","400","72280","74960"
"In post","2022","Female","G6/G7","Operational Delivery","4170","4030","57530","55130"
"In post","2022","Female","G6/G7","Operational Research","170","150","56030","56350"
"In post","2022","Female","G6/G7","Other","940","890","59040","57320"
"In post","2022","Female","G6/G7","Planning","30","30","[c]","[c]"
"In post","2022","Female","G6/G7","Planning Inspectors","130","110","56130","58810"
"In post","2022","Female","G6/G7","Policy","6770","6460","57800","55620"
"In post","2022","Female","G6/G7","Project Delivery","2120","2050","57090","55210"
"In post","2022","Female","G6/G7","Property","510","500","57120","55210"
"In post","2022","Female","G6/G7","Psychology","90","90","65240","65520"
"In post","2022","Female","G6/G7","Science and Engineering","980","910","55860","53620"
"In post","2022","Female","G6/G7","Security","160","160","58320","56860"
"In post","2022","Female","G6/G7","Social Research","240","230","57390","57290"
"In post","2022","Female","G6/G7","Statistics","380","350","57590","56500"
"In post","2022","Female","G6/G7","Tax","1170","1110","58980","55210"
"In post","2022","Female","G6/G7","Unknown","4250","4080","61140","61190"
"In post","2022","Female","G6/G7","Veterinarian","70","60","54600","54280"
"In post","2022","Female","SCS","Commercial","50","40","[c]","[c]"
"In post","2022","Female","SCS","Communications","60","60","87050","81850"
"In post","2022","Female","SCS","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Female","SCS","Digital, Data and Technology","90","90","88130","81550"
"In post","2022","Female","SCS","Economics","40","30","[c]","[c]"
"In post","2022","Female","SCS","Finance","140","140","86470","80650"
"In post","2022","Female","SCS","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Female","SCS","Human Resources","150","150","86650","79720"
"In post","2022","Female","SCS","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Female","SCS","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Female","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Female","SCS","International Trade","50","50","82110","75300"
"In post","2022","Female","SCS","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Female","SCS","Legal","220","210","86570","82500"
"In post","2022","Female","SCS","Medicine","200","170","103330","100750"
"In post","2022","Female","SCS","Operational Delivery","410","400","89070","80950"
"In post","2022","Female","SCS","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Female","SCS","Other","160","150","90920","83780"
"In post","2022","Female","SCS","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Female","SCS","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Female","SCS","Policy","940","890","83860","76990"
"In post","2022","Female","SCS","Project Delivery","170","160","86680","79990"
"In post","2022","Female","SCS","Property","30","30","[c]","[c]"
"In post","2022","Female","SCS","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Female","SCS","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Female","SCS","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","SCS","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Female","SCS","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Female","SCS","Tax","40","40","[c]","[c]"
"In post","2022","Female","SCS","Unknown","540","520","92280","83230"
"In post","2022","Female","SCS","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Female","SEO/HEO","Commercial","1940","1840","36770","36650"
"In post","2022","Female","SEO/HEO","Communications","1290","1240","37800","37710"
"In post","2022","Female","SEO/HEO","Corporate Finance","40","40","[c]","[c]"
"In post","2022","Female","SEO/HEO","Counter Fraud","660","620","34940","33720"
"In post","2022","Female","SEO/HEO","Digital, Data and Technology","3490","3340","37010","36500"
"In post","2022","Female","SEO/HEO","Economics","300","290","35640","34290"
"In post","2022","Female","SEO/HEO","Finance","3180","3040","37160","36410"
"In post","2022","Female","SEO/HEO","Geography","80","70","35810","33290"
"In post","2022","Female","SEO/HEO","Human Resources","2990","2830","36310","35530"
"In post","2022","Female","SEO/HEO","Inspector of Education and Training","340","330","50340","51360"
"In post","2022","Female","SEO/HEO","Intelligence Analysis","500","480","36230","35500"
"In post","2022","Female","SEO/HEO","Internal Audit","250","240","40180","40120"
"In post","2022","Female","SEO/HEO","International Trade","340","330","35900","35370"
"In post","2022","Female","SEO/HEO","Knowledge and Information Management","550","520","36400","35480"
"In post","2022","Female","SEO/HEO","Legal","2190","2020","39850","38890"
"In post","2022","Female","SEO/HEO","Medicine","560","500","39880","39030"
"In post","2022","Female","SEO/HEO","Operational Delivery","20570","19360","36110","34500"
"In post","2022","Female","SEO/HEO","Operational Research","220","210","36890","37930"
"In post","2022","Female","SEO/HEO","Other","3410","3230","35980","35050"
"In post","2022","Female","SEO/HEO","Planning","50","50","38730","38160"
"In post","2022","Female","SEO/HEO","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Female","SEO/HEO","Policy","8070","7780","37070","36650"
"In post","2022","Female","SEO/HEO","Project Delivery","4470","4230","36820","36840"
"In post","2022","Female","SEO/HEO","Property","1360","1290","36910","35310"
"In post","2022","Female","SEO/HEO","Psychology","810","780","37100","31600"
"In post","2022","Female","SEO/HEO","Science and Engineering","2290","2120","36340","37000"
"In post","2022","Female","SEO/HEO","Security","720","700","37740","36500"
"In post","2022","Female","SEO/HEO","Social Research","620","590","36560","37610"
"In post","2022","Female","SEO/HEO","Statistics","560","530","37200","37610"
"In post","2022","Female","SEO/HEO","Tax","3870","3640","36050","33370"
"In post","2022","Female","SEO/HEO","Unknown","6960","6720","36610","35540"
"In post","2022","Female","SEO/HEO","Veterinarian","160","140","39360","37480"
"In post","2022","Female","Unknown","Commercial","100","90","37610","37400"
"In post","2022","Female","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Finance","30","30","[c]","[c]"
"In post","2022","Female","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Operational Delivery","14630","13460","29740","28200"
"In post","2022","Female","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Other","260","260","32570","30780"
"In post","2022","Female","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Project Delivery","180","170","41250","39860"
"In post","2022","Female","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Science and Engineering","90","90","39650","33870"
"In post","2022","Female","Unknown","Security","50","40","[c]","[c]"
"In post","2022","Female","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","AA/AO","Commercial","150","140","22720","21640"
"In post","2022","Male","AA/AO","Communications","90","90","22350","21830"
"In post","2022","Male","AA/AO","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","AA/AO","Counter Fraud","490","460","22430","21260"
"In post","2022","Male","AA/AO","Digital, Data and Technology","390","380","21990","21380"
"In post","2022","Male","AA/AO","Economics","50","50","[c]","[c]"
"In post","2022","Male","AA/AO","Finance","330","310","22010","21380"
"In post","2022","Male","AA/AO","Geography","50","40","[c]","[c]"
"In post","2022","Male","AA/AO","Human Resources","330","320","22020","21410"
"In post","2022","Male","AA/AO","Intelligence Analysis","40","40","[c]","[c]"
"In post","2022","Male","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Male","AA/AO","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Male","AA/AO","Knowledge and Information Management","140","130","22350","21380"
"In post","2022","Male","AA/AO","Legal","110","110","22660","22080"
"In post","2022","Male","AA/AO","Medicine","40","30","[c]","[c]"
"In post","2022","Male","AA/AO","Operational Delivery","42900","40750","23930","21840"
"In post","2022","Male","AA/AO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Male","AA/AO","Other","4100","3990","21190","21170"
"In post","2022","Male","AA/AO","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Male","AA/AO","Policy","240","230","23970","24370"
"In post","2022","Male","AA/AO","Project Delivery","140","130","22060","21260"
"In post","2022","Male","AA/AO","Property","540","520","19730","19010"
"In post","2022","Male","AA/AO","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Male","AA/AO","Science and Engineering","780","770","21700","22200"
"In post","2022","Male","AA/AO","Security","4730","4640","27330","23540"
"In post","2022","Male","AA/AO","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Male","AA/AO","Statistics","30","30","[c]","[c]"
"In post","2022","Male","AA/AO","Tax","1580","1520","21340","21250"
"In post","2022","Male","AA/AO","Unknown","2350","2280","23400","22140"
"In post","2022","Male","AA/AO","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Male","EO","Commercial","340","340","26520","26520"
"In post","2022","Male","EO","Communications","250","250","27830","27350"
"In post","2022","Male","EO","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","EO","Counter Fraud","1430","1320","28220","27570"
"In post","2022","Male","EO","Digital, Data and Technology","2270","2210","27880","27570"
"In post","2022","Male","EO","Economics","70","70","27030","27340"
"In post","2022","Male","EO","Finance","850","840","26920","26670"
"In post","2022","Male","EO","Geography","90","90","27560","26740"
"In post","2022","Male","EO","Human Resources","480","470","27720","27380"
"In post","2022","Male","EO","Intelligence Analysis","770","740","27940","27370"
"In post","2022","Male","EO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Male","EO","International Trade","50","50","27730","26820"
"In post","2022","Male","EO","Knowledge and Information Management","230","230","27670","27570"
"In post","2022","Male","EO","Legal","880","860","28360","26820"
"In post","2022","Male","EO","Medicine","90","90","31110","31530"
"In post","2022","Male","EO","Operational Delivery","35170","33710","28540","27570"
"In post","2022","Male","EO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Male","EO","Other","3910","3830","27070","27570"
"In post","2022","Male","EO","Planning","[c]","[c]","[c]","[c]"
