"Status","Year","Responsibility_level","Ethnicity","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","AA/AO","Black","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Black","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Black","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Black","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Black","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Black","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Black","Tower Hamlets","90","80","23660","23500"
"In post","2021","AA/AO","Black","Tyneside","50","40","[c]","[c]"
"In post","2021","AA/AO","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Black","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Black","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Black","Wandsworth","150","140","29570","27490"
"In post","2021","AA/AO","Black","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Black","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Black","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Black","West Essex","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Black","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Black","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Black","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Black","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Black","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Black","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Black","Westminster","440","420","24220","23800"
"In post","2021","AA/AO","Black","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Black","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Black","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Black","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Black","York","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Brent","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Bromley","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Derby","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Luton","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Medway","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Powys","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Sandwell","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","West Essex","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chinese","York","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Birmingham","70","60","20640","20140"
"In post","2021","AA/AO","Mixed","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Brent","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Bromley","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mixed","Cardiff and Vale of Glamorgan","40","40","[c]","[c]"
"In post","2021","AA/AO","Mixed","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
