"Status","Year","Parent_department","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cabinet Office","South Teesside","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South West Wales","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Suffolk","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Swansea","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Telford and Wrekin","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Telford and Wrekin","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Tower Hamlets","Commercial","100","100","53630","54700"
"In post","2021","Cabinet Office","Tower Hamlets","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Tower Hamlets","Digital, Data & Technology","650","640","52720","54700"
"In post","2021","Cabinet Office","Tower Hamlets","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Tower Hamlets","No function","50","50","[c]","[c]"
"In post","2021","Cabinet Office","Tower Hamlets","Property","30","30","[c]","[c]"
"In post","2021","Cabinet Office","Tower Hamlets","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Tyneside","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Tyneside","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Tyneside","Human Resources","340","320","26930","23850"
"In post","2021","Cabinet Office","Tyneside","No function","30","30","[c]","[c]"
"In post","2021","Cabinet Office","Tyneside","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Tyneside","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Tyneside","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","No function","470","470","34850","32000"
"In post","2021","Cabinet Office","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Security","60","60","33480","33300"
"In post","2021","Cabinet Office","Warrington","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Cumbria","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Kent","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Sussex (North East)","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Westminster","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Westminster","Commercial","640","630","78260","69150"
"In post","2021","Cabinet Office","Westminster","Communications","320","320","47710","42990"
"In post","2021","Cabinet Office","Westminster","Counter Fraud","80","70","49870","54700"
"In post","2021","Cabinet Office","Westminster","Digital, Data & Technology","150","150","48160","42230"
"In post","2021","Cabinet Office","Westminster","Finance","90","90","46340","41820"
"In post","2021","Cabinet Office","Westminster","Human Resources","500","490","47000","41690"
"In post","2021","Cabinet Office","Westminster","Legal","60","50","79760","79760"
"In post","2021","Cabinet Office","Westminster","No function","3210","3170","42880","34550"
"In post","2021","Cabinet Office","Westminster","Project Delivery","180","180","70510","64500"
"In post","2021","Cabinet Office","Westminster","Property","40","30","[c]","[c]"
"In post","2021","Cabinet Office","Westminster","Security","170","170","44880","38580"
"In post","2021","Cabinet Office","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Wiltshire","Commercial","50","50","69720","63870"
"In post","2021","Cabinet Office","Wiltshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Wiltshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","York","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","York","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","York","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","York","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","York","Security","430","410","28880","26670"
"In post","2021","Chancellor's other departments","Blackpool","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Blackpool","No function","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Blackpool","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Blackpool","Security","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Camden and City of London","Analysis","170","150","69370","65470"
"In post","2021","Chancellor's other departments","Camden and City of London","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Camden and City of London","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Camden and City of London","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Camden and City of London","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Camden and City of London","No function","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Camden and City of London","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Camden and City of London","Security","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","City of Edinburgh","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Durham CC","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Durham CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Durham CC","No function","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Durham CC","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Durham CC","Security","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Glasgow City","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Glasgow City","No function","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Westminster","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Westminster","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Westminster","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Westminster","Finance","30","30","[c]","[c]"
"In post","2021","Chancellor's other departments","Westminster","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Westminster","No function","80","80","55730","47860"
"In post","2021","Chancellor's other departments","Westminster","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Westminster","Property","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Monmouthshire and Newport","No function","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Monmouthshire and Newport","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Monmouthshire and Newport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Sefton","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Sefton","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Sefton","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Sefton","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Sefton","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Charity Commission","Sefton","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Sefton","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Sefton","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Sefton","No function","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Sefton","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Sefton","Security","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Sefton","Unknown","180","170","30790","29160"
"In post","2021","Charity Commission","Somerset","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Somerset","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Somerset","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Somerset","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Somerset","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Somerset","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Somerset","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Somerset","No function","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Somerset","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Westminster","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Westminster","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Westminster","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Westminster","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Westminster","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Westminster","No function","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Westminster","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Westminster","Security","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Westminster","Unknown","30","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","Belfast","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Cardiff and Vale of Glamorgan","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","City of Edinburgh","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","City of Edinburgh","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","City of Edinburgh","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","City of Edinburgh","Project Delivery","30","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","City of Edinburgh","Property","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Tower Hamlets","Analysis","130","120","60780","56360"
"In post","2021","Competition and Markets Authority","Tower Hamlets","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Tower Hamlets","Communications","40","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","Tower Hamlets","Digital, Data & Technology","60","60","57200","55860"
"In post","2021","Competition and Markets Authority","Tower Hamlets","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Tower Hamlets","Human Resources","40","40","[c]","[c]"
"In post","2021","Competition and Markets Authority","Tower Hamlets","Legal","150","150","69090","72430"
"In post","2021","Competition and Markets Authority","Tower Hamlets","Project Delivery","340","330","61360","56630"
"In post","2021","Competition and Markets Authority","Tower Hamlets","Property","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Tower Hamlets","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Aberdeen City and Aberdeenshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Aberdeen City and Aberdeenshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Aberdeen City and Aberdeenshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Aberdeen City and Aberdeenshire","No function","120","120","47970","41420"
"In post","2021","Department for Business, Energy and Industrial Strategy","Aberdeen City and Aberdeenshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Antrim and Newtownabbey","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Antrim and Newtownabbey","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Antrim and Newtownabbey","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Antrim and Newtownabbey","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Antrim and Newtownabbey","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Bedford","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Belfast","No function","[c]","[c]","[c]","[c]"
